,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2016-06-30,91843.00000,43813.00000,24723.00000,,160379.00000,50436.00000,,83747.00000,54791.00000,241081.00000,401461.00000,83785.00000,122504.00000,91037.00000,230995.00000,314778.00000,702.00000,138310.00000,-14898.00000,36995.00000,86684.00000,401461.00000
2016-03-31,108049.00000,44230.00000,23907.00000,,176186.00000,53786.00000,,83102.00000,64292.00000,286009.00000,462193.00000,104279.00000,132187.00000,92992.00000,265159.00000,369438.00000,702.00000,137750.00000,-15705.00000,37377.00000,92755.00000,462193.00000
2015-12-31,102456.00000,45856.00000,22515.00000,,170827.00000,54095.00000,,83323.00000,60771.00000,322245.00000,493071.00000,105080.00000,144659.00000,93734.00000,287852.00000,392933.00000,702.00000,140020.00000,-16529.00000,37613.00000,100138.00000,493071.00000
2015-09-30,136019.00000,100965.00000,19285.00000,22832.00000,279101.00000,50704.00000,,75278.00000,54102.00000,302209.00000,581310.00000,84452.00000,180011.00000,153085.00000,376864.00000,461317.00000,702.00000,135932.00000,-16983.00000,32760.00000,119993.00000,581310.00000
2015-06-30,131104.00000,98903.00000,18704.00000,26574.00000,275285.00000,51039.00000,,75852.00000,53874.00000,335641.00000,610926.00000,106105.00000,185351.00000,152143.00000,386542.00000,492647.00000,702.00000,135755.00000,-18206.00000,32803.00000,118279.00000,610926.00000
2015-03-31,129047.00000,95401.00000,17830.00000,92959.00000,335237.00000,61219.00000,,83137.00000,106777.00000,282394.00000,617631.00000,109809.00000,190420.00000,195130.00000,390524.00000,500333.00000,702.00000,139441.00000,-22364.00000,32875.00000,117298.00000,617631.00000
2014-12-31,105530.00000,42943.00000,17689.00000,,166162.00000,48070.00000,,66389.00000,44622.00000,488793.00000,654954.00000,111669.00000,186596.00000,91525.00000,406452.00000,518121.00000,702.00000,155333.00000,-18173.00000,32889.00000,136833.00000,654954.00000
2014-09-30,137455.00000,257111.00000,19431.00000,,413997.00000,65460.00000,,92216.00000,77018.00000,236024.00000,650021.00000,113962.00000,213179.00000,176605.00000,392548.00000,506510.00000,702.00000,152497.00000,-8110.00000,32914.00000,143511.00000,650021.00000
2014-06-30,133324.00000,261724.00000,19706.00000,,414754.00000,67900.00000,,93815.00000,73921.00000,237115.00000,651869.00000,118542.00000,216845.00000,175217.00000,393260.00000,511802.00000,702.00000,151174.00000,-7158.00000,32529.00000,140067.00000,651869.00000
2014-03-31,132712.00000,266989.00000,18881.00000,,418582.00000,67743.00000,,93917.00000,70552.00000,233670.00000,652252.00000,121959.00000,220992.00000,169635.00000,392274.00000,514233.00000,702.00000,149840.00000,-7849.00000,32544.00000,138019.00000,652252.00000
2013-12-31,132536.00000,272442.00000,17325.00000,,422303.00000,68827.00000,,91958.00000,70858.00000,234257.00000,656560.00000,123087.00000,221665.00000,171092.00000,396690.00000,519777.00000,702.00000,149051.00000,-9120.00000,32494.00000,136783.00000,656560.00000
2013-09-30,130397.00000,273447.00000,17943.00000,,421787.00000,68741.00000,,92250.00000,73050.00000,239651.00000,661438.00000,125658.00000,226872.00000,177463.00000,406735.00000,532393.00000,702.00000,148067.00000,-17863.00000,32811.00000,129045.00000,661438.00000
2013-06-30,132459.00000,276504.00000,16762.00000,,425725.00000,68762.00000,,84684.00000,74502.00000,234816.00000,660541.00000,122188.00000,231285.00000,175809.00000,409542.00000,531730.00000,702.00000,146800.00000,-18463.00000,32972.00000,128811.00000,660541.00000
2013-03-31,138110.00000,278120.00000,16281.00000,,432511.00000,68411.00000,,84555.00000,78272.00000,238179.00000,670690.00000,128508.00000,234299.00000,176457.00000,413132.00000,541640.00000,702.00000,145608.00000,-19664.00000,33061.00000,129050.00000,670690.00000
2012-12-31,125778.00000,285004.00000,15374.00000,,426156.00000,68633.00000,,85094.00000,101855.00000,258843.00000,684999.00000,144798.00000,236084.00000,172914.00000,411731.00000,556529.00000,702.00000,144055.00000,-20230.00000,33070.00000,128470.00000,684999.00000
2012-09-30,134180.00000,289558.00000,16022.00000,,439760.00000,67388.00000,,84871.00000,105653.00000,259120.00000,698880.00000,162723.00000,234673.00000,172162.00000,408141.00000,570864.00000,702.00000,142026.00000,-20321.00000,33119.00000,128016.00000,698880.00000
2012-06-30,122226.00000,291839.00000,15440.00000,,429505.00000,66660.00000,,84139.00000,112327.00000,264616.00000,694121.00000,169784.00000,229817.00000,168225.00000,400438.00000,570222.00000,702.00000,140324.00000,-22723.00000,33498.00000,123899.00000,694121.00000
2012-03-31,131479.00000,299604.00000,15212.00000,,446295.00000,66000.00000,,84880.00000,109203.00000,261424.00000,707719.00000,183192.00000,233487.00000,167787.00000,402939.00000,586131.00000,702.00000,139019.00000,-22133.00000,33594.00000,121588.00000,707719.00000
2011-12-31,131875.00000,307957.00000,13792.00000,,453624.00000,65739.00000,,84693.00000,112412.00000,264565.00000,718189.00000,181953.00000,243459.00000,173145.00000,418102.00000,600055.00000,702.00000,137786.00000,-23974.00000,33693.00000,118134.00000,718189.00000
2011-09-30,137826.00000,313025.00000,15021.00000,,465872.00000,66094.00000,,85724.00000,118444.00000,271828.00000,737700.00000,174588.00000,268270.00000,164374.00000,436339.00000,610927.00000,702.00000,135857.00000,-13664.00000,33830.00000,126773.00000,737700.00000
2011-06-30,136393.00000,320084.00000,14616.00000,,471093.00000,68846.00000,,82334.00000,110394.00000,268037.00000,739130.00000,167050.00000,277855.00000,162415.00000,441683.00000,608733.00000,702.00000,135098.00000,-12455.00000,36600.00000,130397.00000,739130.00000
2011-03-31,127062.00000,327757.00000,13327.00000,,468146.00000,67504.00000,,79212.00000,107821.00000,259691.00000,727837.00000,153113.00000,287642.00000,157891.00000,448935.00000,602048.00000,702.00000,133003.00000,-15001.00000,36783.00000,125789.00000,727837.00000
2010-12-31,122881.00000,329204.00000,11526.00000,,463611.00000,66212.00000,,74359.00000,131186.00000,284182.00000,747793.00000,156716.00000,293323.00000,168216.00000,466879.00000,623595.00000,702.00000,131137.00000,-17855.00000,36890.00000,124198.00000,747793.00000
2010-09-30,124082.00000,348704.00000,11997.00000,,484783.00000,65538.00000,,74359.00000,132811.00000,274041.00000,758824.00000,155408.00000,307517.00000,170874.00000,482806.00000,638214.00000,702.00000,128126.00000,-18764.00000,36982.00000,120610.00000,758824.00000
2010-06-30,115950.00000,350311.00000,11366.00000,,477627.00000,65358.00000,,74040.00000,131652.00000,272303.00000,749930.00000,159565.00000,298701.00000,167124.00000,469640.00000,629205.00000,702.00000,127436.00000,-20326.00000,37357.00000,120725.00000,749930.00000
2010-03-31,111177.00000,374661.00000,11751.00000,,497589.00000,68016.00000,,76455.00000,134210.00000,279766.00000,777355.00000,164326.00000,317606.00000,168609.00000,490078.00000,654404.00000,702.00000,125446.00000,-16784.00000,37588.00000,122951.00000,777355.00000
2009-12-31,121831.00000,349761.00000,11987.00000,,483579.00000,68970.00000,,76827.00000,137397.00000,298322.00000,781901.00000,176115.00000,336172.00000,133911.00000,480650.00000,656765.00000,702.00000,126363.00000,-15265.00000,37729.00000,125136.00000,781901.00000
2009-09-30,114135.00000,374640.00000,13092.00000,,501867.00000,72993.00000,,99890.00000,111498.00000,285979.00000,787846.00000,210786.00000,358092.00000,86400.00000,451251.00000,662037.00000,702.00000,124530.00000,-12761.00000,37861.00000,125809.00000,787846.00000
2009-06-30,97530.00000,385312.00000,13307.00000,,496149.00000,72937.00000,,99052.00000,108504.00000,282019.00000,778168.00000,224913.00000,339420.00000,89038.00000,432796.00000,657709.00000,702.00000,123166.00000,-16566.00000,38371.00000,120459.00000,778168.00000
2009-03-31,88761.00000,380027.00000,13831.00000,,482619.00000,72222.00000,,95398.00000,109040.00000,278188.00000,760807.00000,227806.00000,327658.00000,89348.00000,423525.00000,651331.00000,702.00000,121572.00000,-25592.00000,39150.00000,109476.00000,760807.00000
