,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,7965.00000,7363.00000,5501.00000,1696.00000,22525.00000,5339.00000,807.00000,20194.00000,10985.00000,37762.00000,60287.00000,18109.00000,12236.00000,8996.00000,23848.00000,41957.00000,958.00000,44767.00000,-3296.00000,18330.00000,60287.00000
2022-06-30,8659.00000,7738.00000,5576.00000,1874.00000,23847.00000,5342.00000,797.00000,20913.00000,10868.00000,38411.00000,62258.00000,19947.00000,12491.00000,8990.00000,24121.00000,44068.00000,958.00000,43883.00000,-2883.00000,18190.00000,62258.00000
2022-03-31,9774.00000,7119.00000,5472.00000,1916.00000,24281.00000,5470.00000,1035.00000,21397.00000,10675.00000,39071.00000,63352.00000,20027.00000,12636.00000,9024.00000,24274.00000,44301.00000,958.00000,43288.00000,-2787.00000,19051.00000,63352.00000
2021-12-31,11523.00000,6830.00000,5138.00000,1881.00000,25372.00000,5562.00000,1222.00000,21369.00000,10456.00000,39098.00000,64470.00000,19508.00000,14254.00000,8887.00000,25720.00000,45228.00000,958.00000,42827.00000,-2895.00000,19242.00000,64470.00000
2021-09-30,12136.00000,7239.00000,4967.00000,1691.00000,26033.00000,5514.00000,1243.00000,20600.00000,10041.00000,38158.00000,64191.00000,20207.00000,14346.00000,8920.00000,25870.00000,46077.00000,958.00000,42079.00000,-3193.00000,18114.00000,64191.00000
2021-06-30,12318.00000,6947.00000,4723.00000,1664.00000,25652.00000,5520.00000,1358.00000,20883.00000,9770.00000,38293.00000,63945.00000,18143.00000,16138.00000,8928.00000,27600.00000,45743.00000,958.00000,41467.00000,-3075.00000,18202.00000,63945.00000
2021-03-31,12660.00000,6675.00000,4607.00000,1645.00000,25587.00000,5547.00000,746.00000,20780.00000,10139.00000,37974.00000,63561.00000,17950.00000,16124.00000,8685.00000,27359.00000,45309.00000,958.00000,40682.00000,-3184.00000,18252.00000,63561.00000
2020-12-31,15220.00000,6827.00000,4489.00000,1639.00000,28175.00000,5570.00000,685.00000,19618.00000,9778.00000,36411.00000,64586.00000,19197.00000,16342.00000,8895.00000,27599.00000,46796.00000,958.00000,39905.00000,-3377.00000,17790.00000,64586.00000
2020-09-30,15008.00000,6878.00000,4705.00000,1609.00000,28200.00000,5419.00000,673.00000,19160.00000,9853.00000,35259.00000,63459.00000,17184.00000,17687.00000,8485.00000,27962.00000,45146.00000,958.00000,39203.00000,-3436.00000,18313.00000,63459.00000
2020-06-30,15127.00000,6717.00000,4753.00000,1724.00000,28321.00000,5327.00000,626.00000,19069.00000,10155.00000,35283.00000,63604.00000,17341.00000,17591.00000,8521.00000,27897.00000,45238.00000,958.00000,39080.00000,-3310.00000,18366.00000,63604.00000
2020-03-31,8791.00000,7452.00000,4584.00000,1786.00000,22613.00000,5214.00000,613.00000,18862.00000,10049.00000,34809.00000,57422.00000,17377.00000,11542.00000,8647.00000,22180.00000,39557.00000,958.00000,38635.00000,-3353.00000,17865.00000,57422.00000
2019-12-31,10416.00000,7493.00000,4421.00000,1973.00000,24303.00000,5325.00000,588.00000,19297.00000,9080.00000,34376.00000,58679.00000,18098.00000,11110.00000,8762.00000,21875.00000,39973.00000,958.00000,37693.00000,-3197.00000,18706.00000,58679.00000
2019-09-30,12364.00000,7583.00000,4601.00000,1640.00000,26188.00000,5240.00000,631.00000,19213.00000,8591.00000,33916.00000,60104.00000,19915.00000,11101.00000,9080.00000,21883.00000,41798.00000,958.00000,36775.00000,-3295.00000,18306.00000,60104.00000
2019-06-30,9943.00000,7407.00000,4600.00000,1818.00000,23768.00000,5260.00000,747.00000,19506.00000,8210.00000,33982.00000,57750.00000,19894.00000,8608.00000,9133.00000,19796.00000,39690.00000,958.00000,35741.00000,-3453.00000,18060.00000,57750.00000
2019-03-31,10684.00000,7307.00000,4548.00000,1795.00000,24334.00000,5276.00000,747.00000,19594.00000,8247.00000,34226.00000,58560.00000,19593.00000,8598.00000,9223.00000,20011.00000,39604.00000,958.00000,34794.00000,-3245.00000,18956.00000,58560.00000
2018-12-31,10910.00000,7508.00000,4326.00000,1618.00000,24362.00000,5296.00000,742.00000,19685.00000,7306.00000,33411.00000,57773.00000,18924.00000,9756.00000,8671.00000,20491.00000,39415.00000,958.00000,33978.00000,-3437.00000,18358.00000,57773.00000
2018-09-30,11653.00000,8568.00000,5061.00000,1346.00000,26628.00000,5966.00000,754.00000,22388.00000,5815.00000,35299.00000,61927.00000,17900.00000,14059.00000,9200.00000,25611.00000,43511.00000,958.00000,31110.00000,-2125.00000,18416.00000,61927.00000
2018-06-30,9850.00000,8600.00000,4792.00000,1537.00000,24779.00000,5968.00000,897.00000,22398.00000,5463.00000,35081.00000,59860.00000,18018.00000,12504.00000,8312.00000,24069.00000,42087.00000,958.00000,30104.00000,-2222.00000,17773.00000,59860.00000
2018-03-31,10280.00000,8778.00000,4766.00000,1763.00000,25587.00000,6083.00000,737.00000,22982.00000,5157.00000,35361.00000,60948.00000,18755.00000,12738.00000,8399.00000,24419.00000,43174.00000,958.00000,29395.00000,-2174.00000,17774.00000,60948.00000
2017-12-31,10817.00000,8866.00000,4613.00000,1706.00000,26002.00000,5926.00000,667.00000,22773.00000,3851.00000,33468.00000,59470.00000,18861.00000,12573.00000,8190.00000,23944.00000,42805.00000,958.00000,27481.00000,-2235.00000,16665.00000,59470.00000
