,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,269.00000,1051.00000,2635.00000,247.00000,,4202.00000,1169.00000,146.00000,4758.00000,198.00000,7464.00000,11666.00000,2351.00000,2390.00000,312.00000,4038.00000,6389.00000,3.00000,6536.00000,-539.00000,5277.00000,11666.00000
2022-06-30,265.00000,1161.00000,2650.00000,255.00000,,4331.00000,1217.00000,154.00000,4959.00000,205.00000,7803.00000,12134.00000,2485.00000,2313.00000,324.00000,4044.00000,6529.00000,3.00000,6344.00000,-355.00000,5605.00000,12134.00000
2022-03-31,327.00000,1239.00000,2573.00000,253.00000,290.00000,4682.00000,1256.00000,179.00000,5141.00000,219.00000,8096.00000,12778.00000,2495.00000,2680.00000,349.00000,4484.00000,6979.00000,3.00000,5995.00000,-206.00000,5799.00000,12778.00000
2021-12-31,1347.00000,,2611.00000,296.00000,,4254.00000,1299.00000,181.00000,5286.00000,225.00000,8352.00000,12606.00000,2165.00000,2777.00000,365.00000,4654.00000,6819.00000,3.00000,5794.00000,-153.00000,5787.00000,12606.00000
2021-09-30,402.70300,1185.00400,2423.85300,247.83800,,4259.39800,1192.35700,178.41000,5280.90000,208.73100,8201.46300,12460.86000,2322.25900,2348.44800,378.38500,4220.74400,6543.00300,3.21500,5630.63200,-148.57500,5917.85700,12460.86000
2021-06-30,328.70000,1225.73500,2394.14700,219.95200,,4168.53400,1207.15600,168.46700,5336.55800,189.20100,8269.52500,12438.06000,2278.15600,2360.68500,380.42700,4265.89400,6544.05000,3.21200,5346.57700,-101.09000,5894.00900,12438.06000
2021-03-31,590.19400,1252.37400,2392.71400,218.66400,,4453.94600,1204.64300,170.72900,5293.00600,169.89500,8211.51100,12665.46000,2436.62600,2471.73000,369.54600,4370.20400,6806.83000,3.21200,5041.95300,-126.12200,5858.62700,12665.46000
2020-12-31,312.15400,1073.38900,2414.61200,233.87700,,4034.03200,1248.70300,155.22400,5405.78800,163.66200,8326.50100,12360.53000,1988.49100,2812.64100,374.64000,4700.74200,6689.23300,3.20800,4776.04000,-99.00900,5671.30000,12360.53000
2020-09-30,421.38200,1174.50400,2245.84600,260.77600,,4102.50800,1204.76600,147.53600,5273.03600,150.15400,8058.70400,12161.21000,1926.49500,3009.63800,358.40200,4819.13000,6745.62600,3.20800,4595.02800,-209.72200,5415.58600,12161.21000
2020-06-30,476.42600,1125.81600,2288.29300,216.43800,,4106.97300,1196.50500,136.67300,5176.14900,146.48610,7928.32600,12035.30000,1949.76800,3157.72500,343.69100,4937.59000,6887.35800,3.20500,4401.54500,-279.76300,5147.94100,12035.30000
2020-03-31,332.78400,1168.62600,2718.63000,222.62400,,4442.66400,1202.32900,145.85900,5154.06000,139.87790,7911.40600,12354.07000,1938.96800,3672.22100,326.43200,5427.78300,7366.75100,3.20400,4282.75300,-313.90300,4987.31900,12354.07000
2019-12-31,523.02000,1131.13200,2772.77700,260.89000,,4687.81900,1234.40000,139.24300,5256.87300,153.11000,8092.13700,12779.96000,2178.51200,3715.38900,365.67200,5552.86400,7731.37600,3.19900,4140.13600,-200.88500,5048.58000,12779.96000
2019-09-30,433.39100,1223.19700,2582.18800,245.08200,,4483.85800,1184.18800,144.00900,5147.09400,149.28100,7927.83200,12411.69000,2054.05100,3737.11200,322.20500,5484.93900,7538.99000,3.19600,3999.74800,-260.74600,4872.70000,12411.69000
2019-06-30,375.96700,1285.80200,2650.13800,319.94200,,4631.84900,1206.69000,133.15400,5290.04800,147.95400,8072.38700,12704.24000,2106.94600,3919.90200,342.18500,5687.54200,7794.48800,3.19000,3847.48500,-188.55300,4909.74800,12704.24000
2019-03-31,316.06600,1353.49100,2692.00600,283.20700,,4644.77000,1206.34200,134.23400,5243.91500,157.07300,8021.14100,12665.91000,1971.48800,4092.76600,329.29810,5837.64800,7809.13600,3.18900,3696.92400,-190.85400,4856.77400,12665.91000
