,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,206.00000,1571.00000,421.00000,217.00000,,2415.00000,36285.00000,1757.00000,5618.00000,,43693.00000,46108.00000,3958.00000,21203.00000,3767.00000,31507.00000,35465.00000,57.00000,-1199.00000,-14.00000,10643.00000,46108.00000
2022-09-30,277.00000,1446.00000,361.00000,228.00000,,2312.00000,35572.00000,621.00000,5618.00000,714.00000,42539.00000,44851.00000,3493.00000,20905.00000,3291.00000,30120.00000,33613.00000,57.00000,-796.00000,-13.00000,11238.00000,44851.00000
2022-06-30,532.00000,1388.00000,304.00000,315.00000,,2539.00000,35367.00000,626.00000,5618.00000,871.00000,42581.00000,45120.00000,3370.00000,20763.00000,3494.00000,30436.00000,33806.00000,57.00000,-1130.00000,-12.00000,11314.00000,45120.00000
2022-03-31,310.00000,1372.00000,273.00000,295.00000,,2250.00000,34996.00000,646.00000,5618.00000,1037.00000,42367.00000,44617.00000,4360.00000,21754.00000,3584.00000,31502.00000,35862.00000,57.00000,-1317.00000,-16.00000,8755.00000,44617.00000
2021-12-31,1511.00000,1279.00000,260.00000,187.00000,,3237.00000,34744.00000,1762.00000,5618.00000,,42195.00000,45432.00000,4416.00000,22248.00000,3987.00000,32341.00000,36757.00000,57.00000,-1605.00000,-15.00000,8675.00000,45432.00000
2021-09-30,684.00000,1364.00000,245.00000,239.00000,,2532.00000,34305.00000,632.00000,5618.00000,677.00000,41322.00000,43854.00000,4094.00000,22503.00000,3288.00000,32281.00000,36375.00000,54.00000,-2032.00000,-11.00000,7479.00000,43854.00000
2021-06-30,1312.00000,1318.00000,274.00000,292.00000,,3196.00000,34017.00000,622.00000,5618.00000,813.00000,41167.00000,44363.00000,3871.00000,23025.00000,3520.00000,33062.00000,36933.00000,54.00000,-2495.00000,-9.00000,7430.00000,44363.00000
2021-03-31,1326.00000,1278.00000,303.00000,281.00000,,3188.00000,33640.00000,606.00000,5618.00000,974.00000,40929.00000,44117.00000,4624.00000,22204.00000,3452.00000,32133.00000,36757.00000,54.00000,-2553.00000,-7.00000,7360.00000,44117.00000
2020-12-31,1801.00000,1439.00000,317.00000,157.00000,,3714.00000,33339.00000,605.00000,5618.00000,1106.00000,40750.00000,44464.00000,5004.00000,22131.00000,3652.00000,32223.00000,37227.00000,54.00000,-2888.00000,-5.00000,7237.00000,44464.00000
2020-09-30,296.00000,1340.00000,308.00000,218.00000,,2162.00000,32901.00000,1463.00000,5618.00000,713.00000,40776.00000,42938.00000,3077.00000,22203.00000,4092.00000,32673.00000,35750.00000,54.00000,-3130.00000,-2.00000,7188.00000,42938.00000
