,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2017-04-30,8101.00000,7039.00000,2041.00000,3092.00000,20273.00000,6692.00000,2620.00000,27038.00000,,47197.00000,67470.00000,17578.00000,11904.00000,8941.00000,20845.00000,38423.00000,16.00000,-1867.00000,-3544.00000,,29047.00000,67470.00000
2017-01-31,9858.00000,9404.00000,1988.00000,4275.00000,25525.00000,9497.00000,2620.00000,25416.00000,,51137.00000,76662.00000,21686.00000,12270.00000,11132.00000,23402.00000,45088.00000,17.00000,2760.00000,-6124.00000,,31574.00000,76662.00000
2016-10-31,12987.00000,6511.00000,1720.00000,2694.00000,28917.00000,6375.00000,2648.00000,16765.00000,,50712.00000,79629.00000,22529.00000,12168.00000,8874.00000,25582.00000,48111.00000,17.00000,2782.00000,-6599.00000,,31518.00000,79629.00000
2016-07-31,10743.00000,9981.00000,1848.00000,5898.00000,28470.00000,9579.00000,2675.00000,25382.00000,,50351.00000,78821.00000,19484.00000,15354.00000,11157.00000,26511.00000,45995.00000,17.00000,2486.00000,-5177.00000,,32826.00000,78821.00000
2016-04-30,9010.00000,10724.00000,2099.00000,9314.00000,31147.00000,9674.00000,,25680.00000,,46917.00000,78064.00000,20597.00000,15247.00000,10196.00000,25443.00000,46040.00000,17.00000,301.00000,-5167.00000,,32024.00000,78064.00000
2016-01-31,8505.00000,10846.00000,2345.00000,6060.00000,27756.00000,9700.00000,,29166.00000,,49596.00000,77352.00000,20351.00000,15229.00000,10138.00000,25367.00000,45718.00000,17.00000,86.00000,-5092.00000,,31634.00000,77352.00000
2015-10-31,9842.00000,11456.00000,2198.00000,6468.00000,29964.00000,9886.00000,,29191.00000,,49952.00000,79916.00000,21993.00000,15103.00000,8902.00000,24005.00000,45998.00000,,,-5015.00000,38550.00000,33918.00000,79916.00000
2015-07-31,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2015-04-30,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2015-01-31,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2014-10-31,2319.00000,11397.00000,1884.00000,6431.00000,22031.00000,16960.00000,,28017.00000,6503.00000,51480.00000,65071.00000,19760.00000,485.00000,7654.00000,8139.00000,27899.00000,0.00000,,,37172.00000,37172.00000,65071.00000
2013-10-31,2182.00000,12628.00000,2078.00000,7491.00000,24379.00000,17062.00000,,28882.00000,7004.00000,52948.00000,68775.00000,20912.00000,617.00000,8871.00000,9488.00000,30400.00000,0.00000,,,38375.00000,38375.00000,68775.00000
2012-10-31,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
