,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,259.37100,822.75800,694.35700,200.14000,1976.62600,1671.15700,6884.46500,80.35600,8823.29900,10799.92000,796.45700,3001.57500,72.74600,3954.94700,4751.40400,4631.70300,1770.77200,-364.16300,6048.52000,10799.92000
2022-09-30,258.25900,780.11300,644.93600,204.99100,1888.29900,1572.39800,6782.63200,72.23400,8601.33700,10489.64000,872.81500,2873.93600,75.90000,3803.37400,4676.18900,4705.11800,1695.08700,-598.14800,5813.44700,10489.64000
2022-06-30,316.32700,763.78800,620.40400,147.42800,1847.94700,1573.33700,7514.20800,70.15700,9340.06000,11188.01000,908.32300,2846.44600,73.07500,3860.55500,4768.87800,4738.74600,2057.17500,-388.37300,6419.12800,11188.01000
2022-03-31,348.32000,799.04100,574.99900,156.63700,1878.99700,1552.57600,7732.88000,70.66100,9544.59800,11423.59000,922.22200,2945.48100,75.57900,3956.73500,4878.95700,4742.92000,1999.24400,-209.80800,6544.63700,11423.59000
2021-12-31,359.08900,752.13200,594.59900,221.27400,1927.09400,1521.58700,7991.36400,55.89500,9762.87200,11689.97000,904.30700,3175.31600,74.76300,4161.99000,5066.29700,4758.19900,1989.87000,-136.87800,6623.66900,11689.97000
2021-09-30,383.49400,762.00300,564.53200,194.59800,1904.62700,1511.25500,8087.11400,50.12000,9847.82100,11752.45000,785.70100,3421.50600,83.59300,4421.81600,5207.51700,4748.18100,1893.19600,-105.73300,6544.93100,11752.45000
2021-06-30,534.77400,743.42000,593.06700,136.59900,2007.86000,1499.44800,8334.91300,51.44500,10093.15000,12101.01000,1145.02500,3256.71400,86.04000,4370.96700,5515.99200,4736.83800,1874.55900,-36.81700,6585.01500,12101.01000
2021-03-31,220.53100,609.40600,315.06700,66.75000,1211.75400,1235.40000,3924.45500,52.72000,5362.71700,6574.47100,577.92000,1650.54000,88.01000,2105.08300,2683.00300,2002.82500,1939.40800,-61.24300,3891.46800,6574.47100
2020-12-31,252.50200,556.11700,294.13200,73.32400,1176.07500,1226.89500,3970.45500,57.61400,5404.70500,6580.78000,505.86700,1713.19900,89.26400,2196.72100,2702.58800,1996.84300,1872.53300,-2.38600,3878.19200,6580.78000
2020-09-30,312.02800,503.72400,278.59300,55.96500,1150.31000,1176.06600,2967.97800,55.17200,4342.25700,5492.56700,435.41800,1020.55400,85.07600,1394.69400,1830.11200,1990.88000,1786.87800,-130.61300,3662.45500,5492.56700
2020-06-30,255.62700,503.17200,276.97000,61.35900,1097.12800,1148.05200,2923.31500,51.96900,4266.79900,5363.92700,479.54900,1022.15600,86.38600,1394.66500,1874.21400,1983.04700,1699.97100,-208.35400,3489.71300,5363.92700
2020-03-31,319.58100,586.48100,263.54400,54.43000,1224.03600,1111.85500,2921.55800,51.58100,4216.83100,5440.86700,503.60700,1150.52100,90.34600,1519.05000,2022.65700,1982.16400,1658.66100,-235.46300,3418.21000,5440.86700
2019-12-31,199.23000,544.40500,252.04600,57.19000,1052.87100,1102.60400,2997.67000,59.35600,4282.71000,5335.58100,450.80600,1136.96400,91.34800,1488.70900,1939.51500,1987.10700,1544.49500,-148.92200,3396.06600,5335.58100
2019-09-30,225.53600,513.35300,236.83700,56.22800,1031.95400,1066.22300,2895.44100,76.17400,4153.76300,5185.71700,428.02300,1187.19500,82.19600,1520.04900,1948.07200,1981.66000,,-225.71700,3237.64500,5185.71700
