,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,3288.00000,860.00000,1439.00000,342.00000,,5929.00000,864.00000,,11469.00000,227.00000,12560.00000,18489.00000,1408.00000,19375.00000,427.00000,20409.00000,21817.00000,1.00000,-3687.00000,-108.00000,-3328.00000,18489.00000
2022-09-30,3001.00000,967.00000,1332.00000,349.00000,,5649.00000,807.00000,,11391.00000,260.00000,12458.00000,18107.00000,1426.00000,19369.00000,482.00000,20447.00000,21873.00000,1.00000,-3914.00000,-267.00000,-3766.00000,18107.00000
2022-06-30,3808.00000,883.00000,1320.00000,297.00000,,6308.00000,814.00000,,11499.00000,198.00000,12511.00000,18819.00000,1344.00000,19382.00000,473.00000,20443.00000,21787.00000,1.00000,-3114.00000,-198.00000,-2968.00000,18819.00000
2022-03-31,4216.00000,794.00000,1242.00000,312.00000,,6564.00000,810.00000,,11253.00000,214.00000,12277.00000,18841.00000,1301.00000,19394.00000,487.00000,20433.00000,21734.00000,1.00000,-3350.00000,-73.00000,-2893.00000,18841.00000
2021-12-31,4813.00000,673.00000,1215.00000,270.00000,,6971.00000,794.00000,,11320.00000,157.00000,12271.00000,19242.00000,1378.00000,19388.00000,599.00000,20490.00000,21868.00000,1.00000,-3545.00000,-200.00000,-2626.00000,19242.00000
2021-09-30,4787.00000,791.00000,1185.00000,267.00000,,7030.00000,770.00000,,11359.00000,156.00000,12285.00000,19315.00000,1663.00000,19372.00000,705.00000,20562.00000,22225.00000,1.00000,-3705.00000,-248.00000,-2910.00000,19315.00000
2021-06-30,4529.00000,694.00000,1225.00000,275.00000,,6723.00000,777.00000,,11429.00000,160.00000,12366.00000,19089.00000,1636.00000,19384.00000,781.00000,20585.00000,22221.00000,1.00000,-3906.00000,-222.00000,-3132.00000,19089.00000
2021-03-31,4072.00000,682.00000,1240.00000,364.00000,,6358.00000,790.00000,,11439.00000,152.00000,12381.00000,18739.00000,1580.00000,19402.00000,794.00000,20680.00000,22260.00000,1.00000,-4215.00000,-234.00000,-3521.00000,18739.00000
2020-12-31,4907.00000,627.00000,1284.00000,256.00000,,7074.00000,777.00000,,10531.00000,157.00000,11483.00000,18557.00000,1563.00000,19394.00000,884.00000,20715.00000,22278.00000,1.00000,-4314.00000,-277.00000,-3721.00000,18557.00000
2020-09-30,4717.00000,720.00000,1283.00000,240.00000,,6960.00000,752.00000,,10499.00000,167.00000,11435.00000,18395.00000,1616.00000,19384.00000,933.00000,20747.00000,22363.00000,1.00000,-4359.00000,-401.00000,-3968.00000,18395.00000
2020-06-30,4549.00000,726.00000,1344.00000,152.00000,,6771.00000,744.00000,,10492.00000,160.00000,11408.00000,18179.00000,1651.00000,19410.00000,925.00000,20707.00000,22358.00000,1.00000,-4427.00000,-490.00000,-4179.00000,18179.00000
2020-03-31,2668.00000,999.00000,1313.00000,220.00000,,5200.00000,748.00000,,10515.00000,159.00000,11435.00000,16635.00000,1656.00000,17933.00000,866.00000,19184.00000,20840.00000,1.00000,-4401.00000,-503.00000,-4205.00000,16635.00000
