,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2018-03-31,2672.00000,17711.00000,16310.00000,443.00000,,37136.00000,2464.00000,3728.00000,15026.00000,2027.00000,23245.00000,60381.00000,36685.00000,6751.00000,2625.00000,13639.00000,50324.00000,3.00000,12986.00000,-1717.00000,-1.00000,10057.00000,60381.00000
2017-12-31,2619.00000,20015.00000,17103.00000,458.00000,,40195.00000,2401.00000,3704.00000,15922.00000,1991.00000,24018.00000,64213.00000,37652.00000,7514.00000,2807.00000,14589.00000,52241.00000,3.00000,14202.00000,-1726.00000,-1.00000,11972.00000,64213.00000
2017-09-30,2563.00000,19627.00000,16885.00000,719.00000,,39794.00000,2348.00000,3795.00000,15938.00000,1971.00000,24052.00000,63846.00000,37765.00000,7490.00000,2082.00000,14719.00000,52484.00000,3.00000,13370.00000,-1710.00000,-3.00000,11362.00000,63846.00000
2017-06-30,2339.00000,19132.00000,15498.00000,728.00000,,37697.00000,2349.00000,3855.00000,15988.00000,1927.00000,24119.00000,61816.00000,35799.00000,7424.00000,1938.00000,14504.00000,50303.00000,3.00000,13442.00000,-1936.00000,-4.00000,11513.00000,61816.00000
2017-03-31,2783.00000,18215.00000,15278.00000,672.00000,,36948.00000,2292.00000,4063.00000,14251.00000,3415.00000,24021.00000,60969.00000,35612.00000,7305.00000,1774.00000,14084.00000,49696.00000,3.00000,13189.00000,-2141.00000,-2.00000,11273.00000,60969.00000
2016-12-31,2434.00000,18198.00000,16121.00000,513.00000,2002.00000,39268.00000,2411.00000,,14195.00000,2000.00000,18606.00000,57874.00000,38174.00000,5969.00000,1684.00000,11848.00000,50022.00000,3.00000,9663.00000,-2228.00000,-3.00000,7852.00000,57874.00000
2016-09-30,5464.00000,18308.00000,15273.00000,526.00000,1767.00000,41338.00000,2300.00000,,12754.00000,1923.00000,16977.00000,58315.00000,37051.00000,5941.00000,1727.00000,11641.00000,48692.00000,3.00000,9088.00000,-1854.00000,-3.00000,9623.00000,58315.00000
2016-06-30,4659.00000,18334.00000,15500.00000,545.00000,,39038.00000,2430.00000,,14270.00000,2166.00000,18866.00000,57904.00000,36574.00000,5942.00000,1768.00000,11839.00000,48413.00000,3.00000,8843.00000,-1739.00000,-3.00000,9491.00000,57904.00000
2016-03-31,4048.00000,17980.00000,15335.00000,1072.00000,,38435.00000,2278.00000,,12807.00000,3003.00000,18088.00000,56523.00000,35069.00000,6497.00000,1809.00000,12446.00000,47515.00000,3.00000,8360.00000,-1561.00000,-2.00000,9008.00000,56523.00000
2015-12-31,3406.00000,17402.00000,16411.00000,1042.00000,,38261.00000,2112.00000,,12804.00000,1910.00000,16826.00000,55087.00000,34479.00000,7715.00000,2555.00000,11648.00000,46127.00000,3.00000,7995.00000,-1845.00000,-2.00000,8960.00000,55087.00000
2015-09-30,5359.00000,16798.00000,15587.00000,1005.00000,,38749.00000,2108.00000,,13065.00000,1897.00000,17070.00000,55819.00000,34775.00000,8136.00000,2625.00000,12171.00000,46946.00000,4.00000,13780.00000,-1644.00000,-3.00000,8873.00000,55819.00000
2015-06-30,5635.00000,16684.00000,14932.00000,1320.00000,,38571.00000,2100.00000,,13375.00000,1879.00000,17354.00000,55925.00000,34673.00000,8142.00000,2741.00000,12313.00000,46986.00000,4.00000,13227.00000,-1434.00000,-4.00000,8939.00000,55925.00000
2015-03-31,5341.00000,15914.00000,14296.00000,1119.00000,,36670.00000,2045.00000,,13258.00000,1897.00000,17200.00000,53870.00000,33497.00000,8180.00000,1863.00000,12288.00000,45785.00000,4.00000,12705.00000,-1713.00000,-7.00000,8085.00000,53870.00000
2014-12-31,4587.00000,16581.00000,15378.00000,595.00000,,37141.00000,2156.00000,,13820.00000,1993.00000,17969.00000,55110.00000,32778.00000,8981.00000,2734.00000,13176.00000,45954.00000,4.00000,12628.00000,-804.00000,-7.00000,9156.00000,55110.00000
2014-09-30,3804.00000,15391.00000,14063.00000,621.00000,,33879.00000,2174.00000,,14194.00000,1985.00000,18353.00000,52232.00000,29337.00000,9620.00000,2749.00000,12369.00000,41706.00000,4.00000,12211.00000,-425.00000,-7.00000,10526.00000,52232.00000
2014-06-30,4105.00000,14920.00000,14124.00000,824.00000,,33973.00000,2209.00000,,14821.00000,2003.00000,19033.00000,53006.00000,29245.00000,10141.00000,2855.00000,12996.00000,42241.00000,4.00000,11800.00000,107.00000,-7.00000,10765.00000,53006.00000
2014-03-31,4193.00000,13780.00000,12986.00000,1877.00000,,32836.00000,2196.00000,,14798.00000,1929.00000,18923.00000,51759.00000,29615.00000,8929.00000,2897.00000,11826.00000,41441.00000,4.00000,11453.00000,-3.00000,23.00000,10318.00000,51759.00000
2013-12-31,2431.00000,10750.00000,11462.00000,591.00000,,25234.00000,1359.00000,,8366.00000,1520.00000,11245.00000,36479.00000,21904.00000,4521.00000,2027.00000,6548.00000,28452.00000,4.00000,11138.00000,-68.00000,16.00000,8027.00000,36479.00000
2013-09-30,2960.00000,10321.00000,10484.00000,780.00000,,24545.00000,1348.00000,,8473.00000,1581.00000,11402.00000,35947.00000,21379.00000,4521.00000,2058.00000,6579.00000,27958.00000,4.00000,11130.00000,-16.00000,19.00000,7989.00000,35947.00000
2013-06-30,2905.00000,10013.00000,10332.00000,817.00000,,24067.00000,1333.00000,,8458.00000,1633.00000,11424.00000,35491.00000,21481.00000,4522.00000,2080.00000,6602.00000,28083.00000,4.00000,10780.00000,-118.00000,17.00000,7408.00000,35491.00000
2013-03-31,2456.00000,9975.00000,10335.00000,404.00000,,23170.00000,1321.00000,,8675.00000,1620.00000,11616.00000,34786.00000,21357.00000,4521.00000,1838.00000,6359.00000,27716.00000,4.00000,10402.00000,-65.00000,14.00000,7070.00000,34786.00000
2012-12-31,2726.00000,9962.00000,10390.00000,361.00000,,23439.00000,1247.00000,,7109.00000,1638.00000,9994.00000,33433.00000,20208.00000,3973.00000,1603.00000,5576.00000,25784.00000,4.00000,10384.00000,35.00000,14.00000,7649.00000,33433.00000
2012-09-30,2831.00000,9823.00000,10070.00000,367.00000,,23091.00000,1223.00000,,6827.00000,1827.00000,9877.00000,32968.00000,20750.00000,3073.00000,1430.00000,4503.00000,25253.00000,4.00000,10135.00000,46.00000,15.00000,7715.00000,32968.00000
2012-06-30,2013.00000,9564.00000,10059.00000,418.00000,,22054.00000,1221.00000,,6703.00000,1770.00000,9694.00000,31748.00000,20097.00000,3072.00000,1376.00000,4448.00000,24545.00000,4.00000,9783.00000,-30.00000,12.00000,7203.00000,31748.00000
2012-03-31,3149.00000,9977.00000,10073.00000,404.00000,,23603.00000,1043.00000,,6782.00000,1665.00000,9490.00000,33093.00000,21686.00000,3072.00000,1504.00000,4576.00000,26262.00000,4.00000,9451.00000,5.00000,4.00000,6831.00000,33093.00000
2011-12-31,4191.00000,9673.00000,10376.00000,329.00000,,24569.00000,1015.00000,,5838.00000,1735.00000,8588.00000,33157.00000,20715.00000,3578.00000,1408.00000,4986.00000,25701.00000,4.00000,8981.00000,2.00000,6.00000,7456.00000,33157.00000
2011-09-30,3943.00000,9525.00000,9426.00000,368.00000,,23262.00000,1006.00000,,5870.00000,1769.00000,8645.00000,31907.00000,19845.00000,3578.00000,1368.00000,4946.00000,24791.00000,4.00000,8731.00000,-21.00000,7.00000,7116.00000,31907.00000
2011-06-30,3116.00000,9372.00000,9530.00000,356.00000,,22374.00000,988.00000,,5853.00000,1649.00000,8643.00000,31017.00000,19142.00000,3575.00000,1383.00000,4958.00000,24100.00000,4.00000,8486.00000,103.00000,5.00000,6917.00000,31017.00000
2011-03-31,3612.00000,9187.00000,9225.00000,333.00000,,22357.00000,991.00000,,5820.00000,1718.00000,8529.00000,30886.00000,18726.00000,3587.00000,1353.00000,4940.00000,23666.00000,4.00000,8250.00000,87.00000,10.00000,7220.00000,30886.00000
2010-12-31,3213.00000,8647.00000,9547.00000,286.00000,,21693.00000,934.00000,,5917.00000,1699.00000,8703.00000,30396.00000,19685.00000,2305.00000,1326.00000,3631.00000,23316.00000,4.00000,7876.00000,51.00000,2.00000,7080.00000,30396.00000
2010-09-30,3050.00000,8175.00000,8763.00000,256.00000,,20244.00000,860.00000,,4049.00000,1484.00000,6548.00000,26792.00000,16385.00000,2279.00000,1313.00000,3592.00000,19977.00000,4.00000,7767.00000,-2.00000,-11.00000,6815.00000,26792.00000
2010-06-30,3265.00000,7832.00000,9429.00000,265.00000,,20791.00000,864.00000,,4044.00000,1472.00000,6608.00000,27399.00000,16890.00000,2278.00000,1352.00000,3630.00000,20520.00000,4.00000,7488.00000,-51.00000,-12.00000,6879.00000,27399.00000
2010-03-31,3731.00000,8075.00000,9441.00000,257.00000,,21504.00000,851.00000,,4119.00000,1481.00000,6685.00000,28189.00000,17012.00000,2293.00000,1352.00000,3645.00000,20657.00000,4.00000,7236.00000,6.00000,-12.00000,7532.00000,28189.00000
2009-12-31,3428.00000,8319.00000,8842.00000,265.00000,,20854.00000,835.00000,,4139.00000,1475.00000,6685.00000,27539.00000,16918.00000,2294.00000,1204.00000,3498.00000,20416.00000,4.00000,6921.00000,23.00000,-12.00000,7123.00000,27539.00000
2009-09-30,3215.00000,7838.00000,8598.00000,279.00000,,19930.00000,836.00000,,4165.00000,1452.00000,6694.00000,26624.00000,16420.00000,2294.00000,1191.00000,3485.00000,19905.00000,4.00000,6627.00000,3.00000,-12.00000,6719.00000,26624.00000
2009-06-30,2644.00000,7532.00000,8615.00000,271.00000,,19062.00000,814.00000,,4179.00000,1432.00000,6655.00000,25717.00000,15941.00000,2292.00000,1213.00000,3505.00000,19446.00000,4.00000,6358.00000,-84.00000,-8.00000,6271.00000,25717.00000
2009-03-31,2109.00000,7774.00000,8527.00000,261.00000,,18671.00000,796.00000,,4189.00000,1390.00000,6596.00000,25267.00000,15606.00000,2290.00000,1178.00000,3468.00000,19074.00000,4.00000,6103.00000,-179.00000,-8.00000,6193.00000,25267.00000
