,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,253.19900,672.27100,988.95500,410.73100,2325.15600,522.74500,,3354.03600,260.16200,4350.94800,6676.10400,732.71400,1790.68900,87.78600,2205.26300,2937.97700,0.58800,3920.19700,-270.16800,3738.12700,6676.10400
2022-09-30,207.16300,620.48300,864.85200,341.19900,2033.69700,487.37600,,2276.99400,173.42900,3143.86300,5177.56000,692.65900,785.43600,42.91400,1052.01400,1744.67300,0.58600,3759.78300,-406.12800,3432.88700,5177.56000
2022-06-30,273.71000,575.95000,743.91000,337.90800,1931.47800,498.18100,,2282.38600,171.74800,3164.37500,5095.85300,689.29900,765.32500,54.85600,1045.80300,1735.10200,0.58600,3613.73600,-312.74700,3360.75100,5095.85300
2022-03-31,201.76900,508.58000,664.94300,329.00800,1704.30000,513.25000,,2302.30100,169.40000,3200.96400,4905.26400,667.26500,668.73500,58.40100,959.19490,1626.46000,0.58500,3480.16300,-224.14100,3278.80400,4905.26400
2021-12-31,194.47600,526.03600,592.14600,234.58200,1547.24000,477.77800,,2323.47200,165.53800,3187.50200,4734.74200,621.06400,667.97900,59.59400,967.84300,1588.90700,0.58500,3362.57000,-223.09500,3145.83500,4734.74200
2021-09-30,276.14900,575.55400,506.64400,227.90800,1586.25500,467.34400,,2297.43700,162.99100,3142.91200,4729.16700,624.15800,793.66800,59.22500,1078.96000,1703.11800,0.58300,3222.06400,-217.00300,3026.04900,4729.16700
2021-06-30,295.27800,614.29200,457.03300,208.15400,1574.75700,463.49000,,2320.48300,160.91600,3153.36800,4728.12500,911.76600,643.35100,69.73500,930.68000,1842.44600,0.58300,3079.64000,-193.48700,2885.67900,4728.12500
2021-03-31,230.63500,525.01400,484.06100,226.44000,1466.15000,455.10600,,2335.55000,150.22700,3119.57400,4585.72400,876.54100,719.04600,66.26500,999.94900,1876.49000,0.58200,2941.33600,-195.97300,2709.23400,4585.72400
2020-12-31,255.86500,509.36400,474.82100,211.43500,1451.48500,459.47200,,2323.49000,157.49000,3121.37100,4572.85600,577.33500,813.73200,99.53200,1130.53700,1707.87200,0.58200,3076.56900,-163.15100,2864.98400,4572.85600
2020-09-30,421.41400,464.89200,478.00600,178.29700,1542.60900,424.81900,,2332.63700,145.51800,3078.23500,4620.84400,590.85300,1044.43500,98.61900,1351.13100,1941.98400,0.58000,2953.70900,-240.19100,2678.86000,4620.84400
