,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,380.86800,1516.87100,1366.60800,159.11800,,3423.46500,1004.82500,6003.22900,465.00000,7473.05400,10896.52000,2773.27400,2942.51300,519.21600,3836.87900,6610.15300,259.64400,10223.07000,-266.22300,4286.36600,10896.52000
2022-09-30,306.00200,1497.06200,1407.79700,166.18400,,3377.04500,958.89400,5845.33400,471.06800,7275.29600,10652.34000,2888.75400,2842.66200,540.36600,3772.16100,6660.91500,259.60600,10030.41000,-364.69400,3991.42600,10652.34000
2022-06-30,515.37100,1514.45500,1381.60700,179.56300,,3590.99600,963.78000,5776.07700,476.56800,7216.42500,10807.42000,2547.63500,2936.12400,568.64100,3871.26300,6418.89800,259.60100,9816.96000,-247.99700,4388.52300,10807.42000
2022-03-31,289.98400,1446.67000,1322.34700,173.48300,,3232.48400,960.13000,5837.82500,470.60800,7268.56300,10501.05000,2246.92200,2981.92200,573.31990,3924.34900,6171.27100,259.57300,9599.19500,-168.82100,4329.77600,10501.05000
2021-12-31,385.50400,1347.51400,1191.09500,137.59600,,3061.70900,957.31000,5918.34400,466.26400,7341.91800,10403.63000,2250.34100,3018.71400,580.92700,3963.75800,6214.09900,259.45700,9445.24500,-154.05200,4189.52800,10403.63000
2021-09-30,739.14400,1351.14400,1055.83100,153.29600,,3299.41500,906.26800,5189.93100,507.36900,6603.56800,9902.98300,2005.88100,3060.18400,623.49000,4005.28400,6011.16500,259.39600,9154.51200,-162.06500,3891.81800,9902.98300
2021-06-30,601.35900,1329.05100,977.83100,151.29100,,3059.53200,895.55100,5175.80000,499.11700,6570.46800,9630.00000,1901.41100,3083.24600,614.54300,4009.28500,5910.69600,259.37100,8962.86300,-138.05900,3719.30400,9630.00000
2021-03-31,536.51200,1240.51600,900.60700,137.45000,,2815.08500,881.13100,5086.60900,488.06800,6455.80800,9270.89300,1775.36200,3063.37400,618.84800,3996.38700,5771.74900,259.33800,8769.70900,-160.73000,3499.14400,9270.89300
2020-12-31,513.07500,1137.22300,835.80400,133.08500,,2619.18700,897.32600,5156.31400,479.24700,6532.88700,9152.07400,1738.79800,3108.82900,620.25100,4027.50300,5766.30100,258.98200,8608.28400,-153.25400,3385.77300,9152.07400
2020-09-30,427.50100,1203.42900,838.53900,135.51500,,2604.98400,879.62000,5032.70500,468.66200,6380.98700,8985.97100,1766.37100,3047.21600,621.27500,3973.17900,5739.55000,258.89300,8497.46200,-232.71500,3246.42100,8985.97100
2020-06-30,649.03200,1142.58300,885.97200,121.85800,,2799.44500,858.27400,5004.68500,451.72900,6314.68800,9114.13300,2113.76100,3000.87000,590.57900,3910.84500,6024.60600,258.76800,8368.62000,-263.62900,3089.52700,9114.13300
2020-03-31,508.90700,1222.15400,852.07500,122.86400,,2706.00000,841.81300,4956.95700,439.48300,6238.25300,8944.25300,2094.36100,2963.01800,567.60700,3869.21100,5963.57200,258.74500,8314.52500,-311.57800,2980.68100,8944.25300
2019-12-31,397.25300,1217.19000,806.14100,127.84600,,2548.43000,842.31800,4838.36100,440.36800,6121.04700,8669.47700,1748.09100,2985.71600,580.97400,3888.72600,5636.81700,258.55200,8211.25700,-216.02600,3032.66000,8669.47700
2019-09-30,340.53200,1269.15000,816.56300,159.74700,,2585.99200,820.58200,4840.55800,422.16900,6083.30900,8669.30100,1825.30200,2908.72900,583.74200,3826.35700,5651.65800,258.42600,8114.26000,-257.19000,3017.64300,8669.30100
2019-06-30,321.32600,1288.75500,849.26600,163.90400,,2623.25100,815.00300,4924.94000,412.85600,6152.79900,8776.05000,1955.11500,2946.49300,582.18200,3865.66400,5820.77900,258.31500,7979.59700,-208.11300,2955.27100,8776.05000
