,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,600.00000,866.20000,792.90000,378.90000,2638.00000,4222.80000,,18092.00000,915.50000,23230.30000,25868.30000,3375.40000,6165.20000,292.80000,9577.70000,12953.10000,517.60000,6894.10000,-1205.50000,,12915.20000,25868.30000
2022-09-30,525.20000,988.70000,866.80000,368.70000,2749.40000,4057.90000,,18796.50000,1104.70000,23959.10000,26708.50000,3591.20000,6082.70000,285.20000,9720.80000,13312.00000,521.50000,7567.40000,-1402.50000,,13396.50000,26708.50000
2022-06-30,442.10000,1091.70000,872.40000,465.70000,2871.90000,4169.70000,,19142.00000,1204.30000,24516.00000,27387.90000,3514.30000,6557.80000,290.30000,10270.80000,13785.10000,521.50000,7433.80000,-1069.00000,,13602.80000,27387.90000
2022-03-31,358.70000,968.50000,935.80000,607.60000,2870.60000,4210.50000,,19376.80000,1263.60000,24850.90000,27721.50000,3555.30000,6631.50000,337.70000,10395.70000,13951.00000,521.50000,7469.80000,-949.60000,,13770.50000,27721.50000
2021-12-31,637.40000,879.40000,804.70000,457.20000,2778.70000,4192.40000,,19439.40000,1208.50000,24840.30000,27619.00000,3622.20000,6647.20000,326.50000,10332.70000,13954.90000,522.10000,7401.50000,-1006.00000,,13664.10000,27619.00000
2021-09-30,616.30000,991.60000,806.50000,505.50000,2919.90000,4112.70000,,19497.40000,1113.50000,24723.60000,27643.50000,3779.80000,6661.00000,334.60000,10341.20000,14121.00000,522.10000,7395.80000,-1134.50000,,13522.50000,27643.50000
2021-06-30,1308.90000,1086.70000,749.50000,457.00000,3602.10000,4173.80000,,19655.20000,1088.80000,24917.80000,28519.90000,4891.90000,6701.90000,352.10000,10391.60000,15283.50000,522.20000,7016.90000,-1038.10000,,13236.40000,28519.90000
2021-03-31,532.70000,717.20000,746.40000,369.60000,2365.90000,4143.50000,,19636.10000,1018.10000,24797.70000,27163.60000,3596.30000,7181.20000,317.60000,10733.30000,14329.60000,522.20000,6628.30000,-1045.40000,253.20000,12834.00000,27163.60000
2020-12-31,770.10000,687.10000,664.30000,297.30000,2418.80000,4250.30000,,19707.10000,954.90000,24912.30000,27331.10000,3909.60000,7208.20000,447.20000,10800.20000,14709.80000,522.20000,6544.20000,-1167.80000,,12621.30000,27331.10000
2020-09-30,731.30000,817.30000,657.70000,434.20000,2640.50000,4180.10000,,21034.50000,820.20000,26034.80000,28675.30000,4310.50000,7129.50000,492.20000,10589.20000,14899.70000,522.20000,7914.00000,-1383.40000,,13775.60000,28675.30000
2020-06-30,780.80000,842.80000,639.10000,280.00000,2542.70000,4344.00000,,20945.80000,806.30000,26096.10000,28638.80000,3805.70000,8073.70000,578.20000,11565.10000,15370.80000,662.40000,7571.20000,-1545.60000,,13268.00000,28638.80000
2020-03-31,666.10000,744.90000,681.50000,280.00000,2372.50000,4393.60000,,20844.10000,850.90000,26088.60000,28461.10000,4003.40000,8032.10000,601.50000,11511.70000,15515.10000,662.40000,7376.20000,-1661.30000,,12946.00000,28461.10000
