,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2019-12-31,523.40000,714.80000,615.90000,224.80000,2184.40000,4546.50000,,21287.40000,841.50000,26675.40000,28859.80000,3695.50000,8109.50000,406.50000,11491.20000,15186.70000,662.40000,7617.00000,-1162.20000,,13673.10000,28859.80000
2019-09-30,410.20000,950.60000,642.80000,283.30000,2286.90000,4432.00000,,21136.40000,896.30000,26464.70000,28751.60000,3888.60000,8058.50000,468.20000,11456.50000,15345.10000,662.40000,7576.80000,-1378.30000,,13406.50000,28751.60000
2019-06-30,490.20000,1108.10000,698.10000,304.00000,2600.40000,4505.10000,,22056.30000,899.80000,27461.20000,30061.60000,4080.30000,8517.90000,393.30000,11836.30000,15916.60000,663.00000,8103.10000,-1178.60000,,14145.00000,30061.60000
2019-03-31,234.40000,1051.10000,687.90000,364.60000,2338.00000,4553.30000,,22029.00000,903.30000,27485.60000,29823.60000,4202.40000,8484.80000,369.90000,11733.10000,15935.50000,662.80000,7862.40000,-1182.70000,,13888.10000,29823.60000
2018-12-31,1057.90000,871.00000,591.80000,245.60000,2766.30000,4608.30000,,22037.20000,698.00000,27343.50000,30109.80000,4300.90000,8893.80000,323.80000,12073.10000,16374.00000,662.80000,7692.90000,-1150.00000,,13735.80000,30109.80000
2018-09-30,750.10000,1117.60000,631.90000,312.70000,2812.30000,4593.50000,,22329.40000,735.10000,27658.00000,30470.30000,4422.60000,8970.30000,306.20000,11957.70000,16380.30000,662.80000,7953.20000,-996.40000,,14090.00000,30470.30000
2018-06-30,792.90000,1116.00000,637.50000,341.10000,2887.50000,4599.40000,,22351.00000,723.00000,27673.40000,30560.90000,4382.00000,9455.10000,328.10000,12382.30000,16764.30000,662.90000,7703.50000,-1025.40000,,13796.60000,30560.90000
2018-03-31,197.90000,947.30000,665.60000,326.20000,2137.00000,4680.80000,,22680.30000,686.40000,28047.50000,30184.50000,4128.40000,9527.00000,338.90000,12392.60000,16521.00000,662.90000,7367.90000,-810.90000,,13663.50000,30184.50000
2017-12-31,418.60000,902.00000,591.50000,277.60000,2189.70000,4673.70000,,22702.00000,681.50000,28057.20000,30246.90000,3399.30000,10598.70000,316.80000,13660.30000,17059.60000,662.90000,6958.40000,-860.00000,,13187.30000,30246.90000
2017-09-30,971.30000,1031.30000,636.00000,277.80000,2916.40000,4590.20000,,22662.70000,508.40000,27761.30000,30677.70000,4256.20000,10574.20000,309.90000,13724.90000,17981.10000,662.90000,6658.70000,-1038.60000,,12696.60000,30677.70000
2017-06-30,502.90000,1076.70000,633.70000,275.70000,2489.00000,4585.20000,,22590.80000,453.60000,27629.60000,30118.60000,3308.10000,11185.10000,317.20000,14504.70000,17812.80000,664.10000,6467.00000,-1222.30000,,12305.80000,30118.60000
2017-03-31,395.00000,923.00000,663.50000,297.70000,2279.20000,4528.80000,,22308.80000,426.10000,27263.70000,29542.90000,3048.70000,11443.10000,307.20000,14683.90000,17732.60000,678.00000,6232.00000,-1470.20000,,11810.30000,29542.90000
2016-12-31,560.90000,805.30000,592.70000,210.70000,2169.60000,4507.40000,,22282.00000,382.50000,27171.90000,29341.50000,3157.50000,11387.70000,267.00000,14562.30000,17719.80000,681.30000,6145.30000,-1571.80000,,11621.70000,29341.50000
2016-09-30,9981.50000,638.80000,218.30000,109.10000,10947.70000,1527.10000,2643.60000,6805.60000,228.50000,11249.10000,22196.80000,1605.70000,9560.70000,73.20000,10650.70000,12256.40000,689.70000,4768.90000,-1633.30000,,9940.40000,22196.80000
2016-06-30,2990.30000,718.20000,234.20000,128.00000,4070.70000,1539.20000,2557.10000,6872.40000,237.30000,11251.50000,15322.20000,1667.60000,2680.30000,78.10000,3782.70000,5450.30000,690.40000,4650.60000,-1573.90000,,9871.90000,15322.20000
2016-03-31,2602.90000,772.90000,230.40000,156.60000,3762.80000,1588.70000,2580.90000,7013.80000,222.50000,11447.50000,15210.30000,1221.90000,2973.40000,79.30000,4069.10000,5291.00000,691.60000,4566.50000,-1437.90000,,9919.30000,15210.30000
2015-12-31,430.90000,525.90000,179.30000,122.70000,1258.80000,1590.80000,2441.00000,6729.00000,256.70000,11017.50000,12276.30000,1217.20000,2908.70000,75.30000,3996.00000,5213.20000,712.90000,4496.00000,-1694.90000,,7063.10000,12276.30000
2015-09-30,393.60000,616.40000,224.50000,89.80000,1351.60000,1614.80000,2440.70000,6970.40000,208.00000,11293.70000,12645.30000,1413.30000,2953.90000,83.20000,3959.30000,5372.60000,738.20000,4538.50000,-1556.70000,,7272.70000,12645.30000
2015-06-30,413.80000,685.60000,244.30000,105.30000,1476.20000,1709.40000,2452.90000,7488.60000,196.30000,11921.00000,13397.20000,2349.50000,2305.20000,89.90000,3416.30000,5765.80000,744.80000,4597.70000,-1301.20000,,7631.40000,13397.20000
2015-03-31,317.60000,590.30000,229.20000,114.80000,1278.10000,1640.60000,2499.10000,7250.60000,222.20000,11673.60000,12951.70000,2254.10000,2310.10000,98.30000,3412.50000,5666.60000,769.80000,4444.80000,-1535.80000,,7285.10000,12951.70000
2014-12-31,624.60000,621.70000,202.20000,101.40000,1577.10000,1798.00000,2388.60000,7947.40000,189.20000,12403.00000,13980.10000,2324.90000,2321.30000,105.10000,3769.10000,6094.00000,771.70000,4439.90000,-898.40000,,7886.10000,13980.10000
2014-09-30,722.10000,694.00000,261.20000,109.20000,1811.90000,1850.20000,2580.10000,8320.00000,230.30000,13021.50000,14833.40000,2619.80000,2345.80000,109.20000,3791.20000,6411.00000,793.70000,4414.30000,-325.60000,,8422.40000,14833.40000
2014-06-30,506.00000,872.40000,277.30000,119.30000,1800.30000,1974.00000,2598.60000,9217.90000,241.80000,14072.70000,15873.00000,2111.70000,3208.60000,128.40000,4776.20000,6887.90000,819.80000,4517.10000,155.90000,,8985.10000,15873.00000
2014-03-31,337.60000,713.40000,263.20000,123.70000,1484.30000,1936.20000,2608.50000,9047.00000,251.10000,13881.50000,15365.80000,2071.80000,3162.30000,120.00000,4669.30000,6741.10000,822.60000,4328.40000,-6.60000,,8624.70000,15365.80000
2013-12-31,442.30000,728.00000,205.30000,111.70000,1537.70000,1970.10000,2506.50000,9243.80000,260.10000,14042.40000,15580.10000,2161.40000,3213.00000,184.30000,4788.60000,6950.00000,824.30000,4199.50000,154.90000,,8630.10000,15580.10000
2013-09-30,406.90000,762.80000,238.40000,118.00000,1596.10000,1976.70000,2541.90000,9389.00000,204.90000,14176.70000,15772.80000,2287.90000,3253.50000,200.00000,5166.20000,7454.10000,827.90000,4160.60000,-104.50000,,8318.70000,15772.80000
2013-06-30,801.60000,803.20000,265.40000,134.70000,2071.30000,1910.50000,2516.60000,9272.90000,202.00000,14045.60000,16116.90000,2919.90000,3295.70000,188.60000,5186.20000,8106.10000,830.70000,4097.70000,-332.30000,,8010.80000,16116.90000
2013-03-31,511.50000,710.20000,257.60000,141.50000,1689.70000,1925.50000,2530.40000,9394.00000,188.90000,14253.00000,15942.70000,2614.80000,3390.80000,376.90000,5531.00000,8145.80000,834.40000,3877.90000,-279.80000,,7796.90000,15942.70000
2012-12-31,624.00000,660.50000,213.90000,117.50000,1748.00000,1995.90000,2431.80000,9687.90000,196.90000,14464.20000,16212.20000,2598.70000,3422.50000,397.90000,5621.90000,8220.60000,836.20000,3900.50000,-72.30000,,7991.60000,16212.20000
2012-09-30,585.70000,769.70000,265.80000,130.20000,1780.80000,2001.00000,2626.60000,9642.50000,226.50000,14685.70000,16466.50000,2725.20000,3438.10000,403.60000,5462.10100,8187.30000,836.90000,3898.70000,195.30000,,8279.20000,16466.50000
2012-06-30,516.00000,876.10000,268.70000,140.40000,1833.60000,1977.70000,2605.80000,9413.30000,224.30000,14403.10000,16236.70000,2286.10000,4097.90000,379.40000,6068.70000,8354.80000,836.90000,3758.40000,-68.00000,,7881.90000,16236.70000
2012-03-31,836.30000,646.10000,256.40000,108.70000,1874.20000,1455.30000,2613.10000,6174.30000,158.80000,10562.00000,12436.20000,1060.00000,1950.40000,372.50000,3528.30000,4588.30000,836.90000,3711.40000,-18.60000,,7847.90000,12436.20000
2011-12-31,1078.90000,588.80000,207.20000,94.00000,2118.00000,1430.10000,2487.90000,6039.30000,165.90000,10305.80000,12423.80000,1277.20000,1914.90000,366.40000,3456.40000,4733.60000,836.90000,3689.70000,-129.70000,,7690.20000,12423.80000
2011-09-30,987.20000,723.70000,201.10000,84.90000,1997.50000,1365.60000,2589.70000,6065.70000,153.30000,10432.40000,12429.90000,1285.50000,1901.30000,415.80000,3205.60000,4491.10000,836.90000,3574.50000,189.50000,,7938.80000,12429.90000
2011-06-30,1184.20000,853.80000,223.20000,102.90000,2364.70000,1407.90000,2680.00000,6308.30000,130.30000,10739.40000,13104.10000,1847.80000,1951.10000,212.30000,3069.60000,4917.40000,837.80000,3435.10000,308.90000,,8186.70000,13104.10000
2011-03-31,1081.70000,671.60000,217.00000,99.30000,2069.90000,1429.00000,2693.20000,6344.20000,138.30000,10799.40000,12869.30000,1310.90000,2003.20000,657.80000,3505.40000,4816.30000,837.80000,3272.30000,341.60000,,8053.00000,12869.30000
2010-12-31,1217.60000,570.80000,195.00000,78.20000,2220.90000,1388.70000,2574.10000,6144.20000,138.50000,10476.70000,12697.60000,1333.90000,1959.60000,612.00000,3521.10000,4855.00000,837.80000,3241.50000,171.10000,,7842.60000,12697.60000
2010-09-30,763.50000,777.90000,230.80000,83.50000,1857.80000,1294.50000,2606.70000,6104.70000,116.20000,10280.90000,12138.70000,1216.40000,1447.20000,546.30000,3269.40000,4485.80000,845.20000,3184.60000,67.60000,,7652.90000,12138.70000
2010-06-30,798.60000,784.50000,233.70000,104.70000,1923.50000,1240.00000,2652.00000,5990.30000,110.40000,10183.90000,12107.40000,1567.80000,1433.30000,530.20000,3219.30000,4787.10000,845.30000,2978.70000,-15.90000,,7320.30000,12107.40000
2010-03-31,656.60000,667.00000,224.50000,75.10000,1625.30000,1262.50000,2724.50000,6034.00000,116.10000,10355.20000,11980.50000,1477.10000,1436.60000,645.40000,3338.20000,4815.30000,845.30000,2794.70000,19.20000,,7165.20000,11980.50000
2009-12-31,734.20000,566.70000,181.30000,65.30000,1707.90000,1347.40000,2613.60000,6009.70000,115.90000,10313.20000,12021.10000,1580.90000,1412.70000,624.20000,3347.40000,4928.30000,882.50000,2734.90000,20.70000,,7092.80000,12021.10000
2009-09-30,565.10000,661.80000,223.70000,47.60000,1507.80000,1251.80000,2588.10000,5813.70000,157.70000,9983.40000,11491.20000,1397.90000,1376.60000,647.30000,3059.20000,4457.10000,886.80000,2557.20000,162.20000,,7034.10000,11491.20000
2009-06-30,296.20000,732.20000,234.40000,61.40000,1333.30000,1242.30000,2557.90000,5618.20000,163.50000,9712.89900,11046.20000,1098.50000,1628.60000,650.40000,3253.40000,4351.90000,889.80000,2366.40000,34.90000,,6694.30000,11046.20000
2009-03-31,94.40000,529.50000,189.50000,72.10000,888.50000,1131.20000,2499.90000,5126.30000,197.50000,9010.80000,9899.30000,801.30000,1568.20000,541.80000,3022.40000,3823.70000,889.90000,2223.70000,-411.30000,,6075.60000,9899.30000
