,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,1718.00000,2659.00000,2718.00000,916.00000,,8011.00000,4979.00000,13636.00000,1111.00000,20276.00000,28287.00000,4745.00000,15232.00000,1959.00000,17647.00000,22392.00000,683.00000,14050.00000,-3833.00000,5895.00000,28287.00000
2022-09-30,1601.00000,2555.00000,2675.00000,979.00000,,7810.00000,4799.00000,13566.00000,1244.00000,20155.00000,27965.00000,3708.00000,16153.00000,2071.00000,18678.00000,22386.00000,683.00000,14015.00000,-4054.00000,5579.00000,27965.00000
2022-06-30,1852.00000,2473.00000,2663.00000,894.00000,,7882.00000,4976.00000,17103.00000,1304.00000,23949.00000,31831.00000,3916.00000,16278.00000,2264.00000,19012.00000,22928.00000,683.00000,17099.00000,-3767.00000,8903.00000,31831.00000
2022-03-31,2294.00000,2471.00000,2548.00000,860.00000,,8173.00000,5114.00000,17509.00000,1311.00000,24543.00000,32716.00000,3890.00000,16765.00000,2434.00000,19707.00000,23597.00000,683.00000,16994.00000,-3387.00000,9119.00000,32716.00000
2021-12-31,2951.00000,2629.00000,2453.00000,839.00000,,8872.00000,5178.00000,17628.00000,1213.00000,24649.00000,33521.00000,4236.00000,17149.00000,2493.00000,20164.00000,24400.00000,683.00000,17065.00000,-3380.00000,9121.00000,33521.00000
2021-09-30,3258.00000,2074.00000,2025.00000,810.00000,,8167.00000,4582.00000,4974.00000,1503.00000,11640.00000,19807.00000,3441.00000,5446.00000,1621.00000,7551.00000,10992.00000,683.00000,16967.00000,-3482.00000,8815.00000,19807.00000
2021-06-30,3136.00000,2021.00000,2065.00000,782.00000,,8004.00000,4649.00000,5058.00000,1404.00000,11678.00000,19682.00000,3344.00000,5710.00000,1624.00000,7803.00000,11147.00000,683.00000,16658.00000,-3376.00000,8535.00000,19682.00000
2021-03-31,3182.00000,1915.00000,2017.00000,742.00000,,7856.00000,4614.00000,5073.00000,1356.00000,11610.00000,19466.00000,3187.00000,5681.00000,1636.00000,7789.00000,10976.00000,683.00000,16502.00000,-3480.00000,8490.00000,19466.00000
2020-12-31,3730.00000,2007.00000,1916.00000,758.00000,,8411.00000,4722.00000,4888.00000,1395.00000,11608.00000,20019.00000,3333.00000,5786.00000,1673.00000,7960.00000,11293.00000,683.00000,16328.00000,-3314.00000,8726.00000,20019.00000
2020-09-30,4359.00000,2001.00000,1988.00000,685.00000,,9033.00000,4460.00000,4772.00000,1255.00000,11065.00000,20098.00000,3422.00000,5760.00000,1824.00000,8074.00000,11496.00000,683.00000,16285.00000,-3839.00000,8602.00000,20098.00000
2020-06-30,4085.00000,1884.00000,1905.00000,692.00000,,8566.00000,4382.00000,4768.00000,1168.00000,10899.00000,19465.00000,2880.00000,6055.00000,1882.00000,8425.00000,11305.00000,683.00000,16055.00000,-3988.00000,8160.00000,19465.00000
2020-03-31,4110.00000,1892.00000,1694.00000,637.00000,,8333.00000,4340.00000,4720.00000,1105.00000,10742.00000,19075.00000,3036.00000,5996.00000,1827.00000,8309.00000,11345.00000,683.00000,15935.00000,-4177.00000,7730.00000,19075.00000
2019-12-31,3335.00000,1896.00000,1653.00000,619.00000,,7503.00000,4512.00000,4501.00000,1069.00000,10690.00000,18193.00000,3230.00000,4809.00000,1732.00000,7051.00000,10281.00000,683.00000,15718.00000,-3710.00000,7912.00000,18193.00000
2019-09-30,3009.00000,1814.00000,1715.00000,672.00000,,7210.00000,4406.00000,4212.00000,882.00000,10089.00000,17299.00000,2611.00000,5063.00000,1514.00000,7071.00000,9682.00000,683.00000,15849.00000,-4288.00000,7617.00000,17299.00000
2019-06-30,2925.00000,1885.00000,1757.00000,651.00000,,7218.00000,4541.00000,4302.00000,895.00000,10326.00000,17544.00000,2597.00000,5157.00000,1464.00000,7111.00000,9708.00000,683.00000,16184.00000,-4639.00000,7836.00000,17544.00000
2019-03-31,1908.00000,1802.00000,1751.00000,626.00000,,6087.00000,4539.00000,4371.00000,836.00000,10263.00000,16350.00000,3327.00000,3451.00000,1483.00000,5354.00000,8681.00000,683.00000,15970.00000,-4562.00000,7669.00000,16350.00000
2018-12-31,1838.00000,1840.00000,1667.00000,614.00000,,5959.00000,4530.00000,4412.00000,819.00000,9761.00000,15720.00000,2814.00000,3481.00000,1559.00000,5040.00000,7854.00000,683.00000,15075.00000,-3823.00000,7866.00000,15720.00000
2018-09-30,2860.00000,1826.00000,1718.00000,624.00000,,7028.00000,4520.00000,4382.00000,917.00000,9819.00000,16847.00000,2704.00000,3485.00000,1545.00000,5030.00000,7734.00000,683.00000,15394.00000,-4239.00000,9113.00000,16847.00000
2018-06-30,2857.00000,1783.00000,1622.00000,628.00000,,6890.00000,4531.00000,4411.00000,746.00000,9688.00000,16578.00000,2629.00000,3495.00000,1585.00000,5080.00000,7709.00000,683.00000,14966.00000,-4199.00000,8869.00000,16578.00000
2018-03-31,2947.00000,1807.00000,1581.00000,621.00000,,6956.00000,4614.00000,4614.00000,706.00000,9934.00000,16890.00000,2642.00000,3550.00000,1605.00000,5155.00000,7797.00000,683.00000,14734.00000,-3876.00000,9093.00000,16890.00000
2017-12-31,3394.00000,1793.00000,1475.00000,601.00000,,7263.00000,4588.00000,4473.00000,787.00000,9848.00000,17111.00000,2821.00000,3509.00000,1665.00000,5174.00000,7995.00000,683.00000,14483.00000,-4001.00000,9116.00000,17111.00000
2017-09-30,3517.00000,1748.00000,1550.00000,633.00000,,7448.00000,4488.00000,4488.00000,1117.00000,10093.00000,17541.00000,2662.00000,3495.00000,1925.00000,5420.00000,8082.00000,683.00000,14615.00000,-3994.00000,9459.00000,17541.00000
2017-06-30,3817.00000,1721.00000,1525.00000,619.00000,22.00000,7704.00000,4337.00000,3855.00000,1067.00000,9259.00000,16963.00000,2558.00000,3454.00000,1786.00000,5240.00000,7798.00000,683.00000,14480.00000,-4176.00000,9165.00000,16963.00000
2017-03-31,2858.00000,1646.00000,1480.00000,603.00000,46.00000,6633.00000,4274.00000,3724.00000,1028.00000,9026.00000,15659.00000,2438.00000,2784.00000,1762.00000,4546.00000,6984.00000,683.00000,14323.00000,-4418.00000,8675.00000,15659.00000
