,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,849.54600,700.54400,1217.78000,348.73400,3116.60400,655.61200,489.17300,62.98200,1710.95100,4827.55500,1502.12900,673.93000,111.58900,1493.42400,2995.55300,0.14700,772.89100,-59.56500,1832.00200,4827.55500
2022-09-30,853.65200,789.08700,1080.42000,356.24400,3079.40300,636.74600,477.62300,85.87700,1690.66800,4770.07100,1473.26400,673.38200,102.06500,1480.47400,2953.73800,0.15000,716.32500,-18.23500,1816.33300,4770.07100
2022-06-30,1049.41300,693.63600,954.39400,302.64400,3000.08700,609.92300,489.43100,78.16200,1605.71300,4605.80000,1458.68000,672.83400,94.37800,1418.04500,2876.72500,0.15100,654.59900,-34.66300,1729.07500,4605.80000
2022-03-31,1009.13900,702.19700,824.45500,297.03400,2832.82500,601.36500,502.08800,76.01600,1620.00700,4452.83200,1298.59500,672.28600,84.01400,1425.28300,2723.87800,0.15300,721.92600,-40.08600,1728.95400,4452.83200
2021-12-31,,,,,,,,,,0.00000,,,,,,,,,,
2021-09-30,1253.70600,735.77900,837.74000,300.71900,3127.94400,601.70000,509.64000,78.83600,1694.35700,4822.30100,1354.53800,662.90300,99.03400,1490.01400,2844.55200,0.15800,918.66400,-37.92900,1977.74900,4822.30100
2021-06-30,1349.79300,639.17600,881.11700,273.09900,3143.18500,619.11600,511.65100,79.49700,1728.32400,4871.50900,1361.96200,804.62100,100.67600,1662.83700,3024.79900,0.15500,806.14000,-43.60300,1846.71000,4871.50900
2021-03-31,1348.73700,696.28700,851.82900,260.86500,3157.71800,632.30700,510.51800,78.82700,1756.57800,4914.29600,1234.31700,1009.95100,98.53700,1909.78000,3144.09700,0.15100,747.23100,-49.58400,1770.19900,4914.29600
2020-12-31,,,,,,,,,,0.00000,,,,,,,,,,
2020-09-30,865.60900,806.91600,1056.84500,243.97100,2973.34100,680.87100,530.90500,72.29300,1890.21000,4863.55100,1448.39900,997.34700,74.66800,1944.80600,3393.20500,0.15000,490.07100,-70.85800,1470.34600,4863.55100
2020-06-30,1079.40900,568.43000,1198.50900,242.66100,3089.00900,702.88500,525.61600,75.23200,1914.33200,5003.34100,1618.61400,987.94900,80.89900,1961.31300,3579.92700,0.15000,450.75000,-71.54100,1423.41400,5003.34100
2020-03-31,959.31800,668.40900,940.23600,300.04400,2868.00700,726.56800,526.16200,93.84400,1969.56800,4837.57500,1691.50200,593.28100,88.85800,1595.89300,3287.39500,0.15000,634.45200,-70.25300,1550.18000,4837.57500
2019-12-31,,,,,,,,,,0.00000,,,,,,,,,,
2019-09-30,416.60300,843.49500,906.54400,292.44700,2459.08900,778.89400,579.60890,129.48100,2174.67600,4633.76500,1199.66100,591.99500,99.95300,1280.43800,2480.09900,0.14900,1242.43700,-49.37100,2153.66600,4633.76500
2019-06-30,455.72600,735.18100,965.71100,287.82900,2444.44700,795.49900,588.28900,116.25200,2235.46100,4679.90800,1332.64100,591.39610,105.93200,1298.99300,2631.63400,0.14900,1141.12900,-39.49200,2048.27400,4679.90800
2019-03-31,288.72600,743.67700,875.25200,299.05300,2206.70800,810.47000,588.84400,124.36100,2229.36400,4436.07200,1094.01200,590.43100,107.20900,1292.25300,2386.26500,0.14900,1158.48200,-40.17600,2049.80700,4436.07200
2018-12-31,,,,,,,,,,0.00000,,,,,,,,,,
2018-09-30,168.68200,867.07400,1173.11500,378.15900,2587.03000,821.07800,595.00000,137.62500,1640.13900,4227.16900,1299.73900,703.45500,218.05400,921.50900,2221.24800,0.14800,1134.68400,-44.36000,2005.92100,4227.16900
2018-06-30,196.87900,724.94500,1299.33200,340.35900,2561.51500,835.42700,597.04000,135.42400,1679.63700,4241.15200,1338.39900,752.37000,226.47100,978.84100,2317.24000,0.14800,1060.40200,-38.48900,1923.91200,4241.15200
2018-03-31,283.64400,805.41300,1148.49300,354.45500,2592.00500,870.12000,611.13200,98.45500,1672.31400,4264.31900,1317.05700,758.70500,170.82500,929.53000,2246.58700,0.14800,1155.94600,-21.08300,2017.73200,4264.31900
2017-12-31,,,,,,,,,,0.00000,,,,,,,,,,
2017-09-30,258.00200,733.29200,1180.65300,284.89500,2456.84200,868.25000,607.96400,100.16200,1673.52300,4130.36500,1100.42600,771.38200,157.86100,929.24300,2029.66900,0.14600,1272.55600,-36.92600,2100.69600,4130.36500
2017-06-30,165.68500,602.79500,1168.78600,229.20400,2166.47000,875.00500,640.31200,87.09900,1727.77400,3894.24400,936.53900,777.71700,156.21700,933.93400,1870.47300,0.14700,1218.42600,-47.03200,2023.77100,3894.24400
2017-03-31,172.12800,629.23500,901.61300,203.05200,1906.02800,830.53900,633.36700,86.11800,1671.13200,3577.16000,627.53900,784.05200,145.53600,929.58800,1557.12700,0.14700,1232.41600,-48.21100,2020.03300,3577.16000
2016-12-31,,,,,,,,,,0.00000,,,,,,,,,,
