,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,726.40000,1118.90000,994.90000,67.30000,2907.50000,3813.20000,67.10000,1199.80000,70.00000,5436.90000,8344.40000,963.40000,2484.40000,61.10000,3409.80000,4373.20000,0.90000,3443.50000,-73.80000,3971.20000,8344.40000
2022-06-30,749.60000,1212.00000,954.20000,74.60000,2990.40000,3762.90000,61.20000,1209.80000,42.50000,5350.20000,8340.60000,972.90000,2484.30000,59.70000,3403.20000,4376.10000,0.90000,3437.00000,-74.40000,3964.50000,8340.60000
2022-03-31,709.90000,1140.70000,941.20000,77.60000,2869.40000,3670.70000,68.50000,1221.30000,43.50000,5268.40000,8137.80000,967.90000,2484.20000,58.00000,3390.60000,4358.50000,0.90000,3261.90000,-75.20000,3779.30000,8137.80000
2021-12-31,704.80000,1078.40000,902.50000,47.00000,2732.70000,3529.00000,60.00000,1231.90000,44.90000,5104.10000,7836.80000,884.80000,2484.20000,58.00000,3344.80000,4229.60000,0.90000,3102.10000,-75.20000,3607.20000,7836.80000
2021-09-30,1791.20000,1078.10000,880.10000,55.40000,3804.80000,3360.80000,57.80000,1131.20000,45.80000,4826.00000,8630.80000,1644.40000,2484.20000,57.40000,3378.10000,5022.50000,1.00000,3162.80000,-136.80000,3608.30000,8630.80000
2021-06-30,1073.90000,981.40000,827.20000,78.60000,2961.10000,3240.50000,49.90000,1140.50000,48.60000,4712.50000,7673.60000,816.80000,2493.30000,56.90000,3412.50000,4229.30000,1.00000,3008.50000,-139.70000,3444.30000,7673.60000
2021-03-31,1085.90000,908.60000,799.60000,62.80000,2856.90000,3212.50000,47.00000,1149.80000,51.30000,4692.10000,7549.00000,805.80000,2494.00000,59.60000,3412.00000,4217.80000,1.00000,2906.30000,-142.10000,3331.20000,7549.00000
2020-12-31,1080.20000,837.50000,787.90000,44.70000,2750.30000,3193.40000,42.70000,1159.40000,53.20000,4682.90000,7433.20000,782.60000,2493.80000,59.20000,3404.30000,4186.90000,0.90000,2835.50000,-144.50000,3246.30000,7433.20000
2020-09-30,1050.30000,864.60000,777.60000,51.20000,2743.70000,3130.90000,45.20000,1168.90000,52.20000,4628.90000,7372.60000,775.40000,2493.50000,61.70000,3391.80000,4167.20000,0.90000,2806.70000,-150.90000,3205.40000,7372.60000
2020-06-30,940.20000,823.40000,834.50000,60.90000,2659.00000,3114.70000,36.30000,1178.40000,53.90000,4613.00000,7272.00000,683.60000,2493.20000,60.00000,3455.30000,4138.90000,0.90000,2742.90000,-153.40000,3133.10000,7272.00000
2020-03-31,856.30000,879.50000,809.90000,67.90000,2613.60000,3138.60000,57.10000,1247.90000,55.10000,4734.00000,7347.60000,744.60000,2493.00000,56.30000,3453.10000,4197.70000,0.90000,2771.10000,-157.00000,3149.90000,7347.60000
2019-12-31,767.40000,872.10000,794.10000,44.80000,2478.40000,3151.70000,58.10000,1257.50000,55.80000,4757.39900,7235.80000,723.80000,2492.80000,55.00000,3441.00000,4164.80000,0.90000,2704.80000,-159.50000,3071.00000,7235.80000
2019-09-30,738.30000,941.80000,806.30000,44.90000,2531.30000,3110.40000,,1267.20000,49.90000,4659.79900,7191.10000,770.70000,2502.70000,57.80000,3385.70000,4156.40000,0.90000,2643.70000,-128.80000,3034.70000,7191.10000
2019-06-30,569.40000,958.40000,815.70000,59.20000,2402.70000,3107.20000,,1276.90000,49.60000,4671.70000,7074.40000,729.60000,2502.20000,58.30000,3423.60000,4153.20000,0.90000,2539.20000,-132.20000,2921.20000,7074.40000
2019-03-31,442.40000,930.30000,831.70000,58.00000,2262.40000,3109.80000,,1286.00000,53.10000,4666.20000,6928.60000,740.70000,2501.80000,56.90000,3393.30000,4134.00000,0.90000,2427.80000,-135.50000,2794.60000,6928.60000
2018-12-31,361.50000,918.60000,795.60000,39.40000,2115.10000,3108.60000,,1295.50000,50.50000,4454.60000,6569.70000,693.60000,2501.30000,59.70000,3203.70000,3897.30000,0.90000,2315.80000,-138.80000,2672.40000,6569.70000
2018-09-30,293.80000,991.30000,780.60000,49.00000,2114.70000,3065.10000,,1262.60000,57.60000,4385.30000,6500.00000,766.50000,2500.80000,63.00000,3203.30000,3969.80000,0.90000,2185.50000,-145.10000,2530.20000,6500.00000
2018-06-30,199.60000,936.70000,763.70000,56.60000,1956.60000,3026.50000,,1272.80000,59.70000,4359.00000,6315.60000,715.80000,2500.40000,63.70000,3211.80000,3927.60000,0.90000,2054.00000,-149.00000,2388.00000,6315.60000
2018-03-31,102.40000,908.80000,766.40000,55.00000,1832.60000,2961.40000,,1282.80000,63.00000,4307.20000,6139.80000,673.60000,2499.80000,62.90000,3192.40000,3866.00000,0.90000,1949.60000,-153.00000,2273.80000,6139.80000
2017-12-31,216.90000,900.20000,762.50000,35.50000,1915.10000,2924.90000,,1293.20000,64.30000,4282.39900,6197.50000,832.70000,2499.40000,70.80000,3182.20000,4014.90000,0.90000,1867.40000,-156.90000,2182.60000,6197.50000
2017-09-30,370.50000,851.30000,736.60000,43.40000,2001.80000,2881.60000,,1079.90000,63.90000,4025.40000,6027.20000,824.30000,2475.60000,68.20000,3208.70000,4033.00000,0.90000,1658.20000,-131.00000,1994.20000,6027.20000
2017-06-30,321.00000,755.20000,734.40000,52.80000,1863.40000,2872.50000,,1087.30000,80.00000,4039.80000,5903.20000,760.20000,2477.00000,60.40000,3236.40000,3996.60000,0.90000,1578.80000,-134.00000,1906.60000,5903.20000
2017-03-31,254.00000,733.30000,744.50000,47.30000,1779.10000,2887.20000,,1095.90000,81.20000,4064.30000,5843.40000,776.00000,2478.40000,59.80000,3242.70000,4018.70000,0.90000,1504.50000,-136.70000,1824.70000,5843.40000
2016-12-31,239.30000,703.10000,723.60000,30.30000,1696.30000,2895.70000,,1105.00000,80.00000,4080.70000,5777.00000,625.40000,2640.30000,59.60000,3391.80000,4017.20000,0.90000,1447.10000,-139.60000,1759.80000,5777.00000
2016-09-30,279.80000,731.50000,690.60000,45.10000,1747.00000,2878.70000,,1046.90000,74.60000,4000.20000,5747.20000,637.50000,2646.50000,60.10000,3379.70000,4017.20000,0.90000,1396.90000,-114.20000,1730.00000,5747.20000
2016-06-30,213.60000,664.70000,671.30000,60.30000,1609.90000,2809.90000,,803.50000,72.80000,3686.20000,5296.10000,551.50000,2309.10000,61.90000,3082.30000,3633.80000,0.90000,1337.20000,-116.90000,1662.30000,5296.10000
2016-03-31,162.30000,631.40000,692.50000,42.70000,1528.90000,2817.90000,,809.10000,71.40000,3698.40000,5227.30000,545.30000,2310.60000,60.40000,3091.20000,3636.50000,0.90000,1286.50000,-122.40000,1590.80000,5227.30000
2015-12-31,184.20000,664.70000,676.80000,28.80000,1554.50000,2832.10000,,814.80000,70.90000,3717.80000,5272.30000,561.90000,2312.00000,59.50000,3077.10000,3639.00000,1.00000,1317.30000,-124.90000,1633.30000,5272.30000
2015-09-30,186.90000,683.50000,695.90000,49.80000,1679.30000,2842.50000,,820.40000,80.00000,3742.90000,5422.20000,628.40000,2341.20000,58.00000,3178.80000,3807.20000,1.00000,1317.90000,-142.00000,1615.00000,5422.20000
2015-06-30,163.70000,708.00000,667.50000,58.50000,1657.40000,2852.70000,,826.10000,73.70000,3752.50000,5409.90000,606.20000,2368.00000,70.00000,3212.70000,3818.90000,1.00000,1293.10000,-145.00000,1591.00000,5409.90000
2015-03-31,126.40000,676.70000,687.60000,65.70000,1614.80000,2864.10000,,834.40000,72.10000,3770.60000,5385.40000,621.30000,2369.90000,70.20000,3207.80000,3829.10000,1.00000,1271.60000,-152.30000,1556.30000,5385.40000
2014-12-31,124.90000,651.20000,664.90000,61.90000,1502.90000,2857.60000,,840.30000,72.00000,3769.90000,5272.80000,611.00000,2371.70000,72.80000,3140.40000,3751.40000,1.00000,1242.20000,-153.90000,1521.40000,5272.80000
2014-09-30,154.32300,717.94700,616.96200,76.19500,1597.70700,2818.13300,,841.00700,73.90200,3733.04200,5330.74900,690.03500,2373.53900,84.76400,3088.67500,3778.71000,0.98400,1184.15500,-60.94400,1552.03900,5330.74900
2014-06-30,161.99100,707.08800,611.34200,59.73700,1574.24900,2817.24900,,843.36500,69.37400,3729.98800,5304.23700,657.91300,2448.77400,83.08400,3163.70500,3821.61800,0.98400,1119.36700,-61.33000,1482.61900,5304.23700
2014-03-31,185.70600,696.34400,607.30600,40.00200,1561.34300,2800.74200,,831.65100,70.21200,3702.60500,5263.94800,643.43300,2498.99900,80.81000,3202.93200,3846.36500,0.98300,1067.66100,-63.20300,1417.58300,5263.94800
2013-12-31,191.00000,666.10000,594.30000,32.00000,1531.00000,2805.70000,,837.40000,69.70000,3712.80000,5243.80000,660.60000,2532.70000,65.40000,3226.40000,3887.00000,1.00000,1019.10000,-65.00000,1356.80000,5243.80000
2013-09-30,396.59500,419.14900,266.89200,31.47800,1135.92800,1369.05300,,102.90200,49.22600,1521.18100,2657.10900,353.90200,791.54900,135.71200,1204.07900,1557.98100,0.98100,787.68400,-86.09400,1099.12800,2657.10900
2013-06-30,370.05700,408.07400,263.00800,37.70400,1102.33300,1363.68100,,103.74900,45.05800,1512.48800,2614.82100,344.15000,795.54800,132.00200,1219.38500,1563.53500,0.98300,753.43900,-95.31400,1051.28600,2614.82100
2013-03-31,268.03700,427.81500,270.18100,24.27900,1011.63600,1353.20200,,104.59600,46.50400,1504.30200,2515.93800,286.38000,799.54300,133.25100,1227.73900,1514.11900,0.98100,729.72700,-111.28400,1001.81900,2515.93800
2012-12-31,207.39300,417.63000,268.76700,20.91500,937.03300,1366.06900,,105.44300,45.22300,1516.73500,2453.76800,259.84600,803.53400,131.28000,1224.46100,1484.30700,0.98100,703.72800,-114.04200,969.46100,2453.76800
2012-09-30,140.90600,462.25100,260.77200,27.02300,924.83300,1376.45700,,106.31300,47.54700,1530.31700,2455.15000,307.25700,807.52100,130.86600,1207.79700,1515.05400,0.98100,670.17800,-101.96800,940.09600,2455.15000
2012-06-30,515.12100,439.29600,258.62000,33.92900,1285.68600,1393.73000,,107.14900,44.92600,1545.80500,2831.49100,689.94800,811.50400,130.44400,1218.82300,1908.77100,0.98100,661.60000,-103.03500,922.72000,2831.49100
2012-03-31,84.01700,442.34900,263.28300,26.10000,865.19600,1477.13000,,108.17200,41.86100,1627.16300,2492.35900,320.74600,815.41800,129.99300,1249.66900,1570.41500,0.98000,648.69300,-88.86500,921.94400,2492.35900
2011-12-31,156.31300,319.98800,254.67500,18.29800,812.06300,1476.65400,,83.25600,40.52600,1600.43600,2412.49900,376.50000,814.56200,131.91700,1107.08900,1483.58900,0.98300,673.96000,-97.77800,928.91000,2412.49900
2011-09-30,40.11700,338.51600,244.37500,22.28700,669.91100,1434.36200,,71.66100,50.51500,1562.83200,2232.74300,421.98000,570.65900,171.59600,837.21200,1259.19200,0.99600,678.01100,-62.12000,973.55100,2232.74300
2011-06-30,119.18100,334.83600,226.52100,30.00500,742.28800,1401.51600,,70.53500,44.84200,1516.89300,2259.18100,425.73500,570.75200,130.51300,812.24100,1237.97600,1.01600,726.20800,-37.32000,1021.20500,2259.18100
2011-03-31,173.01400,308.81600,233.91600,20.75400,772.10400,1360.14000,,49.62500,39.07800,1448.84300,2220.94700,387.31100,570.84300,132.21400,813.14000,1200.45100,1.02000,707.05900,-38.02900,1020.49600,2220.94700
