,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,11628.00000,5015.00000,1112.00000,,61821.00000,,10196.00000,1938.00000,2520.00000,15226.00000,77047.00000,63383.00000,3834.00000,,3834.00000,67217.00000,2.00000,9254.00000,-891.00000,9830.00000,77047.00000
2022-09-30,15363.00000,5701.00000,1270.00000,,65573.00000,,10365.00000,1931.00000,2452.00000,15378.00000,80951.00000,67194.00000,4325.00000,,4325.00000,71519.00000,2.00000,8843.00000,-982.00000,9432.00000,80951.00000
2022-06-30,22840.00000,5309.00000,458.00000,,70450.00000,,10981.00000,1810.00000,2391.00000,15661.00000,86111.00000,72849.00000,3770.00000,,3770.00000,76619.00000,2.00000,8478.00000,-576.00000,9492.00000,86111.00000
2022-03-31,25817.00000,5666.00000,475.00000,,59841.00000,,9405.00000,1110.00000,2333.00000,13260.00000,73101.00000,61328.00000,3164.00000,,3164.00000,64492.00000,2.00000,8256.00000,-389.00000,8609.00000,73101.00000
2021-12-31,24053.00000,4867.00000,370.00000,,55422.00000,,9472.00000,874.00000,2388.00000,13039.00000,68461.00000,56684.00000,3125.00000,,3125.00000,59809.00000,2.00000,8003.00000,-87.00000,8652.00000,68461.00000
2021-09-30,19029.00000,4887.00000,610.00000,,49520.00000,,8927.00000,882.00000,2257.00000,12371.00000,61891.00000,50188.00000,3400.00000,,3400.00000,53588.00000,2.00000,7633.00000,-41.00000,8303.00000,61891.00000
2021-06-30,15503.00000,4869.00000,488.00000,,44756.00000,552.00000,9065.00000,862.00000,1637.00000,12405.00000,57161.00000,46084.00000,3159.00000,,3159.00000,49243.00000,2.00000,7257.00000,-10.00000,7918.00000,57161.00000
2021-03-31,15976.00000,4508.00000,567.00000,,43930.00000,543.00000,8832.00000,868.00000,1616.00000,12136.00000,56066.00000,45199.00000,3230.00000,,3230.00000,48429.00000,2.00000,7004.00000,-38.00000,7637.00000,56066.00000
2020-12-31,14678.00000,4112.00000,386.00000,,41133.00000,534.00000,9231.00000,834.00000,1663.00000,12524.00000,53657.00000,43002.00000,3217.00000,,3217.00000,46219.00000,2.00000,6702.00000,17.00000,7438.00000,53657.00000
2020-09-30,10056.00000,4374.00000,513.00000,,36138.00000,,8422.00000,600.00000,2060.00000,11344.00000,47482.00000,36980.00000,3326.00000,,3326.00000,40306.00000,2.00000,6484.00000,11.00000,7176.00000,47482.00000
2020-06-30,9330.00000,4426.00000,361.00000,,35340.00000,537.00000,6409.00000,602.00000,1572.00000,9342.00000,44682.00000,34339.00000,3328.00000,,3328.00000,37667.00000,2.00000,6326.00000,1.00000,7015.00000,44682.00000
2020-03-31,15073.00000,4764.00000,445.00000,,42070.00000,543.00000,5028.00000,603.00000,1341.00000,7739.00000,49809.00000,39613.00000,3362.00000,,3362.00000,42975.00000,2.00000,6205.00000,-11.00000,6834.00000,49809.00000
2019-12-31,7227.00000,4279.00000,632.00000,,33434.00000,536.00000,3873.00000,609.00000,1485.00000,6720.00000,40154.00000,30496.00000,2755.00000,,2755.00000,33251.00000,2.00000,6086.00000,-5.00000,6903.00000,40154.00000
2019-09-30,6562.00000,4484.00000,708.00000,,32645.00000,527.00000,3796.00000,611.00000,1020.00000,6185.00000,38830.00000,29430.00000,2757.00000,,2757.00000,32187.00000,2.00000,5874.00000,-23.00000,6643.00000,38830.00000
2019-06-30,6669.00000,4454.00000,803.00000,,32617.00000,518.00000,3732.00000,635.00000,965.00000,6060.00000,38677.00000,29343.00000,2770.00000,,2770.00000,32113.00000,2.00000,5659.00000,-14.00000,6564.00000,38677.00000
2019-03-31,6790.00000,4516.00000,819.00000,,32260.00000,498.00000,3634.00000,630.00000,966.00000,5916.00000,38176.00000,29048.00000,2693.00000,,2693.00000,31741.00000,2.00000,5448.00000,-25.00000,6435.00000,38176.00000
2018-12-31,7643.00000,4648.00000,691.00000,,32869.00000,490.00000,3423.00000,633.00000,943.00000,5675.00000,38544.00000,29339.00000,2980.00000,,2980.00000,32319.00000,2.00000,5236.00000,-39.00000,6225.00000,38544.00000
2018-09-30,6569.00000,5117.00000,702.00000,,31906.00000,486.00000,3225.00000,639.00000,954.00000,5507.00000,37413.00000,28265.00000,2696.00000,,2696.00000,30961.00000,2.00000,5032.00000,-27.00000,6452.00000,37413.00000
2018-06-30,6374.42400,4736.79500,670.35000,,30769.38000,471.60300,3364.16300,641.78700,885.36500,5594.73300,36364.11000,27372.01000,2449.81900,292.22500,2742.04400,30114.06000,1.56100,4814.60300,-26.59300,6250.05100,36364.11000
2018-03-31,6831.87600,4671.85800,824.88600,,30479.53000,468.34700,3261.36400,646.80900,955.72400,5551.33800,36030.87000,27236.97000,2450.71600,300.95900,2751.67500,29988.65000,1.55900,4626.06400,-22.52300,6042.22200,36030.87000
2017-12-31,7959.65700,4417.91800,597.57900,,30672.45000,454.11500,3250.32600,651.33900,857.16100,5412.44800,36084.90000,26843.64000,3081.80100,356.50500,3438.30600,30281.94000,1.55500,4420.36800,-20.45400,5802.95500,36084.90000
