,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,2919.00000,7671.00000,5722.00000,2987.00000,19299.00000,8628.00000,58301.00000,4308.00000,71237.00000,90536.00000,11118.00000,28150.00000,4401.00000,35810.00000,46928.00000,440.00000,40452.00000,-2928.00000,43608.00000,90536.00000
2022-06-30,1888.00000,7745.00000,5668.00000,2799.00000,18100.00000,8529.00000,59644.00000,4306.00000,72479.00000,90579.00000,10997.00000,29250.00000,4534.00000,37228.00000,48225.00000,440.00000,39074.00000,-2724.00000,42354.00000,90579.00000
2022-03-31,2752.00000,7889.00000,5483.00000,2652.00000,18776.00000,8448.00000,61099.00000,4424.00000,73971.00000,92747.00000,12070.00000,31389.00000,4664.00000,39659.00000,51729.00000,440.00000,37528.00000,-2343.00000,41018.00000,92747.00000
2021-12-31,4477.00000,7977.00000,5051.00000,2608.00000,20113.00000,8333.00000,62037.00000,4640.00000,75010.00000,95123.00000,13436.00000,32333.00000,4540.00000,40832.00000,54268.00000,439.00000,35431.00000,-2329.00000,40855.00000,95123.00000
2021-09-30,12027.00000,5557.00000,4906.00000,2234.00000,24724.00000,7049.00000,38836.00000,2991.00000,48876.00000,73600.00000,7753.00000,21688.00000,3984.00000,27137.00000,34890.00000,439.00000,33876.00000,-2654.00000,38710.00000,73600.00000
2021-06-30,7023.00000,5476.00000,4625.00000,2136.00000,19260.00000,6560.00000,39294.00000,2584.00000,48438.00000,67698.00000,6925.00000,18773.00000,3514.00000,23919.00000,30844.00000,438.00000,32076.00000,-2630.00000,36854.00000,67698.00000
2021-03-31,5583.00000,5554.00000,4342.00000,2206.00000,17685.00000,6133.00000,39654.00000,2459.00000,48246.00000,65931.00000,6995.00000,18641.00000,3352.00000,23878.00000,30873.00000,438.00000,30350.00000,-2562.00000,35058.00000,65931.00000
2020-12-31,10325.00000,5741.00000,4029.00000,1862.00000,21957.00000,5912.00000,38726.00000,2457.00000,47095.00000,69052.00000,10304.00000,19107.00000,3330.00000,24231.00000,34535.00000,437.00000,28116.00000,-2807.00000,34517.00000,69052.00000
2020-09-30,7540.00000,5186.00000,3829.00000,1679.00000,18234.00000,5180.00000,38652.00000,1995.00000,45827.00000,64061.00000,6228.00000,21091.00000,3390.00000,26009.00000,32237.00000,437.00000,25705.00000,-2970.00000,31824.00000,64061.00000
2020-06-30,5818.00000,4478.00000,3648.00000,1831.00000,15775.00000,4887.00000,38870.00000,2061.00000,45818.00000,61593.00000,6013.00000,20638.00000,3317.00000,25705.00000,31718.00000,436.00000,23860.00000,-2989.00000,29875.00000,61593.00000
2020-03-31,2981.00000,4508.00000,3454.00000,1795.00000,12738.00000,4736.00000,39157.00000,2057.00000,45950.00000,58688.00000,5500.00000,19231.00000,3261.00000,24629.00000,30129.00000,435.00000,22791.00000,-3088.00000,28559.00000,58688.00000
2019-12-31,2399.00000,4349.00000,3370.00000,1775.00000,11893.00000,4749.00000,39728.00000,2011.00000,46488.00000,58381.00000,6197.00000,17076.00000,3241.00000,22509.00000,28706.00000,434.00000,22092.00000,-2679.00000,29675.00000,58381.00000
2019-09-30,1273.00000,4384.00000,3308.00000,1549.00000,10514.00000,4420.00000,39935.00000,1860.00000,46215.00000,56729.00000,5844.00000,16392.00000,3137.00000,21530.00000,27374.00000,434.00000,21165.00000,-2722.00000,29355.00000,56729.00000
2019-06-30,2288.00000,4129.00000,3209.00000,1597.00000,11223.00000,4394.00000,40620.00000,1733.00000,46747.00000,57970.00000,7509.00000,16663.00000,3133.00000,21732.00000,29241.00000,433.00000,20482.00000,-2630.00000,28729.00000,57970.00000
2019-03-31,1106.00000,4155.00000,3124.00000,1554.00000,9939.00000,4192.00000,39725.00000,1740.00000,45657.00000,55596.00000,5898.00000,16812.00000,3048.00000,22005.00000,27903.00000,433.00000,19439.00000,-2509.00000,27693.00000,55596.00000
2018-12-31,2103.00000,4136.00000,3005.00000,1381.00000,10625.00000,4165.00000,40325.00000,1117.00000,45607.00000,56232.00000,6147.00000,17719.00000,2515.00000,22499.00000,28646.00000,432.00000,18696.00000,-2498.00000,27586.00000,56232.00000
2018-09-30,1098.00000,4257.00000,2982.00000,1229.00000,9566.00000,3978.00000,40361.00000,1173.00000,45512.00000,55078.00000,5196.00000,17760.00000,2682.00000,22992.00000,28188.00000,431.00000,17866.00000,-2519.00000,26890.00000,55078.00000
2018-06-30,937.00000,4441.00000,2866.00000,1230.00000,9474.00000,3952.00000,40800.00000,1177.00000,45929.00000,55403.00000,5980.00000,17709.00000,2670.00000,22978.00000,28958.00000,430.00000,17226.00000,-2491.00000,26445.00000,55403.00000
