,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2015-12-31,50.71400,9.09700,1.09300,3.53100,696.70300,761.13800,58.85800,55.37300,1.28600,115.51700,876.65500,727.53400,24.85600,,50.80700,778.34100,0.57100,26.60800,,,98.31400,876.65500
2015-09-30,48.54700,3.39700,0.63900,2.42600,615.89500,671.22000,53.67400,55.77500,0.91300,110.36200,781.58200,641.57600,25.20600,,48.32700,689.90300,0.57100,21.45100,,,91.67900,781.58200
2015-06-30,42.66700,2.56200,0.32600,3.21200,542.80700,591.94700,50.11500,56.17900,0.94100,107.23500,699.18200,565.49500,25.43500,,47.31700,612.81200,0.57100,17.60400,,,86.37000,699.18200
2015-03-31,35.67300,1.68400,0.71800,3.04400,591.56300,633.55100,48.69200,56.58200,0.76400,106.03800,739.58900,613.00400,25.65200,,46.19600,659.20000,0.56600,11.65800,,,80.38900,739.58900
2014-12-31,25.51500,3.72900,0.19500,1.95200,660.55700,691.94800,47.91900,56.98500,0.64500,105.54900,797.49700,678.77200,26.12300,,44.58700,723.35900,0.53800,5.66300,,,74.13800,797.49700
2014-09-30,18.84300,1.46800,0.38400,1.58100,393.63300,418.33100,46.64200,57.38800,0.59500,104.62500,522.95600,407.89200,26.34100,,44.44800,452.34000,0.51000,3.15700,,,70.61600,522.95600
2014-06-30,14.33800,0.92100,0.51900,1.61500,315.62900,336.49200,45.35800,57.79100,0.55400,103.70300,440.19500,329.39800,26.52800,,42.95900,372.35700,0.51000,0.46700,,,67.83800,440.19500
2014-03-31,13.49400,0.73700,0.45200,3.76900,409.21800,430.95100,42.51400,58.19500,0.57100,101.28000,532.23100,438.26900,72.37600,0.47200,87.90800,526.17700,0.45700,1.06000,,,6.05400,532.23100
2013-12-31,13.73100,1.85500,0.57800,2.13300,455.77900,477.74800,38.67100,58.59800,0.46100,97.73000,575.47800,482.98300,72.42000,1.10700,87.41200,570.39500,0.45700,-29.34900,,,5.08300,575.47800
2013-09-30,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2013-06-30,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2013-03-31,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2012-12-31,13.80300,0.62200,0.71400,,324.95000,340.09100,33.15400,60.21000,0.41000,93.77400,425.85700,335.66400,26.39900,1.76000,35.50900,371.18600,0.00000,-8.87100,,63.54000,54.67100,425.85000
2011-12-31,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
