,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2016-09-30,397.00000,2983.00000,1375.00000,392.00000,5147.00000,3522.00000,104.00000,2905.00000,444.00000,6975.00000,12122.00000,3841.00000,4038.00000,528.00000,5360.00000,9201.00000,3.00000,1870.00000,-941.00000,,2921.00000,12122.00000
2016-06-30,438.00000,2900.00000,1318.00000,395.00000,5051.00000,3430.00000,96.00000,2916.00000,464.00000,6906.00000,11957.00000,3899.00000,3969.00000,512.00000,5288.00000,9187.00000,3.00000,1749.00000,-979.00000,,2770.00000,11957.00000
2016-03-31,464.00000,2934.00000,1287.00000,397.00000,5082.00000,3446.00000,100.00000,2963.00000,480.00000,6989.00000,12071.00000,4061.00000,3985.00000,532.00000,5366.00000,9427.00000,3.00000,1629.00000,-969.00000,,2644.00000,12071.00000
2015-12-31,536.00000,2750.00000,1181.00000,431.00000,5121.00000,3377.00000,94.00000,2922.00000,459.00000,6852.00000,11973.00000,3927.00000,3956.00000,503.00000,5313.00000,9240.00000,3.00000,1627.00000,-1033.00000,,2733.00000,11973.00000
2015-09-30,436.00000,2615.00000,1187.00000,629.00000,5054.00000,3010.00000,93.00000,1304.00000,1331.00000,5738.00000,10792.00000,4028.00000,2698.00000,394.00000,3990.00000,8018.00000,3.00000,1693.00000,-1015.00000,,2774.00000,10792.00000
2015-06-30,1172.00000,2700.00000,1150.00000,596.00000,5934.00000,2988.00000,93.00000,1280.00000,514.00000,4875.00000,10809.00000,3772.00000,2693.00000,401.00000,4016.00000,7788.00000,3.00000,1739.00000,-897.00000,,3021.00000,10809.00000
2015-03-31,559.00000,2677.00000,1081.00000,533.00000,5687.00000,2905.00000,101.00000,1292.00000,479.00000,4777.00000,10464.00000,3818.00000,2673.00000,384.00000,3983.00000,7801.00000,3.00000,1460.00000,-950.00000,,2663.00000,10464.00000
2014-12-31,860.00000,2400.00000,1013.00000,567.00000,5224.00000,3021.00000,98.00000,1384.00000,483.00000,5497.00000,10721.00000,3889.00000,2392.00000,390.00000,3819.00000,7708.00000,3.00000,1548.00000,-741.00000,,3013.00000,10721.00000
2014-09-30,1028.00000,2839.00000,1227.00000,588.00000,5682.00000,3273.00000,243.00000,1083.00000,642.00000,5241.00000,10923.00000,3844.00000,2417.00000,372.00000,3700.00000,7544.00000,3.00000,1602.00000,-406.00000,,3379.00000,10923.00000
2014-06-30,1171.00000,3049.00000,1262.00000,600.00000,6082.00000,3311.00000,248.00000,1158.00000,653.00000,5370.00000,11452.00000,3998.00000,2420.00000,385.00000,3770.00000,7768.00000,3.00000,1646.00000,-219.00000,,3684.00000,11452.00000
2014-03-31,985.00000,3066.00000,1235.00000,594.00000,5880.00000,3251.00000,229.00000,1190.00000,632.00000,5302.00000,11182.00000,3930.00000,2418.00000,382.00000,3758.00000,7688.00000,3.00000,1544.00000,-279.00000,,3494.00000,11182.00000
2013-12-31,1393.00000,2662.00000,1093.00000,604.00000,5752.00000,3216.00000,234.00000,1219.00000,626.00000,5295.00000,11047.00000,3894.00000,2351.00000,409.00000,3719.00000,7613.00000,3.00000,1446.00000,-237.00000,,3434.00000,11047.00000
2013-09-30,1058.00000,2856.00000,1233.00000,640.00000,5787.00000,2982.00000,217.00000,1227.00000,598.00000,5024.00000,10811.00000,3857.00000,2359.00000,463.00000,3731.00000,7588.00000,3.00000,1287.00000,-262.00000,,3223.00000,10811.00000
2013-06-30,1006.00000,2868.00000,1162.00000,597.00000,5633.00000,2875.00000,208.00000,1224.00000,611.00000,4918.00000,10551.00000,3809.00000,2367.00000,445.00000,3700.00000,7509.00000,3.00000,1177.00000,-377.00000,,3042.00000,10551.00000
2013-03-31,834.00000,2795.00000,1148.00000,610.00000,5387.00000,2843.00000,223.00000,1232.00000,588.00000,4886.00000,10273.00000,3674.00000,2375.00000,439.00000,3702.00000,7376.00000,3.00000,971.00000,-292.00000,,2897.00000,10273.00000
2012-12-31,1113.00000,2425.00000,1066.00000,623.00000,5227.00000,2860.00000,231.00000,1276.00000,582.00000,4949.00000,10176.00000,3659.00000,2324.00000,434.00000,3687.00000,7346.00000,3.00000,856.00000,-237.00000,,2830.00000,10176.00000
2012-09-30,1645.00000,2540.00000,1121.00000,591.00000,5897.00000,2466.00000,222.00000,548.00000,506.00000,3742.00000,9639.00000,3670.00000,1998.00000,407.00000,3099.00000,6769.00000,3.00000,796.00000,-114.00000,,2870.00000,9639.00000
2012-06-30,1535.00000,2635.00000,1106.00000,574.00000,5850.00000,2367.00000,207.00000,552.00000,461.00000,3587.00000,9437.00000,3696.00000,1995.00000,412.00000,3078.00000,6774.00000,3.00000,660.00000,-220.00000,,2663.00000,9437.00000
2012-03-31,1425.00000,2854.00000,1137.00000,600.00000,6016.00000,2403.00000,209.00000,580.00000,480.00000,3672.00000,9688.00000,3888.00000,1996.00000,465.00000,3155.00000,7043.00000,3.00000,452.00000,-55.00000,,2645.00000,9688.00000
2011-12-31,1372.00000,2459.00000,1054.00000,616.00000,5501.00000,2315.00000,257.00000,596.00000,459.00000,3627.00000,9128.00000,3712.00000,1996.00000,575.00000,3245.00000,6957.00000,3.00000,110.00000,-183.00000,,2171.00000,9128.00000
2011-09-30,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2011-06-30,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2011-03-31,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2010-12-31,3816.00000,2307.00000,988.00000,555.00000,7666.00000,2554.00000,281.00000,665.00000,403.00000,3903.00000,11082.00000,3719.00000,71.00000,1193.00000,1264.00000,4983.00000,0.00000,,,6099.00000,6099.00000,11082.00000
2009-12-31,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
