,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,1531.00000,3433.00000,2340.00000,480.00000,7784.00000,3495.00000,1723.00000,7691.00000,740.00000,14100.00000,21884.00000,4865.00000,6460.00000,750.00000,8021.00000,12886.00000,3.00000,5608.00000,-791.00000,,8998.00000,21884.00000
2022-09-30,4854.00000,3366.00000,2306.00000,457.00000,10983.00000,3157.00000,1772.00000,3080.00000,573.00000,8988.00000,19971.00000,4129.00000,6336.00000,401.00000,7461.00000,11590.00000,3.00000,5375.00000,-1151.00000,,8381.00000,19971.00000
2022-06-30,4670.00000,3028.00000,2362.00000,498.00000,10558.00000,3211.00000,1863.00000,3268.00000,594.00000,9350.00000,19908.00000,4019.00000,6433.00000,419.00000,7607.00000,11626.00000,3.00000,5089.00000,-942.00000,,8282.00000,19908.00000
2022-03-31,4877.00000,3054.00000,2312.00000,531.00000,10774.00000,3288.00000,1949.00000,3403.00000,606.00000,9630.00000,20404.00000,4146.00000,6503.00000,415.00000,7658.00000,11804.00000,3.00000,5150.00000,-665.00000,,8600.00000,20404.00000
2021-12-31,3139.00000,2784.00000,2014.00000,499.00000,8436.00000,3294.00000,1797.00000,3475.00000,622.00000,9571.00000,18007.00000,4207.00000,4059.00000,436.00000,5239.00000,9446.00000,3.00000,5077.00000,-672.00000,,8561.00000,18007.00000
2021-09-30,2793.00000,2715.00000,2119.00000,477.00000,8104.00000,3193.00000,1852.00000,3477.00000,644.00000,9547.00000,17651.00000,3834.00000,4000.00000,524.00000,5318.00000,9152.00000,3.00000,5062.00000,-699.00000,,8499.00000,17651.00000
2021-06-30,2978.00000,2654.00000,1801.00000,622.00000,8055.00000,3193.00000,1908.00000,3568.00000,678.00000,9725.00000,17780.00000,3905.00000,4031.00000,521.00000,5350.00000,9255.00000,3.00000,4976.00000,-566.00000,,8525.00000,17780.00000
2021-03-31,2882.00000,2798.00000,1525.00000,596.00000,7801.00000,3164.00000,1962.00000,3536.00000,654.00000,9675.00000,17476.00000,3962.00000,3946.00000,512.00000,5238.00000,9200.00000,3.00000,4829.00000,-636.00000,,8276.00000,17476.00000
2020-12-31,2853.00000,2812.00000,1297.00000,503.00000,7465.00000,3301.00000,2011.00000,3671.00000,694.00000,10057.00000,17522.00000,4046.00000,4011.00000,540.00000,5376.00000,9422.00000,3.00000,4550.00000,-545.00000,,8100.00000,17522.00000
2020-09-30,2154.00000,2620.00000,1229.00000,586.00000,6589.00000,3223.00000,2047.00000,3574.00000,636.00000,9855.00000,16444.00000,3579.00000,3935.00000,598.00000,5311.00000,8890.00000,3.00000,4267.00000,-768.00000,,7554.00000,16444.00000
2020-06-30,1917.00000,1834.00000,1212.00000,449.00000,5412.00000,3196.00000,2073.00000,3505.00000,717.00000,9868.00000,15280.00000,2859.00000,3946.00000,588.00000,5295.00000,8154.00000,3.00000,3984.00000,-894.00000,,7126.00000,15280.00000
2020-03-31,2087.00000,2308.00000,1363.00000,432.00000,6190.00000,3249.00000,2090.00000,3521.00000,724.00000,9977.00000,16167.00000,3655.00000,5964.00000,621.00000,7359.00000,11014.00000,3.00000,4353.00000,-991.00000,,5153.00000,16167.00000
2019-12-31,428.00000,2569.00000,1286.00000,504.00000,5319.00000,3309.00000,106.00000,3593.00000,719.00000,8140.00000,13459.00000,4054.00000,3971.00000,611.00000,5394.00000,9448.00000,3.00000,2890.00000,-719.00000,,4011.00000,13459.00000
2019-09-30,357.00000,2661.00000,1345.00000,497.00000,5385.00000,3145.00000,105.00000,3264.00000,629.00000,7554.00000,12939.00000,3875.00000,3939.00000,593.00000,5283.00000,9158.00000,3.00000,2745.00000,-806.00000,,3781.00000,12939.00000
2019-06-30,381.00000,2679.00000,1304.00000,490.00000,4854.00000,3248.00000,103.00000,3822.00000,648.00000,8254.00000,13108.00000,3991.00000,3997.00000,599.00000,5385.00000,9376.00000,3.00000,2597.00000,-699.00000,,3732.00000,13108.00000
2019-03-31,322.00000,2736.00000,1326.00000,435.00000,4819.00000,3218.00000,102.00000,3837.00000,609.00000,8200.00000,13019.00000,4014.00000,3995.00000,585.00000,5370.00000,9384.00000,3.00000,2491.00000,-682.00000,,3635.00000,13019.00000
2018-12-31,568.00000,2487.00000,1277.00000,445.00000,4777.00000,3179.00000,99.00000,3904.00000,521.00000,7703.00000,12480.00000,3694.00000,4038.00000,633.00000,5116.00000,8810.00000,3.00000,2511.00000,-694.00000,,3670.00000,12480.00000
2018-09-30,772.00000,2635.00000,1358.00000,439.00000,5204.00000,3056.00000,101.00000,3378.00000,588.00000,7123.00000,12327.00000,3387.00000,4084.00000,608.00000,5131.00000,8518.00000,3.00000,2610.00000,-638.00000,,3809.00000,12327.00000
2018-06-30,971.00000,2598.00000,1265.00000,506.00000,5340.00000,2972.00000,99.00000,3402.00000,503.00000,6976.00000,12316.00000,3438.00000,4067.00000,621.00000,5120.00000,8558.00000,3.00000,2510.00000,-622.00000,,3758.00000,12316.00000
2018-03-31,1346.00000,2646.00000,1202.00000,732.00000,5926.00000,2890.00000,101.00000,3184.00000,459.00000,6634.00000,12560.00000,3708.00000,4163.00000,531.00000,5154.00000,8862.00000,3.00000,2278.00000,-436.00000,,3698.00000,12560.00000
2017-12-31,1597.00000,2440.00000,1083.00000,521.00000,5641.00000,2804.00000,91.00000,3163.00000,470.00000,6528.00000,12169.00000,3540.00000,4132.00000,526.00000,5112.00000,8652.00000,3.00000,2118.00000,-471.00000,,3517.00000,12169.00000
2017-09-30,1354.00000,3225.00000,1642.00000,489.00000,6710.00000,3819.00000,130.00000,2883.00000,624.00000,7456.00000,14166.00000,4143.00000,4884.00000,521.00000,6409.00000,10552.00000,3.00000,2485.00000,-913.00000,,3614.00000,14166.00000
2017-06-30,793.00000,3127.00000,1485.00000,444.00000,5849.00000,3671.00000,127.00000,2860.00000,549.00000,7207.00000,13056.00000,4170.00000,4059.00000,556.00000,5601.00000,9771.00000,3.00000,2257.00000,-982.00000,,3285.00000,13056.00000
2017-03-31,548.00000,3132.00000,1375.00000,432.00000,5487.00000,3569.00000,118.00000,2801.00000,522.00000,7010.00000,12497.00000,4092.00000,3991.00000,503.00000,5456.00000,9548.00000,3.00000,2057.00000,-1087.00000,,2949.00000,12497.00000
2016-12-31,738.00000,2130.00000,859.00000,302.00000,5419.00000,2325.00000,67.00000,2650.00000,280.00000,6873.00000,12292.00000,4148.00000,3953.00000,371.00000,5381.00000,9529.00000,3.00000,1980.00000,-1215.00000,,2763.00000,12292.00000
