,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,5150.00000,4409.00000,3236.00000,1455.00000,14250.00000,3719.00000,,58215.00000,4846.00000,66780.00000,81030.00000,8002.00000,18542.00000,7493.00000,26035.00000,34037.00000,9.00000,37177.00000,-3854.00000,46993.00000,81030.00000
2022-06-30,3984.00000,4527.00000,3257.00000,1461.00000,13229.00000,3794.00000,,60183.00000,4600.00000,68577.00000,81806.00000,7556.00000,20052.00000,7597.00000,27649.00000,35205.00000,9.00000,35808.00000,-2745.00000,46601.00000,81806.00000
2022-03-31,3717.00000,4407.00000,3072.00000,1474.00000,12670.00000,3815.00000,,62809.00000,4098.00000,70722.00000,83392.00000,7547.00000,21768.00000,7715.00000,29483.00000,37030.00000,9.00000,34332.00000,-1376.00000,46362.00000,83392.00000
2021-12-31,2586.00000,4631.00000,2767.00000,1664.00000,11648.00000,3790.00000,,64027.00000,3719.00000,71536.00000,83184.00000,8140.00000,22168.00000,7699.00000,29867.00000,38007.00000,9.00000,32827.00000,-1027.00000,45177.00000,83184.00000
2021-09-30,2552.00000,4194.00000,2737.00000,1293.00000,10776.00000,3640.00000,,64612.00000,3470.00000,71722.00000,82498.00000,7257.00000,23591.00000,8189.00000,31780.00000,39037.00000,9.00000,31231.00000,-1061.00000,43461.00000,82498.00000
2021-06-30,7322.00000,4103.00000,2547.00000,1420.00000,15392.00000,3410.00000,,56107.00000,3118.00000,62635.00000,78027.00000,6825.00000,20400.00000,8036.00000,28436.00000,35261.00000,9.00000,30264.00000,-675.00000,42766.00000,78027.00000
2021-03-31,6330.00000,3949.00000,2424.00000,1309.00000,14012.00000,3266.00000,,55273.00000,2875.00000,61414.00000,75426.00000,6824.00000,20267.00000,7905.00000,28172.00000,34996.00000,9.00000,28670.00000,-1322.00000,40430.00000,75426.00000
2020-12-31,6035.00000,4045.00000,2292.00000,1430.00000,13802.00000,3262.00000,,56702.00000,2395.00000,62359.00000,76161.00000,7402.00000,21193.00000,7789.00000,28982.00000,36384.00000,9.00000,27159.00000,-368.00000,39777.00000,76161.00000
2020-09-30,5687.70000,3495.70000,2421.70000,936.10000,12541.20000,3052.30000,,55123.90000,2173.30000,60349.50000,72890.70000,6038.40000,21806.10000,7073.70000,28879.80000,34918.20000,8.50000,26087.80000,-1021.10000,37972.50000,72890.70000
2020-06-30,5539.30000,3378.40000,2592.90000,833.20000,12343.80000,2972.90000,,53671.60000,2280.10000,58924.60000,71268.40000,5599.90000,22370.00000,7025.60000,29395.60000,34995.50000,8.50000,25373.50000,-1863.10000,36272.90000,71268.40000
