,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,106.00000,2004.00000,232.00000,381.00000,2723.00000,14116.00000,6478.00000,47.00000,21460.00000,24183.00000,2445.00000,11209.00000,154.00000,14676.00000,17121.00000,1.00000,9656.00000,-264.00000,7062.00000,24183.00000
2022-09-30,76.00000,1934.00000,193.00000,124.00000,2327.00000,12201.00000,6043.00000,47.00000,19092.00000,21419.00000,2264.00000,9754.00000,155.00000,12802.00000,15066.00000,1.00000,9017.00000,-312.00000,6353.00000,21419.00000
2022-06-30,68.00000,1744.00000,199.00000,153.00000,2164.00000,11670.00000,6143.00000,41.00000,18656.00000,20820.00000,2023.00000,9761.00000,153.00000,12751.00000,14774.00000,1.00000,8411.00000,-217.00000,6046.00000,20820.00000
2022-03-31,101.00000,1607.00000,179.00000,123.00000,2010.00000,11229.00000,6100.00000,38.00000,18159.00000,20169.00000,2597.00000,8528.00000,147.00000,11488.00000,14085.00000,1.00000,7918.00000,-151.00000,6084.00000,20169.00000
2021-12-31,144.00000,1677.00000,164.00000,166.00000,2151.00000,11172.00000,6143.00000,42.00000,18141.00000,20292.00000,2603.00000,8779.00000,144.00000,11698.00000,14301.00000,1.00000,7551.00000,-171.00000,5991.00000,20292.00000
2021-09-30,320.00000,1602.00000,166.00000,112.00000,2200.00000,11167.00000,6120.00000,44.00000,18106.00000,20306.00000,2752.00000,9216.00000,159.00000,12071.00000,14823.00000,1.00000,7070.00000,-169.00000,5483.00000,20306.00000
2021-06-30,336.00000,1400.00000,174.00000,244.00000,2154.00000,10243.00000,6421.00000,42.00000,17487.00000,19641.00000,2544.00000,9308.00000,154.00000,12003.00000,14547.00000,1.00000,6661.00000,-117.00000,5094.00000,19641.00000
2021-03-31,278.00000,1254.00000,114.00000,358.00000,2004.00000,9060.00000,5759.00000,38.00000,15538.00000,17542.00000,1841.00000,8497.00000,145.00000,10956.00000,12797.00000,1.00000,6368.00000,-140.00000,4745.00000,17542.00000
2020-12-31,202.00000,1315.00000,125.00000,375.00000,2017.00000,9309.00000,5816.00000,38.00000,15851.00000,17868.00000,1890.00000,8978.00000,138.00000,11433.00000,13323.00000,1.00000,6165.00000,-146.00000,4545.00000,17868.00000
2020-09-30,174.00000,1324.00000,108.00000,122.00000,1728.00000,9639.00000,5848.00000,30.00000,16180.00000,17908.00000,1916.00000,9351.00000,138.00000,11831.00000,13747.00000,1.00000,5868.00000,-214.00000,4161.00000,17908.00000
