,cash-on-hand,receivables-total,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2012-08-31,3247.36300,566.67100,139.11500,,4010.17300,619.39200,207.23900,4703.49600,89.71300,5619.84000,9630.01300,1169.71000,1499.88100,213.41600,2021.61000,3191.32000,0.06100,6815.37500,22.51100,6438.69300,9630.01300
2012-05-31,2998.11700,529.39100,163.93900,,3770.80700,573.56600,207.23900,4723.14500,91.07500,5595.02500,9365.83200,1245.64400,1500.66800,211.45500,2020.54200,3266.18600,0.06100,6671.23000,20.61500,6099.64600,9365.83200
2012-02-29,2766.11800,512.21100,149.81200,,3505.65500,549.78000,207.23900,4775.90200,94.13200,5627.05300,9132.70800,1115.02200,1502.89300,217.87900,2031.38400,3146.40600,0.06100,6497.07000,46.74800,5986.30200,9132.70800
2011-11-30,2911.69200,634.37300,133.42300,,3771.45100,527.82800,207.23900,4394.74300,89.92200,5219.73200,8991.18300,1250.77900,1505.09600,215.29000,1957.29100,3208.07000,0.06100,6528.73500,29.95000,5783.11300,8991.18300
2011-08-31,2719.27600,559.32000,119.51300,,3469.19600,499.05900,207.23900,4160.02300,157.24100,5023.56200,8492.75800,1032.25900,1507.27800,193.82900,1896.54100,2928.80000,0.06100,6381.53000,59.19400,5563.95800,8492.75800
2011-05-31,2625.52000,568.57000,127.21100,,3389.31800,463.41500,207.23900,4117.70400,162.04000,4950.39800,8339.71600,1050.37900,1509.42800,224.54900,1899.92200,2950.30100,0.06100,6228.57400,54.34200,5389.41500,8339.71600
2011-02-28,2636.83500,533.35300,113.68200,,3350.79800,453.49700,207.23900,4133.68900,164.80100,4959.22600,8310.02400,985.53200,1511.55300,222.95000,1899.08500,2884.61700,0.06100,6045.63100,28.69500,5425.40700,8310.02400
2010-11-30,2468.01500,554.32800,110.46000,,3216.05000,448.88100,207.23900,4170.62800,98.35000,4925.09800,8141.14800,1068.08800,1513.66200,214.98400,1880.67300,2948.76100,0.06100,5980.91400,17.42800,5192.38700,8141.14800
2010-08-31,2578.27400,484.55000,96.82600,,3236.41500,422.92000,207.23900,3903.02900,177.42600,4710.61400,7947.02900,967.20200,1515.75200,261.12100,1894.96900,2862.17100,0.06100,5738.86400,21.57100,5084.85800,7947.02900
2010-05-31,2644.72200,439.15100,121.24300,,3276.07100,407.62100,207.23900,3935.62400,180.37600,4730.86000,8006.93100,969.90800,1493.65100,256.69800,1858.26800,2828.17600,0.06100,5570.09700,39.99500,5178.75500,8006.93100
2010-02-28,2672.38400,350.57700,86.99300,,3177.21900,386.20500,207.23900,3981.67800,192.72800,4767.85000,7945.06900,900.77400,1493.54600,260.45100,1872.87500,2773.64900,0.06100,5427.06800,29.10900,5171.42000,7945.06900
2009-11-30,1904.47300,410.87900,80.85500,,2473.62400,388.13200,207.23900,4021.97700,191.26500,4808.61300,7282.23700,844.55300,1000.00000,257.91300,1547.11600,2391.66900,0.06100,5299.91400,24.44600,4890.56800,7282.23700
2009-08-31,2556.46100,281.80700,80.50300,,2990.93400,335.75200,207.23900,2243.33000,184.70500,2971.02600,5961.96000,614.38300,350.00000,167.55600,653.01900,1267.40200,0.06100,5331.95700,21.72800,4694.55800,5961.96000
2009-05-31,2664.18500,262.59800,84.07900,,3087.76900,291.72000,207.23900,2283.50400,193.51300,2975.97600,6063.74500,613.63200,350.00000,166.45800,649.07200,1262.70400,0.06100,5195.91200,27.31000,4801.04100,6063.74500
2009-02-28,2383.69400,300.04800,104.12400,,2868.99100,300.37600,207.23900,2313.84300,197.14700,3018.60500,5887.59600,636.86500,350.00000,147.99500,639.57100,1276.43600,0.06100,5069.84000,25.09500,4611.16000,5887.59600
