,cash-on-hand,receivables-total,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2020-06-30,1181.60000,3522.30000,4703.90000,167.50000,3040.50000,795.10000,4003.10000,8707.00000,4994.70000,3085.80000,532.00000,3785.70000,8780.40000,4.10000,-760.20000,-177.80000,-73.40000,8707.00000
2020-03-31,1072.80000,3134.60000,4207.40000,173.70000,3051.70000,932.60000,4158.00000,8365.40000,4642.70000,3070.10000,651.70000,3872.40000,8515.10000,4.10000,-828.20000,-180.30000,-149.70000,8365.40000
2019-12-31,1450.50000,3296.70000,4747.20000,186.90000,3061.50000,762.90000,4011.30000,8758.50000,4918.30000,3229.30000,498.30000,3879.70000,8798.00000,4.20000,-675.90000,-209.00000,-39.50000,8758.50000
2019-09-30,1390.90000,3297.30000,4688.20000,212.20000,3081.10000,822.20000,4115.50000,8803.70000,4880.30000,3248.00000,533.80000,3943.10000,8823.40000,4.20000,-659.40000,-183.10000,-19.70000,8803.70000
2019-06-30,1210.20000,3728.40000,4938.60000,224.10000,3102.10000,778.50000,4104.70000,9043.30000,5271.80000,3080.20000,494.80000,3741.30000,9013.10000,4.30000,-569.70000,-205.70000,30.20000,9043.30000
2019-03-31,833.10000,3497.50000,4330.60000,229.00000,3131.20000,1741.20000,5101.40000,9432.00000,5053.90000,3370.30000,1216.70000,4752.30000,9806.20000,4.30000,-938.00000,-211.60000,-374.20000,9432.00000
2018-12-31,973.40000,3813.80000,4787.20000,270.40000,3323.20000,616.00000,4209.60000,8996.80000,5432.70000,3433.70000,279.10000,3873.90000,9306.60000,4.40000,-838.80000,-231.00000,-309.80000,8996.80000
2018-09-30,767.60000,4018.80000,4786.40000,266.80000,3329.50000,606.90000,4203.20000,8989.60000,5688.90000,3295.00000,264.70000,3716.00000,9404.90000,4.40000,-916.80000,-246.60000,-415.30000,8989.60000
2018-06-30,938.30000,4011.80000,4950.10000,241.80000,3271.50000,652.20000,4165.50000,9115.60000,5763.40000,3331.80000,305.50000,3803.50000,9566.90000,4.50000,-939.90000,-248.00000,-451.30000,9115.60000
2018-03-31,934.30000,4026.50000,4960.80000,215.70000,3295.90000,715.60000,4227.20000,9188.00000,5883.00000,3143.40000,363.60000,3680.80000,9563.80000,4.60000,-819.80000,-276.00000,-375.80000,9188.00000
2017-12-31,838.20000,4188.90000,5027.10000,214.20000,3314.20000,675.90000,4204.30000,9231.40000,6159.40000,3033.60000,356.80000,3563.40000,9722.80000,4.60000,-965.90000,-227.90000,-491.40000,9231.40000
2017-09-30,1034.70000,3947.00000,4981.70000,211.90000,3762.20000,917.80000,4891.90000,9873.60000,5002.00000,3533.40000,487.90000,4162.20000,9164.20000,4.60000,247.90000,-228.30000,709.40000,9873.60000
2017-06-30,1059.20000,3646.40000,4705.60000,215.30000,3777.60000,709.70000,4702.60000,9408.20000,4574.00000,3627.40000,409.90000,4173.00000,8747.00000,4.60000,193.90000,-209.40000,661.20000,9408.20000
2017-03-31,1323.30000,3452.00000,4775.30000,209.30000,3811.60000,689.80000,4710.70000,9486.00000,4828.20000,3490.90000,281.30000,3907.50000,8735.70000,4.70000,259.70000,-173.80000,750.30000,9486.00000
2016-12-31,877.50000,3749.10000,4626.60000,220.50000,3826.20000,746.30000,4793.00000,9419.60000,5286.00000,2786.10000,359.40000,3231.40000,8517.40000,4.80000,419.30000,-162.80000,902.20000,9419.60000
2016-09-30,1280.70000,3389.00000,4669.70000,224.40000,3855.70000,768.90000,4849.00000,9518.70000,4182.20000,3224.80000,451.30000,3948.90000,8131.10000,4.90000,930.90000,-176.90000,1387.60000,9518.70000
2016-06-30,1162.60000,3357.10000,4519.70000,221.70000,3863.90000,789.60000,4875.20000,9394.90000,4082.70000,3228.50000,501.20000,3997.80000,8080.50000,4.90000,877.20000,-165.00000,1314.40000,9394.90000
2016-03-31,1160.00000,3326.10000,4486.10000,226.30000,3859.80000,846.10000,4932.20000,9418.30000,4127.30000,3225.70000,549.60000,4052.00000,8179.30000,4.90000,827.90000,-179.10000,1239.00000,9418.30000
2015-12-31,1315.90000,3308.70000,4624.60000,231.80000,3868.80000,724.00000,4824.60000,9449.20000,4126.80000,3215.90000,429.00000,3917.50000,8044.30000,5.00000,977.30000,-143.90000,1404.90000,9449.20000
2015-09-30,1414.40000,3369.90000,4784.30000,224.80000,3906.10000,900.70000,5031.60000,9815.90000,4217.00000,3483.80000,453.60000,4251.70000,8468.70000,5.10000,912.30000,-126.30000,1347.20000,9815.90000
2015-06-30,1630.50000,3490.40000,5120.90000,201.20000,3936.60000,805.10000,4942.90000,10063.80000,4255.00000,3725.80000,465.50000,4501.40000,8756.40000,5.10000,884.20000,-123.50000,1307.40000,10063.80000
2015-03-31,1755.30000,3472.10000,5227.40000,202.60000,3940.80000,982.20000,5125.60000,10353.00000,4238.60000,3728.60000,718.50000,4764.50000,9003.10000,5.20000,931.90000,-78.10000,1349.90000,10353.00000
2014-12-31,1783.20000,3313.70000,5096.90000,206.40000,3917.30000,669.80000,4793.50000,9890.40000,4080.40000,3720.40000,484.20000,4509.60000,8590.00000,5.20000,968.70000,-118.90000,1300.40000,9890.40000
2014-09-30,1667.40000,3465.80000,5133.20000,205.70000,3938.40000,569.30000,4713.40000,9846.60000,4263.40000,3714.20000,393.30000,4403.50000,8666.90000,5.20000,856.20000,-110.90000,1179.70000,9846.60000
2014-06-30,1604.70000,3603.70000,5208.40000,208.50000,3969.00000,488.70000,4666.20000,9874.60000,4359.30000,3754.10000,381.80000,4445.10000,8804.40000,5.30000,810.10000,-162.50000,1070.20000,9874.60000
2014-03-31,1694.00000,3515.90000,5209.90000,214.00000,4004.10000,494.60000,4712.70000,9922.60000,4312.00000,3844.10000,391.60000,4542.90000,8854.90000,5.40000,827.10000,-170.00000,1067.70000,9922.60000
2013-12-31,2073.10000,3270.40000,5343.50000,209.90000,4005.80000,562.10000,4777.80000,10121.30000,4126.20000,4213.00000,358.20000,4890.40000,9016.60000,5.50000,877.30000,-169.00000,1104.70000,10121.30000
2013-09-30,1742.70000,3408.00000,5150.70000,208.60000,4044.10000,537.50000,4790.20000,9940.90000,4203.90000,3968.70000,372.80000,4686.70000,8890.60000,5.50000,832.00000,-165.30000,1050.30000,9940.90000
2013-06-30,1395.40000,3462.80000,4858.20000,203.60000,4073.90000,453.70000,4731.20000,9589.40000,4215.00000,3717.30000,378.00000,4445.80000,8660.80000,5.50000,707.40000,-138.30000,928.60000,9589.40000
2013-03-31,1417.10000,3319.20000,4736.30000,198.70000,4041.80000,384.90000,4625.40000,9361.70000,4071.90000,3726.80000,291.40000,4372.20000,8444.10000,5.60000,702.80000,-133.70000,917.60000,9361.70000
2012-12-31,1776.50000,3114.60000,4891.10000,196.10000,4058.60000,319.90000,4574.60000,9465.70000,3889.10000,4029.20000,254.70000,4636.00000,8525.10000,5.70000,754.70000,-152.60000,940.60000,9465.70000
2012-09-30,1433.00000,3326.60000,4759.60000,196.70000,4034.20000,364.60000,4595.50000,9355.10000,4139.00000,3433.00000,258.60000,4069.40000,8208.40000,6.00000,940.30000,-124.50000,1146.70000,9355.10000
2012-06-30,1403.80000,3103.30000,4507.10000,196.40000,4035.70000,426.80000,4658.90000,9166.00000,3788.90000,3673.10000,262.40000,4324.30000,8113.20000,6.00000,842.80000,-107.00000,1052.80000,9166.00000
2012-03-31,1395.90000,3185.10000,4581.00000,196.30000,4044.60000,375.90000,4616.80000,9197.80000,3943.00000,3633.70000,261.70000,4287.40000,8230.40000,6.10000,794.90000,-132.50000,967.40000,9197.80000
2011-12-31,1370.90000,3091.20000,4462.10000,198.10000,4046.30000,363.40000,4607.80000,9069.90000,3928.60000,3583.20000,273.60000,4246.50000,8175.10000,6.20000,760.00000,-118.50000,894.80000,9069.90000
2011-09-30,2671.10000,2757.00000,5428.10000,193.50000,2813.90000,384.20000,3391.60000,8819.70000,3804.60000,3982.80000,235.80000,4513.20000,8317.80000,6.20000,357.30000,-94.70000,501.90000,8819.70000
2011-06-30,2089.70000,2585.30000,4675.00000,196.40000,2812.60000,325.50000,3334.50000,8009.50000,3492.20000,3585.50000,265.20000,4138.20000,7630.40000,6.30000,307.70000,-156.50000,379.10000,8009.50000
2011-03-31,2215.80000,2533.60000,4749.40000,194.10000,2580.40000,363.80000,3138.30000,7887.70000,3473.40000,3583.30000,277.20000,4134.00000,7607.40000,6.30000,230.20000,-153.40000,280.30000,7887.70000
2010-12-31,2157.40000,2635.20000,4792.60000,196.50000,2589.70000,350.40000,3136.60000,7929.20000,3512.20000,3289.90000,254.50000,3834.30000,7346.50000,6.50000,591.60000,-132.80000,582.70000,7929.20000
2010-09-30,1996.70000,2393.40000,4390.10000,195.20000,2608.10000,377.00000,3180.30000,7570.40000,3331.30000,3296.50000,249.50000,3801.30000,7132.60000,6.60000,465.30000,-121.80000,437.80000,7570.40000
2010-06-30,1746.80000,2341.30000,4088.10000,196.10000,2628.30000,435.20000,3259.60000,7347.70000,3116.30000,3296.50000,258.60000,3831.70000,6948.00000,6.60000,364.90000,-45.00000,399.70000,7347.70000
2010-03-31,1529.80000,2287.60000,3817.40000,196.00000,2632.40000,395.20000,3223.60000,7041.00000,3070.60000,3048.00000,259.50000,3589.80000,6660.40000,6.70000,400.50000,-86.30000,380.60000,7041.00000
2009-12-31,1685.20000,2389.10000,4074.30000,204.30000,2632.60000,442.20000,3279.10000,7353.40000,3409.30000,3048.50000,273.20000,3590.60000,6999.90000,6.90000,433.20000,-127.30000,353.50000,7353.40000
2009-09-30,1625.40000,1256.10000,2881.50000,198.30000,2652.10000,482.30000,3332.70000,6214.20000,2279.80000,3052.40000,278.10000,3606.80000,5886.60000,6.90000,425.60000,-128.10000,327.60000,6214.20000
2009-06-30,1782.40000,1219.70000,3002.10000,194.00000,2254.80000,408.30000,2857.10000,5859.20000,2041.90000,3049.80000,221.50000,3531.70000,5573.60000,7.00000,373.20000,-102.40000,285.60000,5859.20000
2009-03-31,1510.00000,1182.20000,2692.20000,192.40000,2254.70000,514.70000,2961.80000,5654.00000,2023.80000,3056.60000,188.70000,3516.30000,5540.10000,7.00000,153.10000,-44.70000,113.90000,5654.00000
