,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,316.50000,675.00000,907.50000,59.00000,1958.00000,772.40000,2149.80000,110.90000,3228.10000,5186.10000,968.10000,2074.20000,126.10000,2576.60000,3544.70000,2.00000,3046.00000,-93.50000,1641.40000,5186.10000
2022-09-30,226.20000,730.30000,976.00000,68.50000,2001.00000,741.20000,2138.70000,103.50000,3174.20000,5175.20000,965.00000,2133.60000,147.20000,2647.40000,3612.40000,2.00000,3053.00000,-174.10000,1562.80000,5175.20000
2022-06-30,269.90000,722.60000,1026.90000,72.40000,2091.80000,750.40000,2095.90000,103.20000,3138.80000,5230.60000,1331.40000,1789.50000,133.80000,2284.60000,3616.00000,2.00000,3041.30000,-109.20000,1614.60000,5230.60000
2022-03-31,327.30000,704.90000,1045.80000,60.00000,2138.00000,768.60000,2133.70000,110.70000,3203.80000,5341.80000,1351.20000,1803.10000,146.40000,2319.20000,3670.40000,2.00000,3006.00000,-45.20000,1671.40000,5341.80000
2021-12-31,361.70000,651.50000,993.20000,58.90000,2065.30000,781.50000,2157.40000,110.50000,3242.00000,5307.30000,1335.70000,1789.70000,162.90000,2323.00000,3658.70000,2.00000,2973.00000,-38.30000,1648.60000,5307.30000
2021-09-30,234.70000,699.10000,970.20000,79.60000,1983.60000,780.30000,2175.30000,106.90000,3251.50000,5235.10000,1338.00000,1765.60000,185.10000,2319.50000,3657.50000,2.00000,2924.80000,-55.70000,1577.60000,5235.10000
2021-06-30,231.60000,704.80000,893.00000,65.40000,1894.80000,785.90000,2197.00000,105.40000,3255.30000,5150.10000,1107.10000,1974.90000,186.60000,2507.00000,3614.10000,2.00000,2885.00000,-49.30000,1536.00000,5150.10000
2021-03-31,333.80000,602.90000,801.80000,50.50000,1789.00000,775.30000,2088.40000,104.00000,3122.60000,4911.60000,995.60000,1952.90000,182.20000,2459.80000,3455.40000,2.00000,2829.90000,-64.80000,1456.20000,4911.60000
2020-12-31,348.90000,563.60000,691.50000,54.10000,1658.10000,784.80000,2090.40000,105.10000,3141.90000,4800.00000,1006.00000,1849.30000,192.10000,2368.90000,3374.90000,2.00000,2797.20000,-52.40000,1425.10000,4800.00000
2020-09-30,245.00000,642.30000,585.30000,45.70000,1518.30000,785.70000,2094.90000,100.50000,3145.50000,4663.80000,947.40000,1909.10000,177.40000,2416.40000,3363.80000,2.00000,2713.50000,-87.40000,1300.00000,4663.80000
2020-06-30,208.80000,577.30000,574.10000,50.10000,1410.30000,797.40000,2104.30000,102.20000,3171.80000,4582.10000,775.50000,2083.20000,168.00000,2592.00000,3367.50000,2.00000,2663.10000,-117.20000,1214.60000,4582.10000
2020-03-31,505.80000,568.20000,655.50000,52.50000,1782.00000,809.50000,2135.40000,99.80000,3200.00000,4982.00000,854.70000,2415.20000,158.50000,2888.70000,3743.40000,2.00000,2723.50000,-147.30000,1238.60000,4982.00000
2019-12-31,247.60000,591.90000,636.70000,61.90000,1538.10000,830.80000,2170.30000,118.40000,3278.30000,4816.40000,928.10000,2066.50000,173.50000,2575.80000,3503.90000,2.00000,2734.50000,-76.80000,1312.50000,4816.40000
2019-09-30,242.00000,677.30000,635.80000,49.50000,1604.60000,817.30000,2162.60000,117.30000,3253.20000,4857.80000,920.80000,2197.10000,148.20000,2681.40000,3602.20000,2.00000,2701.80000,-95.80000,1255.60000,4857.80000
2019-06-30,289.70000,700.30000,656.70000,56.30000,1703.00000,817.90000,2188.50000,122.80000,3299.00000,5002.00000,900.30000,2363.50000,149.20000,2862.90000,3763.20000,2.00000,2656.20000,-62.20000,1238.80000,5002.00000
2019-03-31,263.30000,665.30000,676.80000,53.60000,1659.00000,810.30000,2203.40000,123.20000,3294.80000,4953.80000,867.00000,2409.60000,146.80000,2891.60000,3758.60000,2.00000,2623.90000,-64.40000,1195.20000,4953.80000
2018-12-31,268.10000,571.60000,633.90000,51.00000,1524.60000,728.50000,1012.50000,116.40000,1857.40000,3382.00000,815.70000,1167.80000,155.30000,1408.70000,2224.40000,2.00000,2613.80000,-77.60000,1157.60000,3382.00000
2018-09-30,363.50000,625.50000,634.00000,44.00000,1667.00000,723.00000,1028.70000,130.40000,1882.10000,3549.10000,784.90000,1353.20000,157.40000,1598.20000,2383.10000,2.00000,2611.70000,-58.70000,1166.00000,3549.10000
2018-06-30,446.40000,649.80000,634.20000,52.40000,1782.80000,709.30000,1021.50000,130.40000,1861.20000,3644.00000,936.90000,1298.00000,191.50000,1578.50000,2515.40000,2.00000,2572.60000,-48.70000,1128.60000,3644.00000
2018-03-31,494.60000,658.20000,610.60000,50.70000,1814.10000,710.10000,1038.50000,129.70000,1878.30000,3692.40000,978.10000,1239.00000,186.30000,1518.00000,2496.10000,2.00000,2538.30000,9.90000,1196.30000,3692.40000
2017-12-31,526.10000,595.10000,571.10000,74.20000,1766.50000,663.90000,991.30000,129.10000,1784.30000,3550.80000,976.20000,1097.90000,202.90000,1383.80000,2360.00000,2.00000,2511.30000,-9.50000,1190.80000,3550.80000
2017-09-30,342.90000,585.80000,558.00000,63.00000,1549.70000,644.30000,993.20000,136.50000,1774.00000,3323.70000,891.50000,1044.40000,152.00000,1259.40000,2150.90000,2.00000,2523.90000,-36.90000,1172.80000,3323.70000
2017-06-30,335.10000,577.70000,580.00000,47.40000,1540.20000,616.20000,992.50000,132.60000,1741.30000,3281.50000,741.70000,1183.50000,165.70000,1406.20000,2147.90000,2.00000,2490.20000,-63.80000,1133.60000,3281.50000
2017-03-31,268.60000,555.40000,556.20000,32.90000,1413.10000,588.80000,987.30000,130.30000,1706.40000,3119.50000,716.60000,1119.90000,165.70000,1337.50000,2054.10000,2.00000,2451.60000,-96.20000,1065.40000,3119.50000
