,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,1220.50000,2780.10000,1993.80000,,384.80000,6379.20000,1536.10000,8767.70000,1398.60000,11702.40000,18081.60000,5686.80000,3788.30000,1154.20000,6289.60000,11976.40000,253.30000,8320.90000,-766.20000,6105.20000,18081.60000
2022-09-30,1080.20000,2867.40000,1949.20000,,402.30000,6299.10000,1432.10000,8611.40000,1397.20000,11440.70000,17739.80000,5545.50000,3787.50000,1168.40000,6325.90000,11871.40000,254.80000,8320.40000,-997.50000,5868.40000,17739.80000
2022-06-30,1090.20000,2758.20000,1886.90000,,389.90000,6125.20000,1425.90000,8739.10000,1390.60000,11555.60000,17680.80000,5630.30000,3786.70000,1150.80000,6311.20000,11941.50000,256.20000,8003.70000,-829.10000,5739.30000,17680.80000
2022-03-31,1348.40000,2429.80000,1872.30000,,380.00000,6030.50000,1422.20000,8767.70000,1416.50000,11606.40000,17636.90000,4594.40000,4492.60000,1165.80000,7026.00000,11620.40000,258.30000,8098.70000,-639.00000,6016.50000,17636.90000
2021-12-31,2159.20000,2429.40000,1530.80000,,351.50000,6470.90000,1398.80000,8810.40000,1379.70000,11588.90000,18059.80000,4752.40000,4491.70000,1150.20000,7034.30000,11786.70000,259.70000,8353.20000,-637.60000,6273.10000,18059.80000
2021-09-30,2738.80000,2432.30000,1482.80000,,337.50000,6991.40000,1336.70000,8508.50000,1365.60000,11210.80000,18202.20000,4313.50000,4490.70000,1334.30000,7401.00000,11714.50000,262.00000,8626.50000,-709.20000,6487.70000,18202.20000
2021-06-30,2912.40000,2532.10000,1386.30000,,294.30000,7125.10000,1324.90000,8561.50000,1357.90000,11244.30000,18369.40000,4512.90000,4489.80000,1295.30000,7383.80000,11896.70000,262.70000,8566.20000,-652.20000,6472.70000,18369.40000
2021-03-31,2838.00000,2159.40000,1373.10000,,251.60000,6622.10000,1327.70000,8568.10000,1306.90000,11202.70000,17824.80000,4174.60000,4496.30000,1269.90000,7337.40000,11512.00000,263.60000,8452.30000,-699.80000,6312.80000,17824.80000
2020-12-31,3289.90000,2202.10000,1189.20000,,224.40000,6905.60000,1349.50000,8629.19900,1272.40000,11251.10000,18156.70000,4338.90000,4496.50000,1291.10000,7390.70000,11729.60000,263.30000,8495.30000,-631.50000,6427.10000,18156.70000
2020-09-30,3190.10000,2312.60000,1229.20000,,241.60000,6973.50000,1314.10000,8377.30000,1274.50000,10965.90000,17939.40000,4170.10000,4494.20000,1281.40000,7388.30000,11558.40000,264.50000,8489.30000,-761.00000,6381.00000,17939.40000
