,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,463.88900,711.20300,1173.11900,272.19500,2620.40600,2769.70200,4573.22500,944.98900,8328.41400,10948.82000,3257.15400,3343.97700,719.74200,4392.12200,7649.27600,221.55300,3589.78100,-252.33300,3299.54400,10948.82000
2022-09-30,327.74100,929.48200,1184.38500,251.12600,2692.73400,2622.58700,4589.98800,888.40600,8140.17300,10832.91000,3388.61400,3340.67100,750.87000,4361.21300,7749.82700,221.55300,3401.19800,-296.05000,3083.08000,10832.91000
2022-06-30,339.72200,654.39900,1208.23900,226.10500,2428.46500,2590.82600,4624.24500,904.82200,8160.40900,10588.87000,3300.91000,3340.47200,764.04100,4396.22400,7697.13400,221.55300,3208.59800,-268.38100,2891.74000,10588.87000
2022-03-31,338.05500,868.42600,1031.50300,219.45400,2457.43800,2592.62800,4649.81400,902.34700,8187.60600,10645.04000,2565.63700,4088.43700,781.04800,5163.85800,7729.49500,221.55300,3071.41600,-242.00900,2915.54900,10645.04000
2021-12-31,329.26600,671.46400,988.51100,256.96500,2246.20600,2586.18700,4670.76200,868.20300,8166.02500,10412.23000,2493.31300,4086.62700,787.05800,5161.68900,7655.00200,221.55300,2719.93600,-249.21500,2757.22900,10412.23000
2021-09-30,675.51600,841.22700,1026.54100,198.66000,2741.94400,2370.19300,3658.68600,628.68600,6697.23900,9439.18300,1906.49500,4095.15900,639.89600,4995.55500,6902.05000,221.55300,2565.53800,-298.40000,2537.13300,9439.18300
2021-06-30,426.20100,532.40100,1060.42200,200.15700,2219.18100,2341.82500,3675.88100,612.61400,6664.68200,8883.86300,1587.00200,4095.20000,671.60100,5022.96800,6609.97000,221.55300,2301.80500,-296.13600,2273.89300,8883.86300
2021-03-31,1132.24200,634.83000,909.80200,183.15000,2860.02400,2298.81700,3273.57300,577.69200,6178.10400,9038.12800,1774.63200,4094.15800,673.75600,4998.65000,6773.28200,221.55300,2162.46400,-329.00600,2264.84600,9038.12800
2020-12-31,1143.98700,615.23300,964.20700,254.47800,2977.90500,2285.25500,3283.42900,555.88700,6153.94000,9131.84500,1891.74500,4089.75500,683.43400,5002.21700,6893.96200,221.55300,1928.67300,-338.08200,2237.88300,9131.84500
2020-09-30,1205.88900,829.51300,958.48300,213.21100,3207.09600,2183.37600,3285.29100,554.11100,6047.93800,9255.03400,2228.19300,4093.17200,653.58700,4958.02800,7186.22100,221.55300,1800.18600,-352.30700,2068.81300,9255.03400
