,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,168.00000,600.00000,741.00000,113.00000,,1622.00000,1322.00000,2421.00000,331.00000,4423.00000,6045.00000,1878.00000,2476.00000,826.00000,3676.00000,5554.00000,131.00000,782.00000,-502.00000,491.00000,6045.00000
2022-09-30,278.00000,612.00000,755.00000,118.00000,,1763.00000,1322.00000,2421.00000,311.00000,4390.00000,6153.00000,2010.00000,2475.00000,805.00000,3647.00000,5657.00000,131.00000,832.00000,-515.00000,496.00000,6153.00000
2022-06-30,183.00000,681.00000,755.00000,106.00000,,1725.00000,1334.00000,2442.00000,315.00000,4433.00000,6158.00000,1784.00000,2474.00000,791.00000,3645.00000,5429.00000,131.00000,1048.00000,-479.00000,729.00000,6158.00000
2022-03-31,241.00000,660.00000,803.00000,165.00000,,1869.00000,1312.00000,2466.00000,364.00000,4453.00000,6322.00000,2643.00000,1887.00000,843.00000,3103.00000,5746.00000,131.00000,951.00000,-519.00000,576.00000,6322.00000
2021-12-31,192.00000,569.00000,818.00000,162.00000,,1741.00000,1298.00000,2465.00000,376.00000,4449.00000,6190.00000,2596.00000,1886.00000,861.00000,3103.00000,5699.00000,131.00000,949.00000,-574.00000,491.00000,6190.00000
2021-09-30,210.00000,654.00000,785.00000,171.00000,,1820.00000,1301.00000,2475.00000,368.00000,4454.00000,6274.00000,2639.00000,1885.00000,846.00000,3088.00000,5727.00000,131.00000,1027.00000,-567.00000,547.00000,6274.00000
2021-06-30,319.00000,604.00000,752.00000,154.00000,,1829.00000,1302.00000,2493.00000,378.00000,4505.00000,6334.00000,2056.00000,2484.00000,834.00000,3686.00000,5742.00000,131.00000,1036.00000,-546.00000,592.00000,6334.00000
2021-03-31,492.00000,643.00000,688.00000,139.00000,,1962.00000,1251.00000,2514.00000,386.00000,4479.00000,6441.00000,1819.00000,2483.00000,819.00000,3684.00000,5503.00000,131.00000,1086.00000,-553.00000,938.00000,6441.00000
2020-12-31,732.00000,616.00000,609.00000,146.00000,,2103.00000,1221.00000,2852.00000,357.00000,4752.00000,6855.00000,1738.00000,2483.00000,813.00000,3737.00000,5475.00000,131.00000,1302.00000,-575.00000,1380.00000,6855.00000
2020-09-30,860.00000,685.00000,534.00000,65.00000,,2144.00000,1176.00000,2844.00000,332.00000,4633.00000,6777.00000,1516.00000,2781.00000,797.00000,3950.00000,5466.00000,159.00000,3840.00000,-623.00000,1311.00000,6777.00000
2020-06-30,871.00000,648.00000,454.00000,47.00000,,2020.00000,1103.00000,2471.00000,328.00000,4193.00000,6213.00000,1418.00000,2780.00000,767.00000,3887.00000,5305.00000,159.00000,3567.00000,-640.00000,908.00000,6213.00000
2020-03-31,496.00000,726.00000,457.00000,71.00000,,1750.00000,1047.00000,2464.00000,292.00000,4100.00000,5850.00000,1794.00000,2288.00000,730.00000,3361.00000,5155.00000,159.00000,3398.00000,-656.00000,695.00000,5850.00000
2019-12-31,168.00000,544.00000,514.00000,77.00000,,1303.00000,1052.00000,2493.00000,308.00000,4156.00000,5459.00000,1513.00000,2288.00000,745.00000,3391.00000,4904.00000,159.00000,3292.00000,-601.00000,555.00000,5459.00000
2019-09-30,150.00000,556.00000,504.00000,56.00000,,1266.00000,1034.00000,2492.00000,293.00000,4131.00000,5397.00000,1458.00000,2287.00000,744.00000,3389.00000,4847.00000,159.00000,3241.00000,-615.00000,550.00000,5397.00000
2019-06-30,111.00000,631.00000,512.00000,51.00000,,1305.00000,1034.00000,2503.00000,274.00000,3811.00000,5116.00000,1440.00000,2287.00000,780.00000,3117.00000,4557.00000,159.00000,3150.00000,-602.00000,559.00000,5116.00000
2019-03-31,178.00000,587.00000,556.00000,72.00000,,1393.00000,1000.00000,2504.00000,265.00000,3769.00000,5162.00000,1261.00000,2286.00000,774.00000,3120.00000,4381.00000,159.00000,3004.00000,-564.00000,781.00000,5162.00000
2018-12-31,162.00000,528.00000,578.00000,97.00000,,1365.00000,992.00000,2505.00000,211.00000,3708.00000,5073.00000,1186.00000,2285.00000,789.00000,3145.00000,4331.00000,159.00000,2940.00000,-577.00000,742.00000,5073.00000
2018-09-30,162.00000,568.00000,519.00000,68.00000,,1317.00000,988.00000,2527.00000,226.00000,3741.00000,5058.00000,1235.00000,2285.00000,793.00000,3146.00000,4381.00000,159.00000,2883.00000,-547.00000,677.00000,5058.00000
2018-06-30,131.00000,600.00000,506.00000,74.00000,,1311.00000,996.00000,2531.00000,222.00000,3749.00000,5060.00000,1200.00000,2284.00000,778.00000,3134.00000,4334.00000,159.00000,2797.00000,-547.00000,726.00000,5060.00000
2018-03-31,1174.00000,595.00000,508.00000,96.00000,,2373.00000,933.00000,1918.00000,220.00000,3071.00000,5444.00000,2013.00000,1789.00000,778.00000,2594.00000,4607.00000,159.00000,2704.00000,-525.00000,837.00000,5444.00000
2017-12-31,489.00000,536.00000,494.00000,161.00000,,1680.00000,935.00000,1922.00000,221.00000,3078.00000,4758.00000,1380.00000,1788.00000,791.00000,2618.00000,3998.00000,159.00000,2649.00000,-524.00000,760.00000,4758.00000
2017-09-30,468.00000,531.00000,462.00000,59.00000,,1520.00000,934.00000,1923.00000,223.00000,3080.00000,4600.00000,1376.00000,1787.00000,783.00000,2632.00000,4008.00000,159.00000,2524.00000,-524.00000,592.00000,4600.00000
2017-06-30,418.00000,565.00000,459.00000,72.00000,,1514.00000,931.00000,1918.00000,210.00000,3059.00000,4573.00000,1809.00000,1391.00000,770.00000,2222.00000,4031.00000,159.00000,2440.00000,-543.00000,542.00000,4573.00000
2017-03-31,431.00000,568.00000,510.00000,,94.00000,1603.00000,903.00000,1918.00000,205.00000,3026.00000,4629.00000,1998.00000,1390.00000,788.00000,2227.00000,4225.00000,159.00000,2351.00000,-565.00000,404.00000,4629.00000
2016-12-31,414.00000,514.00000,501.00000,,120.00000,1549.00000,904.00000,1917.00000,198.00000,3019.00000,4568.00000,2037.00000,1390.00000,794.00000,2261.00000,4298.00000,159.00000,2284.00000,-579.00000,270.00000,4568.00000
2016-09-30,408.00000,494.00000,465.00000,,49.00000,1416.00000,917.00000,1929.00000,204.00000,3050.00000,4466.00000,1522.00000,1789.00000,783.00000,2655.00000,4177.00000,159.00000,2238.00000,-567.00000,289.00000,4466.00000
2016-06-30,401.00000,569.00000,443.00000,72.00000,,1485.00000,906.00000,1932.00000,187.00000,3025.00000,4510.00000,1558.00000,1789.00000,784.00000,2655.00000,4213.00000,159.00000,2163.00000,-570.00000,297.00000,4510.00000
2016-03-31,414.00000,530.00000,460.00000,,186.00000,1590.00000,887.00000,1632.00000,175.00000,2694.00000,4284.00000,1387.00000,1796.00000,735.00000,2638.00000,4025.00000,159.00000,2103.00000,-542.00000,259.00000,4284.00000
2015-12-31,390.00000,474.00000,450.00000,,176.00000,1490.00000,878.00000,1630.00000,177.00000,2685.00000,4175.00000,1358.00000,1796.00000,740.00000,2619.00000,3977.00000,159.00000,2042.00000,-561.00000,198.00000,4175.00000
2015-09-30,383.00000,472.00000,408.00000,,147.00000,1410.00000,885.00000,1634.00000,166.00000,2685.00000,4095.00000,1351.00000,1796.00000,741.00000,2625.00000,3976.00000,159.00000,1993.00000,-541.00000,119.00000,4095.00000
2015-06-30,382.00000,519.00000,385.00000,,143.00000,1429.00000,918.00000,1652.00000,165.00000,2735.00000,4164.00000,1405.00000,1796.00000,750.00000,2641.00000,4046.00000,159.00000,1923.00000,-502.00000,118.00000,4164.00000
2015-03-31,378.00000,528.00000,440.00000,,149.00000,1495.00000,917.00000,1654.00000,162.00000,2733.00000,4228.00000,1300.00000,1796.00000,733.00000,2626.00000,3926.00000,159.00000,1832.00000,-481.00000,302.00000,4228.00000
2014-12-31,819.00000,473.00000,446.00000,,167.00000,1905.00000,933.00000,1672.00000,164.00000,2769.00000,4674.00000,1744.00000,1795.00000,773.00000,2649.00000,4393.00000,159.00000,1757.00000,-453.00000,281.00000,4674.00000
2014-09-30,355.00000,455.00000,397.00000,,144.00000,1351.00000,947.00000,1686.00000,166.00000,2799.00000,4150.00000,1533.00000,1596.00000,762.00000,2448.00000,3981.00000,159.00000,1731.00000,-416.00000,169.00000,4150.00000
2014-06-30,329.00000,546.00000,386.00000,,134.00000,1395.00000,977.00000,1712.00000,174.00000,2863.00000,4258.00000,1638.00000,1595.00000,768.00000,2466.00000,4104.00000,159.00000,1739.00000,-417.00000,154.00000,4258.00000
2014-03-31,364.00000,551.00000,447.00000,,158.00000,1520.00000,970.00000,1710.00000,174.00000,2854.00000,4374.00000,1838.00000,1595.00000,764.00000,2483.00000,4321.00000,159.00000,1667.00000,-418.00000,53.00000,4374.00000
2013-12-31,341.00000,499.00000,466.00000,,194.00000,1500.00000,992.00000,1719.00000,177.00000,2888.00000,4388.00000,1181.00000,2170.00000,765.00000,3051.00000,4232.00000,159.00000,1623.00000,-387.00000,156.00000,4388.00000
2013-09-30,323.00000,506.00000,439.00000,,152.00000,1420.00000,1007.00000,1731.00000,143.00000,2881.00000,4301.00000,1170.00000,2170.00000,762.00000,3050.00000,4220.00000,159.00000,1603.00000,-368.00000,81.00000,4301.00000
2013-06-30,299.00000,580.00000,394.00000,,147.00000,1420.00000,1021.00000,1732.00000,138.00000,2891.00000,4311.00000,1134.00000,2170.00000,742.00000,3031.00000,4165.00000,159.00000,1561.00000,-367.00000,146.00000,4311.00000
2013-03-31,423.00000,562.00000,454.00000,,149.00000,1588.00000,1041.00000,1751.00000,143.00000,2935.00000,4523.00000,1308.00000,2169.00000,787.00000,3063.00000,4371.00000,159.00000,1474.00000,-378.00000,152.00000,4523.00000
2012-12-31,445.00000,511.00000,444.00000,,152.00000,1552.00000,1051.00000,1754.00000,145.00000,2950.00000,4502.00000,1373.00000,2169.00000,788.00000,3073.00000,4446.00000,159.00000,1430.00000,-376.00000,56.00000,4502.00000
2012-09-30,667.00000,503.00000,421.00000,,154.00000,1745.00000,1098.00000,1762.00000,142.00000,3002.00000,4747.00000,1725.00000,2169.00000,738.00000,3042.00000,4767.00000,159.00000,1395.00000,-369.00000,-20.00000,4747.00000
2012-06-30,267.00000,576.00000,384.00000,,149.00000,1376.00000,1081.00000,1754.00000,144.00000,2979.00000,4355.00000,2061.00000,1571.00000,739.00000,2429.00000,4490.00000,159.00000,1350.00000,-396.00000,-135.00000,4355.00000
2012-03-31,303.00000,557.00000,454.00000,,128.00000,1442.00000,1039.00000,1768.00000,137.00000,2944.00000,4386.00000,2131.00000,1570.00000,634.00000,2361.00000,4492.00000,159.00000,1263.00000,-304.00000,-106.00000,4386.00000
2011-12-31,297.00000,489.00000,451.00000,,111.00000,1348.00000,1041.00000,1762.00000,139.00000,2942.00000,4290.00000,1637.00000,2070.00000,641.00000,2852.00000,4489.00000,159.00000,1210.00000,-323.00000,-199.00000,4290.00000
2011-09-30,270.00000,439.00000,407.00000,,122.00000,1238.00000,1028.00000,1679.00000,132.00000,2839.00000,4077.00000,1268.00000,2122.00000,626.00000,2885.00000,4153.00000,159.00000,1185.00000,-314.00000,-76.00000,4077.00000
2011-06-30,259.00000,525.00000,382.00000,,113.00000,1279.00000,1039.00000,1703.00000,142.00000,2884.00000,4163.00000,1365.00000,2125.00000,619.00000,2884.00000,4249.00000,159.00000,1143.00000,-250.00000,-86.00000,4163.00000
2011-03-31,153.00000,499.00000,435.00000,,117.00000,1204.00000,1006.00000,1702.00000,139.00000,2847.00000,4051.00000,1232.00000,2125.00000,715.00000,2901.00000,4133.00000,159.00000,1059.00000,-307.00000,-82.00000,4051.00000
2010-12-31,379.00000,440.00000,412.00000,,113.00000,1344.00000,973.00000,1704.00000,137.00000,2814.00000,4158.00000,1176.00000,2125.00000,704.00000,2858.00000,4034.00000,159.00000,994.00000,-318.00000,124.00000,4158.00000
2010-09-30,286.00000,480.00000,370.00000,,585.00000,1721.00000,965.00000,1962.00000,145.00000,3072.00000,4793.00000,1697.00000,2124.00000,669.00000,2817.00000,4514.00000,159.00000,1053.00000,-337.00000,279.00000,4793.00000
2010-06-30,87.00000,540.00000,332.00000,,530.00000,1489.00000,966.00000,1949.00000,144.00000,3059.00000,4548.00000,1645.00000,2124.00000,677.00000,2820.00000,4465.00000,159.00000,920.00000,-371.00000,83.00000,4548.00000
2010-03-31,241.00000,556.00000,423.00000,,118.00000,1338.00000,935.00000,2323.00000,147.00000,3405.00000,4743.00000,1772.00000,2132.00000,610.00000,2791.00000,4563.00000,159.00000,838.00000,-307.00000,180.00000,4743.00000
2009-12-31,154.00000,423.00000,409.00000,,117.00000,1103.00000,937.00000,2303.00000,146.00000,3386.00000,4489.00000,1372.00000,2435.00000,626.00000,3090.00000,4462.00000,159.00000,753.00000,-317.00000,27.00000,4489.00000
2009-09-30,237.00000,458.00000,392.00000,,114.00000,1201.00000,947.00000,2299.00000,151.00000,3397.00000,4598.00000,1866.00000,2137.00000,617.00000,2779.00000,4645.00000,159.00000,720.00000,-321.00000,-47.00000,4598.00000
2009-06-30,206.00000,486.00000,366.00000,,122.00000,1180.00000,955.00000,2292.00000,149.00000,3396.00000,4576.00000,1937.00000,2151.00000,640.00000,2814.00000,4751.00000,159.00000,640.00000,-347.00000,-175.00000,4576.00000
2009-03-31,117.00000,457.00000,406.00000,,132.00000,1112.00000,931.00000,2272.00000,150.00000,3353.00000,4465.00000,1978.00000,2141.00000,581.00000,2796.00000,4774.00000,159.00000,542.00000,-359.00000,-309.00000,4465.00000
