,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,1613.00000,1122.00000,1025.40000,206.90000,3967.30000,624.40000,9642.80100,509.10000,10798.60000,14765.90000,1674.00000,2716.10000,360.80000,3834.70000,5508.70000,4.30000,950.90000,-251.70000,9257.20000,14765.90000
2022-09-30,1459.50000,1032.30000,1012.50000,240.50000,3744.80000,587.70000,9322.60000,553.30000,10480.80000,14225.60000,1523.00000,2720.10000,316.20000,3887.60000,5410.60000,4.30000,741.60000,-474.00000,8815.00000,14225.60000
2022-06-30,1309.20000,1018.50000,1013.50000,204.60000,3554.90000,608.30000,9549.10000,490.80000,10666.50000,14221.40000,1464.80000,2725.70000,324.10000,3912.60000,5377.40000,4.30000,604.60000,-291.00000,8844.00000,14221.40000
2022-03-31,1990.20000,1013.90000,954.90000,217.50000,4186.00000,635.20000,9797.70000,466.50000,10918.80000,15104.80000,1453.60000,3375.60000,314.90000,4587.90000,6041.50000,4.30000,474.10000,-71.50000,9063.30000,15104.80000
2021-12-31,2109.60000,948.60000,854.20000,186.90000,4114.90000,648.60000,9894.30000,468.70000,11039.60000,15154.50000,1467.70000,3401.80000,310.10000,4615.60000,6083.30000,4.30000,378.60000,-41.60000,9071.20000,15154.50000
2021-09-30,2033.00000,927.00000,863.60000,179.30000,4030.90000,619.20000,9796.40000,455.00000,10891.90000,14922.80000,1632.60000,3422.20000,301.20000,4567.40000,6200.00000,4.20000,93.80000,-81.30000,8722.80000,14922.80000
2021-06-30,3669.90000,935.80000,796.80000,236.20000,5712.40000,607.20000,9362.50000,473.40000,10464.30000,16176.70000,1823.00000,3823.30000,303.80000,5007.30000,6830.30000,4.20000,-32.20000,-35.50000,9346.40000,16176.70000
2021-03-31,1639.60000,978.10000,832.50000,199.30000,4153.90000,713.60000,10654.00000,323.90000,11708.00000,15861.90000,1536.30000,3823.20000,339.00000,5299.90000,6836.20000,4.20000,-266.10000,-84.40000,9025.70000,15861.90000
2020-12-31,1750.90000,861.80000,716.70000,195.30000,3862.10000,609.00000,9379.80000,329.30000,12196.50000,16058.60000,1498.60000,3859.10000,343.70000,5370.50000,6869.10000,4.20000,-175.70000,14.20000,9189.50000,16058.60000
2020-09-30,1313.30000,934.60000,1007.40000,204.50000,3459.80000,807.90000,10989.60000,343.60000,12150.70000,15610.50000,1425.80000,3837.20000,337.00000,5354.80000,6780.60000,4.20000,-327.30000,-147.40000,8829.90000,15610.50000
2020-06-30,1173.60000,922.20000,1026.40000,204.60000,3326.80000,832.00000,10903.80000,357.00000,12106.50000,15433.30000,1478.20000,3816.70000,312.20000,5313.30000,6791.50000,4.20000,-356.80000,-293.20000,8641.80000,15433.30000
2020-03-31,555.70000,1027.50000,1088.10000,258.10000,2929.40000,829.00000,11183.10000,382.10000,12428.90000,15358.30000,1390.00000,3427.10000,405.30000,5212.80000,6602.80000,4.20000,-179.20000,-344.10000,8755.50000,15358.30000
2019-12-31,505.50000,459.10000,502.50000,76.80000,1543.90000,326.60000,2542.70000,212.20000,3084.50000,4628.40000,574.60000,1603.80000,229.40000,2183.90000,2758.50000,2.10000,-141.40000,-256.00000,1869.90000,4628.40000
2019-09-30,406.40000,458.40000,539.30000,90.00000,1494.10000,334.00000,2532.30000,192.30000,3059.70000,4553.80000,595.80000,1593.80000,214.10000,2167.50000,2763.30000,2.10000,-167.10000,-302.50000,1790.50000,4553.80000
2019-06-30,317.50000,498.60000,557.60000,90.20000,1463.90000,345.10000,2588.70000,195.50000,3130.40000,4594.30000,591.30000,1623.50000,230.20000,2217.70000,2809.00000,2.10000,-208.40000,-258.90000,1785.30000,4594.30000
2019-03-31,263.70000,509.90000,555.10000,69.60000,1398.30000,349.50000,2618.60000,199.20000,3168.50000,4566.80000,616.20000,1622.30000,234.90000,2212.90000,2829.10000,2.00000,-253.40000,-253.20000,1737.70000,4566.80000
2018-12-31,221.20000,525.40000,523.90000,60.70000,1331.20000,356.60000,2657.90000,140.10000,3155.90000,4487.10000,596.40000,1664.20000,190.20000,2214.70000,2811.10000,2.00000,-308.70000,-247.00000,1676.00000,4487.10000
2018-09-30,269.00000,525.00000,550.10000,63.40000,1407.50000,346.90000,2625.20000,135.70000,3108.90000,4516.40000,586.80000,1747.40000,189.00000,2306.20000,2893.00000,2.00000,-403.20000,-226.40000,1623.40000,4516.40000
2018-06-30,337.80000,495.50000,555.60000,56.70000,1445.60000,353.90000,2668.50000,135.50000,3159.00000,4604.60000,571.40000,1903.50000,207.40000,2464.10000,3035.50000,2.00000,-475.40000,-213.40000,1569.10000,4604.60000
2018-03-31,353.80000,541.60000,567.20000,50.80000,1513.40000,365.30000,2757.50000,138.10000,3262.00000,4775.40000,611.10000,2034.00000,214.10000,2596.60000,3207.70000,2.00000,-535.70000,-153.30000,1567.70000,4775.40000
2017-12-31,393.30000,536.30000,494.50000,39.50000,1463.60000,363.20000,2658.80000,134.60000,3157.60000,4621.20000,561.80000,2019.30000,226.00000,2582.60000,3144.40000,2.00000,-577.80000,-199.80000,1476.80000,4621.20000
2017-09-30,303.00000,531.60000,507.60000,61.20000,1403.40000,352.00000,2666.60000,129.70000,3149.20000,4552.60000,559.60000,2006.90000,175.30000,2721.20000,3280.80000,2.00000,-721.40000,-251.70000,1271.80000,4552.60000
