,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,3238.96500,644.87900,41.99500,167.01100,4092.85000,739.31000,133.67600,284.81200,27.13300,1748.13400,5840.98400,1157.07700,30.08300,283.70500,313.78800,1470.86500,0.22300,-437.21400,15.06900,4370.11900,5840.98400
2022-09-30,2977.12200,618.18800,45.86900,179.93200,3821.11100,715.73300,149.12400,290.19600,25.26700,1689.10300,5510.21400,1006.59600,30.47600,246.49100,276.96700,1283.56300,0.22200,-465.67500,-29.06200,4226.65100,5510.21400
2022-06-30,2722.42500,682.96800,54.50200,165.95000,3625.84500,721.32800,149.78400,295.58000,24.65600,1693.19000,5319.03500,926.67400,31.15700,276.14300,307.30000,1233.97400,0.22200,-578.45000,-25.69600,4085.06100,5319.03500
2022-03-31,2544.16000,562.34400,35.45700,146.13000,3288.09100,729.21700,174.68100,300.96400,33.12300,1766.13000,5054.22100,886.16300,31.38500,273.60100,304.98600,1191.14900,0.22100,-739.88200,-23.04700,3863.07200,5054.22100
2021-12-31,2348.19200,616.30000,27.90400,126.27800,3118.67400,723.92000,221.26600,306.34800,39.02400,1814.67800,4933.35200,854.30800,31.63200,277.40800,309.04000,1163.34800,0.22100,-777.87400,-19.45400,3770.00400,4933.35200
2021-09-30,2284.07500,516.68900,21.30300,101.73000,2923.79700,686.71800,192.09600,311.73200,26.47000,1275.03400,4198.83100,742.71200,31.37600,276.08600,307.46200,1050.17400,0.22100,-1341.72500,-18.64600,3148.65700,4198.83100
2021-06-30,2080.96700,438.17000,16.67500,84.24800,2620.06000,661.36000,222.37000,317.11600,20.44900,1284.56300,3904.62300,660.32400,31.83800,276.60000,308.43800,968.76200,0.22000,-1523.46400,-18.27300,2935.86100,3904.62300
2021-03-31,1962.39300,397.35700,16.70000,73.51900,2449.96900,594.67000,202.17400,322.50000,40.45700,1211.46700,3661.43600,623.88100,32.15400,277.55700,309.71100,933.59200,0.22000,-1672.92000,-20.35800,2727.84400,3661.43600
2020-12-31,1801.37700,481.99400,16.42500,60.09800,2359.89400,559.62500,222.30100,327.88400,41.16100,1201.02400,3560.91800,631.19500,32.57300,285.88200,318.45500,949.65000,0.21900,-1726.45500,-15.36000,2611.26800,3560.91800
2020-09-30,1734.80000,356.18200,17.01200,51.43100,2159.42500,498.33500,225.47300,333.26800,53.10900,1148.00500,3307.43000,606.20200,32.84800,277.54700,310.39500,916.59700,0.21900,-1876.30500,-9.74800,2390.83300,3307.43000
2020-06-30,1589.48600,420.25000,16.33500,51.55400,2077.62500,453.77700,248.73100,338.65300,55.84800,1134.69600,3212.32100,556.51300,31.91700,279.28700,311.20400,867.71700,0.21800,-1861.10200,-12.42300,2344.60400,3212.32100
