,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,1338.00000,3323.00000,1687.00000,269.00000,,6617.00000,4365.00000,896.00000,4448.00000,668.00000,10377.00000,16994.00000,4236.00000,4166.00000,861.00000,5250.00000,9486.00000,3.00000,7454.00000,-876.00000,7508.00000,16994.00000
2022-09-30,1241.00000,3363.00000,1658.00000,285.00000,,6547.00000,4006.00000,422.00000,4320.00000,782.00000,9530.00000,16077.00000,3816.00000,4080.00000,892.00000,5224.00000,9040.00000,3.00000,7239.00000,-1078.00000,7037.00000,16077.00000
2022-06-30,1390.00000,3134.00000,1653.00000,303.00000,,6480.00000,4151.00000,442.00000,4367.00000,704.00000,9664.00000,16144.00000,3651.00000,4156.00000,905.00000,5322.00000,8973.00000,3.00000,7005.00000,-816.00000,7171.00000,16144.00000
2022-03-31,1504.00000,3166.00000,1644.00000,326.00000,,6640.00000,4337.00000,473.00000,4535.00000,693.00000,10038.00000,16678.00000,3859.00000,4223.00000,988.00000,5481.00000,9340.00000,3.00000,6830.00000,-564.00000,7338.00000,16678.00000
2021-12-31,1844.00000,2898.00000,1534.00000,321.00000,,6597.00000,4395.00000,530.00000,4370.00000,683.00000,9978.00000,16575.00000,3798.00000,4261.00000,964.00000,5515.00000,9313.00000,3.00000,6671.00000,-551.00000,7262.00000,16575.00000
2021-09-30,1510.00000,2890.00000,1649.00000,308.00000,105.00000,6462.00000,4398.00000,513.00000,4419.00000,699.00000,10029.00000,16491.00000,3637.00000,4288.00000,1028.00000,5834.00000,9471.00000,3.00000,6582.00000,-746.00000,7020.00000,16491.00000
2021-06-30,1568.00000,3063.00000,1567.00000,339.00000,,6537.00000,4535.00000,546.00000,4497.00000,748.00000,10326.00000,16863.00000,3862.00000,4348.00000,1090.00000,5979.00000,9841.00000,3.00000,6527.00000,-673.00000,7022.00000,16863.00000
2021-03-31,1755.00000,3153.00000,1361.00000,313.00000,,6582.00000,4449.00000,557.00000,3655.00000,728.00000,9389.00000,15971.00000,3921.00000,3708.00000,1136.00000,5396.00000,9317.00000,3.00000,6321.00000,-736.00000,6654.00000,15971.00000
2020-12-31,1650.00000,2919.00000,1286.00000,312.00000,,6167.00000,4591.00000,820.00000,3723.00000,728.00000,9862.00000,16029.00000,3810.00000,3738.00000,1181.00000,5495.00000,9305.00000,3.00000,6296.00000,-651.00000,6724.00000,16029.00000
2020-09-30,2121.00000,1977.00000,815.00000,252.00000,,5165.00000,2824.00000,305.00000,2226.00000,372.00000,5727.00000,10892.00000,2199.00000,2787.00000,698.00000,3775.00000,5974.00000,3.00000,5979.00000,-730.00000,4918.00000,10892.00000
2020-06-30,2003.00000,1535.00000,836.00000,267.00000,,4641.00000,2781.00000,315.00000,2205.00000,395.00000,5696.00000,10337.00000,1970.00000,2762.00000,543.00000,3604.00000,5574.00000,3.00000,5903.00000,-787.00000,4763.00000,10337.00000
2020-03-31,901.00000,1735.00000,847.00000,258.00000,,3741.00000,2839.00000,315.00000,2201.00000,406.00000,5761.00000,9502.00000,2124.00000,1664.00000,548.00000,2514.00000,4638.00000,3.00000,6036.00000,-801.00000,4864.00000,9502.00000
2019-12-31,832.00000,1921.00000,807.00000,276.00000,,3836.00000,2925.00000,318.00000,2244.00000,379.00000,5866.00000,9702.00000,2329.00000,1674.00000,549.00000,2529.00000,4858.00000,3.00000,5942.00000,-727.00000,4844.00000,9702.00000
2019-09-30,916.00000,1983.00000,810.00000,278.00000,,3987.00000,2812.00000,694.00000,2222.00000,484.00000,6212.00000,10199.00000,2525.00000,1656.00000,1167.00000,3096.00000,5621.00000,3.00000,5757.00000,-779.00000,4578.00000,10199.00000
2019-06-30,710.00000,2063.00000,817.00000,259.00000,,3849.00000,2891.00000,690.00000,2266.00000,535.00000,6382.00000,10231.00000,2313.00000,1929.00000,1204.00000,3416.00000,5729.00000,3.00000,5598.00000,-670.00000,4502.00000,10231.00000
2019-03-31,517.00000,2065.00000,807.00000,280.00000,50.00000,3719.00000,2895.00000,617.00000,2281.00000,592.00000,6385.00000,10104.00000,2299.00000,1923.00000,1205.00000,3420.00000,5719.00000,3.00000,5461.00000,-675.00000,4385.00000,10104.00000
2018-12-31,739.00000,1988.00000,781.00000,250.00000,47.00000,3805.00000,2904.00000,592.00000,2292.00000,502.00000,6290.00000,10095.00000,2399.00000,1941.00000,1112.00000,3351.00000,5750.00000,3.00000,5336.00000,-674.00000,4345.00000,10095.00000
2018-09-30,361.80000,2061.10000,810.30000,192.90000,64.50000,3490.60000,2827.80000,610.30000,2306.60000,481.10000,6225.80000,9716.40000,2099.60000,2085.60000,1091.60000,3446.60000,5546.20000,2.50000,5127.30000,-609.20000,4170.20000,9716.40000
2018-06-30,361.90000,2131.00000,800.20000,185.10000,65.50000,3543.70000,2825.70000,610.50000,2320.00000,477.30000,6233.50000,9777.20000,2236.30000,2102.50000,1100.00000,3486.90000,5723.20000,2.50000,4958.80000,-567.60000,4054.00000,9777.20000
