,cash-on-hand,receivables-total,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2018-12-31,1542.00000,953.00000,242.00000,63955.00000,66692.00000,1241.00000,,23547.00000,1311.00000,26099.00000,92791.00000,66108.00000,6490.00000,554.00000,9452.00000,75560.00000,6.00000,8317.00000,-315.00000,17231.00000,92791.00000
2018-09-30,1332.00000,1020.00000,179.00000,58764.00000,61295.00000,1206.00000,,23379.00000,1362.00000,25947.00000,87242.00000,61065.00000,6488.00000,560.00000,9323.00000,70388.00000,6.00000,7818.00000,-274.00000,16854.00000,87242.00000
2018-06-30,1349.00000,1049.00000,171.00000,54991.00000,57560.00000,1220.00000,,22707.00000,1360.00000,25287.00000,82847.00000,58894.00000,4271.00000,558.00000,7113.00000,66007.00000,6.00000,7498.00000,-265.00000,16840.00000,82847.00000
2018-03-31,1327.00000,1167.00000,161.00000,53979.00000,56634.00000,1235.00000,,22840.00000,1353.00000,25428.00000,82062.00000,57946.00000,4269.00000,549.00000,7110.00000,65056.00000,6.00000,7182.00000,-190.00000,17006.00000,82062.00000
2017-12-31,1304.00000,903.00000,133.00000,51222.00000,53562.00000,1246.00000,,22485.00000,971.00000,24702.00000,78264.00000,54175.00000,4267.00000,539.00000,7104.00000,61279.00000,6.00000,6858.00000,-223.00000,16985.00000,78264.00000
2017-09-30,1197.00000,897.00000,744.00000,52401.00000,55239.00000,1192.00000,,22072.00000,615.00000,23879.00000,79118.00000,54600.00000,4865.00000,645.00000,8499.00000,63099.00000,6.00000,5718.00000,-322.00000,16019.00000,79118.00000
2017-06-30,1184.00000,912.00000,767.00000,53585.00000,56448.00000,1161.00000,,22104.00000,611.00000,23876.00000,80324.00000,56819.00000,3874.00000,783.00000,7572.00000,64391.00000,6.00000,5468.00000,-367.00000,15933.00000,80324.00000
2017-03-31,1124.00000,999.00000,596.00000,52354.00000,55073.00000,1132.00000,,22658.00000,600.00000,24390.00000,79463.00000,56006.00000,3872.00000,776.00000,7670.00000,63676.00000,6.00000,5171.00000,-427.00000,15787.00000,79463.00000
2016-12-31,1109.00000,777.00000,97.00000,55150.00000,57133.00000,1129.00000,432.00000,22711.00000,598.00000,24870.00000,82003.00000,58617.00000,3871.00000,767.00000,7632.00000,66249.00000,6.00000,4789.00000,-344.00000,15754.00000,82003.00000
2016-09-30,1111.00000,789.00000,112.00000,49832.00000,51844.00000,1080.00000,416.00000,22368.00000,588.00000,24452.00000,76296.00000,52354.00000,4720.00000,803.00000,8398.00000,60752.00000,1.00000,4911.00000,-316.00000,15544.00000,76296.00000
2016-06-30,1136.00000,862.00000,131.00000,48501.00000,50630.00000,1048.00000,427.00000,22539.00000,580.00000,24594.00000,75224.00000,51438.00000,4719.00000,801.00000,8456.00000,59894.00000,1.00000,4669.00000,-258.00000,15330.00000,75224.00000
2016-03-31,1150.00000,941.00000,134.00000,52329.00000,54554.00000,1018.00000,352.00000,22734.00000,502.00000,24606.00000,79160.00000,55636.00000,4718.00000,799.00000,8444.00000,64080.00000,1.00000,4415.00000,-208.00000,15080.00000,79160.00000
2015-12-31,1313.00000,700.00000,131.00000,51169.00000,53313.00000,1037.00000,299.00000,22837.00000,501.00000,24674.00000,77987.00000,54743.00000,4717.00000,815.00000,8404.00000,63147.00000,6.00000,4148.00000,-188.00000,14840.00000,77987.00000
2015-09-30,1066.00000,490.00000,188.00000,46308.00000,48052.00000,904.00000,253.00000,16160.00000,487.00000,17804.00000,65856.00000,48458.00000,2247.00000,871.00000,5028.00000,53486.00000,1.00000,3863.00000,-191.00000,12370.00000,65856.00000
2015-06-30,1061.00000,541.00000,180.00000,43351.00000,45133.00000,911.00000,341.00000,16232.00000,487.00000,17971.00000,63104.00000,45580.00000,2247.00000,892.00000,5081.00000,50661.00000,1.00000,3641.00000,-68.00000,12443.00000,63104.00000
2015-03-31,2123.00000,608.00000,155.00000,45600.00000,48486.00000,879.00000,309.00000,16228.00000,526.00000,17942.00000,66428.00000,48798.00000,2247.00000,976.00000,5305.00000,54103.00000,1.00000,3441.00000,-153.00000,12325.00000,66428.00000
2014-12-31,2181.00000,508.00000,85.00000,47458.00000,50232.00000,874.00000,379.00000,16315.00000,454.00000,18022.00000,68254.00000,50436.00000,2235.00000,998.00000,5426.00000,55862.00000,1.00000,3210.00000,-46.00000,12392.00000,68254.00000
2014-09-30,2193.00000,446.00000,212.00000,46527.00000,49378.00000,839.00000,496.00000,16225.00000,348.00000,17908.00000,67286.00000,49337.00000,2247.00000,778.00000,5306.00000,54643.00000,1.00000,3000.00000,244.00000,12643.00000,67286.00000
2014-06-30,2401.00000,432.00000,486.00000,46872.00000,50191.00000,845.00000,557.00000,16540.00000,349.00000,18291.00000,68482.00000,49670.00000,2248.00000,827.00000,5533.00000,55203.00000,1.00000,2878.00000,582.00000,13279.00000,68482.00000
2014-03-31,1310.00000,544.00000,574.00000,42826.00000,45254.00000,898.00000,384.00000,18892.00000,493.00000,20667.00000,65921.00000,45403.00000,3584.00000,889.00000,7572.00000,52975.00000,1.00000,2704.00000,464.00000,12946.00000,65921.00000
2013-12-31,1312.00000,546.00000,195.00000,42216.00000,44269.00000,889.00000,324.00000,18512.00000,428.00000,20153.00000,64422.00000,44321.00000,3923.00000,3475.00000,7720.00000,52041.00000,1.00000,2482.00000,125.00000,12381.00000,64422.00000
2013-09-30,1735.43500,175.82600,37.65400,43440.69000,45389.61000,201.67300,329.96200,2765.52100,198.14700,3495.30300,48884.91000,44145.81000,341.76500,118.88000,668.43100,44814.24000,0.80400,2938.75200,-117.45200,4070.67000,48884.91000
2013-06-30,1631.87400,185.78400,39.45900,35328.09000,37185.21000,164.90100,329.54700,2737.11700,196.95600,3428.52100,40613.73000,35644.80000,753.97100,115.50800,1090.05400,36734.85000,0.80400,2797.43700,-158.44800,3878.87500,40613.73000
2013-03-31,1527.19900,186.95500,30.58300,33630.45000,35375.18000,154.82400,375.67800,2754.44300,198.41100,3483.35600,38858.54000,33909.63000,861.67600,110.11000,1201.39300,35111.03000,0.80300,2644.11400,-110.43900,3747.51400,38858.54000
2012-12-31,1699.00000,127.00000,41.00000,31883.00000,33750.00000,144.00000,391.00000,2737.00000,193.00000,3465.00000,37215.00000,32246.00000,969.00000,107.00000,1292.00000,33538.00000,1.00000,2509.00000,-52.00000,3677.00000,37215.00000
2012-09-30,1321.74600,148.89700,33.06400,32530.79000,34034.50000,140.92600,414.52900,2753.42200,196.71200,3505.58900,37540.09000,32810.34000,800.00000,107.75500,1123.78300,33934.13000,0.79800,2379.20000,-27.10400,3605.95900,37540.09000
2012-06-30,1163.39500,175.18600,33.15700,34686.71000,36058.45000,137.67800,381.17000,2729.78500,197.68100,3446.31400,39504.77000,34955.55000,812.50000,108.94100,1141.89200,36097.44000,0.79700,2248.11800,-81.48100,3407.32700,39504.77000
2012-03-31,1022.09600,178.84400,36.38500,31269.46000,32506.78000,133.24700,523.26200,2761.13100,199.67700,3617.31700,36124.10000,31550.50000,825.00000,108.26900,1165.70300,32716.20000,0.79700,2104.96100,70.94800,3407.89700,36124.10000
2011-12-31,875.93100,136.33100,37.29800,31555.83000,32605.39000,130.96200,451.13600,2757.35800,203.01700,3542.47300,36147.86000,31800.31000,837.50000,111.82000,1185.20900,32985.52000,0.79200,1957.09600,-21.25300,3162.34100,36147.86000
2011-09-30,560.68000,159.21900,42.94100,34460.11000,35222.95000,99.11400,400.21700,2774.27800,170.17200,3443.78100,38666.73000,34928.70000,370.00000,116.22900,726.89800,35655.60000,0.79100,1830.32300,-74.67100,3011.13200,38666.73000
2011-06-30,827.39400,165.75800,48.34700,26890.05000,27931.55000,99.45800,,2838.57100,171.29000,3109.31900,31040.87000,27373.04000,190.00000,126.09100,581.30800,27954.34000,0.78900,1697.69200,58.07800,3086.53000,31040.87000
2011-03-31,769.55500,165.24400,46.11800,24526.01000,25506.92000,94.78200,,2847.89900,172.88800,3115.56900,28622.49000,24985.66000,260.00000,133.59200,665.12900,25650.79000,0.78700,1576.32700,60.27400,2971.70100,28622.49000
2010-12-31,696.90500,114.45600,52.13600,22712.28000,23575.78000,94.50300,,2806.87300,165.10500,3066.48100,26642.26000,23127.38000,325.75000,104.11100,698.11000,23825.49000,0.78500,1447.42300,37.74000,2816.76500,26642.26000
2010-09-30,620.64100,166.43200,34.02900,24330.93000,25152.03000,95.34100,,2812.63700,158.21300,3066.19100,28218.22000,24779.64000,391.50000,88.97200,717.42300,25497.07000,0.78300,1348.29100,54.34000,2721.15700,28218.22000
2010-06-30,1019.95200,135.94200,26.99200,23879.03000,25061.92000,93.54900,33.00000,2123.00200,138.41400,2387.96500,27449.88000,24158.74000,367.25000,88.22400,616.95000,24775.69000,0.78200,1251.97600,24.97800,2674.18700,27449.88000
2010-03-31,695.12800,140.57800,25.83700,20556.60000,21418.14000,91.09100,24.74700,2140.51300,139.30000,2395.65100,23813.79000,20829.16000,183.00000,89.66500,439.72700,21268.89000,0.78100,1150.28800,18.46800,2544.90200,23813.79000
2009-12-31,636.44000,109.06800,24.10500,18690.24000,19459.85000,91.73500,23.49200,2168.29100,141.50600,2425.02400,21884.88000,18967.83000,208.50000,93.79400,483.39600,19451.23000,0.77600,1049.12500,24.55800,2433.64700,21884.88000
2009-09-30,470.03500,169.97800,26.63400,16427.94000,17094.59000,86.59000,45.71100,2195.07500,139.77200,2467.14800,19561.74000,16687.39000,234.00000,94.13100,536.89100,17224.28000,0.77300,964.87100,29.32100,2337.46100,19561.74000
2009-06-30,391.04500,119.61300,29.79100,17844.30000,18384.75000,87.08000,47.73400,2208.97600,135.48300,2479.27300,20864.02000,18076.45000,259.50000,102.67500,556.68200,18633.13000,0.77200,877.41700,28.70500,2230.89000,20864.02000
2009-03-31,310.50900,110.64700,25.52400,12691.20000,13137.88000,86.90500,29.16100,2229.70700,141.24800,2487.02100,15624.91000,12911.22000,280.00000,114.82500,587.58800,13498.80000,0.76800,805.35900,18.03000,2126.10200,15624.91000
