,cash-on-hand,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2013-03-31,9082.56300,46164.76000,706.74600,4879.39000,1061.12900,1298.53900,7945.80400,54110.56000,44816.96000,2352.56900,590.37800,2942.94700,47759.91000,4170.88800,1290.13100,-406.90300,6350.65300,54110.56000
2012-12-31,10624.53000,47645.34000,708.88200,4703.68100,1064.94700,1389.06800,7866.57800,55511.92000,46485.70000,2337.11300,640.46900,2977.58200,49463.28000,4166.10900,1203.81500,-446.15700,6048.64100,55511.92000
2012-09-30,8554.63800,45020.35000,709.18800,4742.83300,1070.16300,1544.46100,8066.64500,53087.00000,44252.07000,2326.65900,590.02000,2916.67900,47168.75000,4162.00100,1170.47700,-534.73800,5918.25500,53087.00000
2012-06-30,9115.91600,45156.80000,714.91300,4808.48800,1074.40600,1652.41000,8250.21700,53407.01000,44032.34000,2274.57100,610.73700,2885.30800,46917.65000,4157.52500,1110.12000,-576.14700,6489.36300,53407.01000
2012-03-31,8783.25200,44548.38000,715.81500,4895.27200,1078.66700,1658.18000,8347.93400,52896.31000,43653.14000,2283.12100,573.26900,2856.39000,46509.53000,4162.52200,1060.52500,-571.56700,6386.77800,52896.31000
2011-12-31,8387.67800,44795.49000,719.27600,4903.83000,1082.95900,1647.55300,8353.61800,53149.11000,43598.46000,1954.46200,612.95300,2567.41500,46165.88000,4163.24200,1036.59000,-592.08400,6983.22800,53149.11000
2011-09-30,6435.72200,42170.63000,726.50300,5622.21600,1087.70000,1924.27400,9360.69300,51531.32000,42149.41000,1898.43900,564.55500,2462.99400,44612.40000,4160.69700,994.38000,-588.83400,6918.91700,51531.32000
2011-06-30,6134.30400,41879.09000,722.60000,5773.34300,1092.50700,1893.87300,9482.32200,51361.41000,42011.94000,1879.66900,556.71200,2436.38100,44448.32000,4158.36900,931.34500,-504.49100,6913.09100,51361.41000
2011-03-31,5762.20900,41153.25000,721.48700,5809.93600,1097.36000,2025.66700,9654.44900,50807.71000,41603.77000,1913.08300,546.26700,2459.35000,44063.12000,4178.36900,904.24700,-499.16300,6744.58700,50807.71000
2010-12-31,5679.10600,41192.48000,720.98500,5904.75100,1103.05900,2113.60900,9842.40400,51034.89000,41866.20000,1942.62200,578.85000,2521.47200,44387.67000,4163.61900,889.28400,-461.29600,6647.21400,51034.89000
2010-09-30,5688.69300,41925.50000,719.59200,4995.83900,1109.28900,2297.55000,9122.27000,51047.78000,41977.14000,1939.39500,636.64900,2576.04400,44553.18000,4070.96300,1001.55900,-452.55300,6494.59100,51047.78000
2010-06-30,6120.00700,42748.57000,705.37200,5136.02400,1115.58600,2441.74500,9398.72800,52147.30000,43206.00000,1934.41000,585.78200,2520.19200,45726.19000,3964.14000,1083.84500,-433.02000,6421.10200,52147.30000
2010-03-31,4623.84800,42188.20000,707.38700,5249.60100,1122.00000,2445.79500,9524.78300,51712.98000,43275.93000,2016.46100,563.68300,2580.14400,45856.07000,3517.62100,1220.43900,-428.17700,5856.91200,51712.98000
2009-12-31,2125.23700,40991.45000,710.53400,5625.17500,1128.57700,2667.26900,10131.55000,51123.01000,42791.28000,2032.94200,588.52700,2621.46900,45412.75000,3318.41700,1308.35600,-436.89900,5710.25700,51123.01000
2009-09-30,3400.58100,43429.36000,698.22500,5485.66100,1140.93600,2543.97100,9868.79300,53298.15000,44564.54000,2388.23400,651.13900,3039.37300,47603.91000,3125.34400,1502.23200,-469.11200,5694.24100,53298.15000
2009-06-30,2760.96800,43072.44000,703.61300,5887.96800,1139.06000,1964.87600,9695.51700,52767.95000,44491.75000,1984.65100,536.85500,2521.50600,47013.26000,2935.72400,1685.52200,-368.16400,5754.69500,52767.95000
2009-03-31,3658.11300,44844.78000,701.74200,5787.71500,1159.05000,2051.73200,9700.23800,54545.01000,45113.77000,3272.64500,578.76800,3851.41300,48965.18000,2607.54100,1713.89700,-340.72700,5579.83400,54545.01000
