,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,804.00000,3284.00000,1942.00000,740.00000,6770.00000,10431.00000,186.00000,3041.00000,2591.00000,17170.00000,23940.00000,5000.00000,4816.00000,3181.00000,10443.00000,15443.00000,449.00000,9855.00000,-1925.00000,8497.00000,23940.00000
2022-09-30,511.00000,3453.00000,1976.00000,682.00000,6622.00000,10219.00000,926.00000,3116.00000,3061.00000,18243.00000,24865.00000,4805.00000,4766.00000,3201.00000,10572.00000,15377.00000,449.00000,10340.00000,-1586.00000,9488.00000,24865.00000
2022-06-30,977.00000,3462.00000,1897.00000,710.00000,7046.00000,10234.00000,930.00000,3124.00000,2997.00000,18236.00000,25282.00000,4352.00000,5275.00000,3195.00000,11887.00000,16239.00000,449.00000,9557.00000,-1489.00000,9043.00000,25282.00000
2022-03-31,1410.00000,3363.00000,1746.00000,665.00000,7184.00000,10336.00000,608.00000,3128.00000,2933.00000,17974.00000,25158.00000,4142.00000,5468.00000,3202.00000,12129.00000,16271.00000,449.00000,9218.00000,-1694.00000,8887.00000,25158.00000
2021-12-31,1540.00000,3232.00000,1814.00000,510.00000,7096.00000,10441.00000,194.00000,3130.00000,3427.00000,18147.00000,25243.00000,4144.00000,5383.00000,3198.00000,12017.00000,16161.00000,449.00000,9029.00000,-1666.00000,9082.00000,25243.00000
2021-09-30,3621.00000,3549.00000,2053.00000,673.00000,9896.00000,11360.00000,713.00000,3274.00000,2815.00000,19575.00000,29471.00000,4698.00000,8241.00000,3265.00000,15150.00000,19848.00000,449.00000,9103.00000,-3314.00000,9623.00000,29471.00000
2021-06-30,706.00000,3608.00000,1828.00000,6084.00000,12226.00000,11553.00000,622.00000,3317.00000,2266.00000,19222.00000,31448.00000,8635.00000,7073.00000,3227.00000,14459.00000,23094.00000,449.00000,8442.00000,-4094.00000,8354.00000,31448.00000
2021-03-31,787.00000,3342.00000,1828.00000,6210.00000,12167.00000,11667.00000,711.00000,3242.00000,2261.00000,19310.00000,31477.00000,8390.00000,7954.00000,3116.00000,15316.00000,23706.00000,449.00000,8214.00000,-4453.00000,7771.00000,31477.00000
2020-12-31,468.00000,2632.00000,1626.00000,5460.00000,11236.00000,10945.00000,1178.00000,3115.00000,2257.00000,20482.00000,31718.00000,8284.00000,8042.00000,3060.00000,15566.00000,23850.00000,449.00000,8070.00000,-4342.00000,7868.00000,31718.00000
2020-09-30,678.00000,3034.00000,2007.00000,5569.00000,11288.00000,12410.00000,1100.00000,3304.00000,2252.00000,20552.00000,31840.00000,8476.00000,8525.00000,3147.00000,16268.00000,24744.00000,449.00000,8122.00000,-5132.00000,7096.00000,31840.00000
2020-06-30,847.00000,3060.00000,2010.00000,682.00000,6599.00000,12586.00000,1407.00000,3304.00000,7098.00000,25920.00000,32519.00000,8330.00000,9432.00000,3028.00000,17129.00000,25459.00000,449.00000,8123.00000,-5149.00000,7060.00000,32519.00000
2020-03-31,1239.00000,3226.00000,2002.00000,748.00000,7215.00000,12691.00000,1370.00000,3304.00000,7093.00000,26000.00000,33215.00000,9342.00000,9561.00000,2723.00000,17012.00000,26354.00000,449.00000,8062.00000,-5255.00000,6861.00000,33215.00000
2019-12-31,511.00000,3280.00000,2208.00000,640.00000,6639.00000,13004.00000,1721.00000,3347.00000,7088.00000,26832.00000,33471.00000,8646.00000,9597.00000,2725.00000,17107.00000,25753.00000,449.00000,8408.00000,-4739.00000,7718.00000,33471.00000
2019-09-30,697.00000,3305.00000,2194.00000,855.00000,7051.00000,12845.00000,1651.00000,3412.00000,7084.00000,26797.00000,33848.00000,4729.00000,9957.00000,6870.00000,21663.00000,26392.00000,449.00000,8447.00000,-5014.00000,7456.00000,33848.00000
2019-06-30,787.00000,3477.00000,2224.00000,900.00000,7388.00000,12962.00000,1646.00000,3441.00000,7079.00000,26959.00000,34347.00000,5049.00000,10050.00000,6893.00000,21799.00000,26848.00000,449.00000,8302.00000,-4870.00000,7499.00000,34347.00000
2019-03-31,641.00000,3493.00000,2301.00000,627.00000,7062.00000,13071.00000,1770.00000,3393.00000,7074.00000,27116.00000,34178.00000,4953.00000,9965.00000,6889.00000,21756.00000,26709.00000,449.00000,8211.00000,-4975.00000,7469.00000,34178.00000
2018-12-31,589.00000,3521.00000,2241.00000,645.00000,6996.00000,13067.00000,1648.00000,3374.00000,7070.00000,26580.00000,33576.00000,4694.00000,10015.00000,6858.00000,21499.00000,26193.00000,449.00000,7465.00000,-4500.00000,7383.00000,33576.00000
2018-09-30,1026.00000,3580.00000,2130.00000,582.00000,7318.00000,13088.00000,1615.00000,3371.00000,7065.00000,26485.00000,33803.00000,4603.00000,10700.00000,6840.00000,22142.00000,26745.00000,449.00000,7353.00000,-4887.00000,7058.00000,33803.00000
2018-06-30,1073.00000,3526.00000,2050.00000,623.00000,7272.00000,13193.00000,1538.00000,3378.00000,7061.00000,26524.00000,33796.00000,4618.00000,10805.00000,6852.00000,22314.00000,26932.00000,449.00000,6988.00000,-4881.00000,6864.00000,33796.00000
2018-03-31,1141.00000,3416.00000,2057.00000,646.00000,7260.00000,13335.00000,1490.00000,3414.00000,7056.00000,26770.00000,34030.00000,4465.00000,10759.00000,6851.00000,22300.00000,26765.00000,449.00000,6783.00000,-4530.00000,7265.00000,34030.00000
2017-12-31,1018.00000,3287.00000,2313.00000,1659.00000,8277.00000,13265.00000,390.00000,3411.00000,7051.00000,25626.00000,33903.00000,5102.00000,10846.00000,6858.00000,22260.00000,27362.00000,449.00000,6180.00000,-4633.00000,6541.00000,33903.00000
2017-09-30,998.00000,3343.00000,2465.00000,405.00000,7211.00000,14065.00000,336.00000,3420.00000,7047.00000,26602.00000,33813.00000,4869.00000,11373.00000,6749.00000,24011.00000,28880.00000,449.00000,4918.00000,-4949.00000,4933.00000,33813.00000
2017-06-30,1041.00000,3283.00000,2361.00000,552.00000,7237.00000,14040.00000,325.00000,3409.00000,7042.00000,26640.00000,33877.00000,5002.00000,10392.00000,6744.00000,24310.00000,29312.00000,449.00000,4717.00000,-5108.00000,4565.00000,33877.00000
2017-03-31,998.00000,3078.00000,2394.00000,251.00000,6721.00000,14049.00000,311.00000,3402.00000,7037.00000,26580.00000,33301.00000,4267.00000,10823.00000,6732.00000,24440.00000,28707.00000,449.00000,4832.00000,-5152.00000,4594.00000,33301.00000
2016-12-31,1033.00000,2852.00000,2233.00000,552.00000,6670.00000,13003.00000,360.00000,3364.00000,8051.00000,26423.00000,33093.00000,4069.00000,11075.00000,6733.00000,24665.00000,28734.00000,449.00000,4818.00000,-5362.00000,4359.00000,33093.00000
2016-09-30,2562.00000,2807.00000,2222.00000,225.00000,8103.00000,12205.00000,325.00000,3362.00000,7028.00000,24498.00000,32601.00000,3541.00000,10823.00000,6706.00000,24831.00000,28372.00000,449.00000,4793.00000,-5458.00000,4229.00000,32601.00000
2016-06-30,1254.00000,2837.00000,2165.00000,318.00000,6871.00000,12233.00000,279.00000,3367.00000,7023.00000,24521.00000,31392.00000,4082.00000,8820.00000,6710.00000,23264.00000,27346.00000,449.00000,4657.00000,-5481.00000,4046.00000,31392.00000
2016-03-31,1155.00000,2641.00000,2217.00000,484.00000,6792.00000,12037.00000,287.00000,3354.00000,7019.00000,24251.00000,31043.00000,4098.00000,8824.00000,6713.00000,22685.00000,26783.00000,449.00000,4800.00000,-5389.00000,4260.00000,31043.00000
2015-12-31,1050.00000,2675.00000,2228.00000,212.00000,6477.00000,11980.00000,228.00000,3335.00000,7014.00000,24054.00000,30531.00000,3924.00000,8844.00000,6711.00000,22698.00000,26622.00000,449.00000,4649.00000,-5708.00000,3909.00000,30531.00000
2015-09-30,1104.00000,2832.00000,2340.00000,6152.00000,12754.00000,11832.00000,260.00000,3472.00000,2159.00000,19227.00000,31981.00000,9547.00000,8887.00000,2506.00000,17964.00000,27511.00000,449.00000,4656.00000,-5358.00000,4470.00000,31981.00000
2015-06-30,1590.00000,3140.00000,2424.00000,243.00000,7727.00000,12561.00000,335.00000,3686.00000,2155.00000,20451.00000,28178.00000,5104.00000,9017.00000,2532.00000,18046.00000,23150.00000,449.00000,4604.00000,-4886.00000,5028.00000,28178.00000
2015-03-31,1576.00000,3074.00000,2437.00000,240.00000,7660.00000,12488.00000,272.00000,3677.00000,2150.00000,20307.00000,27967.00000,4776.00000,8461.00000,2546.00000,18188.00000,22964.00000,449.00000,4548.00000,-5042.00000,5003.00000,27967.00000
2014-12-31,1881.00000,3083.00000,2424.00000,240.00000,7959.00000,12728.00000,248.00000,3773.00000,2145.00000,20725.00000,28684.00000,4909.00000,8631.00000,2603.00000,18512.00000,23421.00000,449.00000,4409.00000,-4646.00000,5263.00000,28684.00000
2014-09-30,1718.00000,3293.00000,2493.00000,301.00000,8139.00000,12897.00000,530.00000,3931.00000,2141.00000,21264.00000,29403.00000,4870.00000,8988.00000,2633.00000,17556.00000,22426.00000,449.00000,4446.00000,-3065.00000,6977.00000,29403.00000
2014-06-30,1293.00000,3969.00000,2798.00000,384.00000,8751.00000,13204.00000,727.00000,4007.00000,2136.00000,22051.00000,30802.00000,5393.00000,8997.00000,2646.00000,17718.00000,23111.00000,448.00000,4235.00000,-2628.00000,7691.00000,30802.00000
2014-03-31,1341.00000,3933.00000,2809.00000,347.00000,8733.00000,13194.00000,659.00000,3996.00000,2132.00000,21962.00000,30695.00000,5028.00000,8867.00000,2619.00000,17921.00000,22949.00000,448.00000,4193.00000,-2778.00000,7746.00000,30695.00000
2013-12-31,1802.00000,3756.00000,2825.00000,340.00000,9025.00000,13672.00000,733.00000,3987.00000,2127.00000,22503.00000,31528.00000,5127.00000,8827.00000,2745.00000,18117.00000,23244.00000,447.00000,4446.00000,-2759.00000,8284.00000,31528.00000
