,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,1692.20500,18712.57000,16779.87000,1994.13000,,40708.13000,2139.78200,13027.03000,1801.52200,17198.77000,57906.89000,44760.62000,4656.02900,6783.43300,13072.71000,57833.34000,2.94200,3357.67800,-1411.91800,73.55900,57906.89000
2022-09-30,3388.18900,18625.24000,15556.39000,487.87100,,39589.76000,2135.00300,12836.62000,1761.66100,16970.86000,56560.62000,43477.95000,4632.36000,6758.61500,13011.39000,56489.34000,2.92700,2977.64600,-1830.97000,71.27300,56560.62000
2022-06-30,3034.23300,18752.08000,15823.36000,568.97000,,39744.53000,2104.76500,13240.10000,1831.86200,17429.10000,57173.63000,43154.31000,4640.13100,7249.00000,13501.46000,56655.77000,2.92500,2779.35700,-1421.30100,517.86400,57173.63000
2022-03-31,2960.75900,18246.37000,15514.85000,845.20200,390.87600,39409.74000,2138.59800,13686.30000,1806.31100,17898.41000,57308.15000,42797.58000,4646.71200,7265.44800,13604.51000,56402.09000,2.92400,2469.70900,-1005.81900,906.06500,57308.15000
2021-12-31,3168.88100,17329.29000,16293.93000,851.86100,373.08800,39378.89000,2129.69700,14002.46000,1796.47000,18198.68000,57577.56000,41613.61000,6412.53700,7260.80500,15362.84000,56976.44000,2.92000,2019.07700,-822.78300,601.12100,57577.56000
2021-09-30,2547.14200,18389.05000,15368.35000,853.60000,372.90800,38802.61000,2162.96100,14287.46000,1793.98600,18535.20000,57337.80000,41358.64000,6383.71100,7325.74600,15394.75000,56753.39000,2.90700,1670.51300,-445.44200,584.41100,57337.80000
2021-06-30,2553.21700,17949.23000,14996.36000,545.11100,,37259.77000,2143.08000,14570.55000,1668.50200,18671.17000,55930.94000,39589.84000,6647.18300,7613.77800,15932.66000,55522.50000,2.90300,1325.42200,-233.23800,408.44100,55930.94000
2021-03-31,6641.18000,14465.62000,12954.68000,190.64400,,35469.15000,1482.75300,8548.90600,1199.88800,11534.10000,47003.25000,32996.45000,6147.11200,7193.92300,14109.59000,47106.03000,2.90000,1124.97600,-69.24800,-102.78200,47003.25000
2020-12-31,4890.91800,15203.91000,13178.96000,234.67000,,34700.22000,1477.04000,8571.66100,771.02600,11146.55000,45846.77000,35044.45000,3640.74100,6969.47800,11313.87000,46358.32000,2.89100,780.97100,-70.46700,-511.54800,45846.77000
2020-09-30,4597.74600,14334.73000,12589.28000,189.30000,,33055.70000,1484.80800,8592.82600,779.85400,11219.13000,44274.83000,33853.08000,3618.26100,6956.64300,11261.39000,45114.46000,2.87800,518.33500,-108.83000,-839.63600,44274.83000
2020-06-30,3420.27200,13144.42000,11849.20000,163.74100,,29918.57000,1455.00800,8615.67700,800.44600,10871.13000,40789.70000,30631.57000,3620.64100,763.28000,6190.18100,36821.75000,2.87500,5451.22100,-128.66400,3967.95100,40789.70000
2020-03-31,3691.93800,14909.66000,11102.57000,175.37400,,31180.65000,1421.76800,8639.58100,800.26300,10861.61000,42042.26000,32111.79000,3622.38700,759.06200,6225.35900,38337.15000,2.86800,5248.00500,-132.80800,3705.11300,42042.26000
2019-12-31,3232.60400,12568.82000,11686.47000,189.21600,,28954.82000,1442.38300,8846.16200,773.37700,11061.92000,40016.74000,30630.46000,3636.11400,785.63400,6317.20100,36947.66000,2.86000,4375.18100,-87.73100,3069.08100,40016.74000
2019-09-30,3374.19400,12392.74000,11060.25000,157.38500,,28132.05000,1770.51600,9000.34300,269.06700,11039.93000,39171.98000,29581.29000,4354.39800,382.88700,6597.48000,36178.77000,2.85300,4235.49100,-111.96500,2993.20600,39171.98000
2019-06-30,2999.55900,11989.03000,11247.78000,163.78100,,27401.78000,1767.42600,9036.96300,272.37100,11076.76000,38478.54000,28788.87000,4339.92900,370.99200,6582.47000,35371.34000,2.84900,4186.78200,-86.88300,3107.19700,38478.54000
2019-03-31,2875.75000,12222.27000,11373.73000,172.57200,,27622.18000,1858.86700,9055.67800,273.58200,11188.13000,38810.31000,29211.90000,4359.90000,342.97900,6560.08000,35771.98000,2.84600,3969.45900,-85.14200,3038.33100,38810.31000
2018-12-31,2540.15600,11979.38000,11800.18000,182.64700,,27476.21000,1896.94300,9622.24500,272.42800,11791.62000,39267.82000,29351.74000,4516.58300,355.23800,6751.35300,36103.09000,2.84200,4027.21700,-92.88300,3164.73300,39267.82000
2018-09-30,2492.51600,11314.23000,11918.51000,169.12200,,25894.37000,1892.42400,9612.10000,270.94200,11775.47000,37669.84000,27869.69000,4510.82800,409.95200,6750.19000,34619.88000,2.83600,3720.58200,-79.25300,3049.96100,37669.84000
2018-06-30,2388.92800,11764.61000,12074.35000,176.51200,,26404.40000,1903.35700,9713.64100,288.19300,11905.19000,38309.59000,28099.67000,4569.76200,486.74700,6933.98900,35033.66000,2.83300,3569.37100,-82.02000,3275.93200,38309.59000
2018-03-31,2091.35900,11265.01000,12867.48000,173.35700,,26397.21000,1940.15400,9759.88900,298.47800,11998.52000,38395.73000,28094.40000,4640.02100,489.62900,6937.73200,35032.14000,2.83100,3376.99300,-43.50600,3363.59600,38395.73000
2017-12-31,3037.74700,10127.78000,12020.66000,110.24200,,25296.43000,1829.11700,8901.14500,334.81600,11065.08000,36361.51000,26740.29000,4617.25900,469.75900,6746.63700,33486.93000,2.81400,3173.51600,-96.33800,2874.58200,36361.51000
2017-09-30,2435.11500,10303.32000,11461.43000,103.43200,,24303.30000,1797.94500,8877.56200,337.66400,11013.17000,35316.47000,26818.16000,3781.56900,159.66300,6433.84400,33252.01000,2.80600,2395.21800,-95.85000,2064.46100,35316.47000
2017-06-30,1311.46700,10553.26000,11669.53000,142.97000,,23677.22000,1749.91400,8913.97800,312.89400,10976.79000,34654.01000,25751.08000,3781.79300,167.16000,6349.42000,32100.50000,2.80400,2819.90700,-112.45800,2553.51400,34654.01000
2017-03-31,2404.43300,9583.52000,11335.82000,170.15200,,23493.92000,1702.06000,8876.64800,324.38300,10903.09000,34397.01000,25531.43000,3839.59800,164.64600,6336.29500,31867.72000,2.79600,2849.63000,-123.49000,2529.29200,34397.01000
2016-12-31,1791.13400,9696.20000,11414.77000,176.65100,,23078.76000,1630.74100,8914.29900,295.47600,10840.52000,33919.27000,25542.76000,3871.58400,165.50700,6259.95700,31802.71000,2.78300,2518.08100,-141.85100,2116.55700,33919.27000
2016-09-30,2741.83200,9175.87600,10723.92000,210.21900,,22851.85000,1530.68200,8959.34600,295.62600,10785.65000,33637.50000,25280.37000,3852.48400,160.47000,6227.72800,31508.10000,2.77800,2303.94100,-114.30800,2129.40400,33637.50000
2016-06-30,1865.20200,8984.53300,10492.56000,114.95900,,21457.26000,1165.66300,8986.10600,305.21900,10456.99000,31914.24000,23997.26000,3794.03600,122.30400,6037.67100,30034.93000,2.77000,2250.86800,-110.97800,1879.31700,31914.24000
2016-03-31,2525.28700,8766.99400,10644.59000,133.20100,,22070.07000,1094.71100,9028.48800,302.08800,10425.29000,32495.36000,23770.91000,4368.58600,123.50600,6533.28300,30304.19000,2.76500,1974.30600,-102.18400,2191.16200,32495.36000
2015-12-31,978.09000,8380.65200,10863.97000,138.95900,,20361.68000,1059.50100,9052.83700,281.78900,10394.13000,30755.80000,24024.34000,4393.31700,105.82600,5431.44200,29455.78000,2.75900,1440.80100,-115.81400,1300.01900,30755.80000
2015-09-30,2167.44200,8222.95100,9755.09400,189.00100,,20334.49000,1192.51000,6137.51000,298.47400,7628.49500,27962.98000,21578.23000,3739.22500,84.90400,5768.36900,27346.60000,2.75000,1164.48900,-136.33300,616.38600,27962.98000
2015-06-30,2555.18300,7596.55800,9639.96100,110.33200,,19902.03000,958.68700,6115.49900,357.28400,7431.47000,27333.50000,21117.29000,3742.78100,897.80800,4640.58900,25757.88000,2.74700,879.20100,-69.00600,1575.62400,27333.50000
2015-03-31,2336.97900,7560.12200,9517.31200,142.41000,,19556.82000,955.55800,6122.13700,371.01200,7448.70800,27005.53000,20225.91000,3942.51700,920.85200,4863.36900,25089.28000,2.74100,728.97300,-75.58500,1916.25500,27005.53000
2014-12-31,2298.75600,7144.03100,10628.34000,73.58100,,20144.71000,907.00400,3501.05100,352.15100,4760.20600,24904.92000,20805.03000,1995.88500,335.65200,2331.53700,23136.57000,2.72000,1306.45700,-60.72700,1768.34600,24904.92000
