,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2014-12-31,3541.00000,1246.00000,1784.00000,850.00000,7421.00000,2840.00000,224.00000,6264.00000,233.00000,9951.00000,17372.00000,2658.00000,3630.00000,,4324.00000,6982.00000,1741.00000,29653.00000,-532.00000,10390.00000,17372.00000
2014-09-30,3186.00000,1477.00000,1751.00000,964.00000,7756.00000,2930.00000,219.00000,6344.00000,246.00000,10144.00000,17900.00000,2643.00000,3643.00000,,4786.00000,7429.00000,1741.00000,29189.00000,-468.00000,10471.00000,17900.00000
2014-06-30,2804.00000,1527.00000,1744.00000,992.00000,7456.00000,3044.00000,219.00000,6424.00000,246.00000,10354.00000,17810.00000,1803.00000,4394.00000,,5541.00000,7344.00000,1741.00000,28686.00000,-512.00000,10466.00000,17810.00000
2014-03-31,4032.00000,1355.00000,1714.00000,876.00000,8360.00000,3179.00000,212.00000,6504.00000,240.00000,10575.00000,18935.00000,2471.00000,4652.00000,,5844.00000,8315.00000,1741.00000,28331.00000,-520.00000,10620.00000,18935.00000
2013-12-31,3829.00000,1203.00000,1731.00000,863.00000,8019.00000,3399.00000,216.00000,6585.00000,264.00000,10919.00000,18938.00000,2747.00000,4158.00000,,5384.00000,8131.00000,1741.00000,28173.00000,-528.00000,10807.00000,18938.00000
2013-09-30,3593.00000,1524.00000,1726.00000,219.00000,8101.00000,3509.00000,210.00000,6667.00000,272.00000,11143.00000,19244.00000,2723.00000,4161.00000,,5470.00000,8193.00000,1741.00000,27993.00000,-572.00000,11051.00000,19244.00000
2013-06-30,3244.00000,1491.00000,1720.00000,513.00000,8038.00000,3611.00000,203.00000,6750.00000,278.00000,11360.00000,19398.00000,2802.00000,4165.00000,,5528.00000,8330.00000,1741.00000,27677.00000,-590.00000,11068.00000,19398.00000
2013-03-31,3862.00000,1333.00000,1700.00000,259.00000,8205.00000,3739.00000,204.00000,6835.00000,223.00000,11496.00000,19701.00000,3110.00000,4183.00000,,5639.00000,8749.00000,1741.00000,27330.00000,-650.00000,10952.00000,19701.00000
2012-12-31,3965.00000,1230.00000,1757.00000,805.00000,8230.00000,3912.00000,215.00000,6920.00000,254.00000,11791.00000,20021.00000,3430.00000,4186.00000,,5630.00000,9060.00000,1741.00000,27205.00000,-699.00000,10961.00000,20021.00000
2012-09-30,3661.00000,1623.00000,1848.00000,409.00000,8584.00000,4055.00000,225.00000,7095.00000,161.00000,11930.00000,20514.00000,3425.00000,4190.00000,,5686.00000,9111.00000,1741.00000,27179.00000,-617.00000,11403.00000,20514.00000
2012-06-30,2333.00000,1629.00000,1885.00000,351.00000,7353.00000,4174.00000,218.00000,7181.00000,93.00000,12168.00000,19521.00000,3821.00000,2703.00000,,4542.00000,8363.00000,1741.00000,26592.00000,-741.00000,11158.00000,19521.00000
2012-03-31,2765.00000,1478.00000,1853.00000,303.00000,7591.00000,4278.00000,239.00000,7267.00000,94.00000,12418.00000,20009.00000,2909.00000,4207.00000,,6029.00000,8938.00000,1741.00000,26345.00000,-742.00000,11071.00000,20009.00000
2011-12-31,2935.00000,1545.00000,1788.00000,386.00000,7828.00000,4428.00000,265.00000,7352.00000,57.00000,12669.00000,20497.00000,3499.00000,4211.00000,,6046.00000,9545.00000,1741.00000,26278.00000,-776.00000,10952.00000,20497.00000
2011-09-30,2618.00000,1784.00000,1965.00000,303.00000,7716.00000,4572.00000,350.00000,7475.00000,70.00000,13191.00000,20907.00000,3668.00000,4215.00000,,6213.00000,9881.00000,1741.00000,26175.00000,-690.00000,11026.00000,20907.00000
2011-06-30,6400.00000,1672.00000,1762.00000,233.00000,10860.00000,3714.00000,334.00000,987.00000,69.00000,6238.00000,17098.00000,1753.00000,3498.00000,,4442.00000,6195.00000,1741.00000,25726.00000,-686.00000,10903.00000,17098.00000
2011-03-31,2857.00000,1568.00000,1678.00000,170.00000,7044.00000,3657.00000,449.00000,993.00000,47.00000,6266.00000,13310.00000,1793.00000,,,943.00000,2736.00000,1740.00000,25206.00000,-702.00000,10574.00000,13310.00000
2010-12-31,3072.00000,1518.00000,1520.00000,180.00000,7060.00000,3680.00000,453.00000,1000.00000,45.00000,6341.00000,13401.00000,1981.00000,,,983.00000,2964.00000,1740.00000,24695.00000,-701.00000,10437.00000,13401.00000
2010-09-30,2510.00000,1754.00000,1424.00000,179.00000,6468.00000,3456.00000,523.00000,1012.00000,47.00000,6181.00000,12649.00000,1838.00000,,,849.00000,2687.00000,1740.00000,23907.00000,-644.00000,9962.00000,12649.00000
2010-06-30,2305.00000,1715.00000,1349.00000,195.00000,6130.00000,3240.00000,557.00000,1023.00000,48.00000,6034.00000,12164.00000,1538.00000,,,871.00000,2409.00000,1740.00000,23194.00000,-654.00000,9755.00000,12164.00000
2010-03-31,2791.00000,1526.00000,1276.00000,174.00000,6323.00000,3162.00000,641.00000,1037.00000,41.00000,6047.00000,12370.00000,1719.00000,,,846.00000,2565.00000,1740.00000,22573.00000,-627.00000,9805.00000,12370.00000
2009-12-31,2925.00000,1277.00000,1202.00000,164.00000,6114.00000,3158.00000,637.00000,1050.00000,51.00000,6005.00000,12119.00000,1587.00000,,,810.00000,2397.00000,1740.00000,22066.00000,-621.00000,9722.00000,12119.00000
2009-09-30,2827.00000,1435.00000,1116.00000,168.00000,6138.00000,2945.00000,627.00000,1064.00000,57.00000,5765.00000,11903.00000,1662.00000,,,803.00000,2465.00000,1740.00000,21562.00000,-678.00000,9438.00000,11903.00000
2009-06-30,2557.00000,1244.00000,1063.00000,208.00000,5740.00000,2940.00000,632.00000,1076.00000,53.00000,5770.00000,11510.00000,1468.00000,,,829.00000,2297.00000,1740.00000,21163.00000,-674.00000,9213.00000,11510.00000
2009-03-31,2426.00000,1125.00000,1098.00000,207.00000,5532.00000,3115.00000,645.00000,1032.00000,52.00000,5988.00000,11520.00000,1287.00000,,,1023.00000,2310.00000,1740.00000,21043.00000,-741.00000,9210.00000,11520.00000
