,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,481.80000,581.20000,516.40000,54.30000,1633.70000,590.70000,967.60000,110.50000,1698.60000,3332.30000,934.20000,334.50000,283.60000,650.40000,1584.60000,294.90000,2885.00000,-82.40000,1747.70000,3332.30000
2022-09-30,417.10000,564.20000,525.60000,62.70000,1569.60000,583.60000,969.10000,78.30000,1662.30000,3231.90000,900.90000,281.00000,278.70000,583.20000,1484.10000,295.00000,3051.10000,-368.10000,1747.80000,3231.90000
2022-06-30,459.40000,621.50000,493.00000,57.30000,1631.20000,592.70000,984.90000,81.50000,1690.20000,3321.40000,928.30000,291.60000,286.00000,600.60000,1528.90000,295.20000,2984.60000,-346.40000,1792.50000,3321.40000
2022-03-31,579.40000,608.30000,488.70000,45.00000,1721.40000,602.80000,989.20000,87.60000,1713.50000,3434.90000,1002.10000,288.60000,310.70000,623.90000,1626.00000,295.20000,2902.20000,-327.60000,1808.90000,3434.90000
2021-12-31,631.40000,634.40000,447.70000,39.10000,1752.60000,606.70000,992.60000,90.00000,1721.80000,3474.40000,1118.80000,189.90000,295.30000,523.40000,1642.20000,295.20000,2826.60000,-331.40000,1832.20000,3474.40000
2021-09-30,685.20000,623.80000,357.70000,71.40000,1738.10000,539.50000,867.00000,116.10000,1561.90000,3300.00000,982.60000,99.60000,289.90000,420.90000,1403.50000,295.30000,2731.70000,-309.30000,1896.50000,3300.00000
2021-06-30,581.90000,607.00000,330.40000,66.40000,1585.70000,539.70000,865.90000,106.90000,1554.50000,3140.20000,907.00000,99.60000,283.40000,416.90000,1323.90000,295.30000,2641.60000,-311.20000,1816.30000,3140.20000
2021-03-31,665.50000,534.50000,312.80000,45.40000,1558.20000,539.10000,868.20000,97.10000,1548.60000,3106.80000,836.10000,99.60000,286.30000,421.70000,1257.80000,295.30000,2565.10000,-320.80000,1849.00000,3106.80000
2020-12-31,689.60000,585.00000,300.10000,43.30000,1618.00000,541.30000,870.70000,89.10000,1542.70000,3160.70000,886.30000,106.40000,271.70000,426.10000,1312.40000,295.40000,2509.60000,-321.20000,1848.30000,3160.70000
2020-09-30,509.00000,572.90000,302.60000,45.80000,1430.30000,537.10000,870.60000,90.90000,1540.80000,2971.10000,805.90000,107.10000,266.00000,418.10000,1224.00000,295.40000,2431.80000,-336.50000,1747.10000,2971.10000
2020-06-30,568.70000,515.90000,306.00000,53.80000,1444.40000,533.80000,873.50000,87.30000,1539.80000,2984.20000,735.40000,274.30000,265.10000,590.70000,1326.10000,295.40000,2365.10000,-355.80000,1658.10000,2984.20000
2020-03-31,551.70000,524.00000,312.30000,54.50000,1442.50000,537.30000,875.70000,82.60000,1540.50000,2983.00000,699.10000,335.60000,273.90000,667.60000,1366.70000,295.40000,2336.10000,-362.40000,1616.30000,2983.00000
2019-12-31,551.40000,589.50000,303.00000,56.50000,1500.40000,545.40000,884.40000,80.90000,1557.60000,3058.00000,766.50000,277.20000,281.00000,624.70000,1391.20000,295.40000,2323.40000,-348.30000,1666.80000,3058.00000
2019-09-30,513.80000,614.10000,310.00000,66.50000,1504.40000,543.60000,886.90000,84.70000,1563.50000,3067.90000,730.40000,312.40000,292.80000,681.30000,1411.70000,295.40000,2271.50000,-361.60000,1656.20000,3067.90000
2019-06-30,577.80000,634.80000,323.10000,60.90000,1596.60000,553.90000,891.60000,85.10000,1579.00000,3175.60000,730.60000,351.80000,291.20000,719.90000,1450.50000,295.40000,2220.20000,-338.40000,1725.10000,3175.60000
2019-03-31,633.30000,658.80000,319.70000,46.30000,1658.10000,549.90000,803.80000,82.00000,1485.40000,3143.50000,737.20000,277.60000,295.10000,657.10000,1394.30000,295.50000,2155.00000,-332.10000,1749.20000,3143.50000
2018-12-31,645.00000,647.30000,304.70000,41.50000,1638.50000,540.00000,806.10000,86.90000,1433.00000,3071.50000,785.30000,221.40000,298.40000,569.20000,1354.50000,295.50000,2102.80000,-350.80000,1717.00000,3071.50000
2018-09-30,617.80000,606.60000,307.70000,66.60000,1598.70000,526.30000,812.60000,87.60000,1426.50000,3025.20000,738.90000,193.30000,312.00000,530.10000,1269.00000,295.50000,2014.00000,-318.20000,1756.20000,3025.20000
2018-06-30,658.40000,644.00000,289.00000,61.90000,1653.30000,532.80000,815.50000,83.70000,1432.00000,3085.30000,768.70000,245.40000,306.60000,586.30000,1355.00000,295.50000,1940.10000,-304.40000,1730.30000,3085.30000
2018-03-31,679.70000,638.80000,287.10000,63.50000,1669.10000,538.10000,820.40000,79.30000,1437.80000,3106.90000,766.90000,285.80000,304.60000,631.60000,1398.50000,295.50000,1856.50000,-275.70000,1708.40000,3106.90000
2017-12-31,820.00000,592.70000,297.00000,57.20000,1766.90000,528.90000,825.40000,76.20000,1430.50000,3197.40000,793.80000,402.90000,307.70000,758.70000,1552.50000,295.70000,1788.70000,-299.50000,1644.90000,3197.40000
2017-09-30,767.90000,587.10000,292.10000,51.00000,1698.10000,501.70000,828.60000,76.20000,1406.50000,3104.60000,731.70000,442.20000,198.80000,707.00000,1438.70000,295.70000,1794.00000,-322.40000,1665.90000,3104.60000
2017-06-30,740.90000,566.80000,287.00000,45.60000,1640.30000,475.80000,795.40000,72.50000,1343.70000,2984.00000,705.80000,367.70000,194.00000,664.50000,1370.30000,295.70000,1724.50000,-340.70000,1613.70000,2984.00000
2017-03-31,722.30000,584.10000,257.10000,42.00000,1605.50000,467.60000,796.90000,70.20000,1334.70000,2940.20000,720.50000,362.20000,188.70000,653.30000,1373.80000,295.80000,1656.40000,-352.20000,1566.40000,2940.20000
2016-12-31,754.60000,518.70000,251.10000,37.60000,1562.00000,461.90000,799.80000,67.30000,1329.00000,2891.00000,765.60000,316.40000,184.70000,610.10000,1375.70000,296.00000,1593.00000,-363.20000,1515.30000,2891.00000
2016-09-30,678.80000,517.30000,258.60000,52.90000,1507.60000,458.40000,803.60000,54.80000,1316.80000,2824.40000,682.10000,328.90000,192.60000,616.70000,1298.80000,296.20000,1531.20000,-324.80000,1525.60000,2824.40000
2016-06-30,667.20000,493.90000,237.80000,50.10000,1449.00000,451.70000,708.80000,62.70000,1223.20000,2672.20000,615.60000,274.60000,170.10000,575.90000,1191.50000,148.10000,1469.10000,-323.50000,1480.70000,2672.20000
