,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,51355.00000,54180.00000,6820.00000,16422.00000,128777.00000,42951.00000,114095.00000,,60924.00000,217970.00000,346747.00000,137286.00000,99627.00000,53107.00000,152734.00000,290020.00000,66399.00000,3240.00000,-12912.00000,56727.00000,346747.00000
2022-09-30,48304.00000,60932.00000,4946.00000,21223.00000,135405.00000,42117.00000,120805.00000,,54428.00000,217350.00000,352755.00000,153982.00000,98959.00000,49142.00000,148101.00000,302083.00000,64849.00000,-3068.00000,-11109.00000,50672.00000,352755.00000
2022-06-30,48231.00000,42242.00000,5433.00000,16386.00000,112292.00000,40335.00000,131077.00000,,52605.00000,224017.00000,336309.00000,129873.00000,94700.00000,53629.00000,148329.00000,278202.00000,62115.00000,5289.00000,-9297.00000,58107.00000,336309.00000
2022-03-31,51511.00000,45400.00000,5460.00000,15809.00000,118180.00000,39304.00000,141219.00000,,51959.00000,232482.00000,350662.00000,127508.00000,103323.00000,52432.00000,155755.00000,283263.00000,61181.00000,12712.00000,-6494.00000,67399.00000,350662.00000
2021-12-31,63913.00000,65253.00000,5876.00000,18112.00000,153154.00000,39245.00000,138683.00000,,50109.00000,228037.00000,381191.00000,147574.00000,106629.00000,55056.00000,161685.00000,309259.00000,58424.00000,14435.00000,-927.00000,71932.00000,381191.00000
2021-09-30,62639.00000,51506.00000,6580.00000,14111.00000,134836.00000,39440.00000,127877.00000,,48849.00000,216166.00000,351002.00000,125481.00000,109106.00000,53325.00000,162431.00000,287912.00000,57365.00000,5562.00000,163.00000,63090.00000,351002.00000
2021-06-30,61696.00000,33908.00000,5178.00000,13641.00000,114423.00000,38615.00000,131948.00000,,44854.00000,215417.00000,329840.00000,107754.00000,105752.00000,52054.00000,157806.00000,265560.00000,54989.00000,9233.00000,58.00000,64280.00000,329840.00000
2021-03-31,69834.00000,33036.00000,5219.00000,13376.00000,121465.00000,37815.00000,134539.00000,,43339.00000,215693.00000,337158.00000,106385.00000,108642.00000,52953.00000,161595.00000,267980.00000,54203.00000,15261.00000,-286.00000,69178.00000,337158.00000
2020-12-31,76826.00000,58620.00000,4973.00000,13687.00000,154106.00000,37933.00000,118745.00000,,43270.00000,199948.00000,354054.00000,132507.00000,99281.00000,56042.00000,155323.00000,287830.00000,51744.00000,14301.00000,179.00000,66224.00000,354054.00000
2020-09-30,90943.00000,37445.00000,4061.00000,11264.00000,143713.00000,36766.00000,100887.00000,,42522.00000,180175.00000,323888.00000,105392.00000,98667.00000,54490.00000,153157.00000,258549.00000,50779.00000,14966.00000,-406.00000,65339.00000,323888.00000
2020-06-30,93025.00000,32075.00000,3978.00000,10987.00000,140065.00000,35687.00000,100592.00000,,41000.00000,177279.00000,317344.00000,95318.00000,94048.00000,55696.00000,149744.00000,245062.00000,48696.00000,24136.00000,-550.00000,72282.00000,317344.00000
2020-03-31,94051.00000,30677.00000,3334.00000,15691.00000,143753.00000,35889.00000,98793.00000,,41965.00000,176647.00000,320400.00000,96094.00000,89086.00000,56795.00000,145881.00000,241975.00000,48032.00000,33182.00000,-2789.00000,78425.00000,320400.00000
2019-12-31,107162.00000,39946.00000,4097.00000,12026.00000,163231.00000,37031.00000,99899.00000,,40457.00000,177387.00000,340618.00000,102161.00000,93078.00000,55848.00000,148926.00000,251087.00000,45972.00000,43977.00000,-418.00000,89531.00000,340618.00000
2019-09-30,100557.00000,45804.00000,4106.00000,12352.00000,162819.00000,37378.00000,105341.00000,,32978.00000,175697.00000,338516.00000,105718.00000,91807.00000,50503.00000,142310.00000,248028.00000,45174.00000,45898.00000,-584.00000,90488.00000,338516.00000
2019-06-30,94614.00000,26474.00000,3355.00000,10530.00000,134973.00000,37636.00000,115996.00000,,33634.00000,187266.00000,322239.00000,89704.00000,84936.00000,51143.00000,136079.00000,225783.00000,43371.00000,53724.00000,-639.00000,96456.00000,322239.00000
2019-03-31,80092.00000,26278.00000,4884.00000,12092.00000,123346.00000,38746.00000,145319.00000,,34587.00000,218652.00000,341998.00000,93772.00000,90201.00000,52165.00000,142366.00000,236138.00000,42801.00000,64558.00000,-1499.00000,105860.00000,341998.00000
2018-12-31,86427.00000,36981.00000,4988.00000,12432.00000,140828.00000,39597.00000,158608.00000,,34686.00000,232891.00000,373719.00000,108283.00000,92989.00000,54555.00000,147544.00000,255827.00000,40970.00000,80510.00000,-3588.00000,117892.00000,373719.00000
2018-09-30,66301.00000,48995.00000,3956.00000,12087.00000,131339.00000,41304.00000,170799.00000,,22283.00000,234386.00000,365725.00000,115929.00000,93735.00000,48914.00000,142649.00000,258578.00000,40201.00000,70400.00000,-3454.00000,107147.00000,365725.00000
2018-06-30,70970.00000,26367.00000,5936.00000,12488.00000,115761.00000,38117.00000,172773.00000,,22546.00000,233436.00000,349197.00000,88548.00000,97128.00000,45694.00000,145700.00000,234248.00000,38624.00000,79436.00000,-3111.00000,114949.00000,349197.00000
