,cash-on-hand,receivables-total,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2018-06-30,288.90800,130.07900,46.60000,122.62500,588.21200,64.45600,31.81600,1397.11900,35.07000,1667.41900,2255.63100,665.11000,693.05300,48.22700,756.13600,1421.24600,1.15500,-612.60000,-78.56900,834.38500,2255.63100
2018-03-31,322.57300,127.15100,62.09400,137.34200,649.16000,59.21000,32.46700,1421.63300,36.48200,1679.65400,2328.81400,689.32600,642.83700,52.72700,711.76390,1401.09000,1.16300,-629.59700,-62.43000,927.72400,2328.81400
2017-12-31,311.82500,131.05900,60.13700,116.43800,619.45900,61.21900,30.42100,1427.98800,36.96900,1686.48300,2305.94200,604.33600,742.62200,52.51200,812.50700,1416.84300,1.16100,-637.51900,-69.08900,889.09900,2305.94200
2017-09-30,298.41100,152.29900,49.91300,165.93300,666.55600,63.60000,31.90700,1440.68000,34.47500,1693.82800,2360.38400,678.90900,712.40600,53.14200,796.03910,1474.94800,1.15300,-650.84000,-73.90700,885.43600,2360.38400
2017-06-30,279.97200,128.56100,60.50700,140.41900,609.45900,63.44300,30.91200,1445.45300,32.32200,1682.30200,2291.76100,650.94000,712.19100,61.05300,805.44100,1456.38100,1.15400,-668.27500,-95.31900,835.38000,2291.76100
2017-03-31,266.87100,142.62000,71.06800,191.16400,671.72300,63.42900,24.63600,1441.57700,33.29600,1662.02500,2333.74800,683.94500,711.97600,64.26600,802.45900,1486.40400,1.15800,-667.32400,-109.54600,847.34400,2333.74800
2016-12-31,196.10500,132.85300,62.98100,121.24900,513.18800,65.88500,27.09600,1453.21900,44.15900,1683.75300,2196.94100,556.73000,731.76200,64.49500,821.24600,1377.97600,1.15600,-666.22000,-113.85700,818.96500,2196.94100
2016-09-30,296.63000,161.35700,52.81900,131.78300,642.58900,67.11300,30.92100,1480.11800,35.29600,1703.14000,2345.72900,654.51900,751.60100,69.95200,848.54410,1503.06300,1.15000,-657.07900,-99.95300,842.66600,2345.72900
2016-06-30,306.00600,151.71800,56.98600,120.57600,635.28600,62.90900,33.22600,1493.04200,43.21600,1703.86000,2339.14600,603.89400,778.12500,59.68800,872.59090,1476.48500,1.15000,-628.60600,-94.55800,862.66100,2339.14600
2016-03-31,368.45600,146.66900,63.81100,162.45400,741.39000,62.86700,,1511.41600,38.74000,1670.11200,2411.50200,618.80600,838.12500,70.74200,938.59200,1557.39800,1.14600,-631.67900,-91.35500,854.10400,2411.50200
2015-12-31,296.79700,161.40200,56.53600,144.85300,659.58800,60.87800,,1403.90000,41.89600,1556.30500,2215.89300,579.38700,718.12500,53.24200,800.56900,1379.95600,1.14500,-626.50600,-100.49700,835.93700,2215.89300
2015-09-30,273.41700,197.27500,56.36500,140.81900,704.67900,65.16200,,1360.34200,40.79400,1505.23400,2209.91300,617.26000,618.12500,53.38600,732.48200,1349.74200,1.13700,-602.61400,-91.74200,860.17100,2209.91300
2015-06-30,275.06000,183.14400,148.73200,,635.20500,65.02000,,1377.32300,41.11500,1511.39600,2146.60100,638.19300,580.62500,49.57000,678.08500,1316.27800,1.14200,-597.06000,-130.06700,830.32300,2146.60100
2015-03-31,267.81500,201.37900,203.72600,,706.25200,65.19100,,1286.39600,30.15200,1402.37800,2108.63000,660.73600,493.12500,52.70600,593.67400,1254.41000,1.15000,-614.49500,-132.08100,854.22000,2108.63000
2014-12-31,261.05200,201.39100,203.54900,,696.06500,65.76600,,1320.01300,41.05200,1441.15800,2137.22300,588.98200,574.37500,70.51400,692.78800,1281.77000,1.14900,-619.88700,-112.82600,855.45300,2137.22300
2014-09-30,293.65400,235.68800,37.66700,133.85900,732.16700,67.78300,,1349.40000,41.64600,1467.78700,2199.95400,626.66700,586.87500,82.64900,719.39800,1346.06500,1.15000,-650.17100,-94.36700,853.88900,2199.95400
2014-06-30,304.17300,228.62300,139.46400,,711.22900,63.58200,,1138.78400,37.52500,1246.97700,1958.20600,548.35100,299.37500,87.10000,437.38600,985.73700,1.17300,-688.92600,-48.18500,972.46900,1958.20600
2014-03-31,270.47000,221.28800,171.21700,,703.44400,60.63200,,1149.22500,37.66600,1255.68200,1959.12600,525.81500,305.62500,93.89100,450.89000,976.70500,1.18600,-726.95200,-51.16800,982.42100,1959.12600
2013-12-31,371.37700,212.57000,148.47000,,769.10000,63.15200,,1029.42200,35.15700,1135.64200,1904.74200,455.93700,353.12500,78.59800,480.15700,936.09400,1.19500,-770.70800,-49.20300,968.64800,1904.74200
2013-09-30,241.91300,229.10600,45.67400,123.87800,680.21600,64.65200,,1042.21600,34.12600,1148.69000,1828.90600,528.61300,243.12500,78.63400,373.81300,902.42600,1.18500,-810.36500,-51.16000,926.48000,1828.90600
2013-06-30,257.03100,200.88300,46.30200,99.15400,639.94800,61.48200,,1013.58100,36.55800,1116.82900,1756.77700,494.02800,258.75000,102.43600,412.04400,906.07200,1.19000,-866.83000,-74.83600,850.70500,1756.77700
2013-03-31,240.80900,213.25200,44.12900,111.53900,645.23800,62.73100,,1026.99900,32.19700,1139.58100,1784.81900,499.06900,300.62500,102.34000,457.95100,957.02000,1.19600,-901.28600,-73.66000,827.79900,1784.81900
2012-12-31,248.39200,221.68700,33.72700,94.67200,633.49800,66.10900,,1048.00000,34.36800,1169.14800,1802.64600,453.32000,362.50000,104.64000,523.36800,976.68800,1.19900,-918.32200,-67.00500,825.95800,1802.64600
2012-09-30,489.54300,217.37000,28.34100,121.01900,879.15200,63.46600,,796.23200,32.12400,912.48200,1791.63400,481.74400,362.50000,106.05700,512.63100,994.37500,1.19600,-954.13400,-72.50100,797.25900,1791.63400
2012-06-30,238.04700,203.26100,30.06500,82.48700,607.97100,61.84900,,799.74100,29.56200,1003.49000,1611.46100,482.29500,140.00000,89.42000,266.16300,748.45800,1.18800,-870.14900,-71.98100,863.00300,1611.46100
2012-03-31,224.10700,204.43700,32.39800,116.19000,631.26000,64.02100,,821.72700,29.51600,1027.35600,1658.61600,506.53200,160.00000,96.22000,294.09100,800.62300,1.19500,-893.04300,-61.12300,857.99300,1658.61600
2011-12-31,187.35100,221.43600,31.40500,94.04600,588.28800,62.15600,,822.06990,36.68800,1025.09700,1613.38500,428.39300,200.00000,97.34400,337.26300,765.65600,1.18600,-896.61300,-69.68900,847.72900,1613.38500
2011-09-30,167.87800,230.22000,30.58200,109.43300,592.26400,62.56900,,835.41100,41.37400,1037.41800,1629.68200,465.32400,200.00000,101.36000,341.66800,806.99200,1.16900,-918.73600,-64.76400,822.69000,1629.68200
2011-06-30,260.75100,186.87400,42.43000,93.40500,618.25800,60.70400,,851.88200,34.05400,1063.25500,1681.51300,485.23000,250.00000,80.55400,394.13900,879.36900,1.17500,-956.35800,-41.79800,802.14400,1681.51300
2011-03-31,259.50400,178.55800,44.58900,107.03900,625.00300,55.78000,,541.75300,32.99600,722.09790,1347.10100,437.70900,,79.31200,106.36400,544.07300,1.18800,-971.88300,-44.47300,803.02800,1347.10100
2010-12-31,182.91500,174.58100,33.43300,112.40100,538.83500,56.51700,,534.56500,45.03100,728.67600,1267.51100,398.12800,,78.35000,105.34300,503.47100,1.18000,-990.90000,-55.35100,764.04000,1267.51100
2010-09-30,240.25300,169.28100,32.11600,91.12600,568.25700,58.06400,,546.44000,43.84500,738.80700,1307.06400,452.99400,,77.29500,106.76600,559.76000,1.15800,-1004.16000,-52.48000,747.30400,1307.06400
2010-06-30,219.01900,149.03400,45.24500,78.16700,534.23100,59.47300,,534.00900,37.57500,734.80900,1269.04000,439.03200,,65.22600,95.41300,534.44500,1.15300,-990.94500,-62.95500,734.59500,1269.04000
2010-03-31,222.69200,151.11700,28.77300,105.45400,550.70100,61.93500,,559.43900,33.05100,761.12400,1311.82500,473.77100,,65.02300,96.29500,570.06600,1.16000,-1001.66400,-47.13800,741.75900,1311.82500
2009-12-31,231.14400,160.53600,23.88000,108.01100,566.25400,58.90100,,582.42200,32.57600,781.43200,1347.68600,474.92700,,66.64300,100.84500,575.77200,1.17600,-1010.66500,-36.98200,771.91400,1347.68600
2009-09-30,235.12200,166.59100,24.16600,77.85600,546.46600,58.10500,,596.51700,38.93100,803.74600,1350.21200,491.43100,,62.65800,97.20000,588.63100,1.16000,-1028.52800,-33.59500,761.58100,1350.21200
2009-06-30,231.34500,149.19800,31.70500,71.88600,512.88900,58.56000,,593.28000,23.36700,783.63310,1296.52200,483.40700,,37.58100,68.08000,551.48700,1.16100,-1044.42800,-21.81200,745.03500,1296.52200
2009-03-31,267.71800,131.88600,31.58700,81.14300,540.92400,57.85300,,565.75400,24.70600,725.93800,1266.86200,489.15900,,37.70100,68.18500,557.34400,1.15900,-1048.21600,-27.18600,709.51800,1266.86200
