,cash-on-hand,receivables-total,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,387.58800,562.03600,110.39300,66.77700,1126.79400,95.14200,,2762.42600,395.89100,3668.97500,4795.76900,786.74200,1351.17100,33.34900,1608.47800,2395.22000,1.18200,802.77200,-105.22200,2400.54900,4795.76900
2022-09-30,272.18200,636.55600,88.85400,71.06500,1068.65700,98.10100,,2736.37200,390.26700,3618.61100,4687.26800,792.25800,1350.62800,35.82700,1598.97600,2391.23400,1.17500,727.73700,-153.45800,2296.03400,4687.26800
2022-06-30,322.32600,473.29800,91.73400,61.07400,948.43200,90.81500,,2781.31400,359.03300,3657.10600,4605.53800,769.67100,1425.08400,42.37400,1678.69700,2448.36800,1.17400,620.90000,-133.88700,2157.17000,4605.53800
2022-03-31,306.70100,510.19600,88.91800,61.14700,966.96200,92.89700,,2541.51600,327.96600,3411.56100,4378.52300,782.38100,1265.54600,46.09300,1512.16500,2294.54600,1.17000,550.42400,-105.24800,2083.97700,4378.52300
2021-12-31,296.12500,478.67300,89.47300,145.05100,1009.32200,96.84800,,2553.75700,318.26100,3411.29800,4420.62000,779.97800,1440.01400,46.89000,1686.83000,2466.80800,1.16900,460.74500,-98.38700,1953.81200,4420.62000
2021-09-30,326.53200,541.07200,69.99100,135.41500,1073.01000,100.23700,,2570.85400,313.33300,3434.55000,4507.56000,779.28200,1439.47100,49.69300,1689.81000,2469.09200,1.17200,414.65600,-95.86400,2038.46800,4507.56000
2021-06-30,365.75600,432.98000,73.54200,46.21800,918.49600,93.65900,,2591.99500,276.55100,3287.72300,4206.21900,746.19900,1478.92700,53.80800,1735.06200,2481.26100,1.17300,121.71300,-92.83000,1724.95800,4206.21900
2021-03-31,326.08100,434.53300,86.71900,54.43000,901.76300,97.26000,,2603.94200,247.39600,3279.45800,4181.22100,766.82000,1508.38900,54.40200,1763.86800,2530.68800,1.16900,70.51000,-97.93700,1650.53300,4181.22100
2020-12-31,398.69700,415.83500,72.87700,48.79500,936.20400,98.27800,,1861.17700,221.44100,2512.68400,3448.88800,712.23800,987.85700,56.34000,1241.72100,1953.95900,1.16700,-38.75200,-90.86500,1494.92900,3448.88800
2020-09-30,303.58700,415.22100,69.40800,45.23100,833.44700,101.49900,30.97000,1863.35600,212.57000,2549.29100,3382.73800,680.76000,1005.31400,55.93600,1263.73000,1944.49000,1.16100,-62.26700,-103.37400,1438.24800,3382.73800
2020-06-30,403.25800,319.24400,72.63000,52.10600,847.23800,101.61700,31.95800,1852.37700,195.23400,2528.93100,3376.16900,666.29100,1124.70200,52.34800,1382.31100,2048.60200,1.16000,-115.67300,-110.21100,1327.56700,3376.16900
2020-03-31,861.03000,352.67300,66.85400,60.86900,1341.42600,104.14700,22.68700,1854.27200,184.24000,2525.04500,3866.47100,1192.17200,1134.28700,51.89400,1400.21800,2592.39000,1.15700,-150.35100,-113.49500,1274.08100,3866.47100
2019-12-31,266.27700,344.41200,70.32300,58.15700,739.16900,105.17100,28.22000,1872.05900,161.85900,2540.65800,3279.82700,631.51200,1124.34500,55.63800,1400.49800,2032.01000,1.15500,-157.50700,-103.86100,1247.81700,3279.82700
2019-09-30,297.47000,372.74300,52.70100,59.70700,782.62100,105.53100,29.54400,1408.12800,140.13000,1881.96700,2664.58800,638.15500,669.13400,102.49500,824.43490,1462.59000,1.14900,-191.39000,-110.71000,1201.99800,2664.58800
2019-06-30,300.93500,321.42600,69.81900,60.48300,752.66300,107.75200,21.55300,1428.26400,148.99800,1895.93800,2648.60100,601.22200,698.91600,87.22600,831.78410,1433.00600,1.15100,-197.05600,-93.01200,1215.59500,2648.60100
2019-03-31,319.72700,352.21700,66.21000,52.44800,790.60200,106.83700,30.98700,1421.91300,169.59600,1925.21700,2715.81900,598.38300,738.70000,84.28700,869.72800,1468.11100,1.18100,-182.29800,-95.12400,1247.70800,2715.81900
2018-12-31,302.58800,385.67000,63.04500,48.68200,799.98500,107.35900,30.05400,1435.98500,178.43700,1952.98400,2752.96900,540.96900,778.48400,65.88900,890.83100,1431.80000,1.18700,-138.78500,-95.10800,1321.16900,2752.96900
2018-09-30,285.78200,129.29700,48.99700,169.70800,633.78400,80.61300,30.11500,1382.65900,36.28500,1695.23800,2329.02200,735.27900,643.26800,58.44500,719.15400,1454.43300,1.18000,-599.40900,-85.58500,874.58900,2329.02200
