,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,351.00000,2752.00000,164.00000,284.00000,3551.00000,15719.00000,578.00000,10150.00000,1369.00000,27816.00000,31367.00000,4394.00000,14570.00000,3806.00000,20109.00000,24503.00000,6.00000,13167.00000,-69.00000,6864.00000,31367.00000
2022-09-30,137.00000,2676.00000,159.00000,292.00000,3264.00000,14742.00000,593.00000,9939.00000,1303.00000,26577.00000,29841.00000,3834.00000,13805.00000,3561.00000,18995.00000,22829.00000,6.00000,12933.00000,-92.00000,7012.00000,29841.00000
2022-06-30,894.00000,2665.00000,159.00000,269.00000,3987.00000,14382.00000,607.00000,9856.00000,1296.00000,26141.00000,30128.00000,3722.00000,14046.00000,3536.00000,19214.00000,22936.00000,6.00000,12563.00000,-17.00000,7192.00000,30128.00000
2022-03-31,155.00000,2479.00000,149.00000,276.00000,3059.00000,14298.00000,625.00000,9902.00000,1335.00000,26160.00000,29219.00000,3806.00000,13052.00000,3535.00000,18267.00000,22073.00000,6.00000,12247.00000,15.00000,7146.00000,29219.00000
2021-12-31,118.00000,2546.00000,135.00000,270.00000,3069.00000,14419.00000,432.00000,9926.00000,1251.00000,26028.00000,29097.00000,4082.00000,12697.00000,3498.00000,17889.00000,21971.00000,6.00000,12004.00000,17.00000,7126.00000,29097.00000
2021-09-30,116.00000,2669.00000,132.00000,267.00000,3184.00000,14083.00000,402.00000,9925.00000,1247.00000,25657.00000,28841.00000,4102.00000,12446.00000,3411.00000,17565.00000,21667.00000,6.00000,11740.00000,12.00000,7174.00000,28841.00000
2021-06-30,148.00000,2645.00000,126.00000,307.00000,3226.00000,14110.00000,417.00000,9948.00000,1336.00000,25811.00000,29037.00000,3683.00000,12883.00000,3373.00000,18000.00000,21683.00000,6.00000,11444.00000,70.00000,7354.00000,29037.00000
2021-03-31,476.00000,2427.00000,124.00000,300.00000,3327.00000,14038.00000,426.00000,9970.00000,1309.00000,25743.00000,29070.00000,3285.00000,13244.00000,3307.00000,18356.00000,21641.00000,6.00000,11337.00000,48.00000,7429.00000,29070.00000
2020-12-31,553.00000,2624.00000,124.00000,239.00000,3540.00000,14148.00000,426.00000,10018.00000,1213.00000,25805.00000,29345.00000,3553.00000,13259.00000,3273.00000,18338.00000,21891.00000,6.00000,11159.00000,39.00000,7454.00000,29345.00000
2020-09-30,703.00000,2217.00000,117.00000,320.00000,3357.00000,12846.00000,425.00000,6954.00000,1190.00000,21415.00000,24772.00000,2806.00000,10255.00000,3086.00000,14809.00000,17615.00000,6.00000,10952.00000,-16.00000,7157.00000,24772.00000
