,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,2271.00000,2231.00000,1999.00000,2499.00000,9000.00000,2263.00000,20547.00000,4431.00000,27241.00000,36241.00000,8160.00000,8159.00000,3208.00000,11367.00000,19527.00000,477.00000,30076.00000,-1255.00000,16714.00000,36241.00000
2022-09-30,1804.00000,2261.00000,1742.00000,2699.00000,8506.00000,2239.00000,20518.00000,4409.00000,27166.00000,35672.00000,7777.00000,8259.00000,3320.00000,11579.00000,19356.00000,477.00000,28053.00000,-1485.00000,16316.00000,35672.00000
2022-06-30,2529.00000,2957.00000,2319.00000,1570.00000,9375.00000,3359.00000,21678.00000,2630.00000,27667.00000,37042.00000,8812.00000,8367.00000,3576.00000,11943.00000,20755.00000,477.00000,27618.00000,-1152.00000,16287.00000,37042.00000
2022-03-31,6929.00000,2958.00000,2399.00000,1253.00000,13539.00000,3567.00000,10330.00000,2061.00000,15958.00000,29497.00000,8072.00000,8203.00000,2608.00000,10811.00000,18883.00000,477.00000,27003.00000,-957.00000,10614.00000,29497.00000
2021-12-31,4726.00000,2745.00000,2335.00000,1054.00000,10860.00000,3685.00000,10486.00000,1928.00000,16099.00000,26959.00000,5331.00000,8722.00000,2618.00000,11340.00000,16671.00000,477.00000,26636.00000,-922.00000,10288.00000,26959.00000
2021-09-30,2354.00000,2971.00000,2050.00000,1057.00000,8432.00000,3738.00000,10600.00000,1945.00000,16283.00000,24715.00000,6246.00000,5793.00000,2753.00000,8546.00000,14792.00000,477.00000,26047.00000,-872.00000,9923.00000,24715.00000
2021-06-30,2860.00000,2754.00000,2114.00000,1038.00000,8766.00000,3664.00000,10770.00000,1284.00000,15718.00000,24484.00000,6670.00000,5835.00000,2640.00000,8475.00000,15145.00000,477.00000,25678.00000,-1307.00000,9339.00000,24484.00000
2021-03-31,2342.00000,2754.00000,2016.00000,849.00000,7961.00000,3663.00000,10882.00000,1294.00000,15839.00000,23800.00000,6294.00000,5823.00000,2503.00000,8326.00000,14620.00000,477.00000,25354.00000,-1322.00000,9180.00000,23800.00000
2020-12-31,2197.00000,2652.00000,2013.00000,819.00000,7681.00000,3693.00000,11028.00000,1276.00000,15997.00000,23678.00000,6376.00000,5892.00000,2471.00000,8363.00000,14739.00000,477.00000,25096.00000,-1330.00000,8939.00000,23678.00000
2020-09-30,3315.00000,2802.00000,1928.00000,761.00000,8806.00000,3688.00000,9202.00000,1186.00000,14076.00000,22882.00000,5785.00000,6326.00000,2324.00000,8650.00000,14435.00000,477.00000,24955.00000,-1577.00000,8447.00000,22882.00000
2020-06-30,2450.00000,2512.00000,2102.00000,815.00000,7879.00000,3565.00000,9112.00000,1174.00000,13851.00000,21730.00000,5985.00000,5500.00000,2367.00000,7867.00000,13852.00000,477.00000,24531.00000,-1699.00000,7878.00000,21730.00000
2020-03-31,2583.00000,2641.00000,2058.00000,750.00000,8032.00000,3553.00000,9018.00000,1108.00000,13679.00000,21711.00000,7940.00000,3960.00000,2248.00000,6208.00000,14148.00000,477.00000,24431.00000,-1903.00000,7563.00000,21711.00000
2019-12-31,1635.00000,2726.00000,2064.00000,771.00000,7196.00000,3633.00000,9145.00000,1127.00000,13905.00000,21101.00000,6340.00000,4018.00000,2284.00000,6302.00000,12642.00000,477.00000,24220.00000,-1576.00000,8459.00000,21101.00000
2019-09-30,1494.00000,2985.00000,1880.00000,780.00000,7139.00000,3642.00000,9151.00000,565.00000,13358.00000,20497.00000,5976.00000,4277.00000,1971.00000,6248.00000,12224.00000,477.00000,24199.00000,-1722.00000,8273.00000,20497.00000
2019-06-30,1603.00000,2901.00000,2061.00000,785.00000,7350.00000,3614.00000,9235.00000,1118.00000,13967.00000,21317.00000,6218.00000,4336.00000,1959.00000,6295.00000,12513.00000,477.00000,23777.00000,-1016.00000,8804.00000,21317.00000
2019-03-31,1384.00000,2911.00000,2073.00000,784.00000,7152.00000,3615.00000,9210.00000,1094.00000,13919.00000,21071.00000,6714.00000,3786.00000,1999.00000,5785.00000,12499.00000,477.00000,23475.00000,-928.00000,8572.00000,21071.00000
2018-12-31,1248.00000,2733.00000,1980.00000,697.00000,6658.00000,3551.00000,9182.00000,1038.00000,13771.00000,20429.00000,7540.00000,2641.00000,1972.00000,4613.00000,12153.00000,477.00000,23252.00000,-1052.00000,8276.00000,20429.00000
2018-09-30,1093.00000,3023.00000,1813.00000,690.00000,6619.00000,3562.00000,9206.00000,1003.00000,13771.00000,20390.00000,6164.00000,3137.00000,2099.00000,5236.00000,11400.00000,477.00000,23072.00000,-1015.00000,8990.00000,20390.00000
2018-06-30,3411.00000,3027.00000,1805.00000,333.00000,8576.00000,3260.00000,7902.00000,749.00000,11911.00000,20487.00000,6954.00000,3126.00000,1947.00000,5073.00000,12027.00000,477.00000,22660.00000,-1092.00000,8460.00000,20487.00000
2018-03-31,2444.00000,3042.00000,1897.00000,342.00000,7725.00000,3299.00000,8024.00000,737.00000,12060.00000,19785.00000,5945.00000,3357.00000,1946.00000,5303.00000,11248.00000,477.00000,22254.00000,-827.00000,8537.00000,19785.00000
2017-12-31,3096.00000,2881.00000,1845.00000,330.00000,8152.00000,3279.00000,7734.00000,693.00000,11706.00000,19858.00000,6192.00000,3375.00000,1903.00000,5278.00000,11470.00000,477.00000,22079.00000,-992.00000,8388.00000,19858.00000
2017-09-30,3062.00000,3072.00000,1696.00000,422.00000,8252.00000,3321.00000,7206.00000,810.00000,11337.00000,19589.00000,5045.00000,3794.00000,1980.00000,5774.00000,10819.00000,477.00000,21995.00000,-1019.00000,8770.00000,19589.00000
2017-06-30,3140.00000,2926.00000,1891.00000,597.00000,8554.00000,3304.00000,7164.00000,380.00000,10848.00000,19402.00000,5370.00000,3797.00000,2213.00000,6010.00000,11380.00000,477.00000,21800.00000,-1575.00000,8022.00000,19402.00000
2017-03-31,5039.00000,2479.00000,1331.00000,597.00000,9446.00000,2880.00000,4760.00000,191.00000,7831.00000,17277.00000,3771.00000,3816.00000,1633.00000,5449.00000,9220.00000,477.00000,21696.00000,-1690.00000,8057.00000,17277.00000
