,cash-on-hand,receivables-total,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,532.00000,9403.00000,9935.00000,10027.00000,46768.00000,346.00000,7612.00000,65559.00000,75494.00000,42611.00000,8165.00000,8997.00000,17405.00000,60016.00000,2.00000,15144.00000,-3284.00000,15478.00000,75494.00000
2022-09-30,886.00000,9458.00000,10344.00000,9949.00000,45997.00000,344.00000,7690.00000,64767.00000,75111.00000,42522.00000,8475.00000,9216.00000,17936.00000,60458.00000,2.00000,15377.00000,-3803.00000,14653.00000,75111.00000
2022-06-30,951.00000,9701.00000,10652.00000,9962.00000,48075.00000,346.00000,7244.00000,66419.00000,77071.00000,42933.00000,8443.00000,9124.00000,17917.00000,60850.00000,2.00000,15261.00000,-2510.00000,16221.00000,77071.00000
2022-03-31,798.00000,9259.00000,10057.00000,9896.00000,51102.00000,348.00000,6975.00000,69087.00000,79144.00000,43017.00000,8883.00000,8834.00000,18432.00000,61449.00000,2.00000,15097.00000,-1251.00000,17695.00000,79144.00000
2021-12-31,621.00000,9273.00000,9894.00000,9888.00000,53938.00000,349.00000,6820.00000,71732.00000,81626.00000,43354.00000,8986.00000,9032.00000,19097.00000,62451.00000,2.00000,14776.00000,186.00000,19175.00000,81626.00000
2021-09-30,811.00000,9187.00000,9998.00000,9878.00000,54043.00000,349.00000,6737.00000,71728.00000,81726.00000,43459.00000,8925.00000,9123.00000,19137.00000,62596.00000,3.00000,15336.00000,191.00000,19130.00000,81726.00000
2021-06-30,578.00000,9162.00000,9740.00000,9847.00000,54374.00000,350.00000,6576.00000,71868.00000,81608.00000,43133.00000,8988.00000,9006.00000,19077.00000,62210.00000,3.00000,15132.00000,327.00000,19398.00000,81608.00000
2021-03-31,660.00000,8539.00000,9199.00000,9921.00000,52359.00000,349.00000,7436.00000,70806.00000,80005.00000,41598.00000,8996.00000,9950.00000,19870.00000,61468.00000,3.00000,14394.00000,34.00000,18537.00000,80005.00000
2020-12-31,478.00000,7833.00000,8311.00000,10451.00000,53844.00000,785.00000,6137.00000,71925.00000,80236.00000,41272.00000,10072.00000,8646.00000,19783.00000,61055.00000,3.00000,14150.00000,581.00000,19181.00000,80236.00000
2020-09-30,886.00000,7850.00000,8736.00000,10468.00000,52772.00000,765.00000,6026.00000,70728.00000,79464.00000,41033.00000,10373.00000,8525.00000,19811.00000,60844.00000,3.00000,14437.00000,238.00000,18620.00000,79464.00000
2020-06-30,668.00000,8431.00000,9099.00000,10475.00000,51486.00000,764.00000,5916.00000,69340.00000,78439.00000,40894.00000,9958.00000,8299.00000,19132.00000,60026.00000,3.00000,14316.00000,5.00000,18413.00000,78439.00000
2020-03-31,939.00000,8136.00000,9075.00000,14751.00000,47842.00000,763.00000,6140.00000,70179.00000,79254.00000,41060.00000,9508.00000,8650.00000,19016.00000,60076.00000,3.00000,15167.00000,-1093.00000,19178.00000,79254.00000
2019-12-31,336.00000,7675.00000,8011.00000,15568.00000,51250.00000,767.00000,5985.00000,74232.00000,82243.00000,38799.00000,11456.00000,8890.00000,21514.00000,60313.00000,3.00000,15823.00000,-68.00000,21930.00000,82243.00000
2019-09-30,442.00000,7622.00000,8064.00000,15561.00000,51387.00000,772.00000,6047.00000,74435.00000,82499.00000,38838.00000,11395.00000,8867.00000,21403.00000,60241.00000,3.00000,16427.00000,17.00000,22258.00000,82499.00000
2019-06-30,440.00000,8144.00000,8584.00000,15513.00000,50740.00000,768.00000,5991.00000,73693.00000,82277.00000,38577.00000,11456.00000,8623.00000,21306.00000,59883.00000,3.00000,16374.00000,3.00000,22394.00000,82277.00000
2019-03-31,339.00000,8012.00000,8351.00000,15407.00000,49468.00000,682.00000,5877.00000,72098.00000,80449.00000,37775.00000,11229.00000,8459.00000,20772.00000,58547.00000,3.00000,16144.00000,-390.00000,21902.00000,80449.00000
2018-12-31,405.00000,7960.00000,8365.00000,15511.00000,48186.00000,665.00000,4956.00000,69951.00000,78316.00000,36823.00000,11359.00000,7907.00000,20107.00000,56930.00000,3.00000,15773.00000,-880.00000,21386.00000,78316.00000
2018-09-30,571.00000,7836.00000,8407.00000,15467.00000,48695.00000,657.00000,4845.00000,70318.00000,78725.00000,36864.00000,11311.00000,7753.00000,19975.00000,56839.00000,3.00000,16790.00000,-758.00000,21886.00000,78725.00000
2018-06-30,453.00000,8217.00000,8670.00000,15471.00000,50469.00000,658.00000,4791.00000,72062.00000,80732.00000,37559.00000,11290.00000,9146.00000,21315.00000,58874.00000,3.00000,16532.00000,-625.00000,21858.00000,80732.00000
2018-03-31,451.00000,7893.00000,8344.00000,15461.00000,51065.00000,661.00000,4590.00000,72442.00000,80786.00000,37599.00000,11255.00000,7350.00000,19339.00000,56938.00000,3.00000,16321.00000,-417.00000,23848.00000,80786.00000
2017-12-31,472.00000,7613.00000,8085.00000,15427.00000,52226.00000,659.00000,2555.00000,71501.00000,79586.00000,37552.00000,11253.00000,5466.00000,17468.00000,55020.00000,3.00000,16096.00000,-26.00000,24566.00000,79586.00000
2017-09-30,416.00000,7792.00000,8208.00000,15475.00000,52134.00000,648.00000,2419.00000,71319.00000,79527.00000,37827.00000,11239.00000,5195.00000,17339.00000,55166.00000,3.00000,15811.00000,32.00000,24361.00000,79527.00000
2017-06-30,357.00000,7977.00000,8334.00000,15447.00000,51606.00000,647.00000,2420.00000,70767.00000,79101.00000,37780.00000,11094.00000,5269.00000,17215.00000,54995.00000,3.00000,15677.00000,-36.00000,24106.00000,79101.00000
2017-03-31,412.00000,7783.00000,8195.00000,15160.00000,51022.00000,346.00000,1765.00000,68919.00000,77114.00000,37121.00000,10534.00000,4940.00000,16259.00000,53380.00000,3.00000,15466.00000,-149.00000,23734.00000,77114.00000
2016-12-31,327.00000,7644.00000,7971.00000,15230.00000,50711.00000,346.00000,1736.00000,68623.00000,76594.00000,36691.00000,10668.00000,5238.00000,16542.00000,53233.00000,3.00000,15196.00000,-223.00000,23361.00000,76594.00000
2016-09-30,344.00000,7853.00000,8197.00000,15200.00000,52385.00000,347.00000,1760.00000,70311.00000,78508.00000,38389.00000,10737.00000,5241.00000,16713.00000,55102.00000,3.00000,15031.00000,144.00000,23406.00000,78508.00000
2016-06-30,348.00000,8616.00000,8964.00000,15126.00000,52359.00000,348.00000,1766.00000,70219.00000,79183.00000,39620.00000,10735.00000,5193.00000,16532.00000,56152.00000,3.00000,14724.00000,119.00000,23031.00000,79183.00000
2016-03-31,308.00000,8227.00000,8535.00000,15351.00000,50650.00000,350.00000,1716.00000,68689.00000,77224.00000,37958.00000,10584.00000,5017.00000,16141.00000,54099.00000,3.00000,14812.00000,-126.00000,23125.00000,77224.00000
2015-12-31,440.00000,8041.00000,8481.00000,15477.00000,49400.00000,351.00000,1699.00000,67525.00000,76006.00000,38093.00000,9520.00000,5201.00000,15103.00000,53196.00000,3.00000,14731.00000,-357.00000,22810.00000,76006.00000
2015-09-30,328.00000,8079.00000,8407.00000,15902.00000,50550.00000,352.00000,1715.00000,69125.00000,77532.00000,38104.00000,9492.00000,4987.00000,15275.00000,53379.00000,4.00000,15906.00000,-23.00000,24153.00000,77532.00000
2015-06-30,249.00000,8097.00000,8346.00000,15917.00000,51048.00000,373.00000,1710.00000,69669.00000,78015.00000,38170.00000,9791.00000,4949.00000,15513.00000,53683.00000,4.00000,15747.00000,53.00000,24332.00000,78015.00000
2015-03-31,271.00000,8157.00000,8428.00000,15376.00000,52192.00000,371.00000,1640.00000,70195.00000,78623.00000,38318.00000,9863.00000,4882.00000,15675.00000,53993.00000,4.00000,15600.00000,298.00000,24630.00000,78623.00000
2014-12-31,364.00000,7770.00000,8134.00000,15611.00000,52032.00000,374.00000,1616.00000,70233.00000,78367.00000,37388.00000,10333.00000,5103.00000,16329.00000,53717.00000,4.00000,15515.00000,280.00000,24650.00000,78367.00000
2014-09-30,637.00000,8185.00000,8822.00000,14411.00000,52644.00000,353.00000,1672.00000,69707.00000,78529.00000,37608.00000,10051.00000,4724.00000,15805.00000,53413.00000,4.00000,15817.00000,638.00000,25116.00000,78529.00000
2014-06-30,277.00000,8441.00000,8718.00000,14133.00000,52951.00000,355.00000,1681.00000,74176.00000,82894.00000,38359.00000,9828.00000,4410.00000,19180.00000,57539.00000,4.00000,15633.00000,807.00000,25355.00000,82894.00000
2014-03-31,301.00000,8355.00000,8656.00000,14974.00000,52063.00000,354.00000,5104.00000,73147.00000,81803.00000,37787.00000,10456.00000,7545.00000,18899.00000,56686.00000,4.00000,15541.00000,563.00000,25117.00000,81803.00000
2013-12-31,294.00000,9338.00000,9632.00000,13524.00000,52945.00000,357.00000,1816.00000,70307.00000,79939.00000,39347.00000,9525.00000,4813.00000,15686.00000,55033.00000,4.00000,15508.00000,339.00000,24906.00000,79939.00000
2013-09-30,257.00000,9023.00000,9280.00000,14381.00000,52358.00000,991.00000,1858.00000,70230.00000,79510.00000,39186.00000,9705.00000,4967.00000,15503.00000,54689.00000,4.00000,15911.00000,20.00000,24821.00000,79510.00000
2013-06-30,166.00000,9519.00000,9685.00000,14525.00000,52332.00000,989.00000,1865.00000,70361.00000,80046.00000,39681.00000,10039.00000,4935.00000,15723.00000,55404.00000,4.00000,15654.00000,37.00000,24642.00000,80046.00000
