,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,28.50000,1321.80000,924.60000,156.50000,339.60000,2771.00000,28575.30000,1875.90000,3052.80000,356.00000,37990.00000,40761.00000,3369.70000,14910.70000,5767.70000,25795.20000,29164.90000,3.20000,7242.00000,-3.20000,11596.10000,40761.00000
2022-06-30,30.30000,1447.70000,572.20000,226.50000,365.80000,2642.50000,27626.20000,1837.20000,3052.80000,361.60000,36964.60000,39607.10000,3817.80000,13523.40000,5681.30000,24298.70000,28116.50000,3.20000,7169.50000,-3.20000,11490.60000,39607.10000
2022-03-31,33.80000,1635.70000,368.80000,172.90000,351.40000,2562.60000,27110.20000,1818.20000,3052.80000,356.90000,36411.90000,38974.50000,3264.40000,13514.30000,5722.80000,24265.60000,27530.00000,3.20000,7111.40000,-3.20000,11444.50000,38974.50000
2021-12-31,16.30000,1505.70000,635.80000,245.50000,253.40000,2656.70000,26982.40000,1789.40000,3052.80000,361.10000,36331.80000,38988.50000,3753.00000,13523.70000,5681.80000,24122.20000,27875.20000,3.20000,6775.10000,-3.20000,11113.30000,38988.50000
2021-09-30,26.00000,1103.80000,645.70000,195.70000,437.70000,2408.90000,26622.70000,1791.30000,3052.80000,1036.50000,35992.00000,38400.90000,3692.60000,12678.10000,5925.10000,23601.70000,27294.30000,3.20000,6764.50000,-3.60000,11106.60000,38400.90000
2021-06-30,35.00000,1182.70000,452.70000,283.70000,324.00000,2278.10000,26266.40000,1782.00000,3052.80000,1005.70000,35516.80000,37794.90000,3373.90000,12695.70000,5710.40000,23390.60000,26764.50000,3.20000,6688.20000,-4.60000,11030.40000,37794.90000
2021-03-31,26.10000,1369.90000,353.50000,258.80000,347.20000,2355.50000,25994.40000,1773.60000,3052.80000,937.20000,35245.10000,37600.60000,3714.90000,12317.70000,5660.00000,22918.10000,26633.00000,3.20000,6626.00000,-5.70000,10967.60000,37600.60000
2020-12-31,24.80000,1202.80000,528.60000,263.40000,63.40000,2083.00000,25707.40000,1764.30000,3052.80000,295.60000,34945.10000,37028.10000,4148.10000,11728.10000,5690.40000,22217.50000,26365.60000,3.20000,6329.60000,-6.80000,10662.50000,37028.10000
2020-09-30,13.10000,911.80000,573.40000,169.50000,59.40000,1727.20000,24551.70000,1750.40000,3052.80000,877.70000,33694.80000,35422.00000,2840.00000,11652.50000,5657.30000,22022.90000,24862.90000,3.20000,6290.10000,-6.40000,10559.10000,35422.00000
2020-06-30,13.30000,957.90000,467.70000,210.30000,64.20000,1713.40000,24171.80000,1744.70000,3052.80000,848.90000,33328.60000,35042.00000,3484.60000,10721.60000,5651.30000,21064.70000,24549.30000,3.20000,6222.80000,-7.30000,10492.70000,35042.00000
2020-03-31,15.40000,1176.90000,391.10000,200.00000,61.90000,1845.30000,23797.10000,1717.70000,3052.80000,853.20000,32986.90000,34832.20000,2847.70000,11194.70000,5682.50000,21499.90000,24347.60000,3.20000,6180.70000,-7.10000,10484.60000,34832.20000
2019-12-31,37.50000,1176.50000,549.80000,261.80000,68.00000,2093.60000,23620.10000,1720.80000,3052.80000,957.80000,32858.20000,34951.80000,3182.70000,11211.00000,5710.90000,21514.50000,24697.20000,3.20000,5927.70000,-4.10000,10254.60000,34951.80000
2019-09-30,20.00000,911.80000,593.30000,166.10000,81.80000,1773.00000,23035.10000,1720.40000,3052.80000,796.00000,32604.20000,34377.20000,2818.40000,10897.30000,5947.00000,21372.40000,24190.80000,3.20000,5869.90000,-7.10000,10186.40000,34377.20000
2019-06-30,37.90000,1004.30000,461.40000,254.80000,80.30000,1838.70000,22535.80000,1696.50000,3052.80000,803.50000,32095.60000,33934.30000,3362.00000,9921.00000,5982.20000,20424.00000,23786.00000,3.20000,5821.70000,-6.60000,10148.33000,33934.30000
2019-03-31,30.60000,1430.10000,330.10000,167.20000,50.30000,2008.30000,22193.30000,1670.60000,3052.80000,802.30000,31728.80000,33737.10000,2889.90000,10326.70000,6015.90000,20735.10000,23625.00000,3.20000,5772.10000,-4.00000,10112.10000,33737.10000
2018-12-31,84.50000,1280.90000,548.20000,256.80000,77.20000,2247.60000,22000.90000,1665.30000,3052.80000,704.10000,31228.20000,33475.80000,3331.70000,9994.00000,5976.10000,20301.40000,23633.10000,3.20000,5538.20000,-2.60000,9842.70000,33475.80000
2018-09-30,14.50000,1017.30000,608.50000,137.60000,61.80000,1839.70000,21663.70000,1613.70000,3052.80000,749.00000,30722.70000,32562.40000,3602.50000,9119.00000,5811.10000,19117.20000,22719.70000,3.20000,5508.10000,2.40000,9842.70000,32562.40000
2018-06-30,29.80000,1086.10000,466.60000,178.60000,49.30000,1810.40000,21078.40000,1596.60000,3052.80000,753.50000,30127.20000,31937.60000,3053.20000,9209.30000,5779.60000,19128.20000,22181.40000,3.20000,5449.10000,2.50000,9756.20000,31937.60000
2018-03-31,48.10000,1356.80000,376.00000,165.90000,34.00000,1980.80000,21466.30000,1598.90000,3052.80000,757.10000,29804.80000,31785.60000,3605.90000,8617.50000,5732.90000,18481.50000,22087.40000,3.20000,5392.70000,4.60000,9698.20000,31785.60000
2017-12-31,38.90000,1350.70000,539.00000,210.00000,74.90000,2213.50000,21347.00000,1553.40000,3053.50000,619.90000,29377.00000,31590.50000,3869.30000,8746.60000,5542.30000,18229.40000,22098.70000,3.20000,5176.80000,2.90000,9491.80000,31590.50000
2017-09-30,18.10000,948.00000,672.20000,142.00000,43.00000,1823.30000,20882.90000,1560.80000,3053.50000,584.80000,29189.70000,31013.00000,3026.10000,8785.80000,3347.00000,18761.20000,21787.30000,3.20000,4908.30000,2.40000,9225.70000,31013.00000
2017-06-30,36.50000,1004.30000,510.00000,181.60000,47.30000,1779.70000,20524.30000,1544.00000,3053.50000,549.70000,28779.90000,30559.60000,2787.30000,8799.70000,3367.70000,18589.10000,21376.40000,3.20000,4857.00000,2.50000,9183.20000,30559.60000
