,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,36123.00000,16076.00000,9513.00000,,6149.00000,70403.00000,15441.00000,13888.00000,77592.00000,10890.00000,124947.00000,195350.00000,44314.00000,32629.00000,21940.00000,58145.00000,102459.00000,476.00000,122967.00000,-8225.00000,,92891.00000,195350.00000
2022-06-30,33304.00000,15155.00000,10454.00000,,5970.00000,67466.00000,15244.00000,18962.00000,78956.00000,7659.00000,127823.00000,195290.00000,47410.00000,34294.00000,22301.00000,60410.00000,107821.00000,476.00000,116608.00000,-7119.00000,,87469.00000,195290.00000
2022-03-31,23897.00000,13225.00000,9979.00000,,4202.00000,54420.00000,15109.00000,20737.00000,80027.00000,7879.00000,129420.00000,183841.00000,39268.00000,35656.00000,22082.00000,61887.00000,101155.00000,476.00000,111193.00000,-6157.00000,,82685.00000,183841.00000
2021-12-31,31069.00000,11479.00000,9059.00000,,3820.00000,59693.00000,14882.00000,21526.00000,74354.00000,7679.00000,121782.00000,181476.00000,42671.00000,36195.00000,21074.00000,61342.00000,104013.00000,473.00000,103394.00000,-5897.00000,,77462.00000,181476.00000
2021-09-30,29696.00000,11897.00000,8640.00000,,7667.00000,57900.00000,14436.00000,21597.00000,75795.00000,6705.00000,121288.00000,179188.00000,41803.00000,36250.00000,20537.00000,61418.00000,103221.00000,473.00000,102252.00000,-5649.00000,,75967.00000,179188.00000
2021-06-30,21700.00000,10587.00000,8948.00000,,7579.00000,48814.00000,14224.00000,20942.00000,77190.00000,6056.00000,121106.00000,169920.00000,35664.00000,35354.00000,19487.00000,63941.00000,99605.00000,472.00000,96346.00000,-4758.00000,,70315.00000,169920.00000
2021-03-31,13667.00000,9864.00000,8493.00000,,7510.00000,39533.00000,14011.00000,20228.00000,77765.00000,4744.00000,119285.00000,158818.00000,26652.00000,35347.00000,18436.00000,63299.00000,89953.00000,472.00000,95158.00000,-4664.00000,,68865.00000,158818.00000
2020-12-31,12223.00000,7913.00000,8020.00000,,3646.00000,35067.00000,13745.00000,20262.00000,77893.00000,4879.00000,119162.00000,154229.00000,25920.00000,37133.00000,18229.00000,64836.00000,90756.00000,470.00000,90392.00000,-5310.00000,,63473.00000,154229.00000
2020-09-30,21912.00000,10012.00000,9295.00000,,6519.00000,47739.00000,14403.00000,19008.00000,90829.00000,4355.00000,131244.00000,178983.00000,34154.00000,49785.00000,18571.00000,79335.00000,113487.00000,470.00000,100284.00000,-12676.00000,,65495.00000,178983.00000
2020-06-30,22794.00000,9128.00000,8564.00000,,2513.00000,46424.00000,14113.00000,18720.00000,91990.00000,4327.00000,131510.00000,177934.00000,32723.00000,50529.00000,18280.00000,80648.00000,113370.00000,470.00000,100203.00000,-13246.00000,,64564.00000,177934.00000
2020-03-31,10350.00000,9881.00000,8423.00000,,2737.00000,34738.00000,14040.00000,18220.00000,92966.00000,4166.00000,131599.00000,166336.00000,33890.00000,36281.00000,19024.00000,67108.00000,100998.00000,470.00000,101000.00000,-13131.00000,,65338.00000,166336.00000
2019-12-31,9646.00000,6772.00000,7068.00000,,2357.00000,32803.00000,12969.00000,20147.00000,82138.00000,4199.00000,134791.00000,167594.00000,37304.00000,35955.00000,19020.00000,66844.00000,104148.00000,468.00000,97670.00000,-11640.00000,,63447.00000,167594.00000
2019-09-30,9087.00000,9439.00000,8222.00000,,6713.00000,33459.00000,13701.00000,18722.00000,97660.00000,4920.00000,136987.00000,170446.00000,36974.00000,36044.00000,18885.00000,68077.00000,105051.00000,468.00000,100113.00000,-11801.00000,,65396.00000,170446.00000
2019-06-30,12912.00000,9793.00000,8233.00000,,12412.00000,47073.00000,13521.00000,2905.00000,86376.00000,4388.00000,109125.00000,156199.00000,32030.00000,36168.00000,18604.00000,64244.00000,96274.00000,468.00000,94440.00000,-11535.00000,,59924.00000,156199.00000
2019-03-31,11619.00000,9599.00000,8029.00000,,12444.00000,45290.00000,13467.00000,2859.00000,87526.00000,4333.00000,110131.00000,155421.00000,29423.00000,35733.00000,21058.00000,66839.00000,96263.00000,468.00000,93388.00000,-10923.00000,,59158.00000,155421.00000
2018-12-31,18833.00000,8025.00000,7508.00000,,12186.00000,49926.00000,13385.00000,2767.00000,88622.00000,2799.00000,109497.00000,159422.00000,31858.00000,32909.00000,20587.00000,63806.00000,95664.00000,467.00000,89554.00000,-11275.00000,,63758.00000,159422.00000
2018-09-30,17239.00000,10024.00000,8184.00000,,2450.00000,41583.00000,14036.00000,6444.00000,100920.00000,2980.00000,126255.00000,167838.00000,29013.00000,33652.00000,21656.00000,67161.00000,96174.00000,466.00000,91995.00000,-10417.00000,,71664.00000,167838.00000
2018-06-30,13431.00000,9873.00000,8074.00000,,2343.00000,37303.00000,13919.00000,6595.00000,102420.00000,2896.00000,127678.00000,164980.00000,32156.00000,28935.00000,21544.00000,62701.00000,94856.00000,465.00000,89860.00000,-10003.00000,,70124.00000,164980.00000
2018-03-31,11421.00000,9452.00000,8148.00000,,2190.00000,34835.00000,13971.00000,6945.00000,104083.00000,2896.00000,129778.00000,164612.00000,27365.00000,31831.00000,22249.00000,66706.00000,94071.00000,465.00000,89961.00000,-9402.00000,,70541.00000,164612.00000
2017-12-31,19992.00000,8221.00000,7578.00000,,5351.00000,41141.00000,13865.00000,7015.00000,104693.00000,3227.00000,130655.00000,171797.00000,30427.00000,33538.00000,24846.00000,69714.00000,100141.00000,464.00000,85291.00000,-9321.00000,,71656.00000,171797.00000
