,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,23519.00000,16160.00000,12483.00000,3132.00000,,55294.00000,19803.00000,,93556.00000,9602.00000,132084.00000,187378.00000,55802.00000,26888.00000,14743.00000,54772.00000,110574.00000,3120.00000,128345.00000,-12967.00000,76804.00000,187378.00000
2022-09-30,34079.00000,15890.00000,11675.00000,3592.00000,,65236.00000,18152.00000,,73719.00000,8625.00000,109888.00000,175124.00000,45543.00000,27603.00000,14080.00000,54982.00000,100525.00000,3120.00000,127917.00000,-15292.00000,74599.00000,175124.00000
2022-06-30,32568.00000,16139.00000,11437.00000,3703.00000,,63847.00000,18354.00000,,76574.00000,9435.00000,113877.00000,177724.00000,44821.00000,28292.00000,14686.00000,56546.00000,101367.00000,3120.00000,126216.00000,-13843.00000,76357.00000,177724.00000
2022-03-31,30388.00000,15594.00000,10990.00000,3452.00000,,60424.00000,18701.00000,,79355.00000,9939.00000,117931.00000,178355.00000,43390.00000,28851.00000,16242.00000,60256.00000,103646.00000,3120.00000,124380.00000,-13757.00000,74709.00000,178355.00000
2021-12-31,31608.00000,15283.00000,10387.00000,3701.00000,,60979.00000,18962.00000,,81638.00000,10216.00000,121039.00000,182018.00000,45226.00000,29985.00000,16399.00000,62769.00000,107995.00000,3120.00000,123060.00000,-13058.00000,74023.00000,182018.00000
2021-09-30,31001.00000,14911.00000,10387.00000,3590.00000,,59889.00000,18478.00000,,83345.00000,6870.00000,119339.00000,179228.00000,44561.00000,30130.00000,16947.00000,64395.00000,108956.00000,3120.00000,121092.00000,-15415.00000,70272.00000,179228.00000
2021-06-30,25306.00000,14871.00000,10100.00000,3492.00000,,53769.00000,18632.00000,,86063.00000,7172.00000,122671.00000,176440.00000,38721.00000,30310.00000,18446.00000,68139.00000,106860.00000,3120.00000,120154.00000,-15100.00000,69580.00000,176440.00000
2021-03-31,24619.00000,14938.00000,9952.00000,3024.00000,,52533.00000,18367.00000,,86798.00000,6538.00000,120024.00000,172557.00000,40932.00000,30263.00000,18509.00000,65791.00000,106723.00000,3120.00000,116508.00000,-15328.00000,65834.00000,172557.00000
2020-12-31,25185.00000,13576.00000,9344.00000,3132.00000,,51237.00000,18766.00000,,89795.00000,6562.00000,123657.00000,174894.00000,42493.00000,32635.00000,18503.00000,69123.00000,111616.00000,3120.00000,113890.00000,-15242.00000,63278.00000,174894.00000
2020-09-30,30781.00000,14579.00000,9599.00000,2528.00000,91.00000,57578.00000,17855.00000,,81313.00000,6131.00000,113115.00000,170693.00000,38847.00000,32680.00000,18894.00000,67373.00000,106220.00000,3120.00000,114831.00000,-14938.00000,64473.00000,170693.00000
2020-06-30,19135.00000,14645.00000,9424.00000,2588.00000,100.00000,45892.00000,17598.00000,,81303.00000,5782.00000,112488.00000,158380.00000,36772.00000,25062.00000,17625.00000,58630.00000,95402.00000,3120.00000,113898.00000,-15533.00000,62978.00000,158380.00000
2020-03-31,18024.00000,14874.00000,8868.00000,2358.00000,102.00000,44226.00000,17401.00000,,80809.00000,5042.00000,110791.00000,155017.00000,33689.00000,25393.00000,18346.00000,60034.00000,93723.00000,3120.00000,112901.00000,-16243.00000,61294.00000,155017.00000
2019-12-31,19287.00000,14481.00000,9020.00000,2392.00000,94.00000,45274.00000,17658.00000,,81282.00000,5695.00000,112454.00000,157728.00000,35964.00000,26494.00000,19178.00000,62293.00000,98257.00000,3120.00000,110659.00000,-15891.00000,59471.00000,157728.00000
