,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,654.00000,2295.00000,5596.00000,408.00000,8953.00000,9120.00000,16763.00000,1842.00000,27725.00000,36678.00000,5114.00000,7859.00000,1445.00000,11777.00000,16891.00000,45.00000,20225.00000,-215.00000,19787.00000,36678.00000
2022-09-30,1031.00000,2577.00000,5514.00000,508.00000,9630.00000,8685.00000,16765.00000,1741.00000,27191.00000,36821.00000,5313.00000,7862.00000,1377.00000,11697.00000,17010.00000,45.00000,20084.00000,-297.00000,19811.00000,36821.00000
2022-06-30,1056.00000,2518.00000,5332.00000,397.00000,9303.00000,8393.00000,16856.00000,1693.00000,26942.00000,36245.00000,4682.00000,8261.00000,1474.00000,12074.00000,16756.00000,45.00000,19708.00000,-255.00000,19489.00000,36245.00000
2022-03-31,1151.00000,2408.00000,4990.00000,448.00000,8997.00000,8193.00000,16945.00000,1763.00000,26901.00000,35898.00000,4657.00000,8270.00000,1518.00000,12085.00000,16742.00000,45.00000,19119.00000,-144.00000,19156.00000,35898.00000
2021-12-31,2956.00000,2091.00000,4454.00000,635.00000,10136.00000,8012.00000,17009.00000,1667.00000,26688.00000,36824.00000,6034.00000,8274.00000,1700.00000,12248.00000,18282.00000,45.00000,18453.00000,-172.00000,18542.00000,36824.00000
2021-09-30,2507.00000,2400.00000,4382.00000,533.00000,9822.00000,7837.00000,17068.00000,1582.00000,26487.00000,36309.00000,6325.00000,8281.00000,1654.00000,12130.00000,18455.00000,45.00000,17502.00000,-172.00000,17854.00000,36309.00000
2021-06-30,1613.00000,2324.00000,4262.00000,1009.00000,9208.00000,7725.00000,17141.00000,1589.00000,26455.00000,35663.00000,6184.00000,8786.00000,1692.00000,12786.00000,18970.00000,45.00000,16305.00000,-125.00000,16693.00000,35663.00000
2021-03-31,877.00000,2113.00000,4128.00000,896.00000,8014.00000,7661.00000,17204.00000,1595.00000,26460.00000,34474.00000,4612.00000,9784.00000,1668.00000,13792.00000,18404.00000,45.00000,15716.00000,-150.00000,16070.00000,34474.00000
2020-12-31,2406.00000,1900.00000,3915.00000,323.00000,8544.00000,7664.00000,17632.00000,1618.00000,26914.00000,35458.00000,4849.00000,10791.00000,1706.00000,14828.00000,19677.00000,45.00000,15399.00000,-102.00000,15781.00000,35458.00000
2020-09-30,1420.00000,1952.00000,3859.00000,367.00000,7598.00000,7596.00000,17673.00000,1589.00000,26858.00000,34456.00000,4234.00000,10791.00000,1728.00000,14836.00000,19070.00000,45.00000,15100.00000,-179.00000,15386.00000,34456.00000
2020-06-30,1365.00000,2064.00000,3915.00000,355.00000,7699.00000,7515.00000,17732.00000,1612.00000,26859.00000,34558.00000,4273.00000,11279.00000,1632.00000,15281.00000,19554.00000,45.00000,14769.00000,-217.00000,15004.00000,34558.00000
2020-03-31,437.00000,2248.00000,4025.00000,389.00000,7099.00000,7464.00000,17745.00000,1582.00000,26791.00000,33890.00000,4406.00000,10978.00000,1528.00000,14890.00000,19296.00000,45.00000,14392.00000,-230.00000,14594.00000,33890.00000
2019-12-31,497.00000,2063.00000,4304.00000,329.00000,7193.00000,7384.00000,17837.00000,1397.00000,26618.00000,33811.00000,5536.00000,9772.00000,1568.00000,13709.00000,19245.00000,45.00000,14178.00000,-79.00000,14566.00000,33811.00000
