,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,1612.84300,440.89600,149.70800,60.82400,2264.27100,111.36700,313.10000,169.29100,798.63000,3084.28000,638.21900,1199.46500,139.41000,1620.48800,2258.70700,0.00100,17.33500,-10.88200,825.57300,3084.28000
2022-09-30,1417.29600,367.64700,146.45100,51.27000,1982.66400,91.80100,286.43200,140.43900,697.04300,2697.83500,550.23600,1198.62700,98.94800,1537.54600,2087.78200,0.00100,-136.41800,-15.54200,610.05300,2697.83500
2022-06-30,1247.80100,312.45100,130.26600,45.47400,1735.99200,86.77800,293.89100,129.15300,684.12900,2437.10800,480.01000,1197.78600,91.21800,1506.09900,1986.10900,0.00100,-251.23000,-11.24500,450.99900,2437.10800
2022-03-31,1063.47100,358.31000,96.43600,40.56600,1558.78300,85.07300,298.81000,120.87800,685.05200,2263.27700,453.75600,1196.95000,78.87800,1478.53900,1932.29500,0.00100,-328.20600,-7.32400,330.98200,2263.27700
2021-12-31,1016.65100,333.62600,74.40000,37.78400,1462.46100,82.16700,279.01200,118.72600,602.37500,2079.25600,439.79600,951.59400,70.51200,1209.29200,1649.08800,0.00100,-405.73700,-2.02000,430.16800,2079.25600
2021-09-30,1394.12300,273.01200,65.40500,35.54100,1768.08100,73.44500,104.18400,136.11100,446.89800,2230.16400,393.45500,940.24400,71.40100,1188.89400,1582.34900,0.00100,-158.32800,-0.15200,647.81500,2230.16400
2021-06-30,1312.26100,281.15400,37.75600,34.74800,1665.91900,63.21100,106.73000,118.53200,419.04400,2100.65600,356.59300,929.01500,65.00400,1159.66400,1516.25700,0.00100,-180.13700,1.92400,584.39900,2100.65600
2021-03-31,1489.01000,236.09000,34.87600,31.38600,1791.36200,53.64800,108.95500,91.31500,386.14900,2194.19900,344.47300,917.87300,56.02700,1116.88500,1461.35800,0.00100,-19.48800,0.64000,732.84100,2194.19900
2020-12-31,679.37900,182.16500,41.76400,29.75600,933.06400,42.98500,53.59100,59.87500,249.35500,1200.10200,534.04300,4.89800,51.69500,182.06600,716.10900,0.00100,-51.18600,0.43400,483.99300,1200.10200
2020-09-30,661.79200,122.38600,37.53500,28.52100,850.23400,35.18700,51.62200,51.99800,227.61900,1092.34000,256.51900,256.45200,47.40600,419.61500,676.13400,0.00100,-124.17700,-0.35600,416.20600,1092.34000
