,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2014-09-30,1546.00000,1216.00000,771.00000,43.00000,3687.00000,3618.00000,857.00000,887.00000,365.00000,6023.00000,9710.00000,2189.00000,2639.00000,1522.00000,4386.00000,6575.00000,3613.00000,-190.00000,3135.00000,9710.00000
2014-06-30,1103.00000,1276.00000,816.00000,29.00000,3339.00000,3577.00000,880.00000,934.00000,332.00000,5994.00000,9333.00000,1543.00000,2880.00000,1581.00000,4689.00000,6232.00000,3399.00000,-53.00000,3101.00000,9333.00000
2014-03-31,1041.00000,1242.00000,816.00000,32.00000,3246.00000,3519.00000,828.00000,943.00000,332.00000,5883.00000,9129.00000,1510.00000,2881.00000,1598.00000,4699.00000,6209.00000,3179.00000,-14.00000,2920.00000,9129.00000
2013-12-31,1025.00000,1210.00000,804.00000,28.00000,3182.00000,3425.00000,841.00000,940.00000,341.00000,5836.00000,9018.00000,1545.00000,2887.00000,1662.00000,4774.00000,6319.00000,3011.00000,-4.00000,2699.00000,9018.00000
2013-09-30,1144.00000,1242.00000,753.00000,39.00000,3228.00000,3391.00000,857.00000,934.00000,498.00000,6284.00000,9512.00000,1597.00000,2870.00000,2900.00000,5831.00000,7428.00000,2385.00000,-47.00000,2084.00000,9512.00000
2013-06-30,1152.00000,1209.00000,738.00000,31.00000,3180.00000,3325.00000,808.00000,924.00000,483.00000,6142.00000,9322.00000,1544.00000,2860.00000,2886.00000,5793.00000,7337.00000,2242.00000,-91.00000,1985.00000,9322.00000
2013-03-31,1027.00000,1113.00000,758.00000,38.00000,2986.00000,3286.00000,796.00000,917.00000,480.00000,6082.00000,9068.00000,1351.00000,2959.00000,2879.00000,5882.00000,7233.00000,2123.00000,-119.00000,1835.00000,9068.00000
2012-12-31,1012.00000,1036.00000,711.00000,31.00000,2839.00000,3350.00000,800.00000,942.00000,463.00000,6161.00000,9000.00000,1355.00000,2930.00000,2935.00000,5915.00000,7270.00000,1993.00000,-89.00000,1730.00000,9000.00000
2012-09-30,984.00000,1120.00000,711.00000,47.00000,2968.00000,3295.00000,775.00000,942.00000,446.00000,5997.00000,8965.00000,1395.00000,2839.00000,2685.00000,5655.00000,7050.00000,2903.00000,-822.00000,1915.00000,8965.00000
2012-06-30,860.00000,1134.00000,726.00000,40.00000,2866.00000,3265.00000,756.00000,940.00000,390.00000,5913.00000,8779.00000,1340.00000,2845.00000,2687.00000,5662.00000,7002.00000,2798.00000,-858.00000,1777.00000,8779.00000
2012-03-31,790.00000,1135.00000,753.00000,35.00000,2817.00000,3329.00000,762.00000,985.00000,368.00000,6006.00000,8823.00000,1471.00000,2875.00000,2798.00000,5811.00000,7282.00000,2597.00000,-817.00000,1541.00000,8823.00000
2011-12-31,746.00000,1106.00000,712.00000,35.00000,2703.00000,3269.00000,824.00000,957.00000,344.00000,5815.00000,8518.00000,1385.00000,2873.00000,2827.00000,5792.00000,7177.00000,2424.00000,-850.00000,1341.00000,8518.00000
2011-09-30,768.00000,1181.00000,777.00000,71.00000,2898.00000,3233.00000,841.00000,993.00000,334.00000,5813.00000,8711.00000,1613.00000,2893.00000,2633.00000,5642.00000,7255.00000,2338.00000,-626.00000,1456.00000,8711.00000
2011-06-30,811.00000,1266.00000,779.00000,63.00000,3014.00000,3273.00000,838.00000,1051.00000,309.00000,5905.00000,8919.00000,1641.00000,2893.00000,2888.00000,5905.00000,7546.00000,2180.00000,-566.00000,1373.00000,8919.00000
2011-03-31,796.00000,1219.00000,688.00000,54.00000,2851.00000,3153.00000,822.00000,1056.00000,302.00000,5771.00000,8622.00000,1610.00000,3003.00000,2751.00000,5876.00000,7486.00000,1985.00000,-600.00000,1136.00000,8622.00000
2010-12-31,818.00000,1080.00000,610.00000,68.00000,2668.00000,3017.00000,838.00000,1026.00000,289.00000,5613.00000,8281.00000,1542.00000,2990.00000,2707.00000,5813.00000,7355.00000,1851.00000,-670.00000,926.00000,8281.00000
2010-09-30,886.00000,1161.00000,578.00000,100.00000,2767.00000,2884.00000,896.00000,1056.00000,292.00000,5627.00000,8394.00000,1637.00000,3010.00000,2698.00000,5840.00000,7477.00000,1801.00000,-606.00000,917.00000,8394.00000
2010-06-30,1083.00000,1106.00000,522.00000,70.00000,2822.00000,2676.00000,844.00000,1005.00000,273.00000,5283.00000,8105.00000,1510.00000,3162.00000,2623.00000,5906.00000,7416.00000,1664.00000,-709.00000,689.00000,8105.00000
2010-03-31,1143.00000,1077.00000,545.00000,45.00000,2851.00000,2723.00000,843.00000,1031.00000,266.00000,5351.00000,8202.00000,1540.00000,3233.00000,2726.00000,6088.00000,7628.00000,1511.00000,-686.00000,574.00000,8202.00000
2009-12-31,1257.00000,983.00000,522.00000,52.00000,2856.00000,2797.00000,872.00000,1092.00000,311.00000,5556.00000,8412.00000,1607.00000,3259.00000,2823.00000,6219.00000,7826.00000,1505.00000,-660.00000,586.00000,8412.00000
2009-09-30,1297.00000,951.00000,467.00000,85.00000,2862.00000,2687.00000,894.00000,1121.00000,328.00000,5388.00000,8250.00000,1473.00000,3312.00000,2652.00000,6091.00000,7564.00000,1505.00000,-543.00000,686.00000,8250.00000
2009-06-30,1151.00000,933.00000,473.00000,63.00000,2778.00000,2533.00000,843.00000,1116.00000,327.00000,4845.00000,7623.00000,1342.00000,3268.00000,2642.00000,6033.00000,7375.00000,1114.00000,-588.00000,248.00000,7623.00000
2009-03-31,1155.00000,846.00000,522.00000,42.00000,2589.00000,2482.00000,800.00000,1093.00000,344.00000,4748.00000,7337.00000,1299.00000,3274.00000,2599.00000,5991.00000,7290.00000,1018.00000,-690.00000,47.00000,7337.00000
