,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2013-09-30,1613.00000,8035.00000,10825.00000,401.00000,21432.00000,8749.00000,,36137.00000,1487.00000,46373.00000,67805.00000,15098.00000,8819.00000,1563.00000,14173.00000,29271.00000,17.00000,27551.00000,-194.00000,-31.00000,38534.00000,67805.00000
2013-06-30,1179.00000,7093.00000,10578.00000,413.00000,19869.00000,8708.00000,,36211.00000,1496.00000,46415.00000,66284.00000,12690.00000,9358.00000,1534.00000,14688.00000,27378.00000,17.00000,26573.00000,-198.00000,-31.00000,38906.00000,66284.00000
2013-03-31,1556.00000,6635.00000,10592.00000,340.00000,19727.00000,8556.00000,,36313.00000,1472.00000,46341.00000,66068.00000,13195.00000,9352.00000,1538.00000,14664.00000,27859.00000,17.00000,25728.00000,-182.00000,-31.00000,38209.00000,66068.00000
2012-12-31,1380.00000,6479.00000,11032.00000,577.00000,20161.00000,8632.00000,,36148.00000,1280.00000,46060.00000,66221.00000,14150.00000,9133.00000,1501.00000,14418.00000,28568.00000,17.00000,24998.00000,-181.00000,-31.00000,37653.00000,66221.00000
2012-09-30,1238.00000,6407.00000,10487.00000,212.00000,18879.00000,8369.00000,,36223.00000,1325.00000,45917.00000,64796.00000,13263.00000,9210.00000,1513.00000,14617.00000,27880.00000,17.00000,24123.00000,-170.00000,-31.00000,36916.00000,64796.00000
2012-06-30,1828.00000,6124.00000,10428.00000,384.00000,19299.00000,8614.00000,,36316.00000,1360.00000,46290.00000,65589.00000,13136.00000,9208.00000,1438.00000,14540.00000,27676.00000,17.00000,23324.00000,-171.00000,-56.00000,37913.00000,65589.00000
2012-03-31,2216.00000,6109.00000,10677.00000,351.00000,19891.00000,8517.00000,,36230.00000,1368.00000,46115.00000,66006.00000,13412.00000,9206.00000,1431.00000,14541.00000,27953.00000,16.00000,22566.00000,-171.00000,-56.00000,38053.00000,66006.00000
2011-12-31,1418.00000,6047.00000,10046.00000,580.00000,18594.00000,8467.00000,,36327.00000,1155.00000,45949.00000,64543.00000,11956.00000,9208.00000,1445.00000,14536.00000,26492.00000,16.00000,22090.00000,-172.00000,-56.00000,38051.00000,64543.00000
2011-09-30,1712.00000,5901.00000,10379.00000,502.00000,18938.00000,8642.00000,,36453.00000,1218.00000,46313.00000,65251.00000,12350.00000,10167.00000,1348.00000,15414.00000,27764.00000,16.00000,21192.00000,-152.00000,-56.00000,37487.00000,65251.00000
2011-06-30,2233.00000,5892.00000,10111.00000,327.00000,19065.00000,8483.00000,,36719.00000,1220.00000,46422.00000,65487.00000,11752.00000,10168.00000,1343.00000,15491.00000,27243.00000,16.00000,20491.00000,-153.00000,-56.00000,38244.00000,65487.00000
2011-03-31,2168.00000,5348.00000,10181.00000,174.00000,18380.00000,8350.00000,,35358.00000,740.00000,44448.00000,62828.00000,11465.00000,8669.00000,1032.00000,13444.00000,24909.00000,16.00000,19845.00000,-143.00000,-56.00000,37919.00000,62828.00000
2010-12-31,1431.00000,4925.00000,10695.00000,144.00000,17706.00000,8322.00000,,35453.00000,688.00000,44463.00000,62169.00000,11070.00000,8652.00000,1058.00000,13399.00000,24469.00000,16.00000,19303.00000,-143.00000,-56.00000,37700.00000,62169.00000
2010-09-30,983.00000,5111.00000,10585.00000,181.00000,17339.00000,8356.00000,,35549.00000,469.00000,44374.00000,61713.00000,11674.00000,8653.00000,1061.00000,13402.00000,25076.00000,16.00000,18396.00000,-133.00000,-56.00000,36637.00000,61713.00000
2010-06-30,1111.00000,5101.00000,10389.00000,171.00000,17270.00000,8248.00000,,35621.00000,385.00000,44254.00000,61524.00000,11459.00000,9454.00000,1070.00000,14193.00000,25652.00000,16.00000,17705.00000,-133.00000,-56.00000,35872.00000,61524.00000
2010-03-31,1051.00000,5149.00000,10275.00000,179.00000,17155.00000,8044.00000,,35711.00000,374.00000,44129.00000,61284.00000,12337.00000,8454.00000,1108.00000,13253.00000,25590.00000,16.00000,17004.00000,-130.00000,-56.00000,35694.00000,61284.00000
2009-12-31,1091.00000,5457.00000,10343.00000,140.00000,17537.00000,7923.00000,,35807.00000,374.00000,44104.00000,61641.00000,12300.00000,8756.00000,1102.00000,13573.00000,25873.00000,16.00000,16355.00000,-135.00000,-56.00000,35768.00000,61641.00000
2009-09-30,1135.30000,5692.90000,9975.90000,169.50000,17397.90000,8277.40000,,35826.40000,377.60000,44481.40000,61879.30000,12700.40000,8756.20000,1152.30000,13504.00000,26204.40000,16.10000,15412.70000,-143.70000,-55.50000,35674.90000,61879.30000
2009-06-30,1225.30000,5519.80000,9400.50000,220.80000,16771.60000,8119.70000,,35780.60000,364.10000,44264.40000,61036.00000,12763.80000,7305.20000,1108.30000,12120.60000,24884.40000,16.00000,14501.40000,-141.00000,-55.50000,36151.60000,61036.00000
2009-03-31,997.40000,5358.20000,9052.40000,261.00000,16088.60000,8325.40000,,35856.70000,385.40000,44567.50000,60656.10000,11498.80000,9056.30000,1108.30000,13868.10000,25366.90000,16.00000,13726.50000,-141.90000,-55.50000,35289.20000,60656.10000
