,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,418.00000,645.00000,592.00000,284.00000,1939.00000,714.00000,4459.00000,209.00000,5583.00000,7522.00000,1296.00000,1737.00000,475.00000,2612.00000,3908.00000,3.00000,498.00000,-844.00000,3614.00000,7522.00000
2022-06-30,362.00000,661.00000,581.00000,281.00000,1885.00000,744.00000,5958.00000,156.00000,7063.00000,8948.00000,1241.00000,1807.00000,494.00000,2869.00000,4110.00000,3.00000,1602.00000,-719.00000,4838.00000,8948.00000
2022-03-31,374.00000,707.00000,553.00000,263.00000,1897.00000,771.00000,6172.00000,128.00000,7275.00000,9172.00000,1372.00000,1872.00000,518.00000,2936.00000,4308.00000,3.00000,1556.00000,-629.00000,4864.00000,9172.00000
2021-12-31,339.00000,750.00000,515.00000,248.00000,1852.00000,773.00000,6295.00000,121.00000,7387.00000,9239.00000,1261.00000,1913.00000,528.00000,2981.00000,4242.00000,3.00000,1514.00000,-592.00000,4997.00000,9239.00000
2021-09-30,281.00000,732.00000,548.00000,244.00000,1805.00000,771.00000,6402.00000,128.00000,7484.00000,9289.00000,1199.00000,1925.00000,562.00000,3027.00000,4226.00000,3.00000,1419.00000,-567.00000,5063.00000,9289.00000
2021-06-30,332.00000,678.00000,539.00000,236.00000,1785.00000,769.00000,6521.00000,119.00000,7593.00000,9378.00000,1251.00000,1946.00000,550.00000,3050.00000,4301.00000,3.00000,1402.00000,-511.00000,5077.00000,9378.00000
2021-03-31,318.00000,643.00000,500.00000,235.00000,1696.00000,758.00000,6413.00000,102.00000,7441.00000,9137.00000,1212.00000,1923.00000,536.00000,2995.00000,4207.00000,3.00000,1328.00000,-554.00000,4930.00000,9137.00000
2020-12-31,438.00000,667.00000,476.00000,217.00000,1798.00000,791.00000,6490.00000,95.00000,7552.00000,9350.00000,1372.00000,1978.00000,554.00000,3043.00000,4415.00000,3.00000,1198.00000,-464.00000,4935.00000,9350.00000
2020-09-30,1272.00000,628.10000,489.10000,190.40000,2579.60000,772.40000,5340.80000,59.00000,6316.30000,8895.90000,1178.20000,1930.00000,496.90000,2955.40000,4133.60000,2.60000,1156.20000,-577.60000,4762.30000,8895.90000
2020-06-30,1109.10000,500.20000,548.90000,204.70000,2362.90000,771.70000,5266.80000,64.00000,6241.30000,8604.20000,763.00000,2182.70000,472.90000,3195.80000,3958.80000,2.60000,1124.70000,-644.70000,4645.40000,8604.20000
2020-03-31,235.90000,709.10000,590.50000,269.70000,1805.20000,776.60000,5237.20000,92.50000,6253.20000,8058.40000,891.50000,1421.20000,482.50000,2476.70000,3368.20000,2.60000,1242.20000,-712.20000,4690.20000,8058.40000
2019-12-31,405.00000,782.00000,562.00000,251.00000,2000.00000,802.00000,5573.00000,69.00000,6603.00000,8603.00000,995.00000,1433.00000,480.00000,2513.00000,3508.00000,3.00000,1404.00000,-600.00000,5095.00000,8603.00000
2019-09-30,226.10000,698.40000,605.10000,281.70000,1811.30000,782.50000,5523.40000,92.90000,6555.50000,8366.80000,868.90000,1403.90000,415.70000,2438.80000,3307.70000,2.60000,1324.30000,-609.10000,5059.10000,8366.80000
2019-06-30,250.10000,700.10000,608.30000,269.80000,1828.30000,819.60000,5708.60000,63.00000,6747.00000,8575.30000,880.80000,1441.30000,431.20000,2511.60000,3392.40000,2.60000,1261.80000,-502.60000,5182.90000,8575.30000
2019-03-31,225.40000,658.50000,618.20000,293.50000,1795.60000,853.90000,5723.90000,67.20000,6808.90000,8604.50000,870.60000,1545.10000,418.70000,2624.40000,3495.00000,2.60000,1245.00000,-537.40000,5109.50000,8604.50000
2018-12-31,309.60000,701.90000,598.90000,277.60000,1888.00000,870.60000,5851.60000,76.80000,6799.00000,8687.00000,1013.30000,1564.90000,423.00000,2540.70000,3554.00000,2.60000,1225.90000,-478.70000,5133.00000,8687.00000
2018-09-30,233.10000,702.00000,672.00000,295.70000,1902.80000,865.70000,5931.60000,69.10000,6866.40000,8769.20000,1080.10000,1574.80000,446.30000,2534.80000,3614.90000,2.60000,1243.60000,-466.50000,5154.30000,8769.20000
2018-06-30,239.30000,710.30000,666.30000,276.50000,1892.40000,857.60000,6004.60000,67.40000,6929.60000,8822.00000,1117.70000,1586.60000,439.60000,2564.20000,3681.90000,2.60000,1216.20000,-440.80000,5140.10000,8822.00000
2018-03-31,317.10000,670.40000,696.60000,316.40000,2000.50000,888.20000,7384.60000,99.50000,8372.30000,10372.80000,895.40000,1645.50000,485.30000,2772.20000,3667.60000,2.60000,2375.90000,-281.00000,6705.20000,10372.80000
2017-12-31,320.60000,746.20000,623.10000,312.60000,2002.50000,876.00000,7339.90000,156.10000,8372.00000,10374.50000,954.50000,1611.60000,462.50000,2792.10000,3746.60000,2.60000,2316.20000,-291.00000,6627.90000,10374.50000
2017-09-30,370.00000,734.40000,624.40000,243.60000,1972.40000,859.90000,8184.10000,182.60000,9226.60000,11199.00000,848.40000,1600.70000,441.90000,2860.80000,3709.20000,2.60000,2986.00000,-318.60000,7489.80000,11199.00000
2017-06-30,268.40000,664.20000,596.80000,236.30000,1765.70000,841.00000,8083.00000,160.30000,9084.30000,10850.00000,753.70000,1587.30000,432.40000,2822.10000,3575.80000,2.60000,2915.60000,-438.00000,7274.20000,10850.00000
2017-03-31,363.30000,598.60000,565.10000,193.60000,1720.60000,807.10000,8913.30100,153.00000,9873.40000,11594.00000,747.50000,1528.10000,401.60000,2682.90000,3430.40000,2.60000,3986.40000,-658.00000,8163.60000,11594.00000
2016-12-31,383.90000,636.00000,517.10000,206.50000,1743.50000,799.80000,8909.60000,102.90000,9812.30000,11555.80000,767.60000,1511.10000,399.50000,2662.30000,3429.90000,2.60000,3948.00000,-705.70000,8125.90000,11555.80000
2016-09-30,330.70000,672.10000,556.40000,282.40000,1841.60000,822.90000,9192.30100,95.60000,10110.80000,11952.40000,770.20000,1569.80000,400.80000,2825.10000,3595.30000,2.60000,3859.00000,-479.40000,8357.10000,11952.40000
2016-06-30,311.60000,637.20000,523.10000,266.50000,1738.40000,794.10000,8823.20000,95.70000,9713.00000,11451.40000,722.50000,1171.80000,391.70000,2413.30000,3135.80000,2.60000,3784.70000,-514.60000,8315.60000,11451.40000
2016-03-31,323.10000,625.20000,562.10000,295.10000,1805.50000,816.50000,8974.10000,86.30000,9876.89900,11682.40000,854.20000,1169.10000,398.20000,2442.80000,3297.00000,2.60000,3697.50000,-431.20000,8385.40000,11682.40000
2015-12-31,284.60000,399.90000,340.40000,171.80000,1196.70000,558.80000,2588.30000,59.10000,3206.20000,4402.90000,476.00000,1141.00000,286.20000,1587.50000,2063.50000,1.60000,3591.00000,-594.00000,2339.40000,4402.90000
2015-09-30,236.40000,429.80000,361.30000,180.60000,1208.10000,555.20000,2584.70000,54.20000,3194.10000,4402.20000,933.40000,701.90000,332.50000,1187.30000,2120.70000,1.60000,3542.70000,-587.50000,2281.50000,4402.20000
2015-06-30,96.47200,447.50000,374.82000,351.53800,1270.33000,568.03600,2615.27700,43.11300,3226.42600,4496.75600,612.97300,1077.77900,334.12800,1567.49400,2180.46700,1.62800,3468.36400,-475.00600,2316.28900,4496.75600
2015-03-31,100.61900,409.86500,380.09800,309.50000,1200.08200,556.76600,2566.72800,61.25400,3184.74800,4384.83000,661.83300,1078.82300,319.45200,1548.74500,2210.57800,1.62800,3434.48400,-573.56700,2174.25200,4384.83000
2014-12-31,151.60000,426.60000,387.10000,241.70000,1207.00000,588.80000,2760.10000,90.60000,3439.50000,4646.50000,652.60000,1150.10000,356.00000,1671.70000,2324.30000,1.60000,3380.70000,-441.10000,2322.20000,4646.50000
2014-09-30,97.65200,476.85600,422.48500,260.70800,1257.70100,606.92400,2870.80800,148.62800,3626.36000,4884.06100,734.56900,1165.56600,272.20000,1653.24800,2387.81700,1.62800,3305.44800,-253.05500,2496.24400,4884.06100
2014-06-30,66.92900,503.97200,461.20300,199.17000,1231.27400,639.21200,3043.90300,157.98400,3841.09900,5072.37300,896.30900,1065.88100,294.40400,1591.29000,2487.59900,1.62800,3239.64100,-97.99900,2584.77400,5072.37300
2014-03-31,55.82300,496.22100,455.07400,195.20500,1202.32300,642.31800,3072.71200,172.08000,3887.11000,5089.43300,967.44600,1065.46300,295.65700,1597.38900,2564.83500,1.62800,3159.12300,-75.66500,2524.59800,5089.43300
2013-12-31,74.95400,472.80200,438.55900,157.48700,1143.80200,637.17200,3076.91900,220.15400,3934.24500,5078.04700,796.40500,1166.17800,299.09600,1703.66800,2500.07300,1.62800,3095.72100,-69.06200,2577.97400,5078.04700
2013-09-30,50.65800,502.37000,448.27700,151.84000,1153.14500,628.50900,3018.60600,209.71900,3856.83400,5009.97900,777.56100,1164.79400,361.93800,1753.40000,2530.96100,1.62800,3030.25200,-120.10400,2479.01800,5009.97900
2013-06-30,57.02700,499.00600,433.18900,180.81100,1170.03300,605.02800,2945.19600,154.42600,3704.65000,4874.68300,890.61500,1123.79200,353.55600,1695.97200,2586.58700,1.62800,2959.39100,-223.22200,2288.09600,4874.68300
2013-03-31,56.20300,468.53700,417.09400,218.68500,1160.51900,608.85000,2972.88700,159.87200,3741.60900,4902.12800,826.16500,1207.72200,372.74700,1806.56900,2632.73400,1.62800,2881.12600,-199.10100,2269.39400,4902.12800
2012-12-31,80.13200,442.41200,402.94000,185.61200,1111.09600,614.70500,3041.59500,204.90100,3861.20100,4972.29700,927.78000,1222.03500,340.39800,1795.07400,2722.85400,1.62800,2818.46100,-144.20000,2249.44300,4972.29700
2012-09-30,56.07500,467.29600,415.92200,189.68500,1128.97800,602.67000,3049.16400,196.61000,3848.44400,4977.42200,940.72000,1237.24400,318.75700,1875.83500,2816.55500,1.62800,2699.54600,-95.77900,2160.86700,4977.42200
2012-06-30,53.21000,462.23300,403.19500,186.54400,1105.18200,587.28500,2983.83100,194.45800,3765.57400,4870.75600,748.20300,1482.78300,316.09800,2133.55400,2881.75700,1.62800,2654.04400,-203.71200,1988.99900,4870.75600
2012-03-31,67.34600,461.35200,403.05200,187.43500,1119.18500,604.16000,3107.98900,183.72700,3895.87600,5015.06100,794.48300,1481.21700,371.02400,2173.60300,2968.08600,1.62800,2581.13400,-68.03100,2046.97500,5015.06100
2011-12-31,77.12800,427.70900,361.76200,146.30400,1012.90300,591.44500,2981.16300,169.88700,3742.49500,4755.39800,724.07300,1490.01000,407.34200,2147.17400,2871.24700,1.62800,2535.70900,-190.97000,1884.15100,4755.39800
2011-09-30,81.86600,475.94700,391.52800,140.26400,1089.60500,569.85300,3016.94400,157.30900,3744.10600,4833.71100,512.68900,1793.97900,394.46700,2430.60800,2943.29700,1.62800,2502.94500,-146.68300,1890.41400,4833.71100
2011-06-30,671.71000,404.66100,337.20000,138.84200,1552.41300,442.95700,1478.05900,183.21400,2104.23000,3656.64300,430.42600,654.87300,408.78700,1144.98400,1575.41000,1.62800,2449.46300,103.51300,2081.23300,3656.64300
2011-03-31,575.26400,385.35700,332.28200,119.16500,1412.06800,432.71600,1430.24800,162.01700,2024.98100,3437.04900,362.01100,652.29000,360.28600,1092.53900,1454.55000,1.62800,2382.33600,88.26500,1982.49900,3437.04900
2010-12-31,540.03800,344.79600,308.73800,121.47300,1315.04500,423.10500,1381.79800,138.00300,1942.90600,3257.95100,360.09100,604.01500,311.44400,987.94800,1348.03900,1.62800,2320.35000,24.15600,1909.91200,3257.95100
2010-09-30,534.24300,366.78900,318.07100,112.45400,1331.55700,423.80200,1384.63900,55.15800,1863.59900,3195.15600,351.91200,592.37600,300.07400,966.68800,1318.60000,1.62800,2258.53100,41.82000,1876.55600,3195.15600
2010-06-30,340.34700,351.30400,284.39400,113.19700,1089.24200,399.07700,1285.76300,23.18500,1708.02500,2797.26700,322.37400,462.97600,196.72800,733.48300,1055.85700,1.62800,2202.13000,-55.67800,1741.41000,2797.26700
2010-03-31,405.01700,355.03000,301.19800,117.20900,1178.45400,420.77900,1362.61800,24.89600,1808.29300,2986.74700,327.43500,457.56500,248.96300,776.69400,1104.12900,1.62800,2137.95200,34.60700,1882.61800,2986.74700
2009-12-31,450.34800,348.68400,291.64000,127.12400,1217.79600,439.61900,1401.68200,28.83500,1870.13600,3087.93200,444.55600,387.15100,276.74300,736.41800,1180.97400,1.62800,2083.45900,83.54200,1906.95800,3087.93200
2009-09-30,333.40500,356.97600,311.66600,125.05600,1127.10300,445.36500,1428.16800,66.47300,1940.00600,3067.10900,603.65200,154.84200,328.32600,561.00600,1164.65800,1.62800,2016.00700,95.13900,1902.45100,3067.10900
2009-06-30,251.90700,357.54600,309.43100,113.62100,1032.50500,429.93500,1390.59400,45.44500,1865.97400,2898.47900,590.49300,145.94900,287.40700,503.86400,1094.35700,1.62800,1955.97700,58.27700,1804.12200,2898.47900
2009-03-31,226.48600,327.51400,314.08900,116.80000,984.88900,416.39300,1330.96600,28.54100,1775.90000,2760.78900,343.70700,460.84200,217.61200,737.48500,1081.19200,1.62800,1893.24200,8.30300,1679.59700,2760.78900
