,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,11248.00000,9482.00000,5614.00000,7217.00000,33561.00000,20424.00000,984.00000,42528.00000,9584.00000,73520.00000,107081.00000,22998.00000,28482.00000,8660.00000,39559.00000,62557.00000,1788.00000,59928.00000,-4743.00000,44524.00000,107081.00000
2022-06-30,10128.00000,9643.00000,5535.00000,6810.00000,32116.00000,20059.00000,238.00000,43710.00000,10972.00000,74979.00000,107095.00000,23168.00000,28684.00000,8951.00000,40609.00000,63777.00000,1788.00000,58437.00000,-4327.00000,43318.00000,107095.00000
2022-03-31,8928.00000,9828.00000,5774.00000,6654.00000,31184.00000,19747.00000,316.00000,44280.00000,11141.00000,75484.00000,106668.00000,22316.00000,30586.00000,9742.00000,43399.00000,65715.00000,1788.00000,56252.00000,-4369.00000,40953.00000,106668.00000
2021-12-31,8096.00000,9230.00000,5953.00000,6987.00000,30266.00000,19279.00000,370.00000,44197.00000,11582.00000,75428.00000,105694.00000,23872.00000,30690.00000,9434.00000,43565.00000,67437.00000,1788.00000,53696.00000,-4429.00000,38257.00000,105694.00000
2021-09-30,10016.00000,8571.00000,5603.00000,6868.00000,31058.00000,18565.00000,435.00000,32246.00000,11190.00000,62436.00000,93494.00000,23728.00000,22907.00000,9469.00000,33903.00000,57631.00000,1788.00000,51691.00000,-4590.00000,35863.00000,93494.00000
2021-06-30,8575.00000,7843.00000,5499.00000,6748.00000,28665.00000,18064.00000,411.00000,32495.00000,11053.00000,62023.00000,90688.00000,21906.00000,24033.00000,9872.00000,35394.00000,57300.00000,1788.00000,48777.00000,-4628.00000,33388.00000,90688.00000
2021-03-31,6981.00000,8235.00000,6402.00000,5291.00000,26909.00000,18295.00000,544.00000,34613.00000,10486.00000,63938.00000,90847.00000,26361.00000,24002.00000,12241.00000,37447.00000,63808.00000,1788.00000,48888.00000,-6622.00000,27039.00000,90847.00000
2020-12-31,8050.00000,6803.00000,5554.00000,4674.00000,27764.00000,17000.00000,785.00000,32983.00000,9881.00000,63824.00000,91588.00000,27327.00000,25360.00000,12306.00000,38857.00000,66184.00000,1788.00000,47362.00000,-6634.00000,25404.00000,91588.00000
2020-09-30,7356.00000,8422.00000,6128.00000,4671.00000,26577.00000,16919.00000,1372.00000,36925.00000,8007.00000,63223.00000,89800.00000,20405.00000,26321.00000,12027.00000,40125.00000,60530.00000,1788.00000,51107.00000,-6383.00000,29270.00000,89800.00000
2020-06-30,11103.00000,7577.00000,6056.00000,4607.00000,29343.00000,15789.00000,1251.00000,36633.00000,7599.00000,61272.00000,90615.00000,22178.00000,26156.00000,12446.00000,40693.00000,62871.00000,1788.00000,49724.00000,-6393.00000,27744.00000,90615.00000
