,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2016-09-30,150.00000,1388.00000,335.00000,580.00000,701.00000,3154.00000,33906.00000,1931.00000,429.00000,,44162.00000,47316.00000,3591.00000,13747.00000,3148.00000,29450.00000,33041.00000,33.00000,9557.00000,-32.00000,-83.00000,14275.00000,47316.00000
2016-06-30,862.00000,1213.00000,321.00000,192.00000,911.00000,3499.00000,33459.00000,1913.00000,431.00000,,43771.00000,47270.00000,3903.00000,13747.00000,3160.00000,29409.00000,33312.00000,33.00000,9264.00000,-33.00000,-83.00000,13958.00000,47270.00000
2016-03-31,61.00000,1462.00000,342.00000,550.00000,770.00000,3185.00000,32971.00000,865.00000,431.00000,,42395.00000,45580.00000,4436.00000,12222.00000,3157.00000,27943.00000,32379.00000,32.00000,9236.00000,-34.00000,-61.00000,13201.00000,45580.00000
2015-12-31,944.00000,1522.00000,350.00000,177.00000,843.00000,3836.00000,32209.00000,884.00000,431.00000,,41806.00000,45642.00000,4720.00000,12006.00000,3208.00000,27861.00000,32581.00000,32.00000,9123.00000,-34.00000,-61.00000,13061.00000,45642.00000
2015-09-30,91.00000,1456.00000,338.00000,731.00000,829.00000,3505.00000,31473.00000,874.00000,432.00000,,41466.00000,44971.00000,4429.00000,11521.00000,3086.00000,27493.00000,31922.00000,32.00000,9137.00000,-38.00000,-61.00000,13049.00000,44971.00000
2015-06-30,709.00000,1339.00000,321.00000,307.00000,830.00000,3679.00000,30923.00000,848.00000,432.00000,,41072.00000,44751.00000,3935.00000,11925.00000,3101.00000,28019.00000,31954.00000,32.00000,8900.00000,-39.00000,-61.00000,12797.00000,44751.00000
2015-03-31,117.00000,1593.00000,332.00000,470.00000,791.00000,3398.00000,30212.00000,814.00000,432.00000,,40579.00000,43977.00000,3407.00000,11694.00000,3050.00000,27800.00000,31207.00000,32.00000,8871.00000,-40.00000,-61.00000,12770.00000,43977.00000
2014-12-31,699.00000,1558.00000,372.00000,163.00000,924.00000,3716.00000,29827.00000,816.00000,432.00000,,40355.00000,44071.00000,3757.00000,11546.00000,3140.00000,27729.00000,31486.00000,32.00000,8691.00000,-45.00000,-61.00000,12585.00000,44071.00000
2014-09-30,205.00000,1478.00000,343.00000,644.00000,816.00000,3519.00000,29239.00000,740.00000,432.00000,,37148.00000,40667.00000,3873.00000,10986.00000,2976.00000,24078.00000,27951.00000,32.00000,8794.00000,-19.00000,-61.00000,12716.00000,40667.00000
2014-06-30,774.00000,1460.00000,322.00000,146.00000,712.00000,3457.00000,28754.00000,693.00000,432.00000,,36854.00000,40311.00000,3839.00000,11085.00000,2942.00000,24017.00000,27856.00000,32.00000,8543.00000,-61.00000,-20.00000,12455.00000,40311.00000
2014-03-31,102.00000,1776.00000,303.00000,489.00000,732.00000,3484.00000,28682.00000,547.00000,433.00000,,36997.00000,40481.00000,3576.00000,11339.00000,2887.00000,24479.00000,28055.00000,32.00000,8515.00000,-21.00000,-61.00000,12426.00000,40481.00000
2013-12-31,674.00000,1491.00000,363.00000,136.00000,1105.00000,3891.00000,28436.00000,461.00000,433.00000,,36756.00000,40647.00000,4730.00000,10489.00000,2820.00000,23672.00000,28402.00000,32.00000,8338.00000,-25.00000,-61.00000,12245.00000,40647.00000
2013-09-30,74.00000,1530.00000,368.00000,521.00000,1025.00000,3704.00000,27955.00000,444.00000,433.00000,,38260.00000,41964.00000,4373.00000,10495.00000,2577.00000,25425.00000,29798.00000,32.00000,8285.00000,-46.00000,-61.00000,12166.00000,41964.00000
2013-06-30,747.00000,1521.00000,321.00000,119.00000,1056.00000,4103.00000,27542.00000,313.00000,433.00000,,37819.00000,41922.00000,4504.00000,10496.00000,2370.00000,25535.00000,30039.00000,32.00000,8001.00000,-48.00000,-61.00000,11883.00000,41922.00000
2013-03-31,132.00000,1570.00000,270.00000,422.00000,1100.00000,3934.00000,27283.00000,351.00000,431.00000,,37802.00000,41736.00000,4243.00000,10556.00000,2233.00000,25604.00000,29847.00000,32.00000,8009.00000,-50.00000,-61.00000,11889.00000,41736.00000
2012-12-31,394.00000,1450.00000,330.00000,159.00000,822.00000,3451.00000,26939.00000,467.00000,431.00000,,37758.00000,41209.00000,3945.00000,10064.00000,2086.00000,25395.00000,29340.00000,32.00000,7997.00000,-53.00000,-61.00000,11869.00000,41209.00000
2012-09-30,69.00000,1535.00000,355.00000,433.00000,735.00000,3240.00000,26324.00000,462.00000,432.00000,,36393.00000,39633.00000,3724.00000,9841.00000,2091.00000,24067.00000,27791.00000,32.00000,7967.00000,-50.00000,-61.00000,11842.00000,39633.00000
2012-06-30,1381.00000,1262.00000,337.00000,151.00000,835.00000,4102.00000,25734.00000,451.00000,432.00000,,35947.00000,40049.00000,4380.00000,9842.00000,2043.00000,24090.00000,28470.00000,32.00000,7704.00000,-52.00000,-61.00000,11579.00000,40049.00000
2012-03-31,769.00000,1318.00000,325.00000,431.00000,776.00000,3904.00000,25353.00000,440.00000,432.00000,,35797.00000,39701.00000,3840.00000,10043.00000,1873.00000,24316.00000,28156.00000,32.00000,7668.00000,-51.00000,-60.00000,11545.00000,39701.00000
2011-12-31,648.00000,1426.00000,356.00000,145.00000,797.00000,3638.00000,25093.00000,455.00000,432.00000,,35576.00000,39214.00000,2987.00000,10145.00000,1971.00000,24578.00000,27565.00000,32.00000,7568.00000,-58.00000,-64.00000,11649.00000,39214.00000
2011-09-30,398.00000,1474.00000,375.00000,469.00000,742.00000,3458.00000,24698.00000,474.00000,432.00000,,33077.00000,36535.00000,2959.00000,10371.00000,1759.00000,21909.00000,24868.00000,32.00000,7553.00000,-33.00000,-64.00000,11667.00000,36535.00000
2011-06-30,492.00000,1439.00000,310.00000,147.00000,821.00000,3209.00000,24414.00000,426.00000,432.00000,,32810.00000,36019.00000,2473.00000,10673.00000,1821.00000,22082.00000,24555.00000,32.00000,7346.00000,-35.00000,-64.00000,11464.00000,36019.00000
2011-03-31,516.00000,1509.00000,245.00000,558.00000,762.00000,3590.00000,24068.00000,413.00000,432.00000,,32596.00000,36186.00000,2676.00000,10675.00000,1827.00000,22066.00000,24742.00000,32.00000,7356.00000,-37.00000,-64.00000,11444.00000,36186.00000
2010-12-31,338.00000,1466.00000,348.00000,341.00000,1014.00000,3669.00000,23863.00000,403.00000,432.00000,,32679.00000,36348.00000,2530.00000,10678.00000,1764.00000,22544.00000,25074.00000,31.00000,7220.00000,-40.00000,-64.00000,11274.00000,36348.00000
2010-09-30,198.00000,1664.00000,364.00000,604.00000,1060.00000,3890.00000,23469.00000,391.00000,432.00000,,31562.00000,35452.00000,3147.00000,10675.00000,1708.00000,21462.00000,24609.00000,31.00000,7160.00000,-37.00000,-62.00000,10843.00000,35452.00000
2010-06-30,178.00000,1483.00000,328.00000,131.00000,1038.00000,3158.00000,23097.00000,402.00000,423.00000,,31231.00000,34389.00000,2675.00000,10562.00000,1752.00000,21121.00000,23796.00000,30.00000,6978.00000,-38.00000,-62.00000,10593.00000,34389.00000
2010-03-31,87.00000,1574.00000,303.00000,420.00000,658.00000,3386.00000,22739.00000,381.00000,423.00000,,31063.00000,34449.00000,3518.00000,9866.00000,1591.00000,20379.00000,23897.00000,30.00000,6963.00000,-39.00000,-62.00000,10552.00000,34449.00000
2009-12-31,260.00000,1426.00000,355.00000,131.00000,1042.00000,3214.00000,22464.00000,385.00000,420.00000,,30630.00000,33844.00000,2940.00000,9868.00000,1570.00000,20442.00000,23382.00000,30.00000,6904.00000,-42.00000,-62.00000,10462.00000,33844.00000
2009-09-30,75.00000,1259.00000,398.00000,440.00000,852.00000,3227.00000,21949.00000,371.00000,420.00000,,30985.00000,34212.00000,3512.00000,9376.00000,1583.00000,20544.00000,24056.00000,29.00000,6865.00000,-63.00000,-60.00000,10156.00000,34212.00000
2009-06-30,311.00000,1093.00000,357.00000,175.00000,762.00000,2997.00000,21607.00000,368.00000,417.00000,,30713.00000,33710.00000,2735.00000,9678.00000,1650.00000,21014.00000,23749.00000,29.00000,6691.00000,-64.00000,-60.00000,9961.00000,33710.00000
2009-03-31,651.00000,1290.00000,334.00000,482.00000,642.00000,3748.00000,21206.00000,349.00000,417.00000,,30476.00000,34224.00000,2831.00000,9995.00000,1722.00000,21443.00000,24274.00000,29.00000,6703.00000,-66.00000,-60.00000,9950.00000,34224.00000
