,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,215.39500,3638.35700,98.12100,268.76900,1127.18100,5347.82300,2025.22400,5097.94600,597.94600,7948.82300,13296.65000,3346.22100,3886.52200,466.16400,4748.85700,8095.07800,0.00200,4012.39600,-335.17700,5201.56800,13296.65000
2022-06-30,150.65300,3518.57600,96.30600,253.59200,1001.73300,5020.86000,2024.23800,5162.93400,615.11900,8028.78500,13049.64000,3219.55300,3871.29400,462.15800,4690.31700,7909.87000,0.00200,3866.76200,-255.30900,5139.77500,13049.64000
2022-03-31,238.25800,3356.56600,94.26400,201.18500,975.34200,4865.61500,1976.24900,5278.57500,656.13300,8149.48600,13015.10000,3217.81500,3812.41100,489.45800,4655.29800,7873.11300,0.00200,3789.02500,-224.41400,5141.98800,13015.10000
2021-12-31,229.09700,3400.31800,84.65900,215.05000,803.45300,4732.57700,1919.69700,5330.06600,632.24400,8122.61200,12855.19000,3164.96000,3724.47400,487.30900,4573.30800,7738.26800,0.00200,3714.84300,-237.68900,5116.92100,12855.19000
2021-09-30,1696.21000,3002.17200,61.95900,183.51400,760.27900,5704.13400,1601.50000,2534.96200,602.83800,4971.58200,10675.72000,2364.54800,2930.90500,400.28400,3677.33600,6041.88400,0.00200,3620.40900,-242.98600,4633.83200,10675.72000
2021-06-30,212.47300,2570.45700,62.15400,219.53800,669.31300,3733.93500,1606.05700,2540.06400,600.81900,4986.66100,8720.59600,2131.13300,1353.54200,392.26500,2099.66900,4230.80200,0.00200,3454.68200,-216.56300,4489.79400,8720.59600
2021-03-31,200.21800,2666.98300,51.00900,169.10500,518.25600,3605.57100,1583.45100,2539.21100,576.97500,4951.84300,8557.41400,2100.06000,1347.56000,383.56400,2077.19100,4177.25100,0.00200,3346.29900,-224.45800,4380.16300,8557.41400
2020-12-31,184.62000,2716.08300,50.47200,183.38200,453.83200,3588.38900,1560.65600,2556.66900,435.71300,4809.88300,8398.27200,2138.55600,1174.29400,391.22100,1910.74400,4049.30000,0.00200,3264.96700,-232.99700,4348.97200,8398.27200
2020-09-30,216.93500,2750.26800,39.82100,191.50100,478.48300,3677.00800,1436.93500,2532.56700,412.49000,4648.47900,8325.48700,2178.27300,1202.42500,397.94000,1991.64800,4169.92100,0.00200,3103.84900,-274.34200,4155.56600,8325.48700
2020-06-30,530.67000,2370.28600,48.27400,205.72200,489.80300,3644.75500,1379.68700,2403.30400,386.06800,4444.87500,8089.63000,2093.35900,1315.55600,349.72400,2078.26900,4171.62800,0.00200,2948.18000,-290.04900,3918.00200,8089.63000
2020-03-31,377.20500,2593.28500,50.36500,168.56500,569.18000,3758.60000,1388.43600,2402.10300,392.64800,4470.34400,8228.94400,2115.90900,1589.31800,309.94400,2317.85700,4433.76600,0.00200,2881.41600,-324.78600,3795.17800,8228.94400
2019-12-31,164.79800,2747.91100,55.71900,261.29000,601.26800,3830.98600,1386.65400,2436.40900,393.26400,4500.69600,8331.68200,2263.04900,1292.19500,311.30700,2014.80200,4277.85100,,2854.27100,-241.81800,4053.83100,8331.68200
2019-09-30,80.04400,3188.32800,67.03900,313.60100,652.91500,4301.92700,1390.20900,2434.47200,449.21800,4563.16600,8865.09300,2357.52300,1810.48000,310.12900,2598.36300,4955.88600,0.00200,2743.49800,-264.11300,3909.20700,8865.09300
2019-06-30,73.35600,2632.00300,68.40000,294.50800,683.66500,3751.93200,1354.46700,2196.58400,433.87200,4269.88500,8021.81700,1906.23300,1517.27200,353.28200,2339.32500,4245.55800,0.00200,2612.99400,-251.32900,3776.25900,8021.81700
2019-03-31,85.42300,2580.66500,81.11700,234.09100,573.24800,3554.54400,1317.01400,2203.09800,292.09200,4097.97200,7652.51600,1778.73700,1344.99900,357.08400,2148.72200,3927.45900,0.00200,2591.88300,-267.20100,3725.05700,7652.51600
2018-12-31,78.68700,2354.73700,107.73200,208.05700,576.89100,3326.10400,1276.03200,2180.05900,293.59200,3749.68300,7075.78700,1806.12700,1040.53200,404.56000,1664.20700,3470.33400,0.00200,2477.29100,-286.04800,3605.45300,7075.78700
2018-09-30,113.52400,2291.60800,94.67000,198.31400,680.00600,3378.12200,1350.89400,2196.55000,265.60800,3813.05200,7191.17400,1816.18400,952.88600,388.39500,1550.75600,3366.94000,0.00200,2425.83200,-237.69400,3824.23400,7191.17400
2018-06-30,120.35700,2108.31700,85.85900,208.79800,551.50500,3074.83600,1325.12800,2159.48400,230.93400,3715.54600,6790.38200,1690.56500,840.74200,369.08900,1406.35200,3096.91700,0.00200,2301.28100,-248.53200,3693.46500,6790.38200
2018-03-31,101.73600,2088.68200,94.54800,173.91300,498.19000,2957.06900,1301.54500,2173.69700,221.09100,3696.33300,6653.40200,1549.63900,882.79500,377.11100,1456.79800,3006.43700,0.00200,2226.91600,-228.40900,3646.96500,6653.40200
2017-12-31,138.28500,1985.07700,80.89000,168.36300,497.29200,2869.90700,1288.60200,2131.77900,189.86600,3610.24700,6480.15400,1492.06700,670.72100,342.35600,1192.45800,2684.52500,0.00200,2191.05900,-203.39500,3795.62900,6480.15400
2017-09-30,91.53200,1980.24500,86.39100,147.29500,642.77600,2948.23900,1256.45800,2212.06300,223.48600,3692.00700,6640.24600,1592.49200,760.20800,345.33200,1317.52300,2910.01500,0.00200,2077.49800,-192.18700,3730.23100,6640.24600
2017-06-30,99.56500,1614.11300,94.15200,178.48900,630.88000,2617.19900,1190.33300,1800.69200,145.12000,3136.14500,5753.34400,1286.01600,483.63800,267.49100,957.99690,2244.01300,0.00100,1988.18500,-231.16700,3509.33100,5753.34400
2017-03-31,106.51400,1589.25700,89.97300,132.64200,556.52700,2474.91300,1161.60300,1790.31800,116.21900,3068.14000,5543.05300,1264.73800,419.31000,262.48200,879.50400,2144.24200,0.00100,1924.34800,-257.85200,3398.81100,5543.05300
2016-12-31,112.18300,1500.11500,88.54800,114.59100,473.30800,2288.74500,1174.09400,1790.19200,101.02800,3065.31400,5354.05900,1205.22800,353.56200,259.73300,806.12900,2011.35700,0.00100,1876.08100,-271.67300,3342.70200,5354.05900
2016-09-30,117.36600,1565.08000,89.10900,135.95000,497.84600,2405.35100,1165.68700,1809.79400,95.63600,3071.11700,5476.46800,1245.90800,482.39900,287.23500,953.97500,2199.88300,0.00200,1788.49800,-242.82500,3276.58500,5476.46800
2016-06-30,162.34400,1384.55400,74.97600,156.03700,466.47600,2244.38700,1160.87000,1798.81100,93.03300,3052.71400,5297.10100,1208.08900,401.11900,284.03600,885.83800,2093.92700,0.00200,1714.75600,-231.02000,3203.17400,5297.10100
