,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,792.80000,877.00000,111.30000,,151.30000,1932.40000,85.30000,535.00000,23976.80000,395.40000,25048.40000,26980.80000,2892.50000,5962.50000,411.20000,8050.50000,10943.00000,1.10000,13730.70000,-187.00000,16037.80000,26980.80000
2022-09-30,1894.50000,762.60000,101.00000,,1233.30000,3991.40000,83.20000,,19916.30000,359.10000,20405.80000,24397.20000,2840.40000,5960.60000,373.40000,7699.00000,10539.40000,1.10000,11874.80000,-468.70000,13857.80000,24397.20000
2022-06-30,2879.10000,755.10000,92.50000,,1265.30000,4992.00000,77.30000,,19867.30000,367.40000,20358.30000,25350.30000,3166.10000,6657.10000,392.50000,8457.70000,11623.80000,1.10000,11613.50000,-287.80000,13726.50000,25350.30000
2022-03-31,3237.50000,884.50000,202.70000,,160.90000,4485.60000,98.90000,,20549.00000,400.90000,21150.20000,25635.80000,3501.80000,6654.80000,451.20000,8582.10000,12083.90000,1.10000,11410.40000,-206.00000,13551.90000,25635.80000
2021-12-31,351.50000,786.30000,69.20000,,1214.10000,2421.10000,82.70000,,19985.40000,1174.70000,21292.80000,23713.90000,3121.80000,7122.60000,439.50000,9028.30000,12150.10000,1.10000,9455.60000,-183.10000,11563.80000,23713.90000
2021-09-30,352.50000,878.50000,174.40000,,969.80000,2375.20000,105.60000,,20735.10000,408.60000,21352.90000,23728.10000,2861.10000,7529.90000,468.80000,9524.70000,12385.80000,1.10000,9233.20000,-150.50000,11342.30000,23728.10000
2021-06-30,337.80000,1107.50000,212.70000,,138.70000,1796.70000,125.30000,,21366.80000,440.60000,22037.00000,23833.70000,2503.10000,8199.50000,491.30000,10241.40000,12744.50000,1.10000,9003.10000,-115.10000,11089.20000,23833.70000
2021-03-31,331.00000,1073.20000,206.00000,,129.20000,1739.40000,134.60000,,21472.10000,422.70000,22131.70000,23871.10000,2462.90000,8571.80000,499.10000,10642.50000,13105.40000,1.10000,8776.00000,-132.40000,10765.70000,23871.10000
2020-12-31,308.30000,840.40000,165.10000,,438.50000,1752.30000,127.30000,,21134.20000,907.80000,22272.50000,24024.80000,2444.40000,9061.40000,507.70000,11100.60000,13545.00000,1.10000,8546.20000,-147.00000,10479.80000,24024.80000
2020-09-30,302.10000,1066.40000,214.90000,,122.80000,1706.20000,146.60000,,21281.10000,423.00000,21945.80000,23652.00000,2339.90000,9101.20000,486.10000,11151.20000,13491.10000,1.10000,8349.40000,-241.40000,10160.90000,23652.00000
2020-06-30,1870.80000,987.60000,216.60000,,104.20000,3179.20000,129.60000,,15358.40000,382.50000,15963.10000,19142.30000,2498.60000,5263.80000,429.90000,6764.00000,9262.60000,1.10000,8168.70000,-284.80000,9879.70000,19142.30000
2020-03-31,999.80000,956.60000,206.20000,,110.80000,2273.40000,133.40000,,15350.50000,380.50000,15864.40000,18137.80000,2366.10000,4674.20000,425.10000,6180.40000,8546.50000,1.10000,8003.10000,-341.00000,9591.30000,18137.80000
2019-12-31,709.70000,993.60000,198.60000,,97.60000,1999.50000,139.90000,,15483.10000,390.80000,16109.40000,18108.90000,2397.40000,4673.10000,438.40000,6219.60000,8617.00000,1.10000,7818.00000,-212.80000,9491.90000,18108.90000
2019-09-30,323.00000,930.30000,205.00000,,161.10000,1619.40000,142.60000,,15477.50000,488.50000,16199.70000,17819.10000,1500.90000,6195.10000,452.10000,7746.90000,9247.80000,1.10000,7000.30000,-285.10000,8571.30000,17819.10000
2019-06-30,320.80000,939.10000,203.50000,,138.90000,1602.30000,134.20000,,13600.80000,478.90000,14306.00000,15908.30000,1443.20000,4718.90000,446.30000,6114.10000,7557.30000,1.10000,6771.00000,-243.20000,8351.00000,15908.30000
2019-03-31,392.50000,842.20000,207.50000,,143.80000,1586.00000,132.20000,,13132.20000,470.70000,13828.10000,15414.10000,1444.70000,4487.00000,424.50000,5832.00000,7276.70000,1.10000,6569.40000,-214.60000,8137.40000,15414.10000
2018-12-31,364.40000,891.90000,190.80000,,163.60000,1610.70000,128.70000,,13188.90000,269.00000,13638.80000,15249.50000,1448.20000,4940.20000,191.50000,6062.80000,7511.00000,1.10000,6247.70000,-243.30000,7738.50000,15249.50000
2018-09-30,363.40000,896.60000,212.20000,,135.80000,1608.00000,130.20000,,13288.30000,191.20000,13637.10000,15245.10000,2119.30000,4414.30000,198.40000,5570.90000,7690.20000,1.10000,6038.40000,-199.60000,7554.90000,15245.10000
2018-06-30,421.80000,897.20000,201.90000,,130.20000,1651.10000,138.60000,,13353.40000,188.00000,13709.90000,15361.00000,2066.40000,4821.70000,206.30000,5991.70000,8058.10000,1.10000,5833.40000,-204.60000,7302.90000,15361.00000
2018-03-31,366.20000,835.00000,216.70000,,84.10000,1502.00000,140.90000,,12307.60000,92.20000,12572.10000,14074.10000,2047.50000,3820.70000,220.60000,4871.10000,6918.60000,1.00000,5647.60000,-128.40000,7155.50000,14074.10000
2017-12-31,671.30000,809.70010,204.90000,,73.50000,1759.40000,142.50000,,12295.50000,88.30000,12557.00000,14316.40000,2029.40000,4354.60000,239.20000,5423.40000,7452.80000,1.00000,5464.60000,-186.20000,6863.60000,14316.40000
2017-09-30,605.61600,761.72600,209.30600,,115.40800,1692.05600,141.27900,,12296.64000,84.23600,12554.62000,14246.67000,1576.77800,4932.72100,114.81900,6210.91100,7787.68900,1.04300,5062.92600,-177.27700,6458.98400,14246.67000
2017-06-30,663.34400,723.30600,199.84200,43.47700,71.14200,1701.11100,142.64100,,12258.82000,79.17300,12512.18000,14213.29000,1498.49600,5241.10300,114.23800,6514.30600,8012.80200,1.04100,4908.49200,-244.81200,6200.48600,14213.29000
2017-03-31,730.66600,693.42700,191.42600,28.10000,69.00400,1712.62300,144.11300,,12268.95000,74.06600,12517.43000,14230.05000,1538.53800,5439.70000,111.87500,6720.72600,8259.26400,1.03900,4764.71100,-294.32700,5970.79000,14230.05000
2016-12-31,757.20000,749.81900,181.95200,31.67900,55.85100,1776.50100,141.31800,,12302.98000,73.50300,12548.43000,14324.93000,1445.27200,5808.56100,104.02400,7090.79000,8536.06200,1.03600,4642.40200,-324.73900,5788.86500,14324.93000
2016-09-30,882.27000,617.11500,197.52900,31.93300,45.96400,1774.81100,103.84700,,8510.81100,59.99700,8705.31700,10480.13000,771.74000,3087.15100,87.38100,3995.88100,4767.62100,1.03300,4495.90700,-248.45200,5712.50700,10480.13000
2016-06-30,622.29400,628.49000,191.39000,62.12000,45.87900,1550.17300,104.28200,,8555.06300,57.09400,8746.94400,10297.12000,733.04100,3086.26300,92.19800,4013.06000,4746.10100,1.03300,4359.25800,-257.50600,5551.01700,10297.12000
2016-03-31,523.03300,635.36210,196.32100,31.12400,46.49200,1432.33200,106.21200,,8597.96000,56.65000,8792.07600,10224.41000,779.48800,3105.34000,71.92000,4003.68500,4783.17300,1.03100,4231.58900,-211.03600,5441.23500,10224.41000
2015-12-31,778.51100,610.31300,189.86800,,39.35500,1618.04700,105.51000,,8353.72300,59.55400,8550.31800,10168.37000,720.12800,3264.41700,74.01700,4149.29000,4869.41800,1.02800,4110.53000,-212.77900,5298.94700,10168.37000
