,cash-on-hand,receivables-total,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,736.00000,18771.00000,19507.00000,987.00000,62252.00000,3502.00000,5905.00000,78450.00000,97957.00000,63290.00000,7964.00000,9353.00000,17317.00000,80607.00000,9.00000,50954.00000,-2389.00000,17350.00000,97957.00000
2022-09-30,786.00000,19111.00000,19897.00000,1008.00000,61395.00000,3502.00000,6109.00000,77779.00000,97676.00000,61936.00000,7967.00000,10212.00000,18179.00000,80115.00000,9.00000,51490.00000,-3043.00000,17561.00000,97676.00000
2022-06-30,766.00000,18200.00000,18966.00000,975.00000,61414.00000,3496.00000,6351.00000,77384.00000,96350.00000,58721.00000,7970.00000,9635.00000,17605.00000,76326.00000,9.00000,52412.00000,-2158.00000,20024.00000,96350.00000
2022-03-31,1130.00000,18565.00000,19695.00000,966.00000,62109.00000,3497.00000,6059.00000,77455.00000,97150.00000,56560.00000,7973.00000,9077.00000,17452.00000,74012.00000,9.00000,53688.00000,-953.00000,23138.00000,97150.00000
2021-12-31,763.00000,18388.00000,19151.00000,939.00000,65040.00000,3502.00000,6086.00000,80289.00000,99440.00000,56208.00000,7976.00000,9296.00000,18105.00000,74313.00000,9.00000,53294.00000,655.00000,25127.00000,99440.00000
2021-09-30,690.00000,18848.00000,19538.00000,965.00000,62179.00000,3389.00000,42769.00000,113902.00000,133440.00000,56218.00000,7980.00000,41824.00000,50515.00000,106733.00000,9.00000,52736.00000,1918.00000,26707.00000,133440.00000
2021-06-30,656.00000,17643.00000,18299.00000,1026.00000,62920.00000,3349.00000,42675.00000,114344.00000,132643.00000,53530.00000,7996.00000,42167.00000,50921.00000,104451.00000,9.00000,52464.00000,2290.00000,28192.00000,132643.00000
2021-03-31,709.00000,17566.00000,18275.00000,1002.00000,60423.00000,3350.00000,42632.00000,111536.00000,129811.00000,52639.00000,7996.00000,41891.00000,50380.00000,103019.00000,9.00000,51107.00000,1823.00000,26792.00000,129811.00000
2020-12-31,311.00000,13678.00000,13989.00000,1057.00000,59911.00000,2369.00000,44887.00000,111998.00000,125987.00000,46398.00000,7825.00000,41165.00000,49372.00000,95770.00000,9.00000,52767.00000,3304.00000,30217.00000,125987.00000
2020-09-30,370.00000,15706.00000,16076.00000,1076.00000,91813.00000,2544.00000,6580.00000,106674.00000,122750.00000,75076.00000,6635.00000,12871.00000,20411.00000,95487.00000,9.00000,50336.00000,2833.00000,27263.00000,122750.00000
2020-06-30,547.00000,15657.00000,16204.00000,1100.00000,90242.00000,2544.00000,6493.00000,105062.00000,121266.00000,73623.00000,6634.00000,13181.00000,20657.00000,94280.00000,9.00000,49380.00000,2628.00000,26986.00000,121266.00000
2020-03-31,338.00000,15615.00000,15953.00000,1123.00000,85435.00000,2544.00000,6310.00000,100154.00000,116107.00000,72687.00000,6633.00000,12283.00000,19247.00000,91934.00000,9.00000,48326.00000,558.00000,24173.00000,116107.00000
2019-12-31,338.00000,15683.00000,16021.00000,1145.00000,88962.00000,2545.00000,6578.00000,103929.00000,119950.00000,73976.00000,6631.00000,12191.00000,19976.00000,93952.00000,9.00000,48074.00000,1950.00000,25998.00000,119950.00000
2019-09-30,587.00000,15921.00000,16508.00000,1092.00000,89920.00000,2545.00000,6325.00000,104565.00000,121073.00000,74553.00000,6630.00000,12671.00000,20380.00000,94933.00000,9.00000,46527.00000,2107.00000,26140.00000,121073.00000
2019-06-30,599.00000,15672.00000,16271.00000,1058.00000,87124.00000,2547.00000,6707.00000,102103.00000,118374.00000,74073.00000,6628.00000,12200.00000,19825.00000,93898.00000,9.00000,45803.00000,1760.00000,24476.00000,118374.00000
2019-03-31,551.00000,15575.00000,16126.00000,1047.00000,84735.00000,2547.00000,6709.00000,99708.00000,115834.00000,73119.00000,6453.00000,12027.00000,19297.00000,92416.00000,9.00000,45148.00000,1085.00000,23418.00000,115834.00000
2018-12-31,499.00000,15719.00000,16218.00000,1045.00000,81860.00000,2530.00000,5812.00000,96031.00000,112249.00000,72512.00000,6451.00000,11549.00000,18425.00000,90937.00000,9.00000,44033.00000,118.00000,21312.00000,112249.00000
2018-09-30,460.00000,15190.00000,15650.00000,1032.00000,84584.00000,2189.00000,6368.00000,98840.00000,114490.00000,73115.00000,6450.00000,10632.00000,17742.00000,90857.00000,9.00000,46178.00000,-1284.00000,23633.00000,114490.00000
2018-06-30,489.00000,14863.00000,15352.00000,1040.00000,83830.00000,2189.00000,6425.00000,98017.00000,113369.00000,72442.00000,6448.00000,10634.00000,17805.00000,90247.00000,9.00000,45508.00000,-1268.00000,23122.00000,113369.00000
2018-03-31,450.00000,14772.00000,15222.00000,1060.00000,83865.00000,2189.00000,6544.00000,98067.00000,113289.00000,71900.00000,6847.00000,10540.00000,18112.00000,90012.00000,9.00000,45031.00000,-1150.00000,23277.00000,113289.00000
2017-12-31,617.00000,14707.00000,15324.00000,1072.00000,83372.00000,2181.00000,6282.00000,97098.00000,112422.00000,71781.00000,6350.00000,10958.00000,18090.00000,89871.00000,9.00000,43162.00000,306.00000,22551.00000,112422.00000
2017-09-30,690.00000,15670.00000,16360.00000,1067.00000,83361.00000,2309.00000,6388.00000,97272.00000,113632.00000,73525.00000,6349.00000,10390.00000,17988.00000,91513.00000,9.00000,42125.00000,328.00000,22119.00000,113632.00000
