,cash-on-hand,receivables-total,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2017-06-30,482.00000,14415.00000,14897.00000,1072.00000,81878.00000,2309.00000,6672.00000,95968.00000,110865.00000,71913.00000,6348.00000,9999.00000,17451.00000,89364.00000,9.00000,41622.00000,102.00000,21501.00000,110865.00000
2017-03-31,442.00000,14372.00000,14814.00000,1067.00000,81720.00000,2295.00000,6359.00000,95429.00000,110243.00000,71452.00000,6346.00000,10454.00000,17633.00000,89085.00000,9.00000,41208.00000,-197.00000,21158.00000,110243.00000
2016-12-31,436.00000,14342.00000,14778.00000,1065.00000,82366.00000,1219.00000,5228.00000,93832.00000,108610.00000,71211.00000,6347.00000,9992.00000,16826.00000,88037.00000,9.00000,40678.00000,-416.00000,20573.00000,108610.00000
2016-09-30,389.00000,14721.00000,15110.00000,1013.00000,81671.00000,1219.00000,5638.00000,93427.00000,108537.00000,71967.00000,5110.00000,9591.00000,15636.00000,87603.00000,9.00000,39990.00000,502.00000,20934.00000,108537.00000
2016-06-30,446.00000,14243.00000,14689.00000,1011.00000,80258.00000,1219.00000,6288.00000,92595.00000,107284.00000,71210.00000,5109.00000,9630.00000,15521.00000,86731.00000,9.00000,39623.00000,295.00000,20553.00000,107284.00000
2016-03-31,531.00000,14131.00000,14662.00000,1011.00000,79444.00000,1219.00000,5804.00000,91285.00000,105947.00000,70809.00000,5108.00000,9211.00000,14798.00000,85607.00000,9.00000,39505.00000,-150.00000,20340.00000,105947.00000
2015-12-31,495.00000,14062.00000,14557.00000,1024.00000,78327.00000,1219.00000,5668.00000,90099.00000,104656.00000,70455.00000,5124.00000,8962.00000,14176.00000,84631.00000,9.00000,39413.00000,-755.00000,20025.00000,104656.00000
2015-09-30,905.00000,14179.00000,15084.00000,1050.00000,78917.00000,1219.00000,5768.00000,90765.00000,105849.00000,70692.00000,5175.00000,9235.00000,14653.00000,85345.00000,9.00000,39068.00000,-462.00000,20504.00000,105849.00000
2015-06-30,805.00000,14119.00000,14924.00000,1038.00000,79751.00000,1219.00000,6477.00000,92193.00000,107117.00000,70575.00000,5186.00000,9583.00000,15244.00000,85819.00000,9.00000,38567.00000,67.00000,21298.00000,107117.00000
2015-03-31,916.00000,13910.00000,14826.00000,1026.00000,81034.00000,1219.00000,6432.00000,93238.00000,108064.00000,69973.00000,5194.00000,9939.00000,15912.00000,85885.00000,9.00000,38363.00000,774.00000,22179.00000,108064.00000
2014-12-31,657.00000,13955.00000,14612.00000,1031.00000,81704.00000,1219.00000,6388.00000,93867.00000,108479.00000,70271.00000,5140.00000,10049.00000,15904.00000,86175.00000,9.00000,37842.00000,561.00000,22304.00000,108479.00000
2014-09-30,885.00000,13159.00000,14044.00000,1012.00000,81316.00000,1219.00000,7203.00000,94266.00000,108310.00000,70222.00000,5195.00000,9488.00000,15759.00000,85981.00000,9.00000,37164.00000,1238.00000,22329.00000,108310.00000
2014-06-30,889.00000,12884.00000,13773.00000,990.00000,83174.00000,1219.00000,7700.00000,96460.00000,110233.00000,70545.00000,5846.00000,9824.00000,16816.00000,87361.00000,9.00000,36532.00000,1566.00000,22872.00000,110233.00000
2014-03-31,1170.00000,12783.00000,13953.00000,1024.00000,82300.00000,1243.00000,22455.00000,110338.00000,124291.00000,70015.00000,6200.00000,25085.00000,32171.00000,102186.00000,9.00000,36041.00000,1486.00000,22105.00000,124291.00000
2013-12-31,675.00000,12858.00000,13533.00000,1024.00000,81779.00000,1243.00000,22569.00000,109987.00000,123520.00000,70110.00000,6201.00000,25094.00000,31930.00000,102040.00000,9.00000,35580.00000,1046.00000,21480.00000,123520.00000
2013-09-30,1069.00000,12279.00000,13348.00000,993.00000,81100.00000,1243.00000,22315.00000,108937.00000,122285.00000,69767.00000,6217.00000,25081.00000,31738.00000,101505.00000,9.00000,34885.00000,810.00000,20780.00000,122285.00000
2013-06-30,634.00000,13462.00000,14096.00000,971.00000,93088.00000,1239.00000,8172.00000,107384.00000,121480.00000,83343.00000,5475.00000,12543.00000,18268.00000,101611.00000,9.00000,34691.00000,50.00000,19869.00000,121480.00000
2013-03-31,820.00000,13382.00000,14202.00000,998.00000,98174.00000,1239.00000,8339.00000,112410.00000,126612.00000,85469.00000,6556.00000,13186.00000,20524.00000,105993.00000,9.00000,34375.00000,1279.00000,20619.00000,126612.00000
2012-12-31,806.00000,13818.00000,14624.00000,989.00000,98059.00000,1240.00000,8414.00000,112323.00000,126947.00000,86674.00000,6057.00000,13039.00000,19693.00000,106367.00000,9.00000,33783.00000,1175.00000,20580.00000,126947.00000
2012-09-30,642.00000,12386.00000,13028.00000,928.00000,99351.00000,1242.00000,8861.00000,113960.00000,126988.00000,86464.00000,6057.00000,12941.00000,19687.00000,106151.00000,9.00000,33496.00000,1587.00000,20837.00000,126988.00000
2012-06-30,571.00000,12049.00000,12620.00000,909.00000,98166.00000,1242.00000,8954.00000,112915.00000,125535.00000,86765.00000,6058.00000,13184.00000,19295.00000,106060.00000,9.00000,32880.00000,745.00000,19475.00000,125535.00000
2012-03-31,577.00000,12026.00000,12603.00000,912.00000,97855.00000,1242.00000,9404.00000,113330.00000,125933.00000,86820.00000,6058.00000,13845.00000,19903.00000,106723.00000,9.00000,32565.00000,532.00000,19210.00000,125933.00000
2011-12-31,776.00000,12171.00000,12947.00000,914.00000,96444.00000,1242.00000,9053.00000,112246.00000,125193.00000,87997.00000,5908.00000,12962.00000,18870.00000,106867.00000,9.00000,31909.00000,29.00000,18326.00000,125193.00000
2011-09-30,1026.00000,11708.00000,12734.00000,908.00000,98379.00000,874.00000,8828.00000,114225.00000,126959.00000,89441.00000,5907.00000,13482.00000,19389.00000,108830.00000,9.00000,31704.00000,-54.00000,18129.00000,126959.00000
2011-06-30,693.00000,11315.00000,12008.00000,914.00000,100164.00000,874.00000,9966.00000,117015.00000,129023.00000,89996.00000,5907.00000,14327.00000,20234.00000,110230.00000,9.00000,31647.00000,373.00000,18793.00000,129023.00000
2011-03-31,641.00000,11431.00000,12072.00000,912.00000,100496.00000,874.00000,10762.00000,118353.00000,130425.00000,90204.00000,5908.00000,14972.00000,20880.00000,111084.00000,9.00000,32377.00000,-15.00000,19341.00000,130425.00000
2010-12-31,562.00000,11391.00000,11953.00000,921.00000,101292.00000,874.00000,10281.00000,118921.00000,130874.00000,91682.00000,5908.00000,14240.00000,20148.00000,111830.00000,9.00000,31969.00000,-184.00000,19044.00000,130874.00000
2010-09-30,500.00000,11578.00000,12078.00000,922.00000,103061.00000,874.00000,10258.00000,120456.00000,132534.00000,92919.00000,5909.00000,14404.00000,20313.00000,113232.00000,9.00000,31781.00000,119.00000,19302.00000,132534.00000
2010-06-30,711.00000,11367.00000,12078.00000,935.00000,100794.00000,874.00000,9825.00000,118732.00000,130810.00000,92777.00000,5909.00000,14057.00000,19966.00000,112743.00000,9.00000,31552.00000,-873.00000,18067.00000,130810.00000
2010-03-31,704.00000,11238.00000,11942.00000,954.00000,101127.00000,874.00000,10863.00000,120444.00000,132386.00000,93837.00000,5910.00000,15051.00000,20961.00000,114798.00000,9.00000,31514.00000,-1289.00000,17588.00000,132386.00000
2009-12-31,612.00000,11194.00000,11806.00000,990.00000,100697.00000,875.00000,10944.00000,120846.00000,132652.00000,95223.00000,5910.00000,14798.00000,20708.00000,115931.00000,9.00000,31492.00000,-2106.00000,16721.00000,132652.00000
2009-09-30,727.00000,11430.00000,12157.00000,1013.00000,101527.00000,874.00000,11497.00000,123347.00000,135504.00000,96202.00000,6661.00000,15107.00000,21768.00000,117970.00000,9.00000,31083.00000,-868.00000,17534.00000,135504.00000
2009-06-30,667.00000,11415.00000,12082.00000,1031.00000,97317.00000,874.00000,10849.00000,121009.00000,133091.00000,96673.00000,6658.00000,14662.00000,21320.00000,117993.00000,9.00000,30969.00000,-3172.00000,15098.00000,133091.00000
2009-03-31,837.00000,11417.00000,12254.00000,1044.00000,94779.00000,874.00000,9555.00000,118117.00000,130371.00000,98728.00000,5659.00000,13713.00000,19372.00000,118100.00000,9.00000,29825.00000,-4839.00000,12271.00000,130371.00000
