,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,152.00000,2723.00000,320.00000,602.00000,3797.00000,30889.00000,5065.00000,7363.00000,,44636.00000,48433.00000,4890.00000,21927.00000,4684.00000,29498.00000,34388.00000,1253.00000,-13271.00000,-24.00000,14045.00000,48433.00000
2022-09-30,859.00000,2659.00000,447.00000,473.00000,4438.00000,30338.00000,5066.00000,7493.00000,,44234.00000,48672.00000,5017.00000,22530.00000,4578.00000,29745.00000,34762.00000,1253.00000,-13419.00000,-27.00000,13910.00000,48672.00000
2022-06-30,133.00000,2784.00000,371.00000,499.00000,3787.00000,29660.00000,5116.00000,7633.00000,,43768.00000,47555.00000,5838.00000,20800.00000,4534.00000,27881.00000,33719.00000,1253.00000,-13498.00000,-23.00000,13836.00000,47555.00000
2022-03-31,604.00000,1973.00000,201.00000,376.00000,3154.00000,29186.00000,5107.00000,7278.00000,,42895.00000,46049.00000,4308.00000,20801.00000,4399.00000,27770.00000,32078.00000,1252.00000,-13378.00000,-28.00000,13971.00000,46049.00000
2021-12-31,1680.00000,1978.00000,379.00000,512.00000,4549.00000,29258.00000,5127.00000,7402.00000,,43063.00000,47612.00000,4972.00000,21650.00000,4436.00000,28539.00000,33511.00000,1250.00000,-13237.00000,-33.00000,14101.00000,47612.00000
2021-09-30,214.00000,1986.00000,368.00000,317.00000,2885.00000,29314.00000,5085.00000,7481.00000,,43100.00000,45985.00000,4940.00000,20338.00000,4555.00000,27126.00000,32066.00000,1249.00000,-13361.00000,-109.00000,13919.00000,45985.00000
2021-06-30,1201.00000,999.00000,194.00000,231.00000,2625.00000,29299.00000,5124.00000,7277.00000,,42882.00000,45507.00000,3759.00000,21091.00000,4213.00000,27483.00000,31242.00000,1249.00000,-13022.00000,-110.00000,14265.00000,45507.00000
2021-03-31,1126.00000,1058.00000,144.00000,169.00000,2497.00000,29076.00000,5129.00000,7362.00000,,42765.00000,45262.00000,3535.00000,21092.00000,4097.00000,27254.00000,30789.00000,1249.00000,-12825.00000,-100.00000,14473.00000,45262.00000
2020-12-31,142.00000,999.00000,136.00000,152.00000,1429.00000,28929.00000,5159.00000,7444.00000,,42736.00000,44165.00000,2319.00000,21451.00000,3889.00000,27263.00000,29582.00000,1248.00000,-12748.00000,-96.00000,14583.00000,44165.00000
2020-09-30,70.00000,1011.00000,157.00000,165.00000,1403.00000,29107.00000,5176.00000,7531.00000,,42917.00000,44320.00000,1861.00000,21951.00000,3764.00000,27561.00000,29422.00000,1248.00000,-12376.00000,-160.00000,14898.00000,44320.00000
