,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,1461.00000,711.10000,,282.10000,152.50000,2606.70000,360.60000,12010.80000,423.60000,14274.70000,16881.40000,3009.80000,2735.50000,489.20000,4321.20000,7331.00000,1.90000,1774.60000,-134.20000,9550.40000,16881.40000
2022-09-30,1896.10000,831.40000,,347.00000,176.60000,3251.10000,333.80000,12234.40000,351.60000,14241.80000,17492.90000,3467.00000,2935.50000,426.40000,4592.40000,8059.40000,1.90000,1928.00000,-236.30000,9433.50000,17492.90000
2022-06-30,1841.40000,773.80000,,255.70000,165.10000,3036.00000,300.20000,12681.80000,485.20000,14708.90000,17744.90000,3286.70000,2935.50000,404.60000,4795.90000,8082.60000,1.90000,2185.00000,-120.50000,9662.30000,17744.90000
2022-03-31,2912.00000,579.40000,,193.40000,186.30000,3871.10000,242.00000,941.10000,445.20000,2675.20000,6546.30000,2105.00000,,327.60000,631.60000,2736.60000,1.40000,2289.00000,-57.30000,3809.70000,6546.30000
2021-12-31,2732.76400,647.90700,11.67800,249.71900,47.57600,3705.01300,235.95700,954.29400,434.54200,2652.94000,6357.95300,2072.34500,,342.00700,619.87100,2692.21600,1.39100,2178.02100,-34.58300,3665.73700,6357.95300
2021-09-30,3051.90000,804.46800,12.57900,307.37000,54.54000,4243.45800,231.23000,950.67500,288.45300,2375.57300,6619.03100,2566.87300,,323.52200,582.49000,3149.36300,1.39000,2033.52400,-19.74700,3469.66800,6619.03100
2021-06-30,3189.13300,487.17100,11.49100,300.37700,14.62000,4013.61200,224.88000,951.29800,275.41100,2300.64300,6314.25500,2165.32900,,309.35000,517.61900,2682.94800,1.38900,2023.22700,-2.77000,3631.30700,6314.25500
2021-03-31,3270.39800,552.76200,17.74200,320.64600,43.44300,4220.51500,149.36400,656.89700,255.58100,1807.70300,6028.21800,2234.71500,,264.63800,461.61100,2696.32600,1.37600,1870.97100,-8.66400,3331.89200,6028.21800
2020-12-31,3186.93400,581.13600,26.73300,296.51800,48.78400,4159.95900,135.25700,652.15300,292.96600,1806.14000,5966.09900,2341.78900,,280.37100,469.01900,2810.80800,1.37500,1652.15900,-5.58400,3155.29100,5966.09900
2020-09-30,2836.03000,787.81800,26.93400,192.19200,73.71400,3932.09800,133.40400,647.39200,445.86800,1904.05600,5836.15400,2325.83500,,425.36400,609.03700,2934.87200,1.37300,1469.91100,-34.82400,2901.28200,5836.15400
