,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,171.59700,826.41600,323.67800,2306.07200,3627.76300,17971.67000,731.25700,,19738.40000,23366.16000,3531.89400,6551.79500,494.62600,9997.99200,13529.89000,0.71600,3378.46500,391.33000,9836.27400,23366.16000
2022-09-30,51.55400,363.70800,357.94100,2274.49000,3047.69300,17240.24000,731.25700,,19145.30000,22192.99000,3602.60000,5760.64700,487.63100,9171.29800,12773.90000,0.70400,3211.15700,369.11200,9419.09100,22192.99000
2022-06-30,328.07500,375.25700,223.99300,2354.52600,3281.85100,16556.60000,731.25700,,18373.63000,21655.48000,3259.11700,5759.16400,479.96200,9128.19600,12387.31000,0.69900,3236.17200,305.21000,9268.17100,21655.48000
2022-03-31,582.49500,565.18400,96.29500,2285.02200,3528.99600,16084.97000,731.25700,,17742.15000,21271.14000,3208.41600,5757.59500,476.02600,9079.49600,12287.91000,0.69500,3202.93700,145.57900,8983.23100,21271.14000
2021-12-31,264.00500,514.33300,220.27900,2275.58800,3274.20500,15726.79000,731.25700,,17271.58000,20545.78000,3426.49200,5555.17700,474.69500,8829.74600,12256.24000,0.67700,2971.47100,23.85600,8289.54500,20545.78000
2021-09-30,116.72300,342.96700,178.11600,2200.90900,2838.71500,15063.97000,731.25700,,16769.95000,19608.66000,3510.35500,4930.20500,468.68800,8191.41800,11701.77000,0.66200,2812.67300,69.80300,7906.88900,19608.66000
2021-06-30,524.62100,291.12200,99.46900,200.15400,1115.36600,14477.75000,731.25700,,18200.07000,19315.44000,1062.51600,7128.50500,464.53600,10479.16000,11541.68000,0.65400,2846.59700,61.23900,7773.75800,19315.44000
2021-03-31,865.31100,469.59500,50.04300,235.48500,1620.43400,14039.59000,731.25700,,17788.38000,19408.81000,871.29900,7316.40400,465.10400,10716.59000,11587.88000,0.65300,2826.09800,140.47100,7820.92500,19408.81000
2020-12-31,457.59900,492.52600,99.56900,142.59400,1192.28800,13762.14000,731.25700,,15283.59000,16475.88000,797.83900,5124.86200,456.26400,8464.88400,9262.72300,0.64100,2609.66900,2.53200,7213.15600,16475.88000
2020-09-30,20.80800,230.59500,111.95000,107.90500,471.25800,13355.35000,731.25700,,14887.77000,15359.03000,782.40100,4531.77900,457.18800,7785.42800,8567.82700,0.62900,2471.01400,-57.58900,6791.20300,15359.03000
2020-06-30,208.06400,236.46600,84.88600,72.74300,602.15900,12880.85000,730.70600,,14268.82000,14870.98000,702.68600,4531.34100,458.10100,7706.82500,8409.51100,0.61700,2477.45100,-116.72700,6461.47100,14870.98000
2020-03-31,320.09900,377.81700,68.06100,63.58400,829.56100,12548.24000,730.70600,,13886.84000,14716.40000,933.39000,4328.86600,448.68100,7478.59400,8411.98300,0.61200,2430.25700,-112.64100,6304.41500,14716.40000
2019-12-31,189.27200,435.61600,115.25900,71.98200,812.12900,12250.42000,730.70600,,13576.00000,14388.13000,845.17200,4324.28500,451.17800,7415.17800,8260.35000,0.61100,2261.13100,-113.53100,6127.77500,14388.13000
