,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,659.75400,485.27700,59.19700,510.27900,1714.50700,167.70900,7.81200,2259.27700,503.74800,3371.06100,5085.56800,1533.47900,,70.14300,969.74010,2503.21900,129.06000,2476.50800,-23.21900,2582.34900,5085.56800
2022-09-30,884.56600,469.97900,68.36500,489.31400,1912.22400,168.18200,9.54400,2259.28200,516.12200,3363.97000,5276.19400,1839.95100,,67.71000,967.26510,2807.21600,91.04800,2404.10600,-26.17600,2468.97800,5276.19400
2022-06-30,738.34100,455.76200,43.78700,451.03500,1688.92500,172.06000,19.11200,2259.95100,492.39500,3332.36400,5021.28900,1768.70000,,73.54600,929.60400,2698.30400,32.85100,2314.76000,-24.62600,2322.98500,5021.28900
2022-03-31,887.13400,414.21800,27.88300,405.59600,1734.83100,178.74200,34.91100,2259.95100,482.80500,3342.34200,5077.17300,1773.22900,,71.41700,906.81600,2680.04500,82.13300,2337.62300,-22.62800,2397.12800,5077.17300
2021-12-31,858.95400,419.28200,20.79500,388.94200,1687.97300,185.35500,76.99100,2260.40700,490.50800,3398.93500,5086.90800,1431.88800,344.95400,77.40200,1249.65900,2681.54700,145.18900,2281.38700,-21.21500,2405.36100,5086.90800
2021-09-30,910.60700,340.53600,22.05500,337.90200,1611.10000,191.16400,132.77800,2216.55300,472.55800,3386.18000,4997.28000,1391.52700,349.77200,75.23600,1245.54000,2637.06700,192.45800,2187.82800,-20.07300,2360.21300,4997.28000
2021-06-30,767.91890,382.89700,22.64900,293.24600,1466.71100,196.78000,95.22200,2209.63900,434.79700,3318.41000,4785.12100,1354.96400,354.59100,84.73700,1237.98800,2592.95200,133.99400,2077.11000,-18.93500,2192.16900,4785.12100
2021-03-31,643.27100,374.40400,24.57100,293.40200,1335.64800,207.59900,19.07800,2209.63900,418.21500,3183.54400,4519.19200,1327.10400,359.41000,65.33300,1184.26900,2511.37300,39.50700,1987.50600,-19.19400,2007.81900,4519.19200
2020-12-31,1373.34400,346.67000,26.45500,283.34100,2029.81000,215.64900,88.75300,1863.89200,367.95500,2869.52900,4899.33900,1319.24900,364.22900,61.65300,1178.50000,2497.74900,386.23600,2033.20900,-17.85500,2401.59000,4899.33900
2020-09-30,1209.88900,296.18300,27.89800,259.50600,1793.47600,229.23900,102.93900,1858.96600,347.44700,2884.44400,4677.92000,1288.27900,369.04700,59.51100,1157.37300,2445.65200,305.45300,1945.53100,-18.71600,2232.26800,4677.92000
2020-06-30,1093.57100,304.87400,28.82600,238.16300,1665.43400,228.29300,112.92800,1858.96600,343.05600,2907.92300,4573.35700,1263.31600,373.86600,49.81700,1156.14200,2419.45800,304.52600,1867.86800,-18.49500,2153.89900,4573.35700
2020-03-31,821.14500,338.65500,30.94200,217.98900,1408.73100,232.00600,204.96900,1864.99100,355.61400,3032.24600,4440.97700,1252.00600,378.68500,62.75100,1190.77700,2442.78300,223.10100,1797.99600,-22.90300,1998.19400,4440.97700
2019-12-31,1162.21800,354.66800,32.38100,188.20400,1737.47100,229.80000,312.04400,1065.37900,197.85100,2137.88900,3875.36000,1150.50700,,62.61100,795.39500,1945.90200,211.21700,1736.61700,-18.37600,1929.45800,3875.36000
2019-09-30,972.28200,322.02900,34.40100,182.87400,1511.58600,223.42600,358.40200,1065.37900,203.78100,1878.68900,3390.27500,1105.52600,,131.85300,523.25200,1628.77800,142.59700,1638.09000,-19.19000,1761.49700,3390.27500
2019-06-30,986.48690,320.46500,36.00900,161.94000,1504.90100,226.00200,161.61900,1065.37900,194.29500,1672.37400,3177.27500,1072.06600,,117.80400,481.42700,1553.49300,98.72200,1543.25300,-18.19300,1623.78200,3177.27500
2019-03-31,1313.77700,321.48400,33.46300,138.73600,1807.46000,208.22100,301.35700,555.96500,95.68200,1182.77600,2990.23600,1074.78700,,95.53000,448.04100,1522.82800,29.40100,1457.34800,-19.34100,1467.40800,2990.23600
