,cash-on-hand,receivables-total,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,7997.00000,3425.00000,2346.00000,2838.00000,16606.00000,2006.00000,,11381.00000,7580.00000,22118.00000,38724.00000,14171.00000,13749.00000,4034.00000,18197.00000,32368.00000,,53607.00000,-1253.00000,6356.00000,38724.00000
2022-09-30,8631.00000,3167.00000,2475.00000,2550.00000,16823.00000,1951.00000,,10758.00000,7011.00000,20789.00000,37612.00000,13476.00000,13577.00000,3770.00000,17713.00000,31189.00000,,51625.00000,-1617.00000,6423.00000,37612.00000
2022-06-30,6943.00000,3175.00000,2409.00000,2684.00000,15211.00000,1950.00000,,11195.00000,6955.00000,21020.00000,36231.00000,12085.00000,13746.00000,3767.00000,17910.00000,29995.00000,,49599.00000,-1232.00000,6236.00000,36231.00000
2022-03-31,7913.00000,2889.00000,2320.00000,2831.00000,15953.00000,1957.00000,,11300.00000,7158.00000,21210.00000,37163.00000,11928.00000,13868.00000,3851.00000,18133.00000,30061.00000,,47800.00000,-798.00000,7102.00000,37163.00000
2021-12-31,8480.00000,3006.00000,2271.00000,3192.00000,16949.00000,1907.00000,,11333.00000,6994.00000,20720.00000,37669.00000,13162.00000,13109.00000,3591.00000,17124.00000,30286.00000,,45648.00000,-809.00000,7383.00000,37669.00000
2021-09-30,7502.00000,2820.00000,2367.00000,2693.00000,15382.00000,1860.00000,,11130.00000,6567.00000,20028.00000,35410.00000,11561.00000,13211.00000,3462.00000,17076.00000,28637.00000,,43750.00000,-791.00000,6773.00000,35410.00000
2021-06-30,7346.00000,2773.00000,2217.00000,2743.00000,15079.00000,1839.00000,,11274.00000,6265.00000,19832.00000,34911.00000,11297.00000,13250.00000,3401.00000,17074.00000,28371.00000,,41771.00000,-653.00000,6540.00000,34911.00000
2021-03-31,8321.00000,2648.00000,1999.00000,3437.00000,16405.00000,1850.00000,,10372.00000,5714.00000,18395.00000,34800.00000,11475.00000,13221.00000,3260.00000,16900.00000,28375.00000,,40140.00000,-738.00000,6425.00000,34800.00000
2020-12-31,11182.00000,2646.00000,1883.00000,3402.00000,19113.00000,1902.00000,,6713.00000,5365.00000,14471.00000,33584.00000,11847.00000,12023.00000,3111.00000,15249.00000,27096.00000,,38747.00000,-680.00000,6488.00000,33584.00000
2020-09-30,11211.00000,2357.00000,1958.00000,2943.00000,18469.00000,1887.00000,,5666.00000,4965.00000,13125.00000,31594.00000,9958.00000,12574.00000,3095.00000,15780.00000,25738.00000,,37403.00000,-880.00000,5856.00000,31594.00000
2020-06-30,12114.00000,2147.00000,1790.00000,3330.00000,19381.00000,1872.00000,,5561.00000,4740.00000,12746.00000,32127.00000,9923.00000,12498.00000,3075.00000,15706.00000,25629.00000,,36288.00000,-1046.00000,6498.00000,32127.00000
2020-03-31,11271.00000,2441.00000,1729.00000,2682.00000,18123.00000,1901.00000,,5517.00000,4557.00000,12525.00000,30648.00000,9712.00000,12466.00000,2890.00000,15513.00000,25225.00000,,35273.00000,-1079.00000,5423.00000,30648.00000
2019-12-31,8260.00000,2514.00000,1763.00000,4365.00000,16902.00000,1828.00000,,5438.00000,4525.00000,12334.00000,29236.00000,11904.00000,8527.00000,2729.00000,11415.00000,23319.00000,,33984.00000,-673.00000,5917.00000,29236.00000
2019-09-30,6518.00000,2500.00000,1933.00000,3896.00000,14847.00000,1492.00000,,5034.00000,4090.00000,11134.00000,25981.00000,10714.00000,7735.00000,2386.00000,10292.00000,21006.00000,,32289.00000,-858.00000,4975.00000,25981.00000
2019-06-30,7162.00000,2607.00000,1786.00000,2610.00000,14165.00000,1348.00000,,4756.00000,3984.00000,10566.00000,24731.00000,9497.00000,7806.00000,2224.00000,10199.00000,19696.00000,,30517.00000,-730.00000,5035.00000,24731.00000
2019-03-31,7836.00000,2577.00000,1513.00000,2470.00000,14396.00000,1305.00000,,3969.00000,3346.00000,9124.00000,23520.00000,10246.00000,5799.00000,2151.00000,8084.00000,18330.00000,,28806.00000,-673.00000,5190.00000,23520.00000
2018-12-31,8931.00000,2276.00000,1432.00000,3532.00000,16171.00000,921.00000,,3895.00000,3303.00000,8689.00000,24860.00000,11593.00000,5834.00000,1877.00000,7849.00000,19442.00000,,27283.00000,-718.00000,5418.00000,24860.00000
2018-09-30,9043.00000,2277.00000,1375.00000,2369.00000,15064.00000,876.00000,,3973.00000,2925.00000,8276.00000,23340.00000,9709.00000,5858.00000,1856.00000,7835.00000,17544.00000,,26726.00000,-670.00000,5796.00000,23340.00000
2018-06-30,8294.00000,2164.00000,1323.00000,2524.00000,14305.00000,860.00000,,4017.00000,2894.00000,8166.00000,22471.00000,9455.00000,5858.00000,1750.00000,7737.00000,17192.00000,,25086.00000,-632.00000,5279.00000,22471.00000
2018-03-31,8816.00000,2122.00000,1273.00000,2496.00000,14707.00000,839.00000,,4222.00000,2826.00000,8237.00000,22944.00000,8948.00000,6469.00000,1661.00000,8265.00000,17213.00000,,23852.00000,-373.00000,5731.00000,22944.00000
2017-12-31,8328.00000,1969.00000,1040.00000,2460.00000,13797.00000,829.00000,,4155.00000,2298.00000,7532.00000,21329.00000,8793.00000,5424.00000,1438.00000,7039.00000,15832.00000,,22364.00000,-497.00000,5497.00000,21329.00000
2017-09-30,7968.00000,1858.00000,1180.00000,2225.00000,13231.00000,901.00000,,4162.00000,2195.00000,7683.00000,20914.00000,7984.00000,5393.00000,860.00000,6462.00000,14446.00000,,22401.00000,-542.00000,6468.00000,20914.00000
2017-06-30,7503.00000,1708.00000,1067.00000,2264.00000,12542.00000,845.00000,,3885.00000,2192.00000,7297.00000,19839.00000,7583.00000,5326.00000,842.00000,6378.00000,13961.00000,,21205.00000,-699.00000,5878.00000,19839.00000
2017-03-31,8203.00000,1553.00000,1060.00000,2069.00000,12885.00000,748.00000,,2477.00000,2147.00000,5685.00000,18570.00000,7095.00000,5216.00000,538.00000,5837.00000,12932.00000,,20263.00000,-863.00000,5638.00000,18570.00000
2016-12-31,8878.00000,1416.00000,850.00000,2084.00000,13228.00000,733.00000,,2478.00000,1929.00000,5447.00000,18675.00000,7206.00000,5180.00000,524.00000,5785.00000,12991.00000,,19418.00000,-924.00000,5684.00000,18675.00000
