,cash-on-hand,receivables-total,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2016-09-30,7522.00000,1298.00000,822.00000,2134.00000,11776.00000,698.00000,,2561.00000,1961.00000,5547.00000,17323.00000,7121.00000,3326.00000,545.00000,3953.00000,11074.00000,,18722.00000,-717.00000,6249.00000,17323.00000
2016-06-30,6989.00000,1203.00000,865.00000,1941.00000,10998.00000,680.00000,,2596.00000,1671.00000,5284.00000,16282.00000,6462.00000,3306.00000,562.00000,3951.00000,10413.00000,,17746.00000,-697.00000,5869.00000,16282.00000
2016-03-31,6750.00000,1186.00000,713.00000,1957.00000,10606.00000,669.00000,,2674.00000,1603.00000,5299.00000,15905.00000,6440.00000,3333.00000,545.00000,3954.00000,10394.00000,,16972.00000,-620.00000,5511.00000,15905.00000
2015-12-31,7279.00000,1079.00000,663.00000,1963.00000,10984.00000,675.00000,,2694.00000,1580.00000,5266.00000,16250.00000,6269.00000,3268.00000,572.00000,3919.00000,10188.00000,,16222.00000,-676.00000,6062.00000,16250.00000
2015-09-30,5650.00000,1081.00000,843.00000,1783.00000,9625.00000,641.00000,,2727.00000,1619.00000,5009.00000,14634.00000,5943.00000,1495.00000,803.00000,2393.00000,8336.00000,,15543.00000,-536.00000,6298.00000,14634.00000
2015-06-30,5618.00000,1128.00000,903.00000,2274.00000,10217.00000,632.00000,,2802.00000,1589.00000,5055.00000,15272.00000,6476.00000,1495.00000,764.00000,2360.00000,8836.00000,,14746.00000,-493.00000,6436.00000,15272.00000
2015-03-31,6336.00000,1072.00000,644.00000,2023.00000,10348.00000,602.00000,,2117.00000,1490.00000,4285.00000,14633.00000,5937.00000,1495.00000,765.00000,2362.00000,8299.00000,,14006.00000,-639.00000,6334.00000,14633.00000
2014-12-31,6915.00000,1109.00000,671.00000,2002.00000,10997.00000,615.00000,,2236.00000,1385.00000,4332.00000,15329.00000,6222.00000,1494.00000,674.00000,2283.00000,8505.00000,,13169.00000,-260.00000,6824.00000,15329.00000
2014-09-30,6859.00000,1071.00000,602.00000,2141.00000,10956.00000,553.00000,,2161.00000,887.00000,3703.00000,14659.00000,5849.00000,1494.00000,649.00000,2262.00000,8111.00000,,12553.00000,-92.00000,6548.00000,14659.00000
2014-06-30,6254.00000,1134.00000,641.00000,2261.00000,10577.00000,539.00000,,2286.00000,887.00000,3798.00000,14375.00000,5790.00000,1494.00000,652.00000,2271.00000,8061.00000,,11666.00000,188.00000,6314.00000,14375.00000
2014-03-31,7102.00000,995.00000,552.00000,2389.00000,11342.00000,528.00000,,2009.00000,858.00000,3460.00000,14802.00000,5994.00000,1494.00000,619.00000,2230.00000,8224.00000,,10861.00000,180.00000,6578.00000,14802.00000
2013-12-31,7018.00000,966.00000,471.00000,2262.00000,10950.00000,526.00000,,1794.00000,902.00000,3292.00000,14242.00000,6032.00000,,598.00000,715.00000,6747.00000,,10121.00000,178.00000,7495.00000,14242.00000
2013-09-30,6734.00000,990.00000,502.00000,2211.00000,10559.00000,474.00000,,1756.00000,852.00000,3171.00000,13730.00000,5420.00000,,549.00000,642.00000,6062.00000,,9630.00000,120.00000,7668.00000,13730.00000
2013-06-30,5814.00000,949.00000,565.00000,1508.00000,8962.00000,471.00000,,1687.00000,816.00000,3059.00000,12021.00000,4327.00000,,567.00000,665.00000,4992.00000,,8823.00000,-15.00000,7029.00000,12021.00000
2013-03-31,5744.00000,941.00000,488.00000,1482.00000,8783.00000,468.00000,,1679.00000,820.00000,3026.00000,11809.00000,4414.00000,,540.00000,639.00000,5053.00000,,8047.00000,-50.00000,6756.00000,11809.00000
2012-12-31,5729.00000,925.00000,681.00000,1894.00000,9357.00000,472.00000,,1764.00000,809.00000,3105.00000,12462.00000,4906.00000,,523.00000,627.00000,5533.00000,,7354.00000,61.00000,6929.00000,12462.00000
2012-09-30,5639.00000,912.00000,575.00000,1590.00000,9072.00000,465.00000,,1763.00000,719.00000,3048.00000,12120.00000,4548.00000,,545.00000,648.00000,5196.00000,,6786.00000,34.00000,6924.00000,12120.00000
2012-06-30,4956.00000,844.00000,592.00000,1533.00000,8283.00000,458.00000,,1665.00000,718.00000,2957.00000,11240.00000,4307.00000,,552.00000,657.00000,4964.00000,,6052.00000,-47.00000,6276.00000,11240.00000
2012-03-31,5141.00000,812.00000,510.00000,1303.00000,8113.00000,450.00000,,1724.00000,751.00000,3018.00000,11131.00000,4092.00000,,548.00000,660.00000,4752.00000,,5389.00000,78.00000,6379.00000,11131.00000
2011-12-31,4949.00000,808.00000,404.00000,1237.00000,7741.00000,449.00000,,1679.00000,736.00000,2952.00000,10693.00000,4217.00000,,486.00000,599.00000,4816.00000,,4745.00000,-2.00000,5877.00000,10693.00000
2011-09-30,4392.00000,763.00000,280.00000,1223.00000,6753.00000,450.00000,114.00000,1709.00000,625.00000,2921.00000,9674.00000,3105.00000,,462.00000,587.00000,3692.00000,,4745.00000,104.00000,5982.00000,9674.00000
2011-06-30,3604.00000,713.00000,401.00000,1159.00000,6011.00000,454.00000,117.00000,1768.00000,652.00000,3014.00000,9025.00000,2964.00000,,450.00000,580.00000,3544.00000,,4047.00000,247.00000,5481.00000,9025.00000
2011-03-31,3939.00000,642.00000,265.00000,1053.00000,6073.00000,436.00000,129.00000,1249.00000,602.00000,2429.00000,8502.00000,2791.00000,,414.00000,509.00000,3300.00000,,3457.00000,201.00000,5202.00000,8502.00000
2010-12-31,4198.00000,650.00000,400.00000,990.00000,6454.00000,439.00000,142.00000,1207.00000,590.00000,2383.00000,8837.00000,3143.00000,,404.00000,478.00000,3621.00000,,2915.00000,95.00000,5216.00000,8837.00000
2010-09-30,4143.00000,580.00000,305.00000,952.00000,6233.00000,433.00000,154.00000,709.00000,535.00000,1933.00000,8166.00000,2832.00000,1.00000,392.00000,483.00000,3315.00000,,2520.00000,141.00000,4851.00000,8166.00000
2010-06-30,3453.00000,517.00000,332.00000,970.00000,5543.00000,435.00000,170.00000,657.00000,496.00000,1889.00000,7432.00000,2818.00000,19.00000,396.00000,489.00000,3307.00000,,2022.00000,-72.00000,4125.00000,7432.00000
2010-03-31,3101.00000,505.00000,278.00000,946.00000,5106.00000,433.00000,359.00000,701.00000,505.00000,2180.00000,7286.00000,2822.00000,21.00000,537.00000,632.00000,3454.00000,,1583.00000,88.00000,3832.00000,7286.00000
2009-12-31,2879.00000,536.00000,313.00000,1031.00000,5003.00000,449.00000,518.00000,724.00000,512.00000,2467.00000,7470.00000,3167.00000,22.00000,689.00000,791.00000,3958.00000,,1148.00000,194.00000,3512.00000,7470.00000
2009-09-30,2946.06900,503.47200,268.21300,756.94600,4752.66700,450.91500,232.75000,724.96300,419.27200,2186.68100,6939.34800,2791.33200,21.69000,824.90400,922.78000,3714.11200,0.01400,873.42400,209.80500,3225.23600,6939.34800
2009-06-30,2653.59700,545.25500,284.64700,943.93900,4690.20200,456.75000,223.91000,697.70900,413.20100,2293.73100,6983.93300,2981.61200,20.56400,1234.04800,1328.28000,4309.89200,0.01400,440.90100,128.79700,2674.04100,6983.93300
2009-03-31,2275.86100,533.65400,206.57200,833.23600,4106.90000,454.22700,228.14900,656.78900,415.90900,2308.41200,6415.31200,2751.30400,18.40700,1346.83600,1434.67900,4185.98300,0.01400,111.47700,39.51900,2229.32900,6415.31200
