,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,9253.00000,9886.00000,2339.00000,,5795.00000,27273.00000,6255.00000,,57008.00000,4940.00000,69547.00000,96820.00000,21890.00000,35056.00000,6590.00000,43812.00000,65702.00000,292.00000,25503.00000,-1281.00000,,31118.00000,96820.00000
2022-09-30,9027.00000,9613.00000,2074.00000,,6082.00000,26796.00000,6035.00000,,59291.00000,4745.00000,71400.00000,98196.00000,18930.00000,36966.00000,6685.00000,46532.00000,65462.00000,292.00000,24675.00000,-841.00000,,32734.00000,98196.00000
2022-06-30,13228.00000,9054.00000,2142.00000,,5762.00000,30186.00000,5970.00000,,58136.00000,4728.00000,70171.00000,100357.00000,20915.00000,37107.00000,6640.00000,46781.00000,67696.00000,292.00000,24217.00000,-992.00000,,32661.00000,100357.00000
2022-03-31,14968.00000,8511.00000,2104.00000,,4538.00000,30121.00000,6047.00000,,60603.00000,4845.00000,72913.00000,103034.00000,22821.00000,37450.00000,7309.00000,48568.00000,71389.00000,292.00000,23948.00000,-1229.00000,,31645.00000,103034.00000
2021-12-31,16966.00000,9369.00000,2095.00000,,4832.00000,33262.00000,6049.00000,,63029.00000,5535.00000,76052.00000,109314.00000,21868.00000,39605.00000,7334.00000,51440.00000,73308.00000,292.00000,23820.00000,-1268.00000,,36006.00000,109314.00000
2021-09-30,15663.00000,9245.00000,2163.00000,,4372.00000,31443.00000,5868.00000,46.00000,65449.00000,7403.00000,79450.00000,110893.00000,21460.00000,39677.00000,7516.00000,52149.00000,73609.00000,292.00000,22625.00000,-1424.00000,,37284.00000,110893.00000
2021-06-30,12970.00000,9017.00000,2137.00000,,5037.00000,29161.00000,5795.00000,143.00000,68594.00000,6454.00000,81636.00000,110797.00000,18991.00000,42503.00000,7498.00000,54932.00000,73923.00000,292.00000,22168.00000,-1518.00000,,36874.00000,110797.00000
2021-03-31,12930.00000,8660.00000,1953.00000,,3568.00000,27111.00000,5763.00000,288.00000,71343.00000,7137.00000,85324.00000,112435.00000,17330.00000,44505.00000,7692.00000,57432.00000,74762.00000,292.00000,22204.00000,-1544.00000,,37673.00000,112435.00000
2020-12-31,15831.00000,8501.00000,2074.00000,,3786.00000,30192.00000,5886.00000,433.00000,73790.00000,7019.00000,88289.00000,118481.00000,19080.00000,48336.00000,7776.00000,61519.00000,80599.00000,292.00000,21281.00000,-1839.00000,,37882.00000,118481.00000
2020-09-30,21155.00000,8062.00000,1949.00000,,3111.00000,34277.00000,5740.00000,495.00000,77215.00000,6896.00000,91259.00000,125536.00000,20464.00000,41364.00000,7565.00000,54842.00000,75306.00000,292.00000,32414.00000,-1699.00000,,50230.00000,125536.00000
2020-06-30,21658.00000,7855.00000,2384.00000,,2446.00000,34343.00000,5777.00000,523.00000,79749.00000,6596.00000,93733.00000,128076.00000,23421.00000,41853.00000,7485.00000,55495.00000,78916.00000,292.00000,31565.00000,-1556.00000,,49160.00000,128076.00000
2020-03-31,18322.00000,8290.00000,2836.00000,,2405.00000,31853.00000,6112.00000,651.00000,84118.00000,5946.00000,97432.00000,129285.00000,19232.00000,42844.00000,10701.00000,60076.00000,79308.00000,292.00000,32671.00000,-1549.00000,,49977.00000,129285.00000
2019-12-31,15393.00000,7685.00000,4293.00000,,1983.00000,29354.00000,6252.00000,767.00000,86457.00000,6604.00000,100590.00000,129944.00000,18304.00000,43387.00000,10101.00000,59942.00000,78246.00000,292.00000,34474.00000,-1520.00000,,51698.00000,129944.00000
2019-09-30,32542.00000,5510.00000,1192.00000,947.00000,,40191.00000,4830.00000,925.00000,7515.00000,2348.00000,17242.00000,57433.00000,10489.00000,24390.00000,1881.00000,29190.00000,39679.00000,221.00000,36555.00000,-1463.00000,,17754.00000,57433.00000
2019-06-30,29357.00000,5667.00000,1308.00000,1384.00000,,37716.00000,4849.00000,994.00000,7528.00000,2634.00000,17447.00000,55163.00000,9711.00000,24433.00000,1897.00000,29301.00000,39012.00000,221.00000,35870.00000,-2621.00000,,16151.00000,55163.00000
2019-03-31,8764.00000,5704.00000,1283.00000,1342.00000,,17093.00000,4985.00000,1233.00000,7562.00000,2581.00000,17741.00000,34834.00000,8841.00000,5635.00000,,10676.00000,19517.00000,221.00000,35109.00000,-2644.00000,,15317.00000,34834.00000
2018-12-31,8759.00000,5747.00000,1195.00000,,2015.00000,17716.00000,5027.00000,1775.00000,7629.00000,2024.00000,17270.00000,34986.00000,10654.00000,5646.00000,4540.00000,10205.00000,20859.00000,221.00000,34065.00000,-2762.00000,,14127.00000,34986.00000
2018-09-30,6830.00000,5871.00000,1282.00000,886.00000,,14869.00000,5092.00000,2017.00000,7793.00000,2336.00000,18865.00000,33734.00000,9694.00000,5687.00000,,10290.00000,19984.00000,221.00000,33292.00000,-2326.00000,,13750.00000,33734.00000
2018-06-30,6075.00000,5559.00000,1242.00000,998.00000,,13874.00000,5080.00000,2117.00000,7773.00000,2280.00000,18767.00000,32641.00000,9878.00000,5671.00000,,10345.00000,20223.00000,221.00000,32044.00000,-2334.00000,,12418.00000,32641.00000
2018-03-31,6770.00000,5683.00000,1231.00000,965.00000,,14649.00000,5060.00000,2252.00000,7979.00000,1776.00000,18434.00000,33083.00000,9624.00000,5775.00000,,10553.00000,20177.00000,221.00000,32323.00000,-2234.00000,,12906.00000,33083.00000
2017-12-31,6812.00000,6300.00000,1166.00000,576.00000,,14854.00000,5001.00000,2480.00000,8073.00000,1533.00000,18697.00000,33551.00000,9563.00000,6975.00000,,12141.00000,21704.00000,221.00000,31160.00000,-2289.00000,,11847.00000,33551.00000
2017-09-30,7122.00000,5922.00000,1250.00000,754.00000,,15048.00000,5014.00000,2526.00000,8078.00000,965.00000,18929.00000,33977.00000,9438.00000,6982.00000,,9625.00000,19063.00000,221.00000,34141.00000,-2421.00000,,14914.00000,33977.00000
2017-06-30,6505.00000,5782.00000,1217.00000,820.00000,,14324.00000,4944.00000,2580.00000,8106.00000,883.00000,19085.00000,33409.00000,9017.00000,6911.00000,,9571.00000,18588.00000,221.00000,33934.00000,-2467.00000,,14821.00000,33409.00000
2017-03-31,6109.00000,5494.00000,1384.00000,628.00000,,13615.00000,5020.00000,2685.00000,8151.00000,848.00000,19322.00000,32937.00000,8494.00000,7237.00000,,9908.00000,18402.00000,221.00000,33658.00000,-2414.00000,,14535.00000,32937.00000
2016-12-31,6350.00000,5543.00000,1241.00000,570.00000,,13704.00000,4980.00000,2719.00000,8260.00000,1048.00000,20003.00000,33707.00000,8841.00000,5716.00000,,8519.00000,17360.00000,221.00000,33513.00000,-2503.00000,,16347.00000,33707.00000
2016-09-30,5560.00000,5597.00000,1482.00000,565.00000,,13204.00000,4790.00000,3035.00000,8252.00000,918.00000,20523.00000,33727.00000,8996.00000,5836.00000,,8950.00000,17946.00000,221.00000,33272.00000,-2735.00000,,15781.00000,33727.00000
2016-06-30,4651.00000,5622.00000,1437.00000,588.00000,,12298.00000,4597.00000,3281.00000,8254.00000,1012.00000,20533.00000,32831.00000,7885.00000,6581.00000,,9868.00000,17753.00000,221.00000,32706.00000,-2804.00000,,15078.00000,32831.00000
2016-03-31,4307.00000,4957.00000,1336.00000,615.00000,,11215.00000,4455.00000,3689.00000,8255.00000,1048.00000,20677.00000,31892.00000,7597.00000,6593.00000,,9744.00000,17341.00000,221.00000,32176.00000,-2693.00000,,14551.00000,31892.00000
2015-12-31,4270.00000,4299.00000,1221.00000,625.00000,,10415.00000,4412.00000,4660.00000,8300.00000,1117.00000,21333.00000,31748.00000,8017.00000,6550.00000,,9307.00000,17324.00000,221.00000,31613.00000,-2468.00000,,14424.00000,31748.00000
2015-09-30,5413.00000,3908.00000,1130.00000,529.00000,215.00000,12926.00000,4249.00000,4627.00000,8496.00000,762.00000,18853.00000,31779.00000,7158.00000,6632.00000,468.00000,9348.00000,16506.00000,221.00000,32446.00000,-2395.00000,,15273.00000,31779.00000
2015-06-30,5476.00000,3672.00000,1304.00000,502.00000,210.00000,13056.00000,4363.00000,4632.00000,8539.00000,787.00000,18898.00000,31954.00000,7435.00000,6615.00000,475.00000,9228.00000,16663.00000,221.00000,32361.00000,-2173.00000,,15291.00000,31954.00000
2015-03-31,7607.00000,3458.00000,1437.00000,538.00000,,14925.00000,4323.00000,4279.00000,8733.00000,634.00000,18654.00000,33579.00000,7689.00000,7127.00000,583.00000,10201.00000,17890.00000,221.00000,33110.00000,-2416.00000,,15689.00000,33579.00000
2014-12-31,7435.00000,3390.00000,1560.00000,470.00000,109.00000,14608.00000,4417.00000,4408.00000,8780.00000,621.00000,19141.00000,33749.00000,8461.00000,7242.00000,618.00000,10305.00000,18766.00000,221.00000,32541.00000,-2425.00000,,14983.00000,33749.00000
2014-09-30,7221.00000,3321.00000,1565.00000,482.00000,78.00000,14177.00000,4387.00000,4328.00000,8764.00000,779.00000,19273.00000,33450.00000,8103.00000,7267.00000,618.00000,10146.00000,18249.00000,221.00000,33147.00000,-2605.00000,,15201.00000,33450.00000
2014-06-30,7175.00000,3315.00000,1666.00000,512.00000,38.00000,14062.00000,4438.00000,3876.00000,8889.00000,1363.00000,19441.00000,33503.00000,7798.00000,7372.00000,624.00000,10326.00000,18124.00000,221.00000,33026.00000,-2225.00000,,15379.00000,33503.00000
2014-03-31,7059.00000,3316.00000,1655.00000,538.00000,56.00000,14014.00000,4485.00000,3558.00000,9254.00000,1324.00000,19410.00000,33424.00000,7521.00000,7367.00000,616.00000,10372.00000,17893.00000,221.00000,33291.00000,-2267.00000,,15531.00000,33424.00000
2013-12-31,4525.00000,3360.00000,1498.00000,412.00000,7420.00000,18916.00000,4579.00000,3747.00000,9414.00000,1428.00000,19676.00000,38592.00000,12440.00000,7981.00000,625.00000,10916.00000,23356.00000,221.00000,32952.00000,-2141.00000,,15236.00000,38592.00000
2013-09-30,2722.00000,3673.00000,1640.00000,556.00000,,10627.00000,5236.00000,3623.00000,15822.00000,1301.00000,26177.00000,36804.00000,8279.00000,6532.00000,665.00000,13811.00000,22090.00000,221.00000,32826.00000,-2312.00000,,14714.00000,36804.00000
2013-06-30,2799.00000,3406.00000,1785.00000,536.00000,,10486.00000,5228.00000,3223.00000,16016.00000,1104.00000,25766.00000,36252.00000,8354.00000,6442.00000,649.00000,13525.00000,21879.00000,221.00000,32715.00000,-2520.00000,,14373.00000,36252.00000
2013-03-31,2533.00000,3308.00000,1791.00000,616.00000,,10076.00000,5259.00000,3242.00000,16216.00000,975.00000,25882.00000,35958.00000,8414.00000,6522.00000,459.00000,13845.00000,22259.00000,221.00000,32761.00000,-3131.00000,,13699.00000,35958.00000
2012-12-31,2829.00000,3083.00000,1657.00000,355.00000,,9521.00000,5333.00000,3523.00000,16413.00000,904.00000,26376.00000,35897.00000,8279.00000,6568.00000,475.00000,13980.00000,22259.00000,221.00000,32733.00000,-3202.00000,,13638.00000,35897.00000
2012-09-30,2930.00000,2889.00000,1697.00000,423.00000,,9278.00000,5297.00000,3698.00000,16715.00000,877.00000,26766.00000,36044.00000,8195.00000,6608.00000,464.00000,13949.00000,22144.00000,221.00000,32381.00000,-2944.00000,,13900.00000,36044.00000
2012-06-30,5037.00000,2825.00000,1521.00000,455.00000,,11013.00000,4478.00000,3732.00000,11368.00000,875.00000,20654.00000,31667.00000,6991.00000,5209.00000,703.00000,8864.00000,15855.00000,221.00000,33661.00000,-2967.00000,,15812.00000,31667.00000
2012-03-31,5029.00000,3613.00000,1463.00000,500.00000,,11765.00000,4512.00000,3585.00000,11615.00000,823.00000,20643.00000,32408.00000,7211.00000,5270.00000,656.00000,8951.00000,16162.00000,221.00000,33595.00000,-3018.00000,,16246.00000,32408.00000
2011-12-31,8733.00000,3743.00000,1384.00000,258.00000,,15318.00000,4521.00000,2909.00000,8710.00000,824.00000,17652.00000,32970.00000,7780.00000,5376.00000,384.00000,9323.00000,17103.00000,220.00000,33069.00000,-3045.00000,,15867.00000,32970.00000
2011-09-30,8193.00000,3687.00000,1357.00000,356.00000,,14869.00000,4492.00000,2819.00000,8760.00000,741.00000,17145.00000,32014.00000,7313.00000,5437.00000,467.00000,8265.00000,15578.00000,220.00000,32797.00000,-2282.00000,,16436.00000,32014.00000
2011-06-30,7670.00000,4059.00000,1492.00000,420.00000,,14775.00000,4554.00000,2734.00000,8455.00000,794.00000,17058.00000,31833.00000,7410.00000,5332.00000,443.00000,8278.00000,15688.00000,220.00000,32392.00000,-2389.00000,,16145.00000,31833.00000
2011-03-31,6793.00000,3587.00000,1322.00000,451.00000,,13296.00000,4604.00000,3065.00000,8532.00000,767.00000,17555.00000,30851.00000,6755.00000,5276.00000,438.00000,8195.00000,14950.00000,220.00000,32055.00000,-2414.00000,,15901.00000,30851.00000
2010-12-31,7301.00000,3480.00000,1204.00000,252.00000,,13273.00000,4664.00000,2681.00000,8603.00000,1005.00000,17803.00000,31076.00000,6739.00000,5328.00000,424.00000,8699.00000,15438.00000,220.00000,31636.00000,-2371.00000,,15638.00000,31076.00000
2010-09-30,8359.00000,3285.00000,1369.00000,292.00000,,14376.00000,4723.00000,2562.00000,7938.00000,1207.00000,17509.00000,31885.00000,6284.00000,6479.00000,409.00000,9744.00000,16028.00000,220.00000,31721.00000,-2334.00000,,15857.00000,31885.00000
2010-06-30,7454.00000,3172.00000,1265.00000,296.00000,,12983.00000,4745.00000,2795.00000,7981.00000,1216.00000,18068.00000,31051.00000,5908.00000,6248.00000,409.00000,9569.00000,15477.00000,220.00000,31322.00000,-2300.00000,,15574.00000,31051.00000
2010-03-31,6776.00000,3459.00000,1284.00000,268.00000,,12532.00000,4822.00000,2997.00000,8031.00000,976.00000,18221.00000,30753.00000,6017.00000,6081.00000,416.00000,9503.00000,15520.00000,220.00000,30949.00000,-2425.00000,,15233.00000,30753.00000
2009-12-31,8514.00000,3164.00000,1413.00000,256.00000,,13958.00000,5055.00000,1369.00000,8083.00000,907.00000,17050.00000,31008.00000,6313.00000,6130.00000,422.00000,9910.00000,16223.00000,220.00000,30760.00000,-2541.00000,,14785.00000,31008.00000
2009-09-30,6669.00000,3699.00000,1824.00000,493.00000,,13387.00000,5561.00000,1202.00000,8201.00000,1163.00000,17564.00000,30951.00000,7392.00000,6307.00000,408.00000,9188.00000,16580.00000,220.00000,23287.00000,-2218.00000,-75.00000,14371.00000,30951.00000
2009-06-30,8120.00000,3619.00000,1780.00000,385.00000,,14570.00000,5468.00000,983.00000,5897.00000,1089.00000,15239.00000,29809.00000,6744.00000,6235.00000,430.00000,9129.00000,15873.00000,220.00000,22936.00000,-2255.00000,-87.00000,13936.00000,29809.00000
2009-03-31,8920.00000,3600.00000,1735.00000,361.00000,,15375.00000,5386.00000,,5934.00000,1054.00000,14318.00000,29693.00000,6633.00000,6492.00000,439.00000,9931.00000,16564.00000,220.00000,22571.00000,-2605.00000,-98.00000,13129.00000,29693.00000
